gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
rsmG,rsmG,PMN2A_RS08260,PMN2A_1005,Protein Homology,1496481.0,1497227.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824411.1,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,WP_041711057.1,PMN2A_1005,1496520.0,1497227.0,+,CK_Pro_NATL2A_01005,gidB,"GO:0032259,GO:0006364,GO:0070475,GO:0070476,GO:0008168,GO:0008649,GO:0016740,GO:0070043,GO:0005737",CK_00001053,K.3,tRNA and rRNA base modification,"COG0357,bactNOG24159,bactNOG29142,bactNOG22385,bactNOG43657,bactNOG37470,cyaNOG01974,cyaNOG05949","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.1.1.170,16S rRNA (guanine527-N7)-methyltransferase%3B ribosomal RNA small subunit methyltransferase G%3B 16S rRNA methyltransferase RsmG%3B GidB%3B rsmG (gene name),"methylation,rRNA processing,rRNA base methylation,rRNA (guanine-N7)-methylation,methylation,rRNA processing,rRNA base methylation,rRNA (guanine-N7)-methylation,methyltransferase activity,rRNA methyltransferase activity,transferase activity,rRNA (guanine-N7-)-methyltransferase activity,methylation,rRNA processing,rRNA base methylation,rRNA (guanine-N7)-methylation,methyltransferase activity,rRNA methyltransferase activity,transferase activity,rRNA (guanine-N7-)-methyltransferase activity,cytoplasm",16S rRNA (guanine(527)-N(7))-methyltransferase GidB,"TIGR00138,PF02527,IPR003682","16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,rRNA small subunit methyltransferase G,rRNA small subunit methyltransferase G",168,Protein synthesis / tRNA and rRNA base modification
PMN2A_RS08265,,PMN2A_RS08265,PMN2A_1006,Protein Homology,1497224.0,1498450.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295351.1,aldo/keto reductase,WP_011295351.1,PMN2A_1006,1497224.0,1498450.0,-,CK_Pro_NATL2A_01006,,"GO:0055114,GO:0016491",CK_00001054,R.3,Enzymes of unknown specificity,"COG1453,bactNOG15294,bactNOG85264,bactNOG20709,bactNOG06312,bactNOG12292,cyaNOG00741","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity",NADP-dependent oxidoreductase,"PF00248,IPR023210,IPR020471,IPR036812","Aldo/keto reductase family,NADP-dependent oxidoreductase domain,Aldo/keto reductase,NADP-dependent oxidoreductase domain superfamily",703,Unknown function / Enzymes of unknown specificity
PMN2A_RS08270,,PMN2A_RS08270,PMN2A_1007,Protein Homology,1498466.0,1498885.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824413.1,ferredoxin,WP_011295352.1,PMN2A_1007,1498466.0,1498885.0,-,CK_Pro_NATL2A_01007,,"GO:0006810,GO:0022900,GO:0009055,GO:0046872,GO:0051536,GO:0005506",CK_00000180,"D.1.1,G.2","Iron,Electron transport","COG1141,COG1145,bactNOG66635,bactNOG49456,bactNOG23039,cyaNOG07060,cyaNOG02587,cyaNOG03169","COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"transport,electron transport chain,transport,electron transport chain,electron transfer activity,metal ion binding,iron-sulfur cluster binding,iron ion binding",3Fe-4S ferredoxin,"PF13459,PF13370,PS51379,IPR001080","4Fe-4S single cluster domain,4Fe-4S single cluster domain of Ferredoxin I,4Fe-4S ferredoxin-type iron-sulfur binding domain profile.,3Fe-4S ferredoxin",112,Energy metabolism / Electron transport
PMN2A_RS08275,,PMN2A_RS08275,PMN2A_1008,Protein Homology,1498900.0,1499292.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295353.1,DUF1257 domain-containing protein,WP_011295353.1,PMN2A_1008,1498900.0,1499292.0,-,CK_Pro_NATL2A_01008,ycf35,,CK_00001055,"J.2,N","CO2 fixation,Regulatory functions","COG1609,NOG12090,COG0542,bactNOG64292,bactNOG28024,cyaNOG06780,cyaNOG03114","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,regulator of CO2 utilization Ycf35,"PF06868,IPR009666","Protein of unknown function (DUF1257),Uncharacterised protein family Ycf35",164,Energy metabolism / Photosynthesis
PMN2A_RS08280,,PMN2A_RS08280,PMN2A_1009,Protein Homology,1499292.0,1499495.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295354.1,DUF2997 domain-containing protein,WP_011295354.1,PMN2A_1009,1499292.0,1499495.0,-,CK_Pro_NATL2A_01009,,,CK_00001516,,,"NOG46426,NOG274982,bactNOG74064,bactNOG48888,cyaNOG08158,cyaNOG04252","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Conserved hypothetical protein,"PF11211,IPR021375","Protein of unknown function (DUF2997),Protein of unknown function DUF2997",156,Hypothetical proteins / Conserved
PMN2A_RS08285,,PMN2A_RS08285,PMN2A_1010,Protein Homology,1499587.0,1500396.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295355.1,HEAT repeat domain-containing protein,WP_011295355.1,PMN2A_1010,1499587.0,1500396.0,-,CK_Pro_NATL2A_01010,iaiH,,CK_00001056,L.3,Protein folding and stabilization,"COG1413,bactNOG08917,bactNOG78959,bactNOG90294,cyaNOG00556","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,,PBS lyase HEAT-like repeat domain-containing protein,PF13646,HEAT repeats,95,Protein fate / Protein folding and stabilization
PMN2A_RS08290,,PMN2A_RS08290,PMN2A_1011,Protein Homology,1500612.0,1502363.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295356.1,sodium:solute symporter family protein,WP_011295356.1,PMN2A_1011,1500612.0,1502363.0,-,CK_Pro_NATL2A_01011,,,CK_00001517,Q.3,Carbohydrates%2C organic alcohols%2C and acids,"COG0591,NOG126079,bactNOG04996,cyaNOG00199,cyaNOG01056","COG: ER,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,,sodium:solute symporter family%2C possibly glucose transporter,"PF00474,PS50283,IPR001734","Sodium:solute symporter family,Sodium:solute symporter family profile.,Sodium/solute symporter",144,Transport and binding proteins / Carbohydrates%2C organic alcohols%2C and acids
rlmN,rlmN,PMN2A_RS08295,PMN2A_1012,Protein Homology,1502394.0,1503473.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824418.1,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,WP_011295357.1,PMN2A_1012,1502394.0,1503473.0,-,CK_Pro_NATL2A_01012,rlmN,"GO:0031167,GO:0006364,GO:0030488,GO:0070475,GO:0008033,GO:0032259,GO:0046677,GO:0000049,GO:0002935,GO:0005515,GO:0051539,GO:0070040,GO:0008757,GO:0016433,GO:0051536,GO:0008173,GO:0005737",CK_00001057,"K.3,P.4","tRNA and rRNA base modification,RNA processing","COG0820,bactNOG00519,cyaNOG00772","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",2.1.1.192,23S rRNA (adenine2503-C2)-methyltransferase%3B RlmN%3B YfgB%3B Cfr,"rRNA methylation,rRNA processing,tRNA methylation,rRNA base methylation,tRNA processing,methylation,response to antibiotic,rRNA methylation,rRNA processing,tRNA methylation,rRNA base methylation,tRNA processing,methylation,response to antibiotic,tRNA binding,tRNA (adenine-C2-)-methyltransferase activity,protein binding,4 iron%2C 4 sulfur cluster binding,rRNA (adenine-C2-)-methyltransferase activity,S-adenosylmethionine-dependent methyltransferase activity,rRNA (adenine) methyltransferase activity,iron-sulfur cluster binding,RNA methyltransferase activity,rRNA methylation,rRNA processing,tRNA methylation,rRNA base methylation,tRNA processing,methylation,response to antibiotic,tRNA binding,tRNA (adenine-C2-)-methyltransferase activity,protein binding,4 iron%2C 4 sulfur cluster binding,rRNA (adenine-C2-)-methyltransferase activity,S-adenosylmethionine-dependent methyltransferase activity,rRNA (adenine) methyltransferase activity,iron-sulfur cluster binding,RNA methyltransferase activity,cytoplasm",23S rRNA (adenine2503-C2)-methyltransferase,"TIGR00048,PF04055,PF13394,IPR007197,IPR004383","23S rRNA (adenine(2503)-C(2))-methyltransferase,Radical SAM superfamily,4Fe-4S single cluster domain,Radical SAM,Ribosomal RNA large subunit methyltransferase RlmN/Cfr","166,168","Transcription / RNA processing,Protein synthesis / tRNA and rRNA base modification"
PMN2A_RS08300,,PMN2A_RS08300,PMN2A_1013,Protein Homology,1503470.0,1503622.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295358.1,high light inducible protein,WP_011295358.1,PMN2A_1013,1503470.0,1503622.0,-,CK_Pro_NATL2A_01013,hli,"GO:0009644,GO:0016020",CK_00001058,"D.1.2,J","Light,Photosynthesis and respiration","NOG251243,bactNOG73946,cyaNOG04556","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"response to high light intensity,response to high light intensity,membrane",high light inducible protein,"PF00504,IPR022796,IPR023329","Chlorophyll A-B binding protein,Chlorophyll A-B binding protein,Chlorophyll a/b binding domain superfamily",149,Cellular processes / Adaptations to atypical conditions
PMN2A_RS08305,,PMN2A_RS08305,PMN2A_1014,Protein Homology,1503689.0,1507798.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824419.1,DNA-directed RNA polymerase subunit beta',WP_011295359.1,PMN2A_1014,1503689.0,1507798.0,-,CK_Pro_NATL2A_01014,rpoC2,"GO:0006351,GO:0003677,GO:0003899",CK_00001059,P.2,DNA-dependent RNA polymerase,"COG0086,bactNOG13523,cyaNOG01304","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",2.7.7.6,DNA-directed RNA polymerase%3B RNA polymerase%3B RNA nucleotidyltransferase (DNA-directed)%3B RNA polymerase I%3B RNA polymerase II%3B RNA polymerase III%3B C RNA formation factors%3B deoxyribonucleic acid-dependent ribonucleic acid polymerase%3B DNA-dependent ribonucleate nucleotidyltransferase%3B DNA-dependent RNA nucleotidyltransferase%3B DNA-dependent RNA polymerase%3B ribonucleate nucleotidyltransferase%3B ribonucleate polymerase%3B C ribonucleic acid formation factors%3B ribonucleic acid nucleotidyltransferase%3B ribonucleic acid polymerase%3B ribonucleic acid transcriptase%3B ribonucleic polymerase%3B ribonucleic transcriptase%3B RNA nucleotidyltransferase%3B RNA transcriptase%3B transcriptase%3B RNA nucleotidyltransferase I,"transcription%2C DNA-templated,transcription%2C DNA-templated,DNA binding,DNA-directed 5'-3' RNA polymerase activity",DNA-directed RNA polymerase%2C beta'' subunit,"TIGR02388,PF04998,PF05000,IPR007081,IPR007083,IPR012756","DNA-directed RNA polymerase%2C beta'' subunit,RNA polymerase Rpb1%2C domain 5,RNA polymerase Rpb1%2C domain 4,RNA polymerase Rpb1%2C domain 5,RNA polymerase Rpb1%2C domain 4,DNA-directed RNA polymerase%2C subunit beta''",135,Transcription / DNA-dependent RNA polymerase
PMN2A_RS08310,,PMN2A_RS08310,PMN2A_1015,Protein Homology,1507841.0,1509748.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295360.1,DNA-directed RNA polymerase subunit gamma,WP_011295360.1,PMN2A_1015,1507841.0,1509748.0,-,CK_Pro_NATL2A_01015,rpoC1,"GO:0032774,GO:0006351,GO:0003899,GO:0016740,GO:0016779,GO:0000428",CK_00001060,P.2,DNA-dependent RNA polymerase,"COG0086,bactNOG01527,cyaNOG00123","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",2.7.7.6,DNA-directed RNA polymerase%3B RNA polymerase%3B RNA nucleotidyltransferase (DNA-directed)%3B RNA polymerase I%3B RNA polymerase II%3B RNA polymerase III%3B C RNA formation factors%3B deoxyribonucleic acid-dependent ribonucleic acid polymerase%3B DNA-dependent ribonucleate nucleotidyltransferase%3B DNA-dependent RNA nucleotidyltransferase%3B DNA-dependent RNA polymerase%3B ribonucleate nucleotidyltransferase%3B ribonucleate polymerase%3B C ribonucleic acid formation factors%3B ribonucleic acid nucleotidyltransferase%3B ribonucleic acid polymerase%3B ribonucleic acid transcriptase%3B ribonucleic polymerase%3B ribonucleic transcriptase%3B RNA nucleotidyltransferase%3B RNA transcriptase%3B transcriptase%3B RNA nucleotidyltransferase I,"RNA biosynthetic process,transcription%2C DNA-templated,RNA biosynthetic process,transcription%2C DNA-templated,DNA-directed 5'-3' RNA polymerase activity,transferase activity,nucleotidyltransferase activity,RNA biosynthetic process,transcription%2C DNA-templated,DNA-directed 5'-3' RNA polymerase activity,transferase activity,nucleotidyltransferase activity,DNA-directed RNA polymerase complex",DNA-directed RNA polymerase complex%2C gamma subunit,"TIGR02387,PF04983,PF00623,PF04997,IPR012755,IPR007066,IPR000722,IPR007080","DNA-directed RNA polymerase%2C gamma subunit,RNA polymerase Rpb1%2C domain 3,RNA polymerase Rpb1%2C domain 2,RNA polymerase Rpb1%2C domain 1,DNA-directed RNA polymerase%2C subunit gamma,RNA polymerase Rpb1%2C domain 3,RNA polymerase%2C alpha subunit,RNA polymerase Rpb1%2C domain 1",135,Transcription / DNA-dependent RNA polymerase
rpoB,rpoB,PMN2A_RS08315,PMN2A_1016,Protein Homology,1509791.0,1513078.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824421.1,DNA-directed RNA polymerase subunit beta,WP_011295361.1,PMN2A_1016,1509791.0,1513078.0,-,CK_Pro_NATL2A_01016,rpoB,"GO:0006352,GO:0032774,GO:0006351,GO:0034062,GO:0003899,GO:0016740,GO:0016779,GO:0000345",CK_00000181,P.2,DNA-dependent RNA polymerase,"COG0085,bactNOG00618,cyaNOG01564","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",2.7.7.6,DNA-directed RNA polymerase%3B RNA polymerase%3B RNA nucleotidyltransferase (DNA-directed)%3B RNA polymerase I%3B RNA polymerase II%3B RNA polymerase III%3B C RNA formation factors%3B deoxyribonucleic acid-dependent ribonucleic acid polymerase%3B DNA-dependent ribonucleate nucleotidyltransferase%3B DNA-dependent RNA nucleotidyltransferase%3B DNA-dependent RNA polymerase%3B ribonucleate nucleotidyltransferase%3B ribonucleate polymerase%3B C ribonucleic acid formation factors%3B ribonucleic acid nucleotidyltransferase%3B ribonucleic acid polymerase%3B ribonucleic acid transcriptase%3B ribonucleic polymerase%3B ribonucleic transcriptase%3B RNA nucleotidyltransferase%3B RNA transcriptase%3B transcriptase%3B RNA nucleotidyltransferase I,"DNA-templated transcription%2C initiation,RNA biosynthetic process,transcription%2C DNA-templated,DNA-templated transcription%2C initiation,RNA biosynthetic process,transcription%2C DNA-templated,5'-3' RNA polymerase activity,DNA-directed 5'-3' RNA polymerase activity,transferase activity,nucleotidyltransferase activity,DNA-templated transcription%2C initiation,RNA biosynthetic process,transcription%2C DNA-templated,5'-3' RNA polymerase activity,DNA-directed 5'-3' RNA polymerase activity,transferase activity,nucleotidyltransferase activity,cytosolic DNA-directed RNA polymerase complex",DNA-directed RNA polymerase%2C beta subunit,"TIGR02013,PF04560,PF00562,PF04565,PF04561,PF04563,PF10385,PS01166,IPR007641,IPR007120,IPR010243,IPR007645,IPR007642,IPR007121,IPR007644,IPR019462","DNA-directed RNA polymerase%2C beta subunit,RNA polymerase Rpb2%2C domain 7,RNA polymerase Rpb2%2C domain 6,RNA polymerase Rpb2%2C domain 3,RNA polymerase Rpb2%2C domain 2,RNA polymerase beta subunit,RNA polymerase beta subunit external 1 domain,RNA polymerases beta chain signature.,RNA polymerase Rpb2%2C domain 7,DNA-directed RNA polymerase%2C subunit 2%2C hybrid-binding domain,DNA-directed RNA polymerase beta subunit%2C bacterial-type,RNA polymerase Rpb2%2C domain 3,RNA polymerase Rpb2%2C domain 2,RNA polymerase%2C beta subunit%2C conserved site,RNA polymerase%2C beta subunit%2C protrusion,DNA-directed RNA polymerase%2C beta subunit%2C external 1 domain",135,Transcription / DNA-dependent RNA polymerase
PMN2A_RS08320,,PMN2A_RS08320,PMN2A_1017,Protein Homology,1513333.0,1514124.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295362.1,TatD family hydrolase,WP_011295362.1,PMN2A_1017,1513333.0,1514124.0,-,CK_Pro_NATL2A_01017,tatD,,CK_00001061,,,"COG0084,bactNOG00529,cyaNOG00858","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,,Mg-dependent DNase,"TIGR00010,PF01026,PS01090,IPR015991,IPR001130,IPR018228","hydrolase%2C TatD family,TatD related DNase,TatD deoxyribonuclease family signature 2.,Uncharacterised hydrolase TatD-type,TatD family,Deoxyribonuclease%2C TatD-related%2C conserved site",703,Unknown function / Enzymes of unknown specificity
rpsT,rpsT,PMN2A_RS08325,PMN2A_1018,Protein Homology,1514168.0,1514464.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295363.1,30S ribosomal protein S20,WP_011295363.1,PMN2A_1018,1514168.0,1514464.0,-,CK_Pro_NATL2A_01018,rpsT,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00001062,K.2,Ribosomal proteins: synthesis and modification,"COG0268,bactNOG99085,bactNOG52698,cyaNOG07685,cyaNOG03809","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S20,"TIGR00029,PF01649,IPR002583","ribosomal protein bS20,Ribosomal protein S20,Ribosomal protein S20",158,Protein synthesis / Ribosomal proteins: synthesis and modification
