seq_id,Name,gene,gene_synonym,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
NZ_CP012202.1,rnhA,rnhA,,ACZ81_RS08375,ACZ81_08375,Protein Homology,1927903,1928373,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976296.1,ribonuclease HI,WP_014979088.1,470,K03469,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032],"K03469  rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]",Genetic Info,,"rnhA, RNASEH1",(rnhA)
NZ_CP012202.1,dnaQ,dnaQ,,ACZ81_RS08380,ACZ81_08380,Protein Homology,1928485,1929204,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976297.1,DNA polymerase III subunit epsilon,WP_014976297.1,719,K02342,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032];03400 DNA repair and recombination proteins [BR:ko03400];03430 Mismatch repair [PATH:ko03430];03440 Homologous recombination [PATH:ko03440],K02342  dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7],Genetic Info,,dnaQ,(dnaQ)
NZ_CP012202.1,ACZ81_RS08385,,,ACZ81_RS08385,ACZ81_08385,Protein Homology,1929259,1930749,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976298.1,TIGR03503 family protein,WP_061486961.1,1490,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08410,,,ACZ81_RS08410,ACZ81_08410,Protein Homology,1931681,1933234,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949184.1,EAL domain-containing protein,WP_061485668.1,1553,,,,,,Other,,,
NZ_CP012202.1,lolD,lolD,,ACZ81_RS08415,ACZ81_08415,Protein Homology,1933336,1934046,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976300.1,lipoprotein-releasing ABC transporter ATP-binding protein LolD,WP_039227046.1,710,K09810,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],K09810  lolD; lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-],Membrane transport,Membrane transport,lolD,(lolD)
NZ_CP012202.1,ACZ81_RS08420,,,ACZ81_RS08420,ACZ81_08420,Protein Homology,1934033,1935259,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976301.1,lipoprotein-releasing ABC transporter permease subunit,WP_061485670.1,1226,K09808,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],K09808  lolC_E; lipoprotein-releasing system permease protein,Membrane transport,Membrane transport,lolC_E,
NZ_CP012202.1,ACZ81_RS08425,,,ACZ81_RS08425,ACZ81_08425,Protein Homology,1935660,1937006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979094.1,dicarboxylate/amino acid:cation symporter,WP_014949187.1,1346,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08430,,,ACZ81_RS08430,ACZ81_08430,Protein Homology,1937121,1939670,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949188.1,Ig-like domain-containing protein,WP_061485672.1,2549,,,,,,Other,,,
NZ_CP012202.1,astB,astB,,ACZ81_RS08435,ACZ81_08435,Protein Homology,1939749,1941089,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998124.1,N-succinylarginine dihydrolase,WP_014979096.1,1340,K01484,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K01484  astB; succinylarginine dihydrolase [EC:3.5.3.23],AA/Nucleotide,,astB,(astB)
NZ_CP012202.1,topA,topA,,ACZ81_RS08440,ACZ81_08440,Protein Homology,1941485,1944139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949190.1,type I DNA topoisomerase,WP_039229698.1,2654,K03168,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032];03400 DNA repair and recombination proteins [BR:ko03400],K03168  topA; DNA topoisomerase I [EC:5.6.2.1],Genetic Info,,topA,(topA)
NZ_CP012202.1,ACZ81_RS08445,,,ACZ81_RS08445,ACZ81_08445,Protein Homology,1944279,1944830,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949191.1,DUF2058 domain-containing protein,WP_014976306.1,551,K09912,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09912  K09912; uncharacterized protein,Uncharacterized,,K09912,
NZ_CP012202.1,ACZ81_RS08450,,,ACZ81_RS08450,ACZ81_08450,Protein Homology,1945178,1946017,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976307.1,peptidase,WP_061485675.1,839,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08455,,,ACZ81_RS08455,ACZ81_08455,Protein Homology,1946224,1947135,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976308.1,LysR family transcriptional regulator,WP_014976308.1,911,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08460,(mobA),,ACZ81_RS08460,ACZ81_08460,Protein Homology,1947128,1947757,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949194.1,molybdenum cofactor guanylyltransferase,WP_061485677.1,629,K03752,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K03752  mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77],Metabolism,,mobA,(mobA)
NZ_CP012202.1,fdhD,fdhD,,ACZ81_RS08465,ACZ81_08465,Protein Homology,1947747,1948529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976310.1,formate dehydrogenase accessory sulfurtransferase FdhD,WP_014976310.1,782,K02379,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,K02379  fdhD; FdhD protein,Energy/Carbohydrate/Glycan,,fdhD,(fdhD)
NZ_CP012202.1,ACZ81_RS08470,,,ACZ81_RS08470,ACZ81_08470,Protein Homology,1948595,1950919,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979102.1,FdhF/YdeP family oxidoreductase,WP_061485678.1,2324,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08475,,,ACZ81_RS08475,ACZ81_08475,Protein Homology,1951062,1952072,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979103.1,pyridoxamine 5'-phosphate oxidase family protein,WP_061485681.1,1010,K07006,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07006  K07006; uncharacterized protein,Uncharacterized,,K07006,
NZ_CP012202.1,ACZ81_RS08480,(gst),,ACZ81_RS08480,ACZ81_08480,Protein Homology,1952084,1952761,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976313.1,glutathione S-transferase,WP_061485682.1,677,K00799,09100 Metabolism;09180 Brite Hierarchies,09106 Metabolism of other amino acids;09111 Xenobiotics biodegradation and metabolism;09183 Protein families: signaling and cellular processes,00480 Glutathione metabolism [PATH:ko00480];00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980];00982 Drug metabolism - cytochrome P450 [PATH:ko00982];00983 Drug metabolism - other enzymes [PATH:ko00983];02000 Transporters [BR:ko02000],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]",AA/Nucleotide,Membrane transport,"GST, gst",(gst)
NZ_CP012202.1,ACZ81_RS08485,,,ACZ81_RS08485,ACZ81_08485,Protein Homology,1952814,1953275,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979105.1,nuclear transport factor 2 family protein,WP_014979105.1,461,K09958,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09958  K09958; uncharacterized protein,Uncharacterized,,K09958,
NZ_CP012202.1,ACZ81_RS08490,,,ACZ81_RS08490,ACZ81_08490,Protein Homology,1953438,1954328,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979106.1,LysR family transcriptional regulator,WP_061485684.1,890,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08495,(elaA),,ACZ81_RS08495,ACZ81_08495,Protein Homology,1954553,1955017,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976316.1,GNAT family N-acetyltransferase,WP_039229671.1,464,K02348,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K02348  elaA; ElaA protein,Uncharacterized,,elaA,(elaA)
NZ_CP012202.1,ACZ81_RS08500,,,ACZ81_RS08500,ACZ81_08500,Protein Homology,1955151,1955978,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979108.1,haloacid dehalogenase type II,WP_061485686.1,827,K01560,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361];00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],K01560  E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2],Metabolism,,E3.8.1.2,
NZ_CP012202.1,ACZ81_RS08505,,,ACZ81_RS08505,ACZ81_08505,Protein Homology,1956062,1956739,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949203.1,response regulator transcription factor,WP_014949203.1,677,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08510,,,ACZ81_RS08510,ACZ81_08510,Protein Homology,1956823,1958394,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949204.1,HAMP domain-containing histidine kinase,WP_061485689.1,1571,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08515,,,ACZ81_RS08515,ACZ81_08515,Protein Homology,1958602,1959744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976319.1,DUF1679 domain-containing protein,WP_061485691.1,1142,,,,,,Other,,,
NZ_CP012202.1,rne,rne,,ACZ81_RS08520,ACZ81_08520,Protein Homology,1959851,1963213,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518201.1,ribonuclease E,WP_061485693.1,3362,K08300,09120 Genetic Information Processing;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09182 Protein families: genetic information processing",03009 Ribosome biogenesis [BR:ko03009];03018 RNA degradation [PATH:ko03018];03019 Messenger RNA biogenesis [BR:ko03019],K08300  rne; ribonuclease E [EC:3.1.26.12],Genetic Info,,rne,(rne)
NZ_CP012202.1,rluC,rluC,,ACZ81_RS08525,ACZ81_08525,Protein Homology,1964055,1964996,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998136.1,23S rRNA pseudouridine(955/2504/2580) synthase RluC,WP_014979112.1,941,K06179,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K06179  rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24],Genetic Info,,rluC,(rluC)
NZ_CP012202.1,ACZ81_RS08530,(gph),,ACZ81_RS08530,ACZ81_08530,Protein Homology,1965000,1965707,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949208.1,HAD-IA family hydrolase,WP_014979113.1,707,K01091,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01091  gph; phosphoglycolate phosphatase [EC:3.1.3.18],Energy/Carbohydrate/Glycan,,gph,(gph)
NZ_CP012202.1,ACZ81_RS08535,,,ACZ81_RS08535,ACZ81_08535,Protein Homology,1965759,1966379,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976323.1,Maf family nucleotide pyrophosphatase,WP_061485695.1,620,K25422,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K25422  yceF; 7-methyl-GTP pyrophosphatase [EC:3.6.1.-],Metabolism,,nan,nan
NZ_CP012202.1,yceD,yceD,,ACZ81_RS08540,ACZ81_08540,Protein Homology,1966533,1967066,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976324.1,23S rRNA accumulation protein YceD,WP_014976324.1,533,K07040,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K07040  yceD, ylbN; DUF177 domain-containing protein",Genetic Info,,"yceD, ylbN","(yceD,ylbN)"
NZ_CP012202.1,rpmF,rpmF,,ACZ81_RS08545,ACZ81_08545,Protein Homology,1967070,1967240,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518206.1,50S ribosomal protein L32,WP_012518206.1,170,K02911,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011];03029 Mitochondrial biogenesis [BR:ko03029],"K02911  RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32",Genetic Info,,"RP-L32, MRPL32, rpmF",(rpmF)
NZ_CP012202.1,plsX,plsX,,ACZ81_RS08550,ACZ81_08550,Protein Homology,1967256,1968281,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979115.1,phosphate acyltransferase PlsX,WP_014976325.1,1025,K03621,09100 Metabolism;09180 Brite Hierarchies,09103 Lipid metabolism;09181 Protein families: metabolism,00561 Glycerolipid metabolism [PATH:ko00561];01004 Lipid biosynthesis proteins [BR:ko01004],K03621  plsX; phosphate acyltransferase [EC:2.3.1.274],Metabolism,,plsX,(plsX)
NZ_CP012202.1,ACZ81_RS08555,(fabH),,ACZ81_RS08555,ACZ81_08555,Protein Homology,1968278,1969243,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949212.1,ketoacyl-ACP synthase III,WP_014949212.1,965,K00648,09100 Metabolism;09180 Brite Hierarchies,09103 Lipid metabolism;09181 Protein families: metabolism,00061 Fatty acid biosynthesis [PATH:ko00061];01004 Lipid biosynthesis proteins [BR:ko01004],K00648  fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],Metabolism,,fabH,(fabH)
NZ_CP012202.1,fabD,fabD,,ACZ81_RS08560,ACZ81_08560,Protein Homology,1969329,1970258,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949213.1,ACP S-malonyltransferase,WP_014949213.1,929,K00645,09100 Metabolism;09180 Brite Hierarchies,09103 Lipid metabolism;09110 Biosynthesis of other secondary metabolites;09181 Protein families: metabolism,00061 Fatty acid biosynthesis [PATH:ko00061];00333 Prodigiosin biosynthesis [PATH:ko00333];01004 Lipid biosynthesis proteins [BR:ko01004],"K00645  fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]",Metabolism,,"fabD, MCAT, MCT1",(fabD)
NZ_CP012202.1,fabG,fabG,,ACZ81_RS08565,ACZ81_08565,Protein Homology,1970268,1971008,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976326.1,3-oxoacyl-ACP reductase FabG,WP_014976326.1,740,K00059,09100 Metabolism;09180 Brite Hierarchies,09103 Lipid metabolism;09108 Metabolism of cofactors and vitamins;09110 Biosynthesis of other secondary metabolites;09181 Protein families: metabolism,00061 Fatty acid biosynthesis [PATH:ko00061];00333 Prodigiosin biosynthesis [PATH:ko00333];00780 Biotin metabolism [PATH:ko00780];01004 Lipid biosynthesis proteins [BR:ko01004],"K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",Metabolism,,"fabG, OAR1",(fabG)
NZ_CP012202.1,acpP,acpP,,ACZ81_RS08570,ACZ81_08570,Protein Homology,1971208,1971447,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006993870.1,acyl carrier protein,WP_012518211.1,239,K02078,09100 Metabolism,09103 Lipid metabolism;09110 Biosynthesis of other secondary metabolites,00061 Fatty acid biosynthesis [PATH:ko00061];00998 Biosynthesis of various antibiotics [PATH:ko00998],K02078  acpP; acyl carrier protein,Metabolism,,acpP,(acpP)
NZ_CP012202.1,fabF,fabF,,ACZ81_RS08575,ACZ81_08575,Protein Homology,1971528,1972766,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518212.1,beta-ketoacyl-ACP synthase II,WP_039229651.1,1238,K09458,09100 Metabolism;09180 Brite Hierarchies,09103 Lipid metabolism;09108 Metabolism of cofactors and vitamins;09181 Protein families: metabolism,00061 Fatty acid biosynthesis [PATH:ko00061];00780 Biotin metabolism [PATH:ko00780];01004 Lipid biosynthesis proteins [BR:ko01004],"K09458  fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]",Metabolism,,"fabF, OXSM, CEM1",(fabF)
NZ_CP012202.1,pabC,pabC,,ACZ81_RS08580,ACZ81_08580,Protein Homology,1973000,1973851,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949216.1,aminodeoxychorismate lyase,WP_014949216.1,851,K02619,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K02619  pabC; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38],Metabolism,,pabC,(pabC)
NZ_CP012202.1,mltG,mltG,,ACZ81_RS08585,ACZ81_08585,Protein Homology,1973965,1974984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998142.1,endolytic transglycosylase MltG,WP_014949217.1,1019,K07082,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K07082  K07082; UPF0755 protein,Uncharacterized,,K07082,
NZ_CP012202.1,tmk,tmk,,ACZ81_RS08590,ACZ81_08590,Protein Homology,1975044,1975694,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949218.1,dTMP kinase,WP_014949218.1,650,K00943,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K00943  tmk, DTYMK; dTMP kinase [EC:2.7.4.9]",AA/Nucleotide,,"tmk, DTYMK",(tmk)
NZ_CP012202.1,holB,holB,,ACZ81_RS08595,ACZ81_08595,Protein Homology,1975694,1976581,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998144.1,DNA polymerase III subunit delta',WP_014979119.1,887,K02341,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032];03400 DNA repair and recombination proteins [BR:ko03400];03430 Mismatch repair [PATH:ko03430];03440 Homologous recombination [PATH:ko03440],K02341  holB; DNA polymerase III subunit delta' [EC:2.7.7.7],Genetic Info,,holB,(holB)
NZ_CP012202.1,ACZ81_RS08600,(tatD),,ACZ81_RS08600,ACZ81_08600,Protein Homology,1976645,1977427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998145.1,TatD family hydrolase,WP_014979120.1,782,K03424,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03424  tatD; TatD DNase family protein [EC:3.1.21.-],Metabolism,,tatD,(tatD)
NZ_CP012202.1,ACZ81_RS08605,(pdxH),,ACZ81_RS08605,ACZ81_08605,Protein Homology,1977464,1978021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998146.1,pyridoxamine 5'-phosphate oxidase family protein,WP_039229648.1,557,K00275,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],"K00275  pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]",Metabolism,,"pdxH, PNPO",(pdxH)
NZ_CP012202.1,ACZ81_RS08610,,,ACZ81_RS08610,ACZ81_08610,Protein Homology,1978206,1978838,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979122.1,SDR family oxidoreductase,WP_014949222.1,632,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08615,,,ACZ81_RS08615,ACZ81_08615,Protein Homology,1979034,1981985,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998148.1,diguanylate cyclase,WP_232376004.1,2951,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08620,,,ACZ81_RS08620,ACZ81_08620,Protein Homology,1982148,1983968,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998149.1,M2 family metallopeptidase,WP_061485699.1,1820,K01283,09180 Brite Hierarchies,09181 Protein families: metabolism;09183 Protein families: signaling and cellular processes,01002 Peptidases and inhibitors [BR:ko01002];04090 CD molecules [BR:ko04090];04147 Exosome [BR:ko04147],"K01283  ACE, CD143; peptidyl-dipeptidase A [EC:3.4.15.1]",Env. Info/Cellular Process,,"ACE, CD143",
NZ_CP012202.1,ACZ81_RS08625,,,ACZ81_RS08625,ACZ81_08625,Protein Homology,1984194,1984574,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949225.1,gamma-glutamylcyclotransferase,WP_014949225.1,380,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08630,,,ACZ81_RS08630,ACZ81_08630,Protein Homology,1984586,1984951,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949226.1,DUF4870 domain-containing protein,WP_014949226.1,365,K09940,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09940  K09940; uncharacterized protein,Uncharacterized,,K09940,
NZ_CP012202.1,ACZ81_RS08635,,,ACZ81_RS08635,ACZ81_08635,Protein Homology,1985407,1985682,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949227.1,hypothetical protein,WP_061485701.1,275,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08640,,,ACZ81_RS08640,ACZ81_08640,Protein Homology,1985902,1986666,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976332.1,glucose 1-dehydrogenase,WP_014949228.1,764,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08645,(dhaA),,ACZ81_RS08645,ACZ81_08645,Protein Homology,1986711,1987625,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976333.1,haloalkane dehalogenase,WP_014949229.1,914,K01563,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361];00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],K01563  dhaA; haloalkane dehalogenase [EC:3.8.1.5],Metabolism,,dhaA,(dhaA)
NZ_CP012202.1,ACZ81_RS08650,(fadN),,ACZ81_RS08650,ACZ81_08650,Protein Homology,1987871,1989994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976334.1,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,WP_014949230.1,2123,K07516,09100 Metabolism,09101 Carbohydrate metabolism;09103 Lipid metabolism;09111 Xenobiotics biodegradation and metabolism,00071 Fatty acid degradation [PATH:ko00071];00362 Benzoate degradation [PATH:ko00362];00650 Butanoate metabolism [PATH:ko00650],K07516  fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],Energy/Carbohydrate/Glycan,,fadN,(fadN)
