Sheet 2 Classification of all Prochlorococcus MED4 CDS genes by expression level,,,,,,,,,,,,,,,
sysNamea,locus tagb,start,stop,strand,Core/Flexiblec,ExpressionLeveld,name,desc,COG,COGFun,COGDesc,,,,
PMM1095,PMED4_12411,1040310,1040822,+,Core,VEG,F2J10.13,conserved hypothetical protein (NCBI),,,,,,,
PMM1096,PMED4_12421,1040819,1041718,-,Core,MEG,PMM1096,Lipoate synthase (NCBI),COG320,H,Lipoate synthase,,,,
PMM1097,PMED4_12431,1041721,1042320,-,Core,VEG,recR,RecR protein (NCBI),COG353,L,Recombinational DNA repair protein (RecF pathway),,,,
PMM1098,PMED4_12441,1042426,1042983,+,Core,HEG,psbP,photosystem II oxygen evolving complex protein PsbP (NCBI),,,,,,,
PMM1099,PMED4_12451,1043002,1044774,-,Core,VEG,PMM1099,"ABC transporter, multidrug efflux family (NCBI)",COG1132,V,"ABC-type multidrug transport system, ATPase and permease components",,,,
PMM1100,PMED4_12461,1044785,1045063,-,Flexible,NEG,PMM1100,hypothetical (NCBI),,,,,,,
PMM1101,PMED4_12471,1045073,1046851,-,Core,VEG,srmB,putative ATP-dependent RNA helicase (NCBI),COG513,LKJ,Superfamily II DNA and RNA helicases,,,,
PMM1102,PMED4_12481,1046989,1048677,-,Core,VEG,recD,possible exodeoxyribonuclease V 67 kD polypeptide (NCBI),,,,,,,
PMM1103,PMED4_12491,1048679,1052308,-,Core,NEG,recB,possible UvrD/REP helicase subunit B (NCBI),COG1074,L,ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains),,,,
PMM1104,PMED4_12501,1052321,1052794,-,Core,VEG,PMM1104,Putative protein-S-isoprenylcysteine methyltransferase  (Katherine Huang),COG2020,O,Putative protein-S-isoprenylcysteine methyltransferase,,,,
PMM1105,PMED4_12511,1052805,1055978,-,Core,NEG,recC,possible exodeoxyribonuclease V subunit C 125 kD polypeptide (NCBI),COG1330,L,Exonuclease V gamma subunit,,,,
PMM1106,PMED4_12521,1055996,1056313,-,Flexible,LEG,PMM1106,conserved hypothetical protein (NCBI),,,,,,,
PMM1107,PMED4_12531,1056323,1057039,-,Core,VEG,pdxJ,Pyridoxal phosphate biosynthetic protein PdxJ (NCBI),COG854,H,Pyridoxal phosphate biosynthesis protein,,,,
PMM1108,PMED4_12541,1057133,1057810,+,Core,MEG,PMM1108,Phospholipid and glycerol acyltransferase (from 'motifs_6.msf') (NCBI),COG204,I,1-acyl-sn-glycerol-3-phosphate acyltransferase,,,,
PMM1109,PMED4_12551,1057810,1058373,+,Flexible,VEG,PMM1109,conserved hypothetical protein (NCBI),,,,,,,
PMM1110,PMED4_12561,1058383,1058613,+,Core,VEG,PMM1110,BolA-like protein (NCBI),COG271,T,Stress-induced morphogen (activity unknown),,,,
PMM1111,PMED4_12571,1058617,1058940,+,Core,VEG,PMM1111,Glutaredoxin-related protein (NCBI),COG278,O,Glutaredoxin-related protein,,,,
PMM1112,PMED4_12581,1058990,1059259,-,Core,MEG,PMM1112,conserved hypothetical protein (NCBI),,,,,,,
PMM1113,PMED4_12591,1059346,1060083,+,Core,VEG,PMM1113,two-component response regulator (NCBI),COG745,TK,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,,,,
PMM1114,PMED4_12601,1060080,1060586,-,Flexible,VEG,PMM1114,conserved hypothetical protein (NCBI),,,,,,,
PMM1115,PMED4_12611,1060599,1062200,-,Core,VEG,crtH,putative carotenoid isomerase (NCBI),COG1233,Q,Phytoene dehydrogenase and related proteins,,,,
PMM1116,PMED4_12621,1062157,1063569,-,Core,HEG,gidA,NAD binding site:Glucose inhibited division protein A family (NCBI),COG1206,J,NAD(FAD)-utilizing enzyme possibly involved in translation,,,,
PMM1117,PMED4_12631,1063576,1063692,-,Flexible,HEG,psbY,possible Photosystem II reaction center Y protein (PsbY) (NCBI),,,,,,,
RNA_8,--,1063867,1063938,+,,--,tRNAArg1,tRNA-Arg (RefSeq),,,,,,,
PMM1118,PMED4_12641,1064501,1064608,+,Core,VEG,hli4,possible high light inducible protein (NCBI),,,,,,,
PMM1119,PMED4_12651,1065058,1066200,-,Core,HEG,som,possible porin (NCBI),,,,,,,
PMM1120,PMED4_12661,1066296,1068137,-,Flexible,VEG,PMM1120,Sulfotransferase:TPR repeat (NCBI),,,,,,,
PMM1121,PMED4_12671,1068274,1069419,-,Core,HEG,som,possible porin (NCBI),,,,,,,
Yfr21,--,1069553,1069757,-,,--,Other non-coding RNA,,,,,,,,
HyPMM168,PMED4_12681,1070174,1070341,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
TibPMM2,--,1070560,1070664,+,Flexible,VEG,TibPMM2,Hypothetical protein,,,,,,,
PMM1122,PMED4_12691,1070764,1071279,-,Core,VEG,apt,Phosphoribosyl transferase (NCBI),COG503,F,Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins,,,,
RNA_9,--,1071431,1071504,+,,--,tRNAPro1,tRNA-Pro (NCBI),,,,,,,
PMM1123,PMED4_12701,1071671,1072375,-,Flexible,HEG,hupE,putative hydrogenase accessory protein (NCBI),COG2370,O,Hydrogenase/urease accessory protein,,,,
HyPMM169,PMED4_12711,1072317,1072454,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1124,PMED4_12721,1073083,1074558,-,Flexible,VEG,PMM1124,possible Natural resistance-associated macroph (NCBI),,,,,,,
PMM1125,PMED4_12731,1074807,1075076,-,Flexible,VEG,PMM1125,"possible Bacterial regulatory proteins, deoR f (NCBI)",,,,,,,
PMM1126,PMED4_12741,1075636,1077651,-,Flexible,VEG,PMM1126,Domain of unknown function DUF33 (NCBI),COG1835,I,Predicted acyltransferases,,,,
HyPMM170,PMED4_12742,1077697,1077921,+,Flexible,LEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1127,PMED4_12751,1078230,1078721,-,Flexible,VEG,PMM1127,possible NAD(P) transhydrogenase beta subunit (NCBI),,,,,,,
asRNA_12751,--,1078498,1078920,+,,--,Antisense RNA,,,,,,,,
PMM1128,PMED4_12761,1079191,1079445,-,Flexible,MEG,hli15,possible high light inducible protein (NCBI),,,,,,,
HyPMM171,PMED4_12771,1079979,1080155,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1129,PMED4_12781,1080146,1080400,-,Flexible,VEG,PMM1129,possible Notch (DSL) domain (NCBI),,,,,,,
PMM1130,PMED4_12791,1080485,1080760,-,Flexible,NEG,PMM1130,hypothetical (NCBI),,,,,,,
PMM1131,PMED4_12801,1080869,1081120,+,Core,MEG,PMM1131,conserved hypothetical protein (NCBI),,,,,,,
HyPMM172,PMED4_12811,1081207,1081401,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM173,PMED4_12821,1081504,1081701,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM174,PMED4_12831,1081709,1081888,+,Flexible,VEG,Protein-coding gene,,,,,,,,
HyPMM175,PMED4_12832,1081928,1082041,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1132,PMED4_12841,1082269,1083972,+,Core,VEG,PMM1132,Uncharacterized conserved protein (Katherine Huang),COG397,S,Uncharacterized conserved protein,,,,
PMM1133,PMED4_12851,1084027,1084419,-,Flexible,MEG,PMM1133,conserved hypothetical protein (NCBI),,,,,,,
HyPMM176,PMED4_12861,1084505,1084666,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM177,PMED4_12871,1084749,1084931,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1134,PMED4_12881,1085062,1085352,+,Core,VEG,PMM1134,possible Phosphatidylinositol-specific phospho (NCBI),,,,,,,
PMM1135,PMED4_12891,1085656,1085862,+,Core,VEG,hli14,possible high light inducible protein (NCBI),,,,,,,
Yfr19,--,1086081,1086162,-,,--,Other non-coding RNA,,,,,,,,
HyPMM178,PMED4_12901,1086220,1086435,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1136,PMED4_12911,1086493,1086744,-,Flexible,NEG,PMM1136,possible Uncharacterized protein family UPF005 (NCBI),,,,,,,
HyPMM179,PMED4_12921,1086747,1086932,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1137,PMED4_12931,1086978,1087274,-,Flexible,VEG,PMM1137,possible Cytochrome b(C-terminal)/b6/petD (NCBI),,,,,,,
HyPMM180,PMED4_12941,1087629,1087772,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM181,PMED4_12951,1087775,1087933,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1138,PMED4_12961,1087955,1089046,-,Core,MEG,PMM1138,probable GTP-binding protein (NCBI),COG12,J,"Predicted GTPase, probable translation factor",,,,
PMM1139,PMED4_12971,1089194,1090255,+,Core,MEG,acrA,possible membrane fusion protein (NCBI),COG845,M,Membrane-fusion protein,,,,
PMM1140,PMED4_12981,1090252,1093182,+,Core,VEG,polA,DNA polymerase I (NCBI),COG749,L,DNA polymerase I - 3'-5' exonuclease and polymerase domains,,,,
PMM1141,PMED4_12991,1093207,1094685,+,Core,VEG,cysS,Cysteinyl-tRNA synthetase (NCBI),COG215,J,Cysteinyl-tRNA synthetase,,,,
PMM1142,PMED4_13001,1094783,1095997,+,Core,VEG,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI),COG743,I,1-deoxy-D-xylulose 5-phosphate reductoisomerase,,,,
PMM1143,PMED4_13011,1096003,1096332,+,Flexible,VEG,PMM1143,Ferredoxin  (Katherine Huang),COG3411,C,Ferredoxin,,,,
PMM1144,PMED4_13021,1096353,1097444,-,Core,LEG,PMM1144,Predicted hydrolase of the alpha/beta-hydrolase fold  (Katherine Huang),COG429,R,Predicted hydrolase of the alpha/beta-hydrolase fold,,,,
PMM1145,PMED4_13031,1097431,1098867,-,Core,MEG,pntB,"putative nicotinamide nucleotide transhydrogenase, subunit beta (NCBI)",COG1282,C,NAD/NADP transhydrogenase beta subunit,,,,
PMM1146,PMED4_13041,1098881,1099177,-,Core,MEG,pntA-2,"putative nicotinamide nucleotide transhydrogenase, subunit alpha 2 (A2) (NCBI)",,,,,,,
PMM1147,PMED4_13051,1099193,1100323,-,Core,MEG,pntA,"putative nicotinamide nucleotide transhydrogenase, subunit alpha 1 (A1) (NCBI)",COG3288,C,NAD/NADP transhydrogenase alpha subunit,,,,
PMM1148,PMED4_13061,1100456,1101034,+,Core,HEG,PMM1148,possible EF-1 guanine nucleotide exchange doma (NCBI),,,,,,,
PMM1149,PMED4_13071,1101190,1101426,+,Core,VEG,PMM1149,conserved hypothetical (NCBI),,,,,,,
PMM1150,PMED4_13081,1101483,1102859,+,Flexible,HEG,PMM1150,putative thioredoxin reductase (NCBI),COG492,O,Thioredoxin reductase,,,,
PMM1151,PMED4_13091,1102876,1103142,-,Core,HEG,infA,translation initiation factor IF-1 (NCBI),COG361,J,Translation initiation factor 1 (IF-1),,,,
HyPMM182,PMED4_13101,1103247,1103459,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1152,PMED4_13111,1103512,1104474,-,Core,HEG,ycf39,putative chaperon-like protein for quinone binding in photosystem II (NCBI),COG702,MG,Predicted nucleoside-diphosphate-sugar epimerases,,,,
PMM1152a,PMED4_13121,1104533,1104646,-,Flexible,HEG,PMM1152a,cytochrome b6-F complex subunit VII  (Katherine Huang),,,,,,,
PMM1153,PMED4_13131,1104668,1105690,+,Core,MEG,PMM1153,predicted alpha/beta hydrolase superfamily protein (NCBI),COG596,R,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),,,,
PMM1154,PMED4_13141,1105694,1106218,+,Core,VEG,ilvN,Acetolactate synthase small subunit (NCBI),COG440,E,"Acetolactate synthase, small (regulatory) subunit",,,,
PMM1155,PMED4_13151,1106215,1106748,-,Core,VEG,ppiA,Cyclophilin-type peptidyl-prolyl cis-trans isomerase (NCBI),COG652,O,Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,,,,
PMM1156,PMED4_13161,1106871,1107428,-,Core,MEG,PMM1156,photosystem I assembly related protein Ycf4 (NCBI),,,,,,,
PMM1157,PMED4_13171,1107613,1108689,+,Core,HEG,psbD,Photosystem II PsbD protein (D2) (NCBI),,,,,,,
PMM1158,PMED4_13181,1108673,1110055,+,Core,HEG,psbC,Photosystem II PsbC protein (CP43) (NCBI),,,,,,,
PMM1159,PMED4_13191,1110098,1110724,-,Core,VEG,maf,Maf-like protein (NCBI),COG424,D,Nucleotide-binding protein implicated in inhibition of septum formation,,,,
PMM1160,PMED4_13201,1110791,1112320,+,Core,VEG,cobQ,Cobyric acid synthase CobB (NCBI),COG1492,H,Cobyric acid synthase,,,,
PMM1161,PMED4_13211,1112317,1112568,+,Core,VEG,PMM1161,conserved hypothetical protein (NCBI),,,,,,,
PMM1162,PMED4_13221,1112581,1114389,-,Flexible,VEG,PMM1162,conserved hypothetical protein (NCBI),,,,,,,
HyPMM183,PMED4_13231,1114500,1114628,+,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1163,PMED4_13241,1114579,1115091,+,Flexible,VEG,PMM1163,possible Trehalase (NCBI),,,,,,,
HyPMM184,PMED4_13251,1115150,1115353,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM185,PMED4_13261,1115350,1115532,+,Flexible,MEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
HyPMM186,PMED4_13271,1115463,1115684,+,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
RNA_23,--,1115986,1116070,-,,--,tRNATyr1,tRNA-Tyr (RefSeq),,,,,,,
PMM1164,PMED4_13281,1116122,1117144,-,Core,VEG,afuA,"putative iron ABC transporter, substrate binding protein (NCBI)",COG1840,P,"ABC-type Fe3+ transport system, periplasmic component",,,,
PMM1165,PMED4_13291,1117277,1118146,-,Core,MEG,glyQ,Glycyl-tRNA synthetase alpha subunit (NCBI),COG752,J,"Glycyl-tRNA synthetase, alpha subunit",,,,
PMM1166,PMED4_13301,1118243,1118632,-,Core,VEG,PMM1166,conserved hypothetical protein (NCBI),,,,,,,
PMM1167,PMED4_13311,1118659,1118991,-,Flexible,VEG,PMM1167,Macrophage migration inhibitory factor family (NCBI),,,,,,,
HyPMM187,PMED4_13321,1118994,1119164,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1168,PMED4_13331,1119310,1119954,+,Core,VEG,F4P13.20,conserved hypothetical protein (NCBI),,,,,,,
PMM1169,PMED4_13341,1120064,1120309,+,Flexible,HEG,PMM1169,hypothetical (NCBI),,,,,,,
PMM1170,PMED4_13351,1120321,1120971,-,Core,VEG,PMM1170,conserved hypothetical protein (NCBI),,,,,,,
PMM1171,PMED4_13361,1121029,1121553,-,Flexible,HEG,isiB,Flavodoxin (NCBI),COG716,C,Flavodoxins,,,,
PMM1172,PMED4_13371,1121694,1122428,+,Core,VEG,PMM1172,conserved hypothetical protein (NCBI),,,,,,,
PMM1173,PMED4_13381,1122428,1122700,+,Flexible,VEG,PMM1173,Uncharacterized conserved protein (Katherine Huang),COG4095,S,Uncharacterized conserved protein,,,,
PMM1174,PMED4_13391,1122796,1123020,+,Flexible,MEG,PMM1174,hypothetical (NCBI),,,,,,,
PMM1175,PMED4_13401,1123222,1124007,+,Core,MEG,PMM1175,"possible AEC transporter family, substrate unknown (NCBI)",COG679,R,Predicted permeases,,,,
PMM1176,PMED4_13411,1124118,1124369,+,Flexible,LEG,PMM1176,"possible Helix-turn-helix protein, copG family (NCBI)",,,,,,,
PMM1177,PMED4_13421,1124366,1126171,-,Core,VEG,PMM1177,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family  (Katherine Huang),COG1807,M,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family,,,,
PMM1178,PMED4_13431,1126168,1127262,-,Flexible,MEG,PMM1178,Glycosyl transferases group 1 (NCBI),COG438,M,Glycosyltransferase,,,,
PMM1179,PMED4_13441,1127292,1128233,-,Core,VEG,PMM1179,"putative SMR family transporter, possible pecM homologue (NCBI)",,,,,,,
PMM1180,PMED4_13451,1128287,1129096,+,Core,VEG,sppA,signal peptide peptidase SppA (protease IV) (NCBI),COG616,OU,Periplasmic serine proteases (ClpP class),,,,
PMM1181,PMED4_13461,1129104,1129487,+,Core,MEG,aroH,Chorismate mutase (NCBI),COG4401,E,Chorismate mutase,,,,
PMM1182,PMED4_13471,1129553,1130128,+,Core,VEG,PMM1182,conserved hypothetical protein (NCBI),,,,,,,
PMM1183,PMED4_13481,1130159,1130296,+,Core,HEG,"rpl34, rpmH",50S ribosomal protein L34 (NCBI),,,,,,,
PMM1184,PMED4_13491,1130307,1130696,+,Core,VEG,rnpA,Bacterial ribonuclease P protein component (NCBI),,,,,,,
PMM1185,PMED4_13501,1130693,1131106,+,Core,MEG,PMM1185,conserved hypothetical protein (NCBI),,,,,,,
PMM1186,PMED4_13511,1131179,1132318,+,Core,HEG,yidC,Putative inner membrane protein; similar to 60 kDa inner membrane protein family (NCBI),COG706,U,Preprotein translocase subunit YidC,,,,
PMM1187,PMED4_13521,1132339,1133805,+,Core,VEG,PMM1187,ATPase of the AAA+ family (Katherine Huang),COG464,O,ATPases of the AAA+ class,,,,
PMM1188,PMED4_13531,1133930,1135204,+,Core,MEG,serS,Seryl-tRNA synthetase (NCBI),COG172,J,Seryl-tRNA synthetase,,,,
PMM1189,PMED4_13541,1135214,1136293,+,Core,MEG,PMM1189,Predicted membrane-associated Zn-dependent proteases 1  (Katherine Huang),COG750,M,Predicted membrane-associated Zn-dependent proteases 1,,,,
PMM1190,PMED4_13551,1136359,1136661,+,Core,HEG,rpsN,30S Ribosomal protein S14 (NCBI),COG199,J,Ribosomal protein S14,,,,
PMM1191,PMED4_13561,1136852,1139017,+,Core,HEG,pnp,polyribonucleotide nucleotidyltransferase (NCBI),COG1185,J,Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase),,,,
PMM1192,PMED4_13571,1139010,1139951,-,Core,MEG,cysQ,CysQ protein homolog (NCBI),COG1218,P,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase,,,,
PMM1193,PMED4_13581,1139925,1140788,+,Core,VEG,PMM1193,putative tetrapyrrole methylase family protein (NCBI),COG313,R,Predicted methyltransferases,,,,
PMM1194,PMED4_13591,1140810,1141028,+,Flexible,VEG,PMM1194,conserved hypothetical protein (NCBI),,,,,,,
PMM1195,PMED4_13601,1141032,1141688,-,Core,VEG,PMM1195,conserved hypothetical protein (NCBI),,,,,,,
PMM1196,PMED4_13611,1141786,1143243,+,Core,MEG,manC,GDP-mannose pyrophosphorylase (NCBI),COG836,M,Mannose-1-phosphate guanylyltransferase,,,,
RNA_10,--,1143410,1143483,+,,--,tRNAArg2,tRNA-Arg (NCBI),,,,,,,
PMM1197,PMED4_13621,1143639,1145000,+,Flexible,LEG,PMM1197,conserved hypothetical protein (NCBI),,,,,,,
PMM1198,PMED4_13631,1145324,1146697,-,Flexible,LEG,PMM1198,hypothetical protein (NCBI),,,,,,,
PMM1199,PMED4_13641,1146830,1147942,-,Flexible,VEG,PMM1199,conserved hypothetical protein (NCBI),COG2246,S,Predicted membrane protein,,,,
PMM1200,PMED4_13651,1148064,1149017,-,Flexible,VEG,PMM1200,"Glycosyl transferase, family 2 (NCBI)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,,,,
PMM1201,PMED4_13661,1149095,1150144,-,Core,VEG,rfbB,Putative CDP-tyvelose-2-epimerase (RfbE) (NCBI),COG1088,M,"dTDP-D-glucose 4,6-dehydratase",,,,
PMM1202,PMED4_13671,1150171,1151025,-,Core,VEG,PMM1202,possible nucleoside-diphosphate-sugar epimerase (NCBI),COG1087,M,UDP-glucose 4-epimerase,,,,
PMM1203,PMED4_13681,1151041,1152123,-,Flexible,MEG,rfbG,"CDP-glucose 4,6-dehydratase (NCBI)",COG1088,M,"dTDP-D-glucose 4,6-dehydratase",,,,
PMM1204,PMED4_13691,1152143,1152910,-,Flexible,MEG,"ddhA, rfbF",glucose-1-phosphate cytidylyltransferase (NCBI),COG1208,MJ,"Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)",,,,
PMM1205,PMED4_13701,1152958,1154157,-,Flexible,MEG,PMM1205,"NDP-hexose 3,4-dehydratase (NCBI)",COG399,M,Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,,,,
PMM1206,PMED4_13711,1154292,1155683,-,Flexible,VEG,PMM1206,hypothetical protein (NCBI),,,,,,,
PMM1207,PMED4_13721,1156082,1157035,-,Flexible,VEG,PMM1207,Putative fucose synthetase (NCBI),COG451,MG,Nucleoside-diphosphate-sugar epimerases,,,,
PMM1208,PMED4_13731,1157069,1158142,-,Core,MEG,gmd,"GDPmannose 4,6-dehydratase (NCBI)",COG1089,M,GDP-D-mannose dehydratase,,,,
PMM1209,PMED4_13741,1158248,1159339,-,Core,VEG,galE,UDP-glucose-4-epimerase (NCBI),COG1087,M,UDP-glucose 4-epimerase,,,,
PMM1210,PMED4_13751,1159390,1160415,-,Core,MEG,PMM1210,Putative nucleotide sugar epimerase (NCBI),COG451,MG,Nucleoside-diphosphate-sugar epimerases,,,,
PMM1211,PMED4_13761,1160596,1161762,+,Flexible,MEG,wza,possible polysaccharide export or synthesis protein (NCBI),COG1596,M,Periplasmic protein involved in polysaccharide export,,,,
PMM1212,PMED4_13771,1161772,1162464,-,Flexible,VEG,PMM1212,conserved hypothetical protein (NCBI),COG4627,S,Uncharacterized protein conserved in bacteria,,,,
PMM1213,PMED4_13781,1162468,1163628,-,Flexible,VEG,PMM1213,Glycosyl transferases group 1 (NCBI),COG438,M,Glycosyltransferase,,,,
PMM1214,PMED4_13791,1163795,1164445,+,Flexible,VEG,PMM1214,possible phosphatase (NCBI),COG241,E,Histidinol phosphatase and related phosphatases,,,,
PMM1215,PMED4_13801,1164442,1165665,+,Flexible,VEG,PMM1215,conserved hypothetical protein (NCBI),COG579,R,Predicted dehydrogenase,,,,
PMM1216,PMED4_13811,1165667,1166386,+,Flexible,VEG,PMM1216,Putative sugar-phosphate nucleotidyl transferase (NCBI),COG1208,MJ,"Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)",,,,
PMM1217,PMED4_13821,1166389,1167000,+,Flexible,VEG,gmhA,putative phosphoheptose isomerase (NCBI),COG279,G,Phosphoheptose isomerase,,,,
PMM1218,PMED4_13831,1167016,1168518,+,Flexible,VEG,rfaE,putative ADP-heptose synthase (NCBI),COG2870,M,"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase",,,,
PMM1219,PMED4_13841,1168587,1169534,+,Flexible,MEG,PMM1219,putative nucleoside-diphosphate sugar epimerase (NCBI),COG1087,M,UDP-glucose 4-epimerase,,,,
PMM1220,PMED4_13851,1169558,1170517,+,Flexible,NEG,PMM1220,putative glycosyl transferase (NCBI),COG463,M,Glycosyltransferases involved in cell wall biogenesis,,,,
PMM1221,PMED4_13861,1170519,1171619,+,Flexible,VEG,PMM1221,"Glycosyl transferase, group 1 (NCBI)",COG438,M,Glycosyltransferase,,,,
