gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags
folE,folE,BSR22_RS05805,BSR22_05790,Protein Homology,1054875,1055615,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862555.1,GTP cyclohydrolase I,WP_077141640.1,"GO:0042559,GO:0046654,GO:0003934,GO:0005525,GO:0008270",,"GTP cyclohydrolase I activity|0003934||IEA,GTP binding|0005525||IEA,zinc ion binding|0008270||IEA","pteridine-containing compound biosynthetic process|0042559||IEA,tetrahydrofolate biosynthetic process|0046654||IEA",BSR22_05790
BSR22_RS05810,,BSR22_RS05810,BSR22_05795,Protein Homology,1055602,1056267,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477789.1,phosphoribosylanthranilate isomerase,WP_077142638.1,,,,,BSR22_05795
BSR22_RS05815,,BSR22_RS05815,BSR22_05800,Protein Homology,1056323,1057546,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007360.1,site-2 protease family protein,WP_077141639.1,"GO:0006508,GO:0004222",,metalloendopeptidase activity|0004222||IEA,proteolysis|0006508||IEA,BSR22_05800
BSR22_RS05820,,BSR22_RS05820,BSR22_05805,Protein Homology,1057543,1058298,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862558.1,lipoyl protein ligase domain-containing protein,WP_077141638.1,,,,,BSR22_05805
psaM,psaM,BSR22_RS05825,BSR22_05810,Protein Homology,1058400,1058504,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376099.1,photosystem I reaction center subunit XII,WP_025887817.1,"GO:0015979,GO:0009538",photosystem I reaction center|0009538||IEA,,photosynthesis|0015979||IEA,BSR22_05810
BSR22_RS05830,,BSR22_RS05830,BSR22_05815,Protein Homology,1058590,1058937,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807945.1,hypothetical protein,WP_077141637.1,,,,,BSR22_05815
BSR22_RS05835,,BSR22_RS05835,BSR22_05820,Protein Homology,1058992,1059996,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007364.1,protochlorophyllide reductase,WP_077141636.1,"GO:0015995,GO:0016630",,protochlorophyllide reductase activity|0016630||IEA,chlorophyll biosynthetic process|0015995||IEA,BSR22_05820
bchL,bchL,BSR22_RS05840,BSR22_05825,Protein Homology,1060003,1060890,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862562.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,WP_002805445.1,"GO:0015995,GO:0019685,GO:0005524,GO:0016491",,"ATP binding|0005524||IEA,oxidoreductase activity|0016491||IEA","chlorophyll biosynthetic process|0015995||IEA,photosynthesis%2C dark reaction|0019685||IEA",BSR22_05825
BSR22_RS05845,,BSR22_RS05845,BSR22_05830,Protein Homology,1061082,1062653,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007365.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,WP_077141635.1,,,,,BSR22_05830
BSR22_RS05850,,BSR22_RS05850,BSR22_05835,Protein Homology,1062659,1063915,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132180.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N,WP_077141634.1,"GO:0015995,GO:0016730",,oxidoreductase activity%2C acting on iron-sulfur proteins as donors|0016730||IEA,chlorophyll biosynthetic process|0015995||IEA,BSR22_05835
BSR22_RS05855,,BSR22_RS05855,BSR22_05840,Protein Homology,1064073,1064441,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818054.1,hypothetical protein,WP_077141633.1,,,,,BSR22_05840
BSR22_RS05860,,BSR22_RS05860,BSR22_05845,Protein Homology,1064539,1065309,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818055.1,hypothetical protein,WP_011818055.1,,,,,BSR22_05845
BSR22_RS05865,,BSR22_RS05865,BSR22_05850,Protein Homology,1065317,1065901,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818056.1,non-canonical purine NTP pyrophosphatase,WP_032517753.1,"GO:0009146,GO:0000166,GO:0047429",,"nucleotide binding|0000166||IEA,nucleoside triphosphate diphosphatase activity|0047429||IEA",purine nucleoside triphosphate catabolic process|0009146||IEA,BSR22_05850
BSR22_RS05870,,BSR22_RS05870,BSR22_05855,Protein Homology,1066229,1066540,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130577.1,BMC domain-containing protein,WP_002807869.1,,,,,BSR22_05855
BSR22_RS05875,,BSR22_RS05875,BSR22_05860,Protein Homology,1066608,1068023,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805854.1,form I ribulose bisphosphate carboxylase large subunit,WP_002805854.1,,,,,BSR22_05860
BSR22_RS05880,,BSR22_RS05880,BSR22_05865,Protein Homology,1068115,1068456,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011935237.1,ribulose bisphosphate carboxylase small subunit,WP_011376108.1,,,,,BSR22_05865
BSR22_RS05885,,BSR22_RS05885,BSR22_05870,Protein Homology,1068538,1070835,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818057.1,CsoS2 family carboxysome shell protein,WP_077141632.1,,,,,BSR22_05870
BSR22_RS05890,,BSR22_RS05890,BSR22_05875,Protein Homology,1070843,1072372,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007371.1,carboxysome shell carbonic anhydrase,WP_077141631.1,"GO:0015977,GO:0004089,GO:0031470",carboxysome|0031470||IEA,carbonate dehydratase activity|0004089||IEA,carbon fixation|0015977||IEA,BSR22_05875
BSR22_RS05895,,BSR22_RS05895,BSR22_05880,Protein Homology,1072375,1072626,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805244.1,carboxysome peptide A,WP_077141630.1,"GO:0015977,GO:0031469",bacterial microcompartment|0031469||IEA,,carbon fixation|0015977||IEA,BSR22_05880
BSR22_RS05900,,BSR22_RS05900,BSR22_05885,Protein Homology,1072645,1072893,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376112.1,carboxysome peptide B,WP_077141629.1,"GO:0015977,GO:0031469",bacterial microcompartment|0031469||IEA,,carbon fixation|0015977||IEA,BSR22_05885
BSR22_RS05905,,BSR22_RS05905,BSR22_05890,Protein Homology,1072968,1073207,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007374.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_077141628.1,,,,,BSR22_05890
BSR22_RS05910,,BSR22_RS05910,BSR22_05895,Protein Homology,1073214,1073441,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806681.1,DUF3136 domain-containing protein,WP_002806681.1,,,,,BSR22_05895
BSR22_RS05915,,BSR22_RS05915,BSR22_05900,Protein Homology,1073527,1073919,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818062.1,Rid family detoxifying hydrolase,WP_077141627.1,"GO:0008152,GO:0019239",,deaminase activity|0019239||IEA,metabolic process|0008152||IEA,BSR22_05900
gloB,gloB,BSR22_RS05920,BSR22_05905,Protein Homology,1073944,1074684,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376115.1,hydroxyacylglutathione hydrolase,WP_077141626.1,"GO:0019243,GO:0004416",,hydroxyacylglutathione hydrolase activity|0004416||IEA,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione|0019243||IEA,BSR22_05905
hisG,hisG,BSR22_RS05925,BSR22_05910,Protein Homology,1074725,1075363,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818064.1,ATP phosphoribosyltransferase,WP_077141625.1,"GO:0000105,GO:0003879,GO:0005737",cytoplasm|0005737||IEA,ATP phosphoribosyltransferase activity|0003879||IEA,L-histidine biosynthetic process|0000105||IEA,BSR22_05910
BSR22_RS05930,,BSR22_RS05930,BSR22_05915,Protein Homology,1075376,1077172,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007379.1,ABC transporter ATP-binding protein,WP_077141624.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,BSR22_05915
BSR22_RS05935,,BSR22_RS05935,BSR22_05920,Protein Homology,1077172,1077702,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818066.1,GNAT family N-acetyltransferase,WP_077141623.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,BSR22_05920
BSR22_RS05940,,BSR22_RS05940,BSR22_05925,Protein Homology,1077703,1078386,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805068.1,TIGR04283 family arsenosugar biosynthesis glycosyltransferase,WP_077141622.1,"GO:0009058,GO:0016740",,transferase activity|0016740||IEA,biosynthetic process|0009058||IEA,BSR22_05925
BSR22_RS05945,,BSR22_RS05945,BSR22_05930,Protein Homology,1078392,1079003,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818068.1,TIGR04282 family arsenosugar biosynthesis glycosyltransferase,WP_025931567.1,"GO:0009058,GO:0016740",,transferase activity|0016740||IEA,biosynthetic process|0009058||IEA,BSR22_05930
dnaA,dnaA,BSR22_RS05950,BSR22_05935,Protein Homology,1079197,1080591,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007383.1,chromosomal replication initiator protein DnaA,WP_077141621.1,"GO:0006270,GO:0006275,GO:0003677,GO:0003688,GO:0005524",,"DNA binding|0003677||IEA,DNA replication origin binding|0003688||IEA,ATP binding|0005524||IEA","DNA replication initiation|0006270||IEA,regulation of DNA replication|0006275||IEA",BSR22_05935
BSR22_RS05955,,BSR22_RS05955,BSR22_05940,Protein Homology,1080594,1081829,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818070.1,glutathione S-transferase,WP_077141620.1,,,,,BSR22_05940
gorA,gorA,BSR22_RS05960,BSR22_05945,Protein Homology,1081882,1083246,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862583.1,glutathione-disulfide reductase,WP_077141619.1,"GO:0006749,GO:0045454,GO:0004362,GO:0050660,GO:0050661",,"glutathione-disulfide reductase (NADPH) activity|0004362||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA","glutathione metabolic process|0006749||IEA,cell redox homeostasis|0045454||IEA",BSR22_05945
BSR22_RS05965,,BSR22_RS05965,BSR22_05950,Protein Homology,1083249,1084328,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862584.1,calcium/sodium antiporter,WP_077141618.1,"GO:0098662,GO:0016020",membrane|0016020||IEA,,inorganic cation transmembrane transport|0098662||IEA,BSR22_05950
pyrC,pyrC,BSR22_RS05970,BSR22_05955,Protein Homology,1084447,1085496,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007387.1,dihydroorotase,WP_077141617.1,"GO:0019856,GO:0004151",,dihydroorotase activity|0004151||IEA,pyrimidine nucleobase biosynthetic process|0019856||IEA,BSR22_05955
BSR22_RS05980,,BSR22_RS05980,BSR22_05965,Protein Homology,1085761,1085994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376126.1,NAD(P)H-quinone oxidoreductase subunit L,WP_077141616.1,,,,,BSR22_05965
BSR22_RS05985,,BSR22_RS05985,BSR22_05970,Protein Homology,1085999,1086319,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012195127.1,DUF3007 family protein,WP_077141615.1,,,,,BSR22_05970
trpA,trpA,BSR22_RS05990,BSR22_05975,Protein Homology,1086347,1087189,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862588.1,tryptophan synthase subunit alpha,WP_077141614.1,"GO:0000162,GO:0004834",,tryptophan synthase activity|0004834||IEA,L-tryptophan biosynthetic process|0000162||IEA,BSR22_05975
BSR22_RS05995,,BSR22_RS05995,BSR22_05980,Protein Homology,1087277,1087627,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862589.1,AbrB family transcriptional regulator,WP_077141613.1,,,,,BSR22_05980
BSR22_RS06000,,BSR22_RS06000,BSR22_05985,Protein Homology,1087725,1087994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862590.1,YciI family protein,WP_077141612.1,,,,,BSR22_05985
BSR22_RS06005,,BSR22_RS06005,BSR22_05990,Protein Homology,1088193,1088513,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818079.1,hypothetical protein,WP_077141611.1,,,,,BSR22_05990
BSR22_RS06010,,BSR22_RS06010,BSR22_05995,Protein Homology,1088514,1088882,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818080.1,YkvA family protein,WP_077141610.1,GO:0016020,membrane|0016020||IEA,,,BSR22_05995
BSR22_RS06015,,BSR22_RS06015,BSR22_06000,Protein Homology,1088920,1089843,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293547.1,sigma-70 family RNA polymerase sigma factor,WP_025931579.1,"GO:0006352,GO:0006355,GO:0003700,GO:0016987",,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","DNA-templated transcription initiation|0006352||IEA,regulation of DNA-templated transcription|0006355||IEA",BSR22_06000
hisIE,hisIE,BSR22_RS06020,BSR22_06005,Protein Homology,1090003,1090662,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376134.1,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,WP_077141609.1,"GO:0000105,GO:0004635,GO:0004636",,"phosphoribosyl-AMP cyclohydrolase activity|0004635||IEA,phosphoribosyl-ATP diphosphatase activity|0004636||IEA",L-histidine biosynthetic process|0000105||IEA,BSR22_06005
BSR22_RS06025,,BSR22_RS06025,BSR22_06010,Protein Homology,1090726,1091196,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818083.1,6-carboxytetrahydropterin synthase,WP_025931581.1,"GO:0008616,GO:0046872,GO:0070497",,"metal ion binding|0046872||IEA,6-carboxytetrahydropterin synthase activity|0070497||IEA",queuosine biosynthetic process|0008616||IEA,BSR22_06010
BSR22_RS06030,,BSR22_RS06030,BSR22_06015,Protein Homology,1091246,1093828,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862596.1,ATP-dependent Clp protease ATP-binding subunit,WP_077141608.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,BSR22_06015
petE,petE,BSR22_RS06035,BSR22_06020,Protein Homology,1093894,1094244,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019480558.1,plastocyanin,WP_025894221.1,"GO:0015979,GO:0005507,GO:0009055",,"copper ion binding|0005507||IEA,electron transfer activity|0009055||IEA",photosynthesis|0015979||IEA,BSR22_06020
BSR22_RS06040,,BSR22_RS06040,BSR22_06025,Protein Homology,1094304,1095287,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007399.1,NAD-dependent epimerase/dehydratase family protein,WP_077141607.1,"GO:0016491,GO:0051287,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD binding|0051287||IEA,NAD+ binding|0070403||IEA",,BSR22_06025
hemE,hemE,BSR22_RS06045,BSR22_06030,Protein Homology,1095296,1096336,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819962.1,uroporphyrinogen decarboxylase,WP_025971907.1,"GO:0006779,GO:0004853",,uroporphyrinogen decarboxylase activity|0004853||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,BSR22_06030
glgB,glgB,BSR22_RS06050,BSR22_06035,Protein Homology,1096455,1098719,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376140.1,1%2C4-alpha-glucan branching protein GlgB,WP_077141606.1,"GO:0005975,GO:0005978,GO:0003844,GO:0004553,GO:0043169",,"1%2C4-alpha-glucan branching enzyme activity|0003844||IEA,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,cation binding|0043169||IEA","carbohydrate metabolic process|0005975||IEA,glycogen biosynthetic process|0005978||IEA",BSR22_06035
BSR22_RS06055,,BSR22_RS06055,BSR22_06040,Protein Homology,1098772,1100352,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807902.1,CocE/NonD family hydrolase,WP_077141605.1,GO:0016787,,hydrolase activity|0016787||IEA,,BSR22_06040
BSR22_RS06060,,BSR22_RS06060,BSR22_06045,GeneMarkS-2+,1100360,1100554,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_423246148.1,,,,,BSR22_06045
BSR22_RS06065,,BSR22_RS06065,BSR22_06050,Protein Homology,1100667,1101086,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862603.1,DUF4332 domain-containing protein,WP_077141603.1,,,,,BSR22_06050
BSR22_RS06070,,BSR22_RS06070,BSR22_06055,Protein Homology,1101097,1101540,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818091.1,DUF2518 family protein,WP_077141602.1,,,,,BSR22_06055
BSR22_RS06075,,BSR22_RS06075,BSR22_06060,Protein Homology,1101656,1105552,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818093.1,translocation/assembly module TamB domain-containing protein,WP_077142637.1,"GO:0009306,GO:0005886",plasma membrane|0005886||IEA,,protein secretion|0009306||IEA,BSR22_06060
BSR22_RS06080,,BSR22_RS06080,BSR22_06065,Protein Homology,1105619,1106929,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862606.1,glutamate-5-semialdehyde dehydrogenase,WP_077141601.1,"GO:0006561,GO:0004350,GO:0016620",,"glutamate-5-semialdehyde dehydrogenase activity|0004350||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA",proline biosynthetic process|0006561||IEA,BSR22_06065
folB,folB,BSR22_RS06085,BSR22_06070,Protein Homology,1106941,1107303,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007408.1,dihydroneopterin aldolase,WP_025931591.1,"GO:0006760,GO:0004150",,dihydroneopterin aldolase activity|0004150||IEA,folic acid-containing compound metabolic process|0006760||IEA,BSR22_06070
BSR22_RS06090,,BSR22_RS06090,BSR22_06075,Protein Homology,1107308,1107901,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806797.1,esterase/lipase family protein,WP_077142636.1,"GO:0016042,GO:0016787",,hydrolase activity|0016787||IEA,lipid catabolic process|0016042||IEA,BSR22_06075
BSR22_RS06095,,BSR22_RS06095,BSR22_06080,Protein Homology,1107894,1109981,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818097.1,M3 family metallopeptidase,WP_077141600.1,"GO:0006508,GO:0004222,GO:0008270",,"metalloendopeptidase activity|0004222||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,BSR22_06080
BSR22_RS06100,,BSR22_RS06100,BSR22_06085,Protein Homology,1109995,1111536,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818098.1,NAD(P)H-quinone oxidoreductase subunit 4,WP_077141599.1,,,,,BSR22_06085
thrB,thrB,BSR22_RS06105,BSR22_06090,Protein Homology,1111616,1112563,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862611.1,homoserine kinase,WP_077141598.1,"GO:0009088,GO:0004413,GO:0005524",,"homoserine kinase activity|0004413||IEA,ATP binding|0005524||IEA",threonine biosynthetic process|0009088||IEA,BSR22_06090
BSR22_RS06110,,BSR22_RS06110,BSR22_06095,Protein Homology,1112569,1113606,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818100.1,glucokinase,WP_077141597.1,"GO:0006096,GO:0051156,GO:0004340,GO:0005524,GO:0005536",,"glucokinase activity|0004340||IEA,ATP binding|0005524||IEA,D-glucose binding|0005536||IEA","glycolytic process|0006096||IEA,glucose 6-phosphate metabolic process|0051156||IEA",BSR22_06095
thrS,thrS,BSR22_RS06115,BSR22_06100,Protein Homology,1113617,1115533,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862613.1,threonine--tRNA ligase,WP_077141596.1,"GO:0006435,GO:0004829,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"threonine-tRNA ligase activity|0004829||IEA,ATP binding|0005524||IEA",threonyl-tRNA aminoacylation|0006435||IEA,BSR22_06100
trpS,trpS,BSR22_RS06120,BSR22_06105,Protein Homology,1115537,1116553,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862614.1,tryptophan--tRNA ligase,WP_077141595.1,"GO:0006436,GO:0000166,GO:0004830,GO:0005524",,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA",tryptophanyl-tRNA aminoacylation|0006436||IEA,BSR22_06105
BSR22_RS06125,,BSR22_RS06125,BSR22_06110,Protein Homology,1116543,1116965,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007416.1,hypothetical protein,WP_077141594.1,,,,,BSR22_06110
BSR22_RS06130,,BSR22_RS06130,BSR22_06115,Protein Homology,1117131,1118465,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818104.1,YcjF family protein,WP_077141593.1,,,,,BSR22_06115
BSR22_RS06135,,BSR22_RS06135,BSR22_06120,Protein Homology,1118486,1119385,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807583.1,metal ABC transporter substrate-binding protein,WP_077142635.1,"GO:0030001,GO:0005524,GO:0042626,GO:0046872,GO:0140359",,"ATP binding|0005524||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,metal ion binding|0046872||IEA,ABC-type transporter activity|0140359||IEA",metal ion transport|0030001||IEA,BSR22_06120
BSR22_RS06140,,BSR22_RS06140,BSR22_06125,Protein Homology,1119389,1120153,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862618.1,metal ABC transporter ATP-binding protein,WP_077141592.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,BSR22_06125
BSR22_RS06145,,BSR22_RS06145,BSR22_06130,Protein Homology,1120166,1121038,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806317.1,metal ABC transporter permease,WP_077143816.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,BSR22_06130
