gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALT831_RS08635,,ALT831_RS08635,MIT1002_01760,Protein Homology,1955145,1955309,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998165.1,entericidin A/B family lipoprotein,WP_014949248.1,"GO:0009636,GO:0016020",membrane|0016020||IEA,,response to toxic substance|0009636||IEA,,MIT1002_01760
ALT831_RS08640,,ALT831_RS08640,MIT1002_01761,Protein Homology,1955327,1956313,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976346.1,mechanosensitive ion channel family protein,WP_049586645.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,MIT1002_01761
ALT831_RS08645,,ALT831_RS08645,MIT1002_01762,Protein Homology,1956735,1959440,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949250.1,TonB-dependent receptor,WP_049586646.1,"GO:0015891,GO:0055085,GO:0015267",,channel activity|0015267||IEA,"siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,MIT1002_01762
ALT831_RS08650,,ALT831_RS08650,MIT1002_01763,Protein Homology,1959630,1959932,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949251.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_049586648.1,"GO:0006729,GO:0008124",,4-alpha-hydroxytetrahydrobiopterin dehydratase activity|0008124||IEA,tetrahydrobiopterin biosynthetic process|0006729||IEA,,MIT1002_01763
ALT831_RS08670,,ALT831_RS08670,MIT1002_01767,Protein Homology,1960652,1963987,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067049.1,MHYT domain-containing protein,WP_049586650.1,,,,,,MIT1002_01767
ALT831_RS08675,,ALT831_RS08675,MIT1002_01768,Protein Homology,1964002,1965003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976349.1,response regulator,WP_049586651.1,"GO:0000160,GO:0000156,GO:0046872,GO:0071111",,"phosphorelay response regulator activity|0000156||IEA,metal ion binding|0046872||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",phosphorelay signal transduction system|0000160||IEA,,MIT1002_01768
rimP,rimP,ALT831_RS08680,MIT1002_01769,Protein Homology,1965381,1965839,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574519.1,ribosome maturation factor RimP,WP_014949254.1,GO:0042274,,,ribosomal small subunit biogenesis|0042274||IEA,,MIT1002_01769
nusA,nusA,ALT831_RS08685,MIT1002_01770,Protein Homology,1965885,1967381,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518252.1,transcription termination factor NusA,WP_014949255.1,"GO:0006353,GO:0003723",,RNA binding|0003723||IEA,DNA-templated transcription termination|0006353||IEA,,MIT1002_01770
infB,infB,ALT831_RS08690,MIT1002_01771,Protein Homology,1967406,1970012,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574521.1,translation initiation factor IF-2,WP_049586652.1,"GO:0006413,GO:0003743,GO:0003924,GO:0005525,GO:0005737",cytoplasm|0005737||IEA,"translation initiation factor activity|0003743||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",translational initiation|0006413||IEA,,MIT1002_01771
rbfA,rbfA,ALT831_RS08695,MIT1002_01772,Protein Homology,1970127,1970528,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518254.1,30S ribosome-binding factor RbfA,WP_049586653.1,GO:0006364,,,rRNA processing|0006364||IEA,,MIT1002_01772
truB,truB,ALT831_RS08700,MIT1002_01773,Protein Homology,1970529,1971503,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998174.1,tRNA pseudouridine(55) synthase TruB,WP_049586655.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,MIT1002_01773
rpsO,rpsO,ALT831_RS08705,MIT1002_01775,Protein Homology,1971624,1971893,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518257.1,30S ribosomal protein S15,WP_012518257.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,MIT1002_01775
rluF,rluF,ALT831_RS08710,MIT1002_01776,Protein Homology,1972301,1973059,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949260.1,23S rRNA pseudouridine(2604) synthase RluF,WP_014949260.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,,MIT1002_01776
ALT831_RS08715,,ALT831_RS08715,MIT1002_01777,Protein Homology,1973202,1974014,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979143.1,AAA family ATPase,WP_039229603.1,,,,,,MIT1002_01777
ALT831_RS08720,,ALT831_RS08720,MIT1002_01778,Protein Homology,1974206,1975762,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979144.1,bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein,WP_014949262.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,MIT1002_01778
ALT831_RS08725,,ALT831_RS08725,MIT1002_01780,Protein Homology,1976189,1976860,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949263.1,2OG-Fe(II) oxygenase,WP_049586657.1,"GO:0008198,GO:0016705",,"ferrous iron binding|0008198||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA",,,MIT1002_01780
ALT831_RS08730,,ALT831_RS08730,MIT1002_01781,Protein Homology,1977069,1978754,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949264.1,response regulator,WP_049586659.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MIT1002_01781
ALT831_RS08735,,ALT831_RS08735,MIT1002_01782,Protein Homology,1978874,1981459,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976357.1,ExeM/NucH family extracellular endonuclease,WP_049586661.1,,,,,,MIT1002_01782
ALT831_RS08740,,ALT831_RS08740,ALT831_RS08740,Protein Homology,1981789,1981998,-,,,COORDINATES: protein motif:HMM:NF021523.6,DUF2252 family protein,WP_230598793.1,,,,,,
ALT831_RS08745,,ALT831_RS08745,MIT1002_01783,Protein Homology,1982220,1983377,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518266.1,DUF2252 family protein,WP_231514276.1,,,,,,MIT1002_01783
ahpC,ahpC,ALT831_RS08750,MIT1002_01784,Protein Homology,1983677,1984234,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017629768.1,alkyl hydroperoxide reductase subunit C,WP_425291745.1,"GO:0006979,GO:0102039",,NADH-dependent peroxiredoxin activity|0102039||IEA,response to oxidative stress|0006979||IEA,,MIT1002_01784
ahpF,ahpF,ALT831_RS08755,MIT1002_01785,Protein Homology,1984416,1986005,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998182.1,alkyl hydroperoxide reductase subunit F,WP_014976359.1,"GO:0000302,GO:0008785,GO:0050660,GO:0051287",,"alkyl hydroperoxide reductase activity|0008785||IEA,flavin adenine dinucleotide binding|0050660||IEA,NAD binding|0051287||IEA",response to reactive oxygen species|0000302||IEA,,MIT1002_01785
ALT831_RS08760,,ALT831_RS08760,MIT1002_01786,Protein Homology,1986273,1988435,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976360.1,TonB-dependent siderophore receptor,WP_049586663.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,MIT1002_01786
ALT831_RS08765,,ALT831_RS08765,MIT1002_01787,Protein Homology,1988445,1988981,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998184.1,hypothetical protein,WP_049586664.1,,,,,,MIT1002_01787
ALT831_RS08770,,ALT831_RS08770,MIT1002_01788,Protein Homology,1988992,1990476,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949272.1,PepSY-associated TM helix domain-containing protein,WP_049586665.1,GO:0016020,membrane|0016020||IEA,,,,MIT1002_01788
ALT831_RS08775,,ALT831_RS08775,MIT1002_01789,Protein Homology,1990789,1991367,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949273.1,demethoxyubiquinone hydroxylase family protein,WP_049586666.1,GO:0046872,,metal ion binding|0046872||IEA,,,MIT1002_01789
ALT831_RS08780,,ALT831_RS08780,MIT1002_01790,Protein Homology,1991573,1992643,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979153.1,strictosidine synthase family protein,WP_049586667.1,,,,,,MIT1002_01790
ALT831_RS08785,,ALT831_RS08785,MIT1002_01791,Protein Homology,1992897,1994561,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979154.1,S41 family peptidase,WP_014949275.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,MIT1002_01791
ALT831_RS08790,,ALT831_RS08790,MIT1002_01792,Protein Homology,1994561,1994980,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976363.1,hypothetical protein,WP_049586669.1,,,,,,MIT1002_01792
ALT831_RS08795,,ALT831_RS08795,MIT1002_01793,Protein Homology,1995072,1997414,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979156.1,YgiQ family radical SAM protein,WP_080986397.1,GO:1904047,,S-adenosyl-L-methionine binding|1904047||IEA,,,MIT1002_01793
ALT831_RS08800,,ALT831_RS08800,MIT1002_01794,Protein Homology,1997669,1998133,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949278.1,EVE domain-containing protein,WP_049586718.1,GO:0003723,,RNA binding|0003723||IEA,,,MIT1002_01794
ALT831_RS08810,,ALT831_RS08810,MIT1002_01795,Protein Homology,1998692,1999438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949291.1,hypothetical protein,WP_049586673.1,,,,,,MIT1002_01795
ALT831_RS08815,,ALT831_RS08815,MIT1002_01796,Protein Homology,1999489,2000295,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979172.1,DUF3307 domain-containing protein,WP_049586674.1,,,,,,MIT1002_01796
ALT831_RS08820,,ALT831_RS08820,MIT1002_01797,Protein Homology,2000413,2001243,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976376.1,DUF4437 domain-containing protein,WP_049586677.1,,,,,,MIT1002_01797
ALT831_RS08825,,ALT831_RS08825,MIT1002_01798,Protein Homology,2001432,2002391,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976377.1,LysR family transcriptional regulator,WP_049586678.1,"GO:0006355,GO:0001216,GO:0032993",protein-DNA complex|0032993||IEA,DNA-binding transcription activator activity|0001216||IEA,regulation of DNA-templated transcription|0006355||IEA,,MIT1002_01798
ALT831_RS08830,,ALT831_RS08830,MIT1002_01799,Protein Homology,2002638,2003864,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976378.1,hypothetical protein,WP_049586680.1,,,,,,MIT1002_01799
ALT831_RS08835,,ALT831_RS08835,MIT1002_01800,Protein Homology,2003947,2006142,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976379.1,TonB-dependent siderophore receptor,WP_049586682.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,MIT1002_01800
ALT831_RS08850,,ALT831_RS08850,MIT1002_01802,Protein Homology,2007438,2008880,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949303.1,ABC transporter permease,WP_049586684.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,MIT1002_01802
ALT831_RS08855,,ALT831_RS08855,MIT1002_01803,Protein Homology,2008877,2009599,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949304.1,ABC transporter ATP-binding protein,WP_049586686.1,"GO:0005524,GO:0016887,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ABC-type transporter activity|0140359||IEA",,,MIT1002_01803
ALT831_RS08865,,ALT831_RS08865,MIT1002_01805,Protein Homology,2010519,2011742,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998202.1,NADH:flavin oxidoreductase/NADH oxidase family protein,WP_014976383.1,"GO:0010181,GO:0036382",,"FMN binding|0010181||IEA,flavin reductase (NADH) activity|0036382||IEA",,,MIT1002_01805
smpB,smpB,ALT831_RS08870,MIT1002_01806,Protein Homology,2011787,2012266,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518302.1,SsrA-binding protein SmpB,WP_014949307.1,GO:0003723,,RNA binding|0003723||IEA,,,MIT1002_01806
ALT831_RS08875,,ALT831_RS08875,MIT1002_01807,Protein Homology,2012412,2012843,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998204.1,type II toxin-antitoxin system RatA family toxin,WP_014949308.1,,,,,,MIT1002_01807
ALT831_RS08880,,ALT831_RS08880,MIT1002_01808,Protein Homology,2012840,2013187,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949309.1,RnfH family protein,WP_049586688.1,,,,,,MIT1002_01808
ALT831_RS08885,,ALT831_RS08885,MIT1002_01809,Protein Homology,2013280,2013756,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518305.1,MarR family winged helix-turn-helix transcriptional regulator,WP_012518305.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,MIT1002_01809
ALT831_RS08890,,ALT831_RS08890,MIT1002_01810,Protein Homology,2013787,2015757,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976385.1,BCCT family transporter,WP_049586689.1,"GO:0071705,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,nitrogen compound transport|0071705||IEA,,MIT1002_01810
ALT831_RS08895,,ALT831_RS08895,MIT1002_01811,Protein Homology,2016079,2018790,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998208.1,TonB-dependent receptor,WP_049586690.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,MIT1002_01811
ALT831_RS08900,,ALT831_RS08900,MIT1002_01812,Protein Homology,2019015,2020994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067084.1,tetratricopeptide repeat-containing sulfotransferase family protein,WP_049586691.1,"GO:0005515,GO:0008146,GO:0050656,GO:0016020",membrane|0016020||IEA,"protein binding|0005515||IEA,sulfotransferase activity|0008146||IEA,3'-phosphoadenosine 5'-phosphosulfate binding|0050656||IEA",,,MIT1002_01812
ALT831_RS08905,,ALT831_RS08905,MIT1002_01813,Protein Homology,2021075,2021539,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998210.1,hypothetical protein,WP_049586693.1,,,,,,MIT1002_01813
ALT831_RS08910,,ALT831_RS08910,MIT1002_01814,Protein Homology,2021842,2022555,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067085.1,hypothetical protein,WP_049586720.1,,,,,,MIT1002_01814
ppsR,ppsR,ALT831_RS08915,MIT1002_01815,Protein Homology,2022770,2023582,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518191.1,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,WP_049586695.1,"GO:0004674,GO:0005524,GO:0016776,GO:0043531",,"protein serine/threonine kinase activity|0004674||IEA,ATP binding|0005524||IEA,phosphotransferase activity%2C phosphate group as acceptor|0016776||IEA,ADP binding|0043531||IEA",,,MIT1002_01815
ppsA,ppsA,ALT831_RS08920,MIT1002_01816,Protein Homology,2023854,2026226,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008844475.1,phosphoenolpyruvate synthase,WP_049586697.1,"GO:0006090,GO:0016310,GO:0005524,GO:0008986,GO:0016772",,"ATP binding|0005524||IEA,pyruvate%2C water dikinase activity|0008986||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","pyruvate metabolic process|0006090||IEA,phosphorylation|0016310||IEA",,MIT1002_01816
ALT831_RS08925,,ALT831_RS08925,MIT1002_01817,GeneMarkS-2+,2026553,2026702,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155279892.1,,,,,,MIT1002_01817
ALT831_RS08930,,ALT831_RS08930,MIT1002_01819,Protein Homology,2027423,2029684,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949318.1,molybdopterin cofactor-binding domain-containing protein,WP_049586699.1,,,,,,MIT1002_01819
ALT831_RS08935,,ALT831_RS08935,MIT1002_01820,Protein Homology,2029681,2030187,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067090.1,(2Fe-2S)-binding protein,WP_014976393.1,"GO:0046872,GO:0051536,GO:0051537",,"metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA",,,MIT1002_01820
ALT831_RS08940,,ALT831_RS08940,MIT1002_01821,Protein Homology,2030555,2030770,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949320.1,PGPGW domain-containing protein,WP_049586700.1,,,,,,MIT1002_01821
ALT831_RS08945,,ALT831_RS08945,MIT1002_01822,Protein Homology,2031098,2031514,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949321.1,DUF4826 family protein,WP_014949321.1,,,,,,MIT1002_01822
ALT831_RS08950,,ALT831_RS08950,MIT1002_01823,Protein Homology,2031562,2032020,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998218.1,GNAT family N-acetyltransferase,WP_014949322.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,MIT1002_01823
ALT831_RS08955,,ALT831_RS08955,MIT1002_01824,Protein Homology,2032030,2033196,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976395.1,JmjC domain-containing protein,WP_049586702.1,,,,,,MIT1002_01824
ALT831_RS08960,,ALT831_RS08960,MIT1002_01825,Protein Homology,2033552,2034385,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979195.1,adenylate/guanylate cyclase domain-containing protein,WP_049586704.1,"GO:0009190,GO:0035556,GO:0009975,GO:0016849,GO:0032555,GO:0046872",,"cyclase activity|0009975||IEA,phosphorus-oxygen lyase activity|0016849||IEA,purine ribonucleotide binding|0032555||IEA,metal ion binding|0046872||IEA","cyclic nucleotide biosynthetic process|0009190||IEA,intracellular signal transduction|0035556||IEA",,MIT1002_01825
purB,purB,ALT831_RS08965,MIT1002_01826,Protein Homology,2034493,2035860,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784399.1,adenylosuccinate lyase,WP_039229483.1,"GO:0006188,GO:0009152,GO:0004018",,N6-(1%2C2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|0004018||IEA,"IMP biosynthetic process|0006188||IEA,purine ribonucleotide biosynthetic process|0009152||IEA",,MIT1002_01826
hflD,hflD,ALT831_RS08970,MIT1002_01827,Protein Homology,2035874,2036500,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784398.1,high frequency lysogenization protein HflD,WP_014949326.1,,,,,,MIT1002_01827
mnmA,mnmA,ALT831_RS08975,MIT1002_01828,Protein Homology,2036500,2037609,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998223.1,tRNA 2-thiouridine(34) synthase MnmA,WP_014998223.1,"GO:0002143,GO:0006396,GO:0004808,GO:0016783,GO:0005737",cytoplasm|0005737||IEA,"tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity|0004808||IEA,sulfurtransferase activity|0016783||IEA","tRNA wobble position uridine thiolation|0002143||IEA,RNA processing|0006396||IEA",trmU,MIT1002_01828
ALT831_RS08980,,ALT831_RS08980,MIT1002_01829,Protein Homology,2037980,2038522,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979199.1,rRNA large subunit pseudouridine synthase E,WP_049586714.1,,,,,,MIT1002_01829
ALT831_RS08985,,ALT831_RS08985,MIT1002_01830,Protein Homology,2039036,2041255,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976400.1,NADP-dependent isocitrate dehydrogenase,WP_049586716.1,"GO:0006099,GO:0004450",,isocitrate dehydrogenase (NADP+) activity|0004450||IEA,tricarboxylic acid cycle|0006099||IEA,,MIT1002_01830
cspD,cspD,ALT831_RS08990,MIT1002_01832,Protein Homology,2041735,2041953,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949330.1,cold shock domain-containing protein CspD,WP_014949330.1,"GO:0006355,GO:0003676,GO:0005737",cytoplasm|0005737||IEA,nucleic acid binding|0003676||IEA,regulation of DNA-templated transcription|0006355||IEA,,MIT1002_01832
clpS,clpS,ALT831_RS08995,MIT1002_01833,Protein Homology,2042197,2042517,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949331.1,ATP-dependent Clp protease adapter ClpS,WP_014949331.1,GO:0006508,,,proteolysis|0006508||IEA,,MIT1002_01833
