Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1,Light 3,Light 5,Light Glu nM 1,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 3,Darkness 5,Darkness Glu nM 1,Darkness Glu nM 3,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O
E4PL37,3,3,12.5623,RNA polymerase sigma factor RpoD OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoD PE=3 SV=1,190078,127749,234267,226649,13031.3,133349,53912.9,166449,6798.65,19493.2,78734.6,104981,123783,96181.9,135850,366791,236860,110330,295483,88480,48708.8,149998,33520.8,71072.3,1324600,32478.4,78234.6,0.00023,0.00014,8.20E-06,0.00013,0.00016,1.80E-06,1.40E-05,3.30E-05,5.20E-05,0.00011,0.00078,0.0002,0.0001,0.00018,5.50E-05,0.00127,5.20E-05,0.00013,RNA polymerase sigma factor RpoD OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoD PE=3 SV=1,0.00013,9.70E-05,3.30E-05,0.00036,0.00011,0.00048,0.76,0.26,0.31,1.33,0.37,0.11,0.15,0.4
E4PGZ5,8,8,29.6431,Elongation factor Ts OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tsf PE=3 SV=1,1.10E+07,1.10E+07,1.70E+07,8663473,2.70E+07,1.00E+07,1.00E+07,1.30E+07,3.80E+07,1561176,5415958,1.40E+07,1.20E+07,7122164,2.50E+07,3894483,9031545,6071724,8731832,1.10E+07,2.30E+07,1.10E+07,2.70E+07,1.50E+07,6166634,2103023,4607678,0.0141,0.01001,0.01708,0.01033,0.01241,0.01018,0.00116,0.00444,0.00498,0.00793,0.00831,0.01101,0.0133,0.01262,0.01161,0.00593,0.00336,0.00744,Elongation factor Ts OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tsf PE=3 SV=1,0.01373,0.01097,0.00353,0.00908,0.01251,0.00558,0.8,0.26,1.38,0.61,0.14,0.01,0.02,0.04
E4PMH6,11,11,41.7565,Secreted protein containing molybdopterin oxidoreductase / molybdopterin dinucleotide-binding region OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4120 PE=4 SV=1,1027921,1472649,514056,54079.1,357537,2837005,6586620,202761,296995,259530,167700,434187,262128,89296,219293,95506.2,114645,250170,411550,353101,301651,175326,334735,209197,793750,310815,115940,0.00126,0.00031,0.00023,0.00281,0.00019,7.90E-05,0.00019,0.00013,0.00011,9.90E-05,0.0002,0.00045,0.00042,0.00021,0.00016,0.00076,0.0005,0.00019,Secreted protein containing molybdopterin oxidoreductase / molybdopterin dinucleotide-binding region OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4120 PE=4 SV=1,0.0006,0.00103,0.00015,0.00025,0.00026,0.00048,1.72,0.24,1.04,1.91,0.34,0.12,0.47,0.15
E4PQ68,2,2,4.94691,40-residue YVTN family beta-propeller repeat protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3169 PE=4 SV=1,1933231,2443602,994960,670551,662679,987498,5374648,355811,383296,286381,1786073,291721,1228005,310375,594415,231463,290061,428904,407865,902153,3249153,378321,497264,869082,612092,128243,208181,0.00237,0.00059,0.00042,0.00098,0.00034,0.0001,0.00021,9.10E-05,0.00052,0.00035,0.00049,0.00078,0.00107,0.00045,0.00067,0.00059,0.0002,0.00034,40-residue YVTN family beta-propeller repeat protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3169 PE=4 SV=1,0.00113,0.00047,0.00027,0.00054,0.00073,0.00038,0.42,0.24,1.35,0.7,0.19,0.13,0.22,0.2
E4PLY2,16,16,60.0728,DNA-directed RNA polymerase subunit beta' OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoC PE=3 SV=1,6035788,7628075,1.90E+07,7115294,1.90E+07,9977217,3.40E+07,1.20E+07,4.00E+07,3478646,1916530,5880224,4481926,4535975,1.50E+07,2965161,8951696,5510161,1.90E+07,8547662,1.70E+07,5949124,1.00E+07,1.20E+07,1907565,2452216,3761878,0.00741,0.01129,0.01184,0.00988,0.0118,0.01055,0.00258,0.00182,0.00189,0.00505,0.00633,0.00999,0.01009,0.00712,0.0092,0.00184,0.00391,0.00607,DNA-directed RNA polymerase subunit beta' OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoC PE=3 SV=1,0.01018,0.01074,0.0021,0.00712,0.0088,0.00394,1.06,0.21,1.24,0.55,0.36,0,0.19,0.09
E4PNE0,2,2,6.04372,"6,7-dimethyl-8-ribityllumazine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ribH PE=3 SV=1",1155376,166113,651413,255560,2194975,956192,700658,228603,2906636,249073,421059,714977,545347,142883,386226,158042,437453,180497,2738854,572380,818697,145388,543894,344347,205939,344412,559179,0.00142,0.00039,0.00139,0.00095,0.00022,0.00077,0.00018,0.00022,0.00023,0.00016,0.00034,0.00033,0.00068,0.00017,0.00027,0.0002,0.00055,0.0009,"6,7-dimethyl-8-ribityllumazine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ribH PE=3 SV=1",0.00106,0.00064,0.00021,0.00027,0.00037,0.00055,0.61,0.2,1.36,2,0.18,0.03,0.29,0.13
E4PNY0,7,7,33.4867,Pyruvate dehydrogenase E1 component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3046 PE=4 SV=1,8024326,1.20E+07,2.50E+07,1.50E+07,2.80E+07,9155181,3.20E+07,1.70E+07,6.50E+07,4629745,1638082,5986517,5374010,5589494,1.60E+07,3471110,1.00E+07,8213161,1.80E+07,7558307,1.60E+07,6679383,6821348,2.10E+07,2694290,796181,1599444,0.00985,0.01467,0.01793,0.00907,0.01626,0.01726,0.00343,0.00186,0.00227,0.00622,0.00741,0.01489,0.00893,0.00799,0.01634,0.00259,0.00127,0.00258,Pyruvate dehydrogenase E1 component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3046 PE=4 SV=1,0.01415,0.0142,0.00252,0.00951,0.01109,0.00215,1,0.18,1.17,0.23,0.49,0,0.35,0.03
E4PPE1,2,2,8.77446,Acyl-CoA synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1864 PE=4 SV=1,69268.1,235039,688809,228534,1597321,525685,317193,1114978,1305848,19627.6,88638.3,51372.2,520158,172709,2611300,160005,371901,198256,11093.3,640762,738240,356692,965982,502675,125453,215166,99174.6,8.50E-05,0.00041,0.00101,0.00052,0.00105,0.00035,1.50E-05,1.60E-05,0.00022,0.00019,0.00034,0.00036,0.00076,0.00043,0.00039,0.00012,0.00034,0.00016,Acyl-CoA synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1864 PE=4 SV=1,0.0005,0.00064,8.30E-05,0.0003,0.00052,0.00021,1.27,0.17,1.76,0.7,0.35,0.1,0.08,0.18
E4PNH5,3,3,10.4423,Chaperone protein ClpB OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpB PE=3 SV=1,3887250,8117165,1.70E+07,7033274,2.80E+07,5317543,4.70E+07,1.10E+07,4.50E+07,2423009,1778285,6876251,2242891,5255278,1.40E+07,2240761,7920013,4221972,1.30E+07,6320253,2.20E+07,5659615,2.50E+07,1.00E+07,1051626,646621,1134207,0.00477,0.01016,0.01767,0.00527,0.01079,0.012,0.00179,0.00213,0.00095,0.00585,0.00478,0.00765,0.00746,0.00677,0.00803,0.00101,0.00103,0.00183,Chaperone protein ClpB OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpB PE=3 SV=1,0.01087,0.00935,0.00162,0.0061,0.00742,0.00129,0.86,0.15,1.22,0.21,0.37,0.03,0.11,0
E4PHU9,2,2,5.80377,Leucine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuS PE=3 SV=1,2777946,2545053,3216376,1599342,7063341,2223012,1917251,3561901,1.30E+07,74485.7,600172,2645060,1358668,77379.9,2496291,645217,2296852,1667450,466612,1741956,696588,1822507,6280489,2306339,865955,484666,445095,0.00341,0.00191,0.00447,0.0022,0.00336,0.00344,5.50E-05,0.00082,0.00057,8.60E-05,0.00138,0.00302,0.00206,0.00218,0.00178,0.00083,0.00077,0.00072,Leucine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuS PE=3 SV=1,0.00326,0.003,0.00048,0.0015,0.00201,0.00077,0.92,0.15,1.34,0.52,0.39,0.01,0.29,0.22
E4PNI4,2,2,12.6782,2-isopropylmalate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuA PE=3 SV=1,892495,1158945,5364458,2355202,6463085,1568512,5611940,3392821,1.00E+07,369067,431588,2322959,581043,525090,1712193,456271,1243935,841628,475923,992920,1229897,1171006,3735857,2450066,190846,221736,558739,0.0011,0.00319,0.00409,0.00155,0.0032,0.0027,0.00027,0.00072,0.00025,0.00058,0.00097,0.00153,0.00117,0.0014,0.00189,0.00018,0.00035,0.0009,2-isopropylmalate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuA PE=3 SV=1,0.00279,0.00249,0.00041,0.00103,0.00149,0.00048,0.89,0.15,1.45,0.47,0.39,0.03,0.13,0.1
E4PRD5,3,3,7.21212,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpA PE=3 SV=1,549382,483534,1039766,410277,1274797,580000,642641,845706,711571,42244.1,178421,557468,212761,376129,1241508,207664,358967,388384,741491,622577,366880,503245,204859,845731,245482,122831,280676,0.00067,0.00062,0.00081,0.00057,0.0008,0.00019,3.10E-05,0.00017,9.00E-05,0.00042,0.00044,0.0007,0.00074,0.0006,0.00065,0.00024,0.0002,0.00045,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpA PE=3 SV=1,0.0007,0.00052,9.80E-05,0.00052,0.00066,0.0003,0.74,0.14,1.27,0.57,0.2,0,0.11,0.07
E4PG70,3,3,14.5556,Protein RecA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=recA PE=3 SV=1,162831,945840,1255123,780314,4870543,958646,3201622,1302756,4242625,208234,875291,508481,502437,267145,1437153,133293,413193,260858,962704,241195,489995,341153,1010476,793339,297007,141375,245241,0.0002,0.00075,0.00308,0.00095,0.00123,0.00112,0.00015,0.00016,0.00021,0.0003,0.00028,0.00047,0.00028,0.00041,0.00061,0.00029,0.00023,0.0004,Protein RecA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=recA PE=3 SV=1,0.00134,0.0011,0.00017,0.00035,0.00044,0.0003,0.82,0.13,1.24,0.86,0.4,0.13,0.25,0.28
E4PI37,4,4,15.3715,Oligopeptidase A-like protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prlC PE=3 SV=1,2077672,2659093,6006351,929314,4106299,2404868,9699727,545087,1785284,866446,355344,620230,702054,332466,588033,615587,1792808,501333,2346278,2651740,5801590,2598760,4650042,472007,317081,92264,195035,0.00255,0.00357,0.0026,0.00238,0.00051,0.00047,0.00064,0.00019,0.0003,0.00037,0.00131,0.00091,0.00313,0.00311,0.00036,0.00031,0.00015,0.00031,Oligopeptidase A-like protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prlC PE=3 SV=1,0.00291,0.00112,0.00038,0.00086,0.0022,0.00026,0.39,0.13,2.55,0.3,0.03,0,0.12,0.05
E4PFS3,4,4,24.8479,Phosphoenolpyruvate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppsA PE=3 SV=1,1.20E+07,1.70E+07,3.10E+07,1.30E+07,3.60E+07,1.20E+07,5.30E+07,2.10E+07,7.40E+07,6669376,2119135,3984438,2483304,9063607,2.00E+07,6139400,1.30E+07,1.20E+07,3.10E+07,1.20E+07,2.80E+07,1.50E+07,2.80E+07,2.00E+07,3891577,1296206,894457,0.01493,0.01831,0.02298,0.01176,0.01937,0.01959,0.00494,0.00124,0.00105,0.01009,0.0131,0.02261,0.01361,0.0179,0.01547,0.00375,0.00207,0.00144,Phosphoenolpyruvate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppsA PE=3 SV=1,0.01874,0.01691,0.00241,0.01527,0.01566,0.00242,0.9,0.13,1.03,0.16,0.31,0,0.46,0.01
E4PHE2,8,8,40.0432,ATP synthase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpD PE=3 SV=1,3.40E+07,5.00E+07,8.20E+07,3.60E+07,1.30E+08,5.70E+07,2.90E+08,6.30E+07,3.70E+08,6401572,5970389,2.40E+07,6803298,3.10E+07,1.00E+08,1.50E+07,5.00E+07,2.60E+07,1.90E+08,4.10E+07,1.90E+08,4.00E+07,1.60E+08,6.70E+07,1.00E+07,3672150,3062925,0.04213,0.04901,0.07927,0.0564,0.05959,0.09829,0.00474,0.00732,0.00287,0.03426,0.03111,0.04707,0.04827,0.04737,0.05199,0.00994,0.00586,0.00494,ATP synthase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpD PE=3 SV=1,0.0568,0.07143,0.00498,0.03748,0.04921,0.00691,1.26,0.09,1.31,0.18,0.23,0.01,0.04,0
E4PJD8,4,4,14.4185,DNA gyrase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrA PE=3 SV=1,4021095,4855570,1.20E+07,4540996,1.40E+07,4678274,1.30E+07,8297601,2.10E+07,1412472,468924,840360,954905,2444947,4980818,1916350,3009760,5149569,7789999,5698247,5269769,6181673,6764201,9984336,610206,317864,185279,0.00493,0.00722,0.00871,0.00463,0.00783,0.00548,0.00105,0.00026,0.0004,0.00272,0.00409,0.00933,0.00673,0.0074,0.00772,0.00059,0.00051,0.0003,DNA gyrase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrA PE=3 SV=1,0.00695,0.00598,0.00057,0.00538,0.00728,0.00046,0.86,0.08,1.35,0.09,0.27,0,0.2,0.04
E4PQU1,8,8,48.701,Isocitrase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3234 PE=4 SV=1,5.30E+07,7.00E+07,1.30E+08,6.50E+07,1.80E+08,4.80E+07,2.00E+08,8.70E+07,2.50E+08,9991149,1.10E+07,1.80E+07,1.70E+07,4.80E+07,1.20E+08,2.60E+07,6.20E+07,4.80E+07,1.20E+08,7.30E+07,1.40E+08,8.30E+07,1.70E+08,1.20E+08,2.50E+07,4267814,1690581,0.06543,0.08022,0.11142,0.04715,0.08211,0.0667,0.0074,0.00559,0.00724,0.05353,0.05598,0.08693,0.08587,0.09962,0.08952,0.02381,0.00681,0.00273,Isocitrase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3234 PE=4 SV=1,0.08569,0.06532,0.00674,0.06548,0.09167,0.01112,0.76,0.08,1.4,0.17,0.15,0,0.04,0.01
E4PGK4,4,4,23.5165,Superoxide dismutase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2351 PE=3 SV=1,4.00E+07,3.30E+07,1.00E+08,3.30E+07,6.00E+07,5.20E+07,1.10E+08,6.30E+07,9.10E+07,8056584,4942451,1.30E+07,1377363,2.80E+07,5.30E+07,1.80E+07,2.80E+07,3.40E+07,2184847,5.60E+07,2409731,4.60E+07,6.70E+07,5.20E+07,5426038,1096073,1171211,0.04953,0.06197,0.03816,0.05107,0.05922,0.024,0.00596,0.00414,0.00058,0.03071,0.03911,0.0609,0.06561,0.05446,0.04055,0.00522,0.00175,0.00189,Superoxide dismutase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2351 PE=3 SV=1,0.04989,0.04476,0.00356,0.04357,0.05354,0.00295,0.9,0.07,1.23,0.07,0.35,0,0.22,0.01
E4PQI9,2,2,4.65499,Lysine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lysS PE=3 SV=1,658783,246485,1290462,364280,3009244,824982,3322868,1291850,4478119,275362,7099.72,120080,13559.7,225965,2631340,392099,618102,573146,4363236,159396,797075,570496,1124178,629282,1016681,78955.4,3403344,0.00081,0.00077,0.0019,0.00082,0.00122,0.00119,0.0002,3.70E-05,5.70E-06,0.00025,0.00084,0.00104,0.00019,0.00068,0.00049,0.00098,0.00013,0.00549,Lysine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lysS PE=3 SV=1,0.00116,0.00107,8.20E-05,0.00071,0.00045,0.0022,0.93,0.07,0.64,3.1,0.42,0.02,0.2,0.21
E4PP02,9,9,40.9113,Transcription termination/antitermination protein NusA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nusA PE=3 SV=1,2.10E+07,3.60E+07,6.10E+07,3.40E+07,7.90E+07,1.90E+07,7.90E+07,4.20E+07,1.60E+08,830032,1412129,3254941,1295506,2.50E+07,6.30E+07,1.00E+07,3.50E+07,1.90E+07,7.60E+07,2.30E+07,7.30E+07,2.60E+07,7.10E+07,5.10E+07,1960142,265190,759338,0.02528,0.03637,0.05019,0.01872,0.03955,0.04232,0.00061,0.00101,0.00055,0.0273,0.02183,0.03517,0.02709,0.03101,0.03914,0.00189,0.00042,0.00123,Transcription termination/antitermination protein NusA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nusA PE=3 SV=1,0.03728,0.03353,0.00072,0.0281,0.03241,0.00118,0.9,0.02,1.15,0.04,0.37,0,0.23,0
