Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,extracted_gn,resolved_locus_tag,resolution_method
Q7V2Q3,PMM0418,3,3,0.001098357,0.000459972,0.000876293,0.001468836,0.000522414,0.001239308,0.000495519,0.000796442,0.000638075,0.000657692,0.000251653,0.000642154,0.000815495,0.000194019,0.000780947,0.000385715,0.000446157,0.000861869,0.00081154,0.001076853,0.000643345,0.000517166,0.00059682,0.00056458,0.239971932,1.326924195,0.230339544,0.792745969,0.183443819,1.154020147,0.412171741,1.091680328,NifU-like protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0418 PE=4 SV=1,0.4080859542639513,-0.3350694584377751,0.2066684109186371,0.1265504599880441,PMM0418,PMM0418,locus_tag:KEGG
Q7V048,PMM1440,3,3,0.005060853,0.006925363,0.002832996,0.004776041,0.006580717,0.003395955,0.005340388,0.002197127,0.004010338,0.005254196,0.004984619,0.001956837,0.003371926,0.005508972,0.002309379,0.004389678,0.005309251,0.004093343,0.004939738,0.004917571,0.003849284,0.004065217,0.003730092,0.004597424,0.494457976,0.995512564,0.252821166,0.779248768,0.353826344,0.917562913,0.32953159,1.130917204,Probable 30S ribosomal protein PSRP-3 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1440 PE=3 SV=2,-0.0064885711001858,-0.3598441259500273,-0.1241210146847594,0.1774933115107349,PMM1440,PMM1440,locus_tag:KEGG
Q7V322,PMM0273,3,3,0.000442829,0.000536538,0.000513623,0.000631918,0.000604496,0.000640554,0.000286296,0.000431977,0.000442942,0.000536189,0.000232555,0.000529818,0.000372591,0.000249318,0.000459906,0.000159452,0.000379581,0.000653165,0.000497663,0.000625656,0.000387071,0.000432854,0.000360605,0.000397399,0.006660782,1.257187885,0.064200197,0.777778189,0.149857466,0.833085878,0.424425795,0.918090815,Probable oxidoreductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0273 PE=4 SV=1,0.3302002746605048,-0.3625693166114319,-0.2634628725514572,-0.1232912267930083,PMM0273,PMM0273,locus_tag:KEGG
Q7V0V0,PMM1152,3,3,0.000144656,0.000102815,0.000156921,0.000138009,7.2144e-05,0.000141481,8.24507e-05,0.000157485,6.1358e-05,9.64608e-05,5.94449e-05,0.000183672,8.23599e-05,5.30153e-05,0.000175773,5.22762e-05,0.000148693,4.25428e-05,0.000134797,0.000117211,0.000100431,0.000113193,0.000103716,8.11707e-05,0.281179962,0.869535785,0.181169269,0.745052362,0.028193924,0.916281457,0.278507858,0.717103106,Putative chaperon-like protein for quinone binding in photosystem II OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ycf39 PE=4 SV=1,-0.2016826932557939,-0.4245862736842098,-0.1261372714047662,-0.4797475285116412,ycf39,PMM1152,locus_tag:KEGG
Q7V1R9,PMM0786,3,3,0.00098904,0.001069228,0.001012278,0.000454043,0.001144739,0.000806216,0.000385906,0.000847993,0.000951134,0.000527101,0.000680817,0.001014361,0.001125818,0.000736852,0.000603874,0.000806227,0.000828504,0.000837117,0.001023515,0.000801666,0.000728344,0.00074076,0.000822182,0.000823949,0.165628145,0.78324797,0.083860012,0.711610502,0.403151803,1.109916647,0.297349823,1.112303002,3-isopropylmalate dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=leuB PE=3 SV=1,-0.3524589694225087,-0.4908402927259128,0.1504513365077824,0.1535498455586141,leuB,PMM0786,locus_tag:KEGG
Q7TU40,PMM1465,3,3,0.000151743,0.000169601,0.000156059,0.000158851,0.000111635,0.000158909,9.21247e-05,0.000204013,3.16427e-05,9.0411e-05,6.4145e-05,0.000209554,0.000153667,7.743e-05,0.00020691,7.33367e-05,0.000142262,7.51656e-05,0.000159134,0.000143132,0.00010926,0.00012137,0.000146002,9.69216e-05,0.195354537,0.89943989,0.190802664,0.686591904,0.170242101,1.202949921,0.325731018,0.798562589,Adenylosuccinate lyase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=purB PE=3 SV=1,-0.1529012261917346,-0.5424752491388195,0.2665765841359389,-0.3245226086018618,purB,PMM1465,locus_tag:KEGG
Q7V347,PMM0243,3,3,0.000633462,0.000495158,0.000598942,0.001150243,0.000351811,0.000669591,0.000575848,0.000242339,0.000346889,0.001055264,0.0004391,0.000290854,0.000645407,0.000510104,0.000876296,0.00045244,0.000400483,0.000325629,0.000575854,0.000723882,0.000388359,0.000595073,0.000677269,0.000392851,0.282085094,1.257057076,0.077143444,0.674404859,0.400881222,1.138128051,0.220726136,0.660172456,Possible Thy1 protein homolog OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0243 PE=4 SV=1,0.3300501560374578,-0.5683131641382829,0.186662884665415,-0.5990851478161126,PMM0243,PMM0243,locus_tag:KEGG
Q7V2I1,PMM0495,3,3,0.000904427,0.000456864,0.001481318,0.000345829,0.000346426,0.001145555,0.000397078,0.000635437,0.000860719,0.000582015,6.49693e-05,0.002041782,0.000817374,4.29164e-05,0.001231331,0.00035137,0.000368266,0.001201507,0.000947536,0.000612603,0.000631078,0.000896255,0.000697207,0.000640381,0.224057378,0.646522303,0.19288657,0.666019694,0.295811301,0.777911606,0.357993231,0.714507707,Porphobilinogen deaminase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=hemC PE=3 SV=1,-0.6292279555208234,-0.5863632569060536,-0.3623218636225895,-0.4849785219277633,hemC,PMM0495,locus_tag:KEGG
Q7V2C7,PMM0553,3,3,5.68647e-05,2.53103e-05,6.04818e-05,0.000107684,1.46453e-05,7.50374e-05,5.7202e-05,2.22172e-05,1.19526e-05,5.82332e-05,1.6875e-05,5.3711e-05,7.53976e-05,5.71492e-05,0.000107835,4.28873e-05,2.40419e-05,3.57935e-05,4.75523e-05,6.57887e-05,3.04573e-05,4.29398e-05,8.01274e-05,3.42409e-05,0.284664562,1.383503559,0.194097297,0.640500958,0.037369465,1.866042275,0.286676916,0.797416835,Carboxysome shell protein CsoS3 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=csoS3 PE=4 SV=1,0.4683263552200369,-0.642727366473734,0.8999816706709086,-0.3265940311690852,csoS3,PMM0553,locus_tag:KEGG
Q7V2C8,PMM0552,3,3,0.000466712,0.000518958,0.000358409,0.000177944,0.000516471,0.000270984,0.00015542,0.000515771,0.000159331,0.000438756,0.000502842,0.000303924,0.000288204,0.000436842,0.0002538,0.000228041,0.000309267,9.99779e-05,0.000448027,0.0003218,0.000276841,0.000415174,0.000326282,0.000212428,0.16042125,0.718260044,0.126793096,0.617911293,0.052050069,0.785891758,0.037253281,0.511661111,Carboxysome shell protein CsoS2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=csoS2 PE=4 SV=1,-0.4774218326392401,-0.6945283543867037,-0.3475974731798244,-0.966739509965304,csoS2,PMM0552,locus_tag:KEGG
Q7UZH7,PMM1689,3,3,2.13169e-05,1.36361e-05,4.14334e-05,5.41392e-05,1.7342e-05,1.70632e-05,1.34067e-05,1.41623e-05,1.86032e-05,1.82153e-05,2.10273e-05,3.13339e-05,1.0794e-05,2.51591e-05,1.50981e-05,1.11597e-05,3.91243e-05,6.29322e-06,2.54621e-05,2.95148e-05,1.53907e-05,2.35255e-05,1.7017e-05,1.88591e-05,0.399164563,1.159163928,0.149462795,0.604454795,0.192391325,0.723345484,0.346344906,0.801644774,CTP synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pyrG PE=3 SV=1,0.2130846055067583,-0.7262936453516502,-0.4672432236376065,-0.3189650057357039,pyrG,PMM1689,locus_tag:KEGG
Q7V1E4,PMM0930,3,3,0.000419636,0.000305359,0.000605353,0.000581684,0.000349967,0.000665429,0.000246813,0.000305591,0.000242686,0.00025673,0.000116722,0.000500696,0.00028413,0.000112308,0.00067568,0.000200594,0.000187899,0.000249914,0.000443449,0.00053236,0.00026503,0.000291383,0.000357372,0.000212802,0.263708597,1.200498859,0.058855349,0.597656044,0.177437551,1.226470536,0.263878219,0.730318807,Pyruvate dehydrogenase E1 component subunit beta OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pdhB PE=4 SV=1,0.2636340323764728,-0.7426126545751833,0.2945125758626824,-0.4534017118893465,pdhB,PMM0930,locus_tag:KEGG
Q7UZI3,PMM1682,3,3,0.000121071,4.90992e-05,0.000263273,0.000163872,7.09294e-05,0.000228093,2.57431e-05,0.000154101,7.88646e-05,3.77472e-05,4.60878e-05,0.000156681,8.95314e-05,5.26533e-05,0.000290804,1.63182e-05,0.000111547,0.000256684,0.000144481,0.000154298,8.62363e-05,8.0172e-05,0.00014433,0.000128183,0.452792204,1.067945346,0.235146213,0.596869275,0.113944541,1.800249369,0.289710621,1.598848138,Valine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=valS PE=3 SV=1,0.0948378164333782,-0.7445131047049666,0.8481967612779726,0.6770329150791494,valS,PMM1682,locus_tag:KEGG
Q7V361,PMM0227,3,3,0.000124885,5.85096e-05,0.000465452,0.000125312,5.2513e-05,0.000357345,5.32231e-05,0.000102519,0.000214953,0.000173169,7.6063e-05,0.000368859,9.54128e-05,5.77751e-05,0.000394017,6.33961e-05,0.000128549,0.000332973,0.000216282,0.00017839,0.000123565,0.00020603,0.000182402,0.000174973,0.410016449,0.824802627,0.264731772,0.571313169,0.255651957,0.885313791,0.402985496,0.849256462,ATP-sulfurylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=cysD PE=4 SV=1,-0.2778791671839636,-0.8076463098770604,-0.1757391995994475,-0.2357278042616781,cysD,PMM0227,locus_tag:KEGG
Q7TU95,PMM0903,3,3,0.000197651,7.95541e-05,0.00017497,0.000172862,8.23542e-05,0.000246326,9.57475e-05,7.78122e-05,8.19815e-05,0.000164324,2.48833e-05,0.000163675,0.000113402,1.76631e-05,0.000192888,3.07687e-05,3.99261e-05,0.00011068,0.000150725,0.000167181,8.51804e-05,0.000117627,0.000107984,6.04583e-05,0.398152786,1.109176436,0.073845608,0.565137611,0.358811215,0.918020174,0.169917982,0.513981604,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0903 PE=4 SV=1,0.1494888723491593,-0.8233258883609572,-0.1234022368801373,-0.9602113702793216,PMM0903,PMM0903,locus_tag:KEGG
Q7V2D8,PMM0542,3,3,0.000389438,0.000164279,0.00028719,0.000414215,0.000150052,0.000389661,0.000143271,0.00012355,0.000169729,0.000284708,0.000101476,0.000222516,0.00026296,0.000121678,0.000520446,0.00013564,9.07319e-05,0.000397517,0.000280302,0.000317976,0.000145517,0.0002029,0.000301695,0.000207963,0.370662033,1.134404881,0.056209652,0.519143561,0.214237754,1.486913697,0.482707775,1.024953402,NADPH-protochlorophyllide oxidoreductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pcr PE=3 SV=1,0.1819356451824373,-0.9457945464719132,0.5723209133463516,0.0355583212120151,pcr,PMM0542,locus_tag:KEGG
Q7V1G1,PMM0912,3,3,0.000213294,6.87836e-05,0.000683112,0.000177353,0.000105007,0.000765617,8.03051e-06,0.00034896,8.58633e-05,0.000177719,0.000202272,0.000660201,9.91743e-05,0.000237625,0.000695267,6.97836e-05,0.000445388,0.000235576,0.00032173,0.000349326,0.000147618,0.00034673,0.000344022,0.00025025,0.463057033,1.085773881,0.229004494,0.458826147,0.474779648,0.992189039,0.319891318,0.721740771,Pyruvate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pykF PE=3 SV=1,0.1187236844255898,-1.1239804867237226,-0.0113130754391642,-0.4704473402510584,pykF,PMM0912,locus_tag:KEGG
Q7V3R7,PMM0001,3,3,0.000156602,8.81948e-05,0.000312319,0.000196942,0.000105454,0.000303466,9.84314e-05,9.65543e-05,5.21655e-05,0.000107608,0.000107941,0.000228175,0.000115451,0.000120617,0.000141904,8.41849e-05,0.000138477,8.9567e-05,0.000185705,0.000201954,8.23837e-05,0.000147908,0.000125991,0.000104076,0.430924415,1.087499064,0.101685191,0.44362639,0.283196612,0.851817115,0.186263425,0.703655078,Beta sliding clamp OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dnaN PE=3 SV=1,0.1210141592481342,-1.1725829052450645,-0.2313843775870833,-0.507059681936045,dnaN,PMM0001,locus_tag:KEGG
Q7V2K2,PMM0474,3,3,0.002933997,0.001339191,0.001170977,0.001746534,0.001138926,0.001229032,0.001038289,0.00084018,0.000492727,0.001618332,0.000509483,0.001151579,0.001333443,0.000652637,0.00117541,0.000895097,0.000851799,0.000334555,0.001814721,0.001371497,0.000790399,0.001093131,0.00105383,0.000693817,0.248101033,0.755761932,0.077130158,0.435548232,0.39354573,0.964047129,0.169700306,0.634705856,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0474 PE=4 SV=1,-0.403996243526821,-1.199095605192387,-0.0528244182323466,-0.6558399414376397,PMM0474,PMM0474,locus_tag:KEGG
Q7V0F2,PMM1313,3,3,0.000365,0.000179533,0.000864,0.000482667,0.000211972,0.000955122,0.00013985,0.000261003,0.000127538,0.000118016,9.10507e-05,0.001003189,0.000233941,8.87416e-05,0.001251821,6.86623e-05,0.000110258,0.000597277,0.000469511,0.00054992,0.000176131,0.000404085,0.000524835,0.000258732,0.400386326,1.171260984,0.116322812,0.375136137,0.118821613,1.298822227,0.347330565,0.640292118,ATP-dependent Clp protease proteolytic subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=clpP4 PE=3 SV=1,0.2280625774366711,-1.414513849857758,0.3772039790716324,-0.6431978443997239,clpP4,PMM1313,locus_tag:KEGG
Q7V113,PMM1077,3,3,7.44219e-05,6.3114e-05,5.32443e-05,9.434e-05,6.41844e-05,6.29684e-05,0.0,4.8827e-05,2.16012e-05,6.82523e-05,9.78696e-06,8.24321e-05,9.01088e-05,5.41793e-06,8.12466e-05,1.7858e-06,3.29234e-05,2.04273e-05,6.35934e-05,7.3831e-05,2.34761e-05,5.34904e-05,5.89245e-05,1.83788e-05,0.219882669,1.160984772,0.029835314,0.369158693,0.289162124,1.101588718,0.108667016,0.343590977,Adaptive-response sensory-kinase SasA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=sasA PE=3 SV=1,0.2153490492886111,-1.4376869631876152,0.1395856891962631,-1.5412359443489283,sasA,PMM1077,locus_tag:KEGG
Q7V104,PMM1090,3,3,0.000374343,0.000257015,0.000466746,0.000259035,0.000424134,0.00027677,3.67396e-05,0.000269585,9.15479e-05,0.000418178,0.000413273,0.000498861,0.000384319,0.000300439,0.000289541,0.000124957,0.000177867,0.000144318,0.000366035,0.00031998,0.000132624,0.000443437,0.000324766,0.000149048,0.298124332,0.874179958,0.032901749,0.362326907,0.072127936,0.732383603,0.000376787,0.336118491,Diaminopimelate decarboxylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=lysA PE=3 SV=1,-0.193997792519286,-1.4646361481796213,-0.4493286032269807,-1.572958182588976,lysA,PMM1090,locus_tag:KEGG
Q7TU36,PMM1501,3,3,0.000420706,0.000107575,0.000251388,0.000130877,0.00012949,0.000271337,1.38299e-05,0.000156198,8.56901e-05,0.000224019,1.07035e-05,0.000212414,0.000253379,1.34433e-05,0.000336878,5.02812e-05,8.07911e-05,0.000126999,0.00025989,0.000177235,8.52392e-05,0.000149046,0.000201233,8.60237e-05,0.231588309,0.681960378,0.076854703,0.327982236,0.146655114,1.350145675,0.217615041,0.577163047,S1 RNA binding domain:Ribonuclease E and G OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1501 PE=4 SV=1,-0.5522401740007471,-1.6083104164120516,0.4331150763588756,-0.79294916099114,PMM1501,PMM1501,locus_tag:KEGG
Q7V117,PMM1073,3,3,3.27626e-05,1.41002e-05,5.08684e-05,5.82898e-05,1.17969e-05,5.94336e-05,5.94475e-06,1.76083e-05,3.24498e-06,5.01556e-05,7.85397e-06,4.07918e-05,1.47843e-05,4.87222e-06,5.20106e-05,3.28799e-06,5.80809e-07,1.25587e-05,3.25771e-05,4.31734e-05,8.93267e-06,3.29338e-05,2.38891e-05,5.47585e-06,0.30288464,1.325271121,0.054394457,0.274201262,0.289590949,0.725365421,0.054241879,0.166268279,Putative glucose 6-phosphate dehydrogenase effector OpcA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1073 PE=4 SV=1,0.4062875331925734,-1.866692883810516,-0.4632201228640939,-2.588415140300443,PMM1073,PMM1073,locus_tag:KEGG
Q7V0H1,PMM1287,3,3,0.000264387,7.96514e-05,0.000176643,0.000198249,5.05265e-05,0.000110105,6.20536e-06,9.46707e-05,2.39987e-05,0.000223873,1.28976e-06,0.00014882,0.00024085,3.56228e-06,0.000161992,9.80504e-06,2.53401e-05,4.76199e-05,0.000173561,0.000119627,4.16249e-05,0.000124661,0.000135468,2.75883e-05,0.237448334,0.689250641,0.046005149,0.239829304,0.066850228,1.086692607,0.10848658,0.221306991,DUF4101 domain-containing protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1287 PE=4 SV=1,-0.5368993909513651,-2.0599201469252955,0.1199439025789849,-2.17587906886491,PMM1287,PMM1287,locus_tag:KEGG
Q7V3C6,PMM0152,3,3,6.0465e-05,2.42027e-05,0.000136195,5.97905e-05,3.14878e-05,0.000147318,6.95022e-06,3.13901e-05,5.86965e-06,2.4093e-05,1.30361e-05,0.000114974,2.28195e-05,1.14455e-05,0.000131238,1.0101e-05,2.09984e-05,2.13242e-05,7.36209e-05,7.95321e-05,1.47367e-05,5.07011e-05,5.51678e-05,1.74745e-05,0.453963377,1.080292683,0.079297195,0.200169521,0.26400391,1.088098064,0.182235384,0.344658149,UTP--glucose-1-phosphate uridylyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=cugP PE=3 SV=1,0.111422233784311,-2.3207057773053283,0.1218085842271037,-1.5367619684937512,cugP,PMM0152,locus_tag:KEGG
Q7V362,PMM0226,3,3,0.000366552,0.000154901,0.000676285,0.000289072,0.000200227,0.000479174,7.80304e-05,9.0726e-05,6.53565e-05,0.000278972,0.000107557,0.000735694,0.00017954,0.000116244,0.000454609,3.80738e-05,2.7952e-05,0.000501626,0.000399246,0.000322824,7.80376e-05,0.000374074,0.000250131,0.000189217,0.340161358,0.808584724,0.050718393,0.19546254,0.140143619,0.668666159,0.245454698,0.505828163,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ftsH2 PE=3 SV=1,-0.3065291468028882,-2.3550359504470664,-0.5806419900977731,-0.9832807307028976,ftsH2,PMM0226,locus_tag:KEGG
Q7V0E5,PMM1321,3,3,0.000415941,5.57896e-05,0.002594173,0.000194863,5.40889e-05,0.001497378,4.036e-05,5.01748e-05,2.69018e-05,0.000120483,1.61174e-05,0.005189988,0.0001664,2.68699e-05,0.00233191,5.36535e-05,4.42449e-05,8.33055e-05,0.001021968,0.00058211,3.91455e-05,0.00177553,0.000841727,6.04013e-05,0.328158278,0.569597301,0.141471787,0.038304072,0.217087134,0.474070726,0.185998112,0.034018774,Bacterial histone-like DNA-binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1321 PE=3 SV=1,-0.8119857846840712,-4.706358420550437,-1.076825785895115,-4.877525041013038,PMM1321,PMM1321,locus_tag:KEGG
Q7V0H2,PMM1286,2,2,7.72263e-05,0.003707384,0.000248309,3.82435e-05,3.91597e-05,0.000198497,0.000630141,0.021532985,0.001166172,0.000605074,0.000114244,0.000260262,3.10225e-05,8.67761e-05,0.000187056,0.000931233,0.003058843,0.000320544,0.001344307,9.19666e-05,0.007776433,0.000326527,0.000101618,0.001436873,0.174873252,0.068411934,0.204495185,5.784716782,0.163802976,0.311209574,0.128990009,4.40047527,Signal recognition particle protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ffh PE=3 SV=1,-3.8696081743006094,2.532246327144982,-1.6840416510482874,2.1376593493506477,ffh,PMM1286,locus_tag:KEGG
Q7UZR4,PMM1594,2,2,0.000161016,0.000339091,0.000162501,0.00025088,0.000277283,0.000198441,0.000487296,0.001010201,0.000783903,0.00019729,8.42689e-05,9.75269e-05,8.00644e-05,9.92543e-05,0.00020137,0.000378693,0.001630953,0.000591672,0.000220869,0.000242201,0.000760467,0.000126362,0.000126896,0.000867106,0.376883623,1.096581893,0.014690724,3.443062055,0.497059607,1.004227117,0.064613259,6.862076028,Heme oxygenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ho1 PE=4 SV=1,0.1330135568480449,1.7836921831250754,0.0060855875305059,2.778645110245748,ho1,PMM1594,locus_tag:KEGG
Q7V2R9,PMM0400,2,2,1.06086e-05,1.96962e-05,1.74528e-05,1.78561e-05,1.02461e-05,8.4971e-06,8.46528e-05,4.07575e-05,1.56998e-05,1.09435e-05,1.42071e-05,5.6612e-05,1.17066e-05,1.98264e-05,6.30754e-05,2.89168e-05,1.16091e-05,9.7812e-07,1.59192e-05,1.21998e-05,4.70367e-05,2.72542e-05,3.15361e-05,1.38347e-05,0.20067695,0.766356342,0.100355858,2.954717554,0.068731413,1.157111074,0.234727165,0.507616447,Ribosome hibernation promoting factor OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=lrtA PE=3 SV=1,-0.3839127193223239,1.563020227553778,0.2105273590154302,-0.9781892809862508,lrtA,PMM0400,locus_tag:KEGG
Q7V268,PMM0618,2,2,7.20805e-05,8.84054e-05,7.72491e-05,4.19332e-05,5.64237e-05,7.72117e-05,6.50436e-05,7.92354e-05,0.000504105,2.78549e-05,2.03544e-05,4.16631e-05,3.27011e-05,1.75486e-05,5.29364e-05,0.000556856,0.00033035,3.78141e-05,7.9245e-05,5.85228e-05,0.000216128,2.99574e-05,3.43953e-05,0.00030834,0.070494828,0.738505254,0.19801294,2.72733909,0.194670911,1.148140383,0.068887174,10.2926079,Polyprenyl synthetase solanesyl diphosphate synthase (Sds) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=sds PE=3 SV=1,-0.4373199099937344,1.447494081642552,0.1992990509646188,3.363536667761163,sds,PMM0618,locus_tag:KEGG
