Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light1,Light2,Light3,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness1,Darkness2,Darkness3,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_MED4,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness  avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D
E4PP97,4.0,3.0,14.7516027,O-succinylhomoserine sulfhydrylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metZ PE=3 SV=1,34921.2032,41494.9923,27311.3295,18835.109,6566.44031,16895.4495,113753.6,98052.5511,291423.181,36234.5671,6645.96588,8827.60593,32946.4527,4116.25969,38636.0392,98395.2317,57235.2587,35904.8977,0.000527488,0.00020814,0.00015675,0.000212938,9.09e-05,9.78e-05,0.000282712,0.000252671,0.000542131,0.000268641,8.05e-05,8.81e-05,0.000451663,5.19e-05,0.00035247,0.000307458,0.000148808,0.000127987,O-succinylhomoserine sulfhydrylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metZ PE=3 SV=1,0.000297459,0.000133896,0.000359171,0.000145767,0.000285347,0.000194751,0.45,1.21,1.96,1.34,0.084,0.383,0.126,0.018,-1.15200309344505,0.27500704749986976,0.9708536543404835,0.4222330006830478
E4PF75,4.0,4.0,27.0485697,Peptidyl-prolyl cis-trans isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppiB PE=3 SV=1,250155.863,489228.954,141667.449,139430.131,222483.571,204840.559,693986.331,1510214.58,1547635.4,594128.53,386682.402,63124.3855,252490.329,374472.914,102201.278,921421.269,1217851.01,627484.642,0.00377863,0.002453983,0.00081308,0.001576314,0.003080322,0.001186178,0.001724767,0.00389166,0.002879048,0.004404842,0.004686348,0.000630093,0.003461394,0.004722376,0.000932364,0.002879191,0.003166327,0.002236746,Peptidyl-prolyl cis-trans isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppiB PE=3 SV=1,0.002348564,0.001947604,0.002831825,0.003240428,0.003038711,0.002760755,0.83,1.21,0.94,0.85,0.35,0.371,0.324,0.345,-0.2688167584278,0.27500704749986976,-0.08926733809708741,-0.23446525363702297
E4PNT4,4.0,4.0,19.7476151,Hemin degrading factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3000 PE=4 SV=1,139201.911,246731.226,50654.7579,38349.2897,144575.168,94446.1736,30124.0267,1575517.9,125768.857,135420.758,102141.104,56943.6204,46571.1161,82874.9248,40922.1911,60508.2622,76341.1024,42412.0374,0.002102659,0.001237609,0.000290726,0.000433554,0.002001667,0.000546913,7.49e-05,0.00405994,0.000233966,0.001004003,0.001237886,0.000568398,0.000638444,0.001045113,0.000373326,0.000189072,0.000198481,0.000151183,Hemin degrading factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3000 PE=4 SV=1,0.001210331,0.000994045,0.001456258,0.000936763,0.000685628,0.000179579,0.82,1.2,0.73,0.19,0.399,0.439,0.024,0.027,-0.2863041851566411,0.2630344058337938,-0.4540316308947075,-2.395928676331139
E4PK86,11.0,11.0,50.7152284,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,266880.52,3696942.38,2082445.54,329734.386,306460.594,2239338.4,6593355.79,3529216.56,8553617.2,683322.739,717944.21,466250.562,408535.517,625164.652,499858.336,4123931.02,6125713.5,3901421.44,0.004031257,0.01854394,0.011951903,0.00372778,0.004242997,0.01296742,0.016386496,0.00909441,0.015912196,0.005066124,0.008701034,0.004654009,0.005600619,0.007883782,0.004560119,0.012886162,0.015926424,0.013907099,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,0.011509033,0.006979399,0.013797701,0.006140389,0.00601484,0.014239895,0.61,1.2,0.98,2.32,0.226,0.377,0.389,0.003,-0.7131188522118385,0.2630344058337938,-0.029146345659516508,1.2141248053528473
E4PR40,18.0,18.0,80.8599529,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,270379.195,1904652.15,1312879.33,653783.315,447823.129,1461461.76,2351102.72,5515926.4,2805355.82,660605.508,306592.568,581911.839,368761.032,336609.582,852066.105,1432261.55,3938760.06,1645517.72,0.004084105,0.009553775,0.007535086,0.007391283,0.006200185,0.008462941,0.005843206,0.014213947,0.005218771,0.0048977,0.00371571,0.005808514,0.00505535,0.004244892,0.007773247,0.004475428,0.010240499,0.005865651,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,0.007057655,0.00735147,0.008425308,0.004807308,0.005691163,0.006860526,1.04,1.19,1.18,1.43,0.447,0.284,0.125,0.228,0.056583528366367514,0.25096157353321874,0.23878685958711648,0.5160151470036647
E4PKP5,6.0,6.0,21.3428705,Outer membrane receptor for transport of vitamin B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3953 PE=3 SV=1,23622.4728,29387.1362,113595.683,43606.8018,120861.682,275962.62,138056.709,50876.3929,484074.66,63157.3396,71419.8836,115314.04,25081.2374,45084.938,364289.548,119015.212,70178.8587,210299.936,0.00035682,0.000147406,0.000651966,0.000492992,0.00167335,0.001598027,0.000343113,0.000131103,0.000900519,0.000468246,0.000865564,0.001151039,0.000343839,0.000568554,0.003323349,0.00037189,0.00018246,0.00074964,Outer membrane receptor for transport of vitamin B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3953 PE=3 SV=1,0.000385398,0.00125479,0.000458245,0.000828283,0.001411914,0.000434663,3.26,1.19,1.7,0.52,0.082,0.247,0.27,0.073,1.7048719644563528,0.25096157353321874,0.765534746362977,-0.9434164716336325
E4PLZ3,6.0,6.0,31.4216673,50S ribosomal protein L22 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplV PE=3 SV=1,38800.0175,1406988.91,1004893.33,176858.067,70736.996,1308088.74,4064825.69,1892327.97,425953.944,167387.902,59571.3199,965988.032,55465.1731,42147.2722,515118.851,1972658.69,1724581.97,1996936.49,0.000586078,0.007057486,0.005767444,0.001999452,0.000979365,0.007574798,0.010102329,0.004876325,0.000792397,0.001241006,0.000721967,0.009642276,0.000760373,0.000531508,0.004699338,0.006164022,0.004483792,0.007118327,50S ribosomal protein L22 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplV PE=3 SV=1,0.004470336,0.003517872,0.005257017,0.003868416,0.001997073,0.005922047,0.79,1.18,0.52,1.53,0.373,0.438,0.174,0.234,-0.3400754415976217,0.23878685958711648,-0.9434164716336325,0.6135316529179271
E4PJY9,10.0,9.0,30.3909252,Pyruvate carboxylase subunit B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pycB PE=4 SV=1,41654.0767,170900.423,37410.4689,64968.5802,42053.1868,58927.0685,227332.174,481381.008,104569.245,39399.4117,76970.3996,44805.2074,47195.9928,81907.3505,54160.7459,118430.15,256520.978,41830.899,0.000629189,0.00085724,0.000214712,0.000734496,0.000582233,0.000341231,0.00056499,0.001240467,0.000194529,0.000292105,0.000932833,0.000447236,0.000647011,0.001032911,0.000494099,0.000370062,0.000666936,0.000149111,Pyruvate carboxylase subunit B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pycB PE=4 SV=1,0.000567047,0.000552653,0.000666662,0.000557391,0.000724674,0.00039537,0.97,1.18,1.3,0.71,0.461,0.278,0.11,0.155,-0.043943347587597055,0.23878685958711648,0.37851162325372983,-0.4941090702700427
E4PQS1,11.0,11.0,38.464412,4-hydroxy-tetrahydrodipicolinate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dapA PE=3 SV=1,98601.8947,374271.478,411481.893,144415.089,64162.4477,490223.686,919515.412,1080998.16,887565.601,188771.256,62330.4256,540467.15,98842.8832,42487.7044,284947.785,659038.295,891678.843,311307.006,0.001489392,0.001877353,0.002361642,0.001632671,0.00088834,0.002838757,0.002285276,0.002785616,0.001651128,0.001399542,0.000755406,0.005394822,0.001355039,0.000535801,0.002599528,0.002059315,0.002318302,0.001109692,4-hydroxy-tetrahydrodipicolinate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dapA PE=3 SV=1,0.001909463,0.001786589,0.002240673,0.00251659,0.001496789,0.001829103,0.94,1.17,0.59,0.73,0.404,0.295,0.185,0.371,-0.08926733809708741,0.22650852980867975,-0.7612131404128835,-0.4540316308947075
E4PII8,2.0,2.0,4.33688951,Phosphoribosylformylglycinamidine cyclo-ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purM PE=3 SV=1,13288.4492,47721.5468,25954.6214,28077.3078,77449.021,11279.5827,49783.2819,61590.1961,218396.451,4435.22867,86525.5556,15383.7878,32151.1638,107923.991,14014.5511,97853.092,73315.2034,59701.6005,0.000200723,0.000239372,0.000148963,0.000317425,0.001072294,6.53e-05,0.000123727,0.000158711,0.00040628,3.29e-05,0.001048635,0.000153558,0.000440761,0.001361,0.000127852,0.000305764,0.000190614,0.000212814,Phosphoribosylformylglycinamidine cyclo-ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purM PE=3 SV=1,0.000196353,0.000485012,0.000229573,0.000411692,0.000643204,0.000236397,2.47,1.17,1.56,0.57,0.204,0.397,0.11,0.332,1.304511041809953,0.22650852980867975,0.6415460290875237,-0.8109661756099832
E4PRA8,12.0,12.0,48.8059523,PrpE protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2053 PE=3 SV=1,314429.065,349419.756,258673.727,343066.615,106898.876,419292.635,1827282.62,865453.799,1323003.46,516077.879,138829.08,191730.71,117620.861,141276.437,238370.701,1427346.62,1664060.78,720626.755,0.004749483,0.001752697,0.001484621,0.003878506,0.001480033,0.002428013,0.004541354,0.002230181,0.002461168,0.003826178,0.001682521,0.001913813,0.001612466,0.001781599,0.002174613,0.00446007,0.004326441,0.002568763,PrpE protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2053 PE=3 SV=1,0.002662267,0.002595517,0.003077568,0.002474171,0.001856226,0.003785091,0.97,1.16,0.75,1.53,0.456,0.175,0.26,0.094,-0.043943347587597055,0.21412480535284734,-0.4150374992788438,0.6135316529179271
E4PKC3,6.0,6.0,28.8675559,"Extracellular solute-binding protein, family 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1456 PE=4 SV=1",60104.2148,5699742.82,248128.434,46998.1286,60852.4774,144590.922,533744.393,12625511.4,963339.843,917381.839,113359.134,205135.856,42699.1745,90215.1456,129626.978,1085857.62,1620550.39,368322.857,0.00090788,0.028590028,0.001424098,0.000531333,0.000842513,0.000837288,0.001326517,0.03253458,0.00179209,0.006801428,0.001373842,0.00204762,0.000585364,0.001137679,0.001182564,0.00339301,0.004213317,0.001312932,"Extracellular solute-binding protein, family 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1456 PE=4 SV=1",0.010307336,0.000737044,0.011884396,0.00340763,0.000968535,0.002973086,0.07,1.15,0.28,0.87,0.201,0.157,0.164,0.416,-3.8365012677171206,0.2016338611696504,-1.8365012677171204,-0.2009126939259964
E4PQC6,5.0,5.0,17.2744784,Bifunctional purine biosynthesis protein PurH OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purH PE=3 SV=1,7821.29016,128986.266,25927.432,22518.4404,36531.346,18724.0681,24067.0571,259732.658,174226.82,23340.2503,18947.4324,24208.4976,26278.905,16658.7051,16480.3446,16094.5591,139856.559,272938.625,0.000118141,0.000646998,0.000148807,0.00025458,0.000505782,0.000108426,5.98e-05,0.000669303,0.000324112,0.000173044,0.000229631,0.000241644,0.000360258,0.000210078,0.000150347,5.03e-05,0.000363617,0.000972923,Bifunctional purine biosynthesis protein PurH OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purH PE=3 SV=1,0.000304649,0.000289596,0.000351076,0.000214773,0.000240228,0.000462277,0.95,1.15,1.12,2.15,0.435,0.284,0.395,0.216,-0.07400058144377693,0.2016338611696504,0.16349873228287956,1.1043366598147355
E4PNI7,2.0,2.0,6.54690814,Peptide chain release factor 3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prfC PE=3 SV=1,12060.295,51545.6546,7474.26486,21358.1893,37101.2919,7614.48138,150467.842,2152.94944,92409.5241,40281.0639,20483.0283,10287.8022,7172.2328,26307.4492,3898.18177,49874.2529,45233.1942,25531.8078,0.000182172,0.000258554,4.29e-05,0.000241463,0.000513673,4.41e-05,0.000373958,5.55e-06,0.000171908,0.000298642,0.000248241,0.000102691,9.83e-05,0.000331756,3.56e-05,0.000155843,0.000117603,9.1e-05,Peptide chain release factor 3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prfC PE=3 SV=1,0.000161208,0.00026641,0.000183805,0.000216525,0.000155214,0.000121486,1.65,1.14,0.72,0.56,0.152,0.443,0.266,0.076,0.722466024471091,0.18903382439001687,-0.4739311883324124,-0.8365012677171204
E4PIN1,2.0,2.0,7.01501989,O-phosphoserine phosphohydrolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2518 PE=3 SV=1,19802.5025,29685.9064,1748.27658,5100.04588,14615.4429,8337.49131,74441.3815,64401.0998,90984.2196,16548.3386,34411.8817,2735.12391,8427.00005,25826.4263,1215.20363,55813.9373,77718.0317,35038.7999,0.000299119,0.000148905,1e-05,5.77e-05,0.000202353,4.83e-05,0.000185009,0.000165955,0.000169257,0.000122689,0.00041705,2.73e-05,0.000115526,0.00032569,1.11e-05,0.000174403,0.000202061,0.0001249,O-phosphoserine phosphohydrolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2518 PE=3 SV=1,0.000152686,0.000102764,0.000173407,0.000189013,0.000150767,0.000167122,0.67,1.14,0.8,0.88,0.327,0.409,0.144,0.422,-0.5777669993169522,0.18903382439001687,-0.3219280948873623,-0.18442457113742744
E4PF61,4.0,4.0,17.372345,2-dehydro-3-deoxy-phosphogluconate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2177 PE=3 SV=1,552836.673,1541509.7,381445.508,646984.763,627336.149,353254.631,2972180.96,2303907.03,3829519.17,759017.528,600508.325,385831.327,419104.868,545278.397,280341.457,2559559.56,2002028.62,1506102.18,0.008350654,0.007732245,0.002189253,0.007314423,0.008685572,0.002045605,0.007386774,0.00593692,0.007124011,0.005627322,0.007277784,0.003851282,0.005745515,0.006876358,0.002557505,0.007997927,0.005205134,0.005368687,2-dehydro-3-deoxy-phosphogluconate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2177 PE=3 SV=1,0.006090717,0.0060152,0.006815902,0.005585463,0.005059793,0.006190583,0.99,1.12,0.91,1.11,0.454,0.382,0.165,0.35,-0.014499569695115089,0.16349873228287956,-0.13606154957602837,0.15055967657538138
E4PN86,6.0,6.0,27.4678767,ATP-binding component of ABC transporter OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2955 PE=4 SV=1,15480.8943,218250.072,13361.5662,46009.9035,33997.2915,16835.9691,91059.1463,300108.696,307239.759,15527.2228,41623.0109,30108.8401,22208.4005,54348.8173,16278.5388,40694.8692,222520.865,584937.636,0.00023384,0.001094747,7.67e-05,0.00052016,0.000470698,9.75e-05,0.00022631,0.000773348,0.000571555,0.000115118,0.000504445,0.00030054,0.000304455,0.000685378,0.000148506,0.00012716,0.000578539,0.002085082,ATP-binding component of ABC transporter OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2955 PE=4 SV=1,0.000468425,0.000362784,0.000523737,0.000306701,0.000379447,0.00093026,0.77,1.12,1.24,3.03,0.367,0.419,0.292,0.198,-0.3770696490798233,0.16349873228287956,0.3103401206121505,1.5993177936982261
E4PQC1,7.0,7.0,21.0971322,Biotin carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3222 PE=4 SV=1,37867.0465,202887.781,146391.314,32455.7955,24760.6334,232456.314,76918.3491,915153.741,84563.7782,95923.9771,21884.6704,69288.6097,23143.4369,14614.3862,40515.7474,83033.5338,348315.051,167306.785,0.000571986,0.001017689,0.000840192,0.000366926,0.000342815,0.001346093,0.000191166,0.002358252,0.000157313,0.000711176,0.000265228,0.000691623,0.000317274,0.000184298,0.000369618,0.000259457,0.000905595,0.000596386,Biotin carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3222 PE=4 SV=1,0.000809956,0.000685278,0.000902244,0.000556009,0.000290397,0.000587146,0.85,1.11,0.52,1.06,0.376,0.449,0.053,0.466,-0.23446525363702297,0.15055967657538138,-0.9434164716336325,0.08406426478847455
E4PHR9,2.0,2.0,8.39639854,Sigma 54 modulation protein/ribosomal protein S30EA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2443 PE=4 SV=1,3299.63727,49784.2702,154583.54,1675.2649,2495.18699,83622.7192,16736.9507,86806.9419,565061.665,7406.19539,5753.26053,18538.5689,2282.34577,3817.50619,21283.3883,7269.11887,7105.26751,185081.257,4.98e-05,0.000249719,0.00088721,1.89e-05,3.45e-05,0.000484237,4.16e-05,0.000223692,0.001051178,5.49e-05,6.97e-05,0.000185048,3.13e-05,4.81e-05,0.000194165,2.27e-05,1.85e-05,0.000659745,Sigma 54 modulation protein/ribosomal protein S30EA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2443 PE=4 SV=1,0.00039559,0.000179241,0.000438822,0.000103228,9.12e-05,0.000233644,0.45,1.11,0.88,2.26,0.091,0.275,0.187,0.264,-1.15200309344505,0.15055967657538138,-0.18442457113742744,1.1763227726404628
E4PQS9,3.0,3.0,9.74904442,Tol-Pal system protein TolB OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tolB PE=3 SV=1,1132.57419,22369.99,15232.9267,26904.0332,4040.21867,2877.68881,3654.7979,75343.519,19868.3114,3652.11438,5993.97334,7711.92389,795.649589,2562.22841,9617.42356,21250.9883,1090.3089,60512.4946,1.71e-05,0.000112208,8.74e-05,0.000304161,5.59e-05,1.67e-05,9.08e-06,0.000194152,3.7e-05,2.71e-05,7.26e-05,7.7e-05,1.09e-05,3.23e-05,8.77e-05,6.64e-05,2.83e-06,0.000215704,Tol-Pal system protein TolB OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tolB PE=3 SV=1,7.22e-05,0.000125587,8.01e-05,5.89e-05,4.37e-05,9.5e-05,1.74,1.11,0.74,1.61,0.347,0.43,0.205,0.305,0.7990873060740036,0.15055967657538138,-0.4344028241457749,0.6870606883398924
E4PHX0,13.0,13.0,58.3059359,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,264266.613,586221.25,557396.44,616539.091,388699.817,576169.241,1730273.79,1547136.74,1553320.25,432820.318,261825.095,348503.21,286285.054,273559.448,342394.035,1084446.28,1506205.51,894077.595,0.003991774,0.002940498,0.003199098,0.006970222,0.005381613,0.003336445,0.004300257,0.003986804,0.002889624,0.00320891,0.003173156,0.003478681,0.003924686,0.003449784,0.0031236,0.003388599,0.003916028,0.00318705,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,0.003377123,0.005229427,0.003725562,0.003286916,0.003499357,0.003497226,1.55,1.1,1.06,1.06,0.084,0.234,0.282,0.277,0.632268215499513,0.13750352374993502,0.08406426478847455,0.08406426478847455
E4PP01,8.0,8.0,26.2365313,Translation initiation factor IF-2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=infB PE=3 SV=1,120041.474,441485.758,197589.762,71581.1589,112518.852,145013.626,708562.661,933794.241,805998.567,117371.654,99432.0924,118701.588,104546.476,73748.2227,114252.568,595175.834,903766.905,72764.9484,0.001813239,0.002214502,0.001134039,0.000809254,0.001557842,0.000839736,0.001760994,0.002406287,0.00149939,0.000870188,0.001205055,0.001184853,0.001433229,0.000930019,0.001042306,0.001859762,0.00234973,0.00025938,Translation initiation factor IF-2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=infB PE=3 SV=1,0.001720593,0.001068944,0.00188889,0.001086698,0.001135185,0.001489624,0.62,1.1,1.04,1.37,0.043,0.15,0.435,0.303,-0.6896598793878495,0.13750352374993502,0.056583528366367514,0.45417589318580215
E4PI65,3.0,3.0,15.2156773,L-ectoine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ectC PE=3 SV=1,29772.4147,388527.379,299623.455,29846.8966,23514.8798,357088.02,447612.982,809611.156,706041.223,32893.111,25006.4783,28538.5081,25265.0934,20967.1956,27495.5865,258647.838,523902.879,691608.692,0.000449715,0.001948861,0.001719647,0.000337431,0.000325567,0.002067803,0.001112455,0.002086281,0.00131344,0.000243868,0.000303063,0.000284865,0.00034636,0.000264412,0.000250837,0.000808204,0.001362111,0.002465325,L-ectoine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ectC PE=3 SV=1,0.001372741,0.000910267,0.001504058,0.000277265,0.000287203,0.001545213,0.66,1.1,1.04,5.57,0.259,0.356,0.425,0.059,-0.5994620704162712,0.13750352374993502,0.056583528366367514,2.4776773275653072
E4PN49,2.0,2.0,8.15186191,"Glutamine ABC transporter, periplasmic glutamine-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2918 PE=3 SV=1",50855.5203,812873.154,233533.495,40539.6364,115654.946,222425.824,1007445.09,1072374.47,763613.158,137140.009,282035.997,120005.654,93039.8173,334397.441,113161.538,498060.168,381012.063,1045892.51,0.000768178,0.004077389,0.001340333,0.000458317,0.001601262,0.00128801,0.002503808,0.002763393,0.001420541,0.00101675,0.003418099,0.00119787,0.001275484,0.004216995,0.001032353,0.001556302,0.000990605,0.003728213,"Glutamine ABC transporter, periplasmic glutamine-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2918 PE=3 SV=1",0.002061966,0.001115863,0.002229247,0.001877573,0.002174944,0.002091707,0.54,1.08,1.16,1.11,0.172,0.433,0.199,0.448,-0.888968687611256,0.11103131238874395,0.21412480535284734,0.15055967657538138
E4PI37,6.0,6.0,33.2077553,Oligopeptidase A-like protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prlC PE=3 SV=1,123255.371,452984.507,342232.709,227234.102,113148.419,324600.165,664272.878,985453.267,1288884.92,256834.363,141411.788,259524.449,157345.849,199003.353,263267.015,617260.717,876000.287,613832.956,0.001861785,0.00227218,0.001964196,0.002568973,0.001566558,0.001879674,0.00165092,0.002539407,0.002397698,0.001904158,0.001713822,0.002590515,0.002157057,0.002509577,0.002401738,0.001928772,0.002277539,0.002188083,Oligopeptidase A-like protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prlC PE=3 SV=1,0.00203272,0.002005069,0.002196008,0.002069498,0.002356124,0.002131465,0.99,1.08,1.14,1.03,0.476,0.243,0.21,0.423,-0.014499569695115089,0.11103131238874395,0.18903382439001687,0.04264433740849372
