Accession,Peptide count,Unique peptides,Confidence score,Description,Control Light 1,Control Light 2,Control Light 3,Light+100 nM glucose 1,Light+100 nM glucose 2,Light+100 nM glucose 3,Light+5 mM glucose 1,Light+5 mM glucose 2,Light+5 mM glucose 3,Control Dark 1,Control Dark 2,Control Dark 3,Dark + 100 nM glucose 1,Dark + 100 nM glucose 2,Dark + 100 nM glucose 3,Dark + 5 mM glucose 1,Dark + 5 mM glucose 2,Dark + 5 mM glucose 3,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Alteromonas_8102,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,t.test G nM/L,FC G nM/L,t.test G mM/L,FC G mM/L,t.test G nM/D,FC G nM/D,t.test G mM/D,FC G mM/D,Alteromonas_8102.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose
A0A359K928,3,3,10.70532775,Ribonucleoside-diphosphate reductase OS=Alteromonas sp. OX=232 GN=DEH24_18325 PE=3 SV=1,277925.265987513,2121626.16110063,133394.770012646,254038.091631971,213832.500118312,203551.10296232,2907788.64432689,3704467.22956482,155218.569130747,326917.914998728,593391.62724498,190669.9503349,1149908.91689797,1744993.17598224,11256.06263,1724499.29722342,2459616.65605093,145489.497820076,0.000295989,0.002732466,7.87654e-05,0.000147698,9.29568e-05,0.000164205,0.001366156,0.001053743,0.000213039,0.000300099,0.000582239,0.000169498,0.00059918,0.000642297,0.000141687,0.000888405,0.0007549,0.000203368,Ribonucleoside-diphosphate reductase OS=Alteromonas sp. OX=232 GN=DEH24_18325 PE=3 SV=1,0.00103574,0.000134953,0.000877646,0.000350612,0.000461055,0.000615557,0.205,0.13,0.431,0.85,0.188,1.31,0.126,1.76,Ribonucleoside-diphosphate reductase OS=Alteromonas sp. OX=232 GN=DEH24_18325 PE=3 SV=1,DEH24_18325,-2.9434164716336326,-0.23446525363702297,0.3895668117627256,0.8155754288625726,0.205,0.431,0.188,0.126
A0A359K3Q6,2,2,27.11038351,Ribosome hibernation promoting factor OS=Alteromonas sp. OX=232 GN=DEH24_08275 PE=4 SV=1,359562.61740289,522061.45233436,720676.587370895,2586530.20857249,17440348.0890236,981283.403943459,2224358.67550406,1858404.42876229,428182.80948443,519628.215867858,531548.982109037,995439.993129179,5107104.85297557,2754447.60940752,18663.4782342164,2518752.69396907,869476.67155757,506204.683922285,0.000382933,0.000672369,0.000425537,0.001503807,0.007581629,0.000791601,0.001045063,0.000528627,0.000587684,0.000477001,0.000521559,0.000884908,0.002661146,0.001013857,0.000234928,0.001297577,0.000266858,0.000707582,Ribosome hibernation promoting factor OS=Alteromonas sp. OX=232 GN=DEH24_08275 PE=4 SV=1,0.000493613,0.003292346,0.000720458,0.000627822,0.00130331,0.000757339,0.154,6.67,0.218,1.46,0.249,2.08,0.372,1.21,Ribosome hibernation promoting factor OS=Alteromonas sp. OX=232 GN=DEH24_08275 PE=4 SV=1,DEH24_08275,2.73768676140986,0.5459683691052925,1.0565835283663676,0.27500704749986976,0.154,0.218,0.249,0.372
A0A359KCA3,4,4,14.23343468,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,613449.3176,616189.8687,1268127.588,6466391.527,9231667.711,1176032.97,14647997.89,26319721.49,2108091.218,831557.5915,536763.3727,536351.6858,9567584.378,15100772.9,15324.76874,11340798.34,28420881.62,1462701.802,0.000653321,0.000793598,0.000748789,0.003759557,0.00401317,0.000948705,0.006882018,0.007486699,0.00289337,0.000763341,0.000526675,0.000476796,0.004985357,0.005558294,0.000192902,0.005842401,0.008722869,0.002044591,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,0.000731903,0.002907144,0.005754029,0.000588937,0.003578851,0.00553662,0.079,3.97,0.037,7.86,0.106,6.08,0.061,9.4,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,,1.9891390073682331,2.974529312483882,2.604071323668861,3.232660756790275,0.079,0.037,0.106,0.061
A0A359K8F0,2,2,6.022706985,RNA polymerase sigma factor FliA OS=Alteromonas sp. OX=232 GN=fliA PE=3 SV=1,527.203957617,140.58326036,2171.750833628,105707.38413333,183940.29544376,1691.910377222,67811.09450808,250732.30035758,642.82491324,1036.95072332,5516.69539872,6830.856889476,115802.92198961,156228.1467308,76.55998126,54602.29950046,93407.4535686,1389.27340747,5.6147e-07,1.81059e-07,1.28235e-06,6.14582e-05,7.99621e-05,1.36486e-06,3.18594e-05,7.13213e-05,8.82282e-07,9.51885e-07,5.41301e-06,6.07237e-06,6.03411e-05,5.75045e-05,9.63705e-07,2.81293e-05,2.86684e-05,1.94195e-06,RNA polymerase sigma factor FliA OS=Alteromonas sp. OX=232 GN=fliA PE=3 SV=1,6.7496e-07,4.75951e-05,3.46877e-05,4.14576e-06,3.96031e-05,1.95799e-05,0.095,70.52,0.121,51.39,0.112,9.55,0.129,4.72,RNA polymerase sigma factor FliA OS=Alteromonas sp. OX=232 GN=fliA PE=3 SV=1,,6.139960569545456,5.6834157470304305,3.2555007331483865,2.2387868595871163,0.095,0.121,0.112,0.129
A0A359K337,3,3,22.50098872,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,159991.7192,162516.1032,115039.1985,590607.5272,1635850.719,126679.7605,3099691.63,5190162.446,1638989.324,163714.8581,188319.5919,376976.4056,580814.4069,1586786.819,2165.812705,576753.7119,4289493.788,1083105.179,0.000170391,0.000209306,6.7927e-05,0.000343379,0.000711133,0.000102192,0.001456317,0.001476352,0.002249525,0.000150285,0.00018478,0.000335118,0.000302643,0.000584065,2.72623e-05,0.000297124,0.001316521,0.001513984,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,0.000149208,0.000385568,0.001727398,0.000223394,0.000304657,0.001042543,0.115,2.58,0.017,11.58,0.366,1.36,0.068,4.67,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,DEH24_07770,1.3673710656485294,3.533563348214512,0.44360665147561484,2.2234225499349374,0.115,0.017,0.366,0.068
A0A359KAX6,2,2,8.986978054,RNA-binding transcriptional accessory protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_21660 PE=4 SV=1,578564.778839647,172384.33182735,793147.661499063,1411649.8401738,1863195.70345999,902803.988052531,2823088.48220522,4463157.48585528,972953.585366426,410293.363873698,409478.85495868,357277.663649572,2400390.13678304,3296931.52065771,2637.1177720278,2528209.33799791,4532900.5186907,780712.709033159,0.000616169,0.000222016,0.000468329,0.000820733,0.000809964,0.000728291,0.001326362,0.001269554,0.001335386,0.000376635,0.000401783,0.000317606,0.001250765,0.001213535,3.31949e-05,0.001302449,0.001391227,0.001091294,RNA-binding transcriptional accessory protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_21660 PE=4 SV=1,0.000435504,0.000786329,0.001310434,0.000365341,0.000832498,0.001261657,0.05,1.81,0.006,3.01,0.17,2.28,0.003,3.45,RNA-binding transcriptional accessory protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_21660 PE=4 SV=1,DEH24_21660,0.8559896973084807,1.5897634869849773,1.189033824390017,1.7865963618908067,0.05,0.006,0.17,0.003
A0A359K9Z2,6,6,18.65447927,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,1137038.869,4049771.584,1799886.98,2596052.91,4404569.635,1797813.769,3784078.472,4829363.238,1983335.212,1385030.554,1808394.089,777048.6506,3379029.177,3720982.89,16374.09333,3520417.478,4763534.68,3433766.62,0.001210942,0.005215746,0.001062776,0.001509344,0.001914745,0.001450295,0.00177786,0.001373722,0.002722142,0.00127141,0.001774407,0.000690766,0.001760702,0.00136962,0.00020611,0.001813602,0.001462013,0.00479978,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,0.002496488,0.001624795,0.001957908,0.001245528,0.001112144,0.002691798,0.274,0.65,0.39,0.78,0.355,0.89,0.199,2.16,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,,-0.6214883767462701,-0.3584539709124763,-0.16812275880832692,1.1110313123887439,0.274,0.39,0.355,0.199
A0A359K8T6,3,3,14.36642575,Serine hydroxymethyltransferase OS=Alteromonas sp. OX=232 GN=glyA PE=3 SV=1,54156.77654,37811.99211,48574.2449,675076.0066,2126382.09,61807.14682,1256697.27,2619346.814,540841.179,52379.64068,91771.04822,96895.08272,1310708.251,2348626.085,584.7568388,1336997.321,1219008.126,996302.9418,5.76767e-05,4.86985e-05,2.86816e-05,0.000392489,0.000924376,4.98598e-05,0.00059043,0.000745079,0.000742308,4.80827e-05,9.00463e-05,8.6136e-05,0.000682967,0.000864483,7.36067e-06,0.000688776,0.000374135,0.00139265,Serine hydroxymethyltransferase OS=Alteromonas sp. OX=232 GN=glyA PE=3 SV=1,4.50189e-05,0.000455575,0.000692606,7.4755e-05,0.00051827,0.00081852,0.121,10.12,0.004,15.38,0.118,6.93,0.066,10.95,Serine hydroxymethyltransferase OS=Alteromonas sp. OX=232 GN=glyA PE=3 SV=1,,3.339137384919585,3.942983598187102,2.792855352362489,3.452858964713811,0.121,0.004,0.118,0.066
A0A359K369,2,2,6.232042074,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,8324.10529192,407363.31007344,1473.337835306,366419.3972768,768431.54897515,2265.548084196,1182651.90301984,2148660.94062898,99236.840628049,15940.886256445,35555.58627441,87714.27081165,803298.67100459,1694474.58476765,8773.62788755144,1042628.13626918,1617653.9102876,25316.838542516,8.86514e-06,0.000524648,8.69959e-07,0.000213036,0.000334051,1.82762e-06,0.000555641,0.000611191,0.000136203,1.46332e-05,3.48874e-05,7.79746e-05,0.000418573,0.000623702,0.000110439,0.000537127,0.000496486,3.53883e-05,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,0.000178128,0.000182972,0.000434345,4.24984e-05,0.000384238,0.000356334,0.485,1.03,0.111,2.44,0.086,9.04,0.111,8.38,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,,0.04264433740849372,1.2868811477881617,3.176322772640463,3.066950243924627,0.485,0.111,0.086,0.111
A0A359K5W9,2,2,10.12106991,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,8532.751001,112512.1233,25168.12445,381243.0598,2482744.963,96919.22151,4276226.49,6463265.567,1000383.656,50309.75201,97390.63992,124410.1113,830725.0406,2839692.395,2845.766631,1003231.837,5332040.879,440821.9863,9.08734e-06,0.000144906,1.4861e-05,0.000221655,0.001079293,7.81847e-05,0.002009085,0.001838489,0.001373034,4.61826e-05,9.55603e-05,0.000110596,0.000432864,0.001045234,3.58213e-05,0.000516832,0.001636497,0.000616189,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,5.62846e-05,0.000459711,0.001740202,8.41129e-05,0.00050464,0.000923173,0.136,8.17,0.006,30.92,0.146,6.0,0.07,10.98,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,DEH24_12210,3.0303360783709588,4.950468414150123,2.584962500721156,3.456806149230474,0.136,0.006,0.146,0.07
A0A359K612,2,2,7.165433645,Stringent starvation protein A (Fragment) OS=Alteromonas sp. OX=232 GN=sspA PE=4 SV=1,151894.8866,398805.7095,309642.7655,1948284.379,3145689.459,353749.1808,5604867.102,7937478.579,809842.1338,186954.0828,290456.1266,676226.6557,5212384.489,6741872.362,11158.29866,4342271.971,8172309.726,1090798.43,0.000161767,0.000513626,0.000182834,0.001132732,0.001367487,0.000285369,0.002633315,0.002257832,0.001111514,0.000171617,0.000284997,0.000601139,0.002716004,0.002481549,0.000140456,0.002236994,0.002508226,0.001524737,Stringent starvation protein A (Fragment) OS=Alteromonas sp. OX=232 GN=sspA PE=4 SV=1,0.000286076,0.000928529,0.002000887,0.000352585,0.001779336,0.002089986,0.071,3.25,0.031,6.99,0.136,5.05,0.026,5.93,Stringent starvation protein A (Fragment) OS=Alteromonas sp. OX=232 GN=sspA PE=4 SV=1,,1.7004397181410922,2.805292455600712,2.3362833878644325,2.568032104771279,0.071,0.031,0.136,0.026
A0A359K6K0,10,10,37.9429512,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,843946.358155397,1894881.33959358,1096984.11165145,1843227.10346221,3792352.33502354,693261.654290016,4064468.39449989,16273507.5391301,1237994.07650995,997253.790642843,779664.64536208,320364.736955652,2379682.61225032,6393406.8734964,23949.6593894807,3283127.64744786,6891829.30523404,909982.30351989,0.000898799,0.002440439,0.000647734,0.001071651,0.001648603,0.000559254,0.001909595,0.004629033,0.001699156,0.000915444,0.000765012,0.000284792,0.001239975,0.002353286,0.000301468,0.001691358,0.002115224,0.001271989,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,0.001328991,0.001093169,0.002745928,0.000655083,0.001298243,0.001692857,0.25,0.82,0.033,2.07,0.156,1.98,0.013,2.58,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,DEH24_11265,-0.2863041851566411,1.0496307677246004,0.9855004303048849,1.3673710656485294,0.25,0.033,0.156,0.013
A0A359K536,5,5,18.52103519,Succinate dehydrogenase iron-sulfur subunit OS=Alteromonas sp. OX=232 GN=sdhB PE=3 SV=1,747633.8852,661193.0256,172225.6007,1050241.106,1715120.642,482198.0628,1232890.115,5555667.92,766662.2503,528684.2224,890655.649,852547.1865,685144.5311,2577414.069,12006.43291,1423280.015,4436545.248,1109277.873,0.000796227,0.000851558,0.000101694,0.00061061,0.000745593,0.000388989,0.000579244,0.001580321,0.001052249,0.000485314,0.000873917,0.000757882,0.000357006,0.000948695,0.000151132,0.000733226,0.001361654,0.001550568,Succinate dehydrogenase iron-sulfur subunit OS=Alteromonas sp. OX=232 GN=sdhB PE=3 SV=1,0.00058316,0.000581731,0.001070605,0.000705704,0.000485611,0.00121515,0.497,1.0,0.153,1.84,0.195,0.69,0.042,1.72,Succinate dehydrogenase iron-sulfur subunit OS=Alteromonas sp. OX=232 GN=sdhB PE=3 SV=1,,0.0,0.8797057662822882,-0.5353317329965558,0.7824085649273732,0.497,0.153,0.195,0.042
A0A359K6Q5,5,5,18.28489327,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,613056.391010575,987902.172414155,1355228.08903749,1089520.82135441,1837520.78372189,874833.85680236,1116094.76532353,3198419.16643311,435137.41298987,947700.46503858,1425508.63857405,125612.224879765,2370866.66717731,3732687.9969807,13702.1763873831,3063756.76139898,1946688.49166074,415216.03434193,0.000652903,0.00127233,0.000800219,0.000633447,0.000798803,0.000705728,0.000524371,0.000909797,0.000597229,0.000869956,0.001398718,0.000111664,0.001235381,0.001373928,0.000172477,0.001578345,0.000597473,0.000580396,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,0.000908484,0.000712659,0.000677132,0.000793446,0.000927262,0.000918738,0.149,0.78,0.039,0.75,0.188,1.17,0.407,1.16,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,,-0.3584539709124763,-0.4150374992788438,0.22650852980867975,0.21412480535284734,0.149,0.039,0.188,0.407
A0A359K4J1,10,10,51.45935369,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,2692105.276,5989571.072,10192367.08,22488439.34,41083801.11,5385148.936,29994973.01,61634817.01,15760343.45,5437671.5,3288678.778,2383419.026,42778711.77,63444639.99,115661.15,48991993.68,53961232.19,13315865.63,0.002867081,0.007714035,0.00601827,0.013074768,0.017859858,0.004344196,0.014092433,0.017532151,0.021631184,0.004991593,0.003226871,0.002118768,0.022290593,0.023352709,0.001455894,0.025239043,0.016561653,0.018613153,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,0.005533129,0.011759607,0.017751923,0.003445744,0.015699732,0.02013795,0.128,2.13,0.01,3.21,0.1,4.56,0.007,5.84,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,,1.0908534304511135,1.6825732973475784,2.189033824390017,2.5459683691052923,0.128,0.01,0.1,0.007
A0A359K0M0,5,5,28.71210909,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,380563.5896,390626.3697,909571.2224,4508416.851,6775150.01,797344.4895,6912613.07,16198870.59,3136381.858,327841.686,480220.6805,524913.8917,8787842.272,13593778.57,28696.23734,8542561.524,16145527.72,5457954.117,0.000405299,0.000503092,0.000537073,0.002621191,0.002945278,0.000643217,0.003247729,0.004607802,0.004304707,0.000300947,0.000471195,0.000466628,0.004579058,0.005003599,0.000361216,0.004400843,0.004955347,0.007629225,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,0.000481821,0.002069896,0.004053412,0.000412924,0.003314625,0.005661805,0.083,4.3,0.005,8.41,0.097,8.03,0.016,13.71,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,,2.1043366598147357,3.0721058004804194,3.0053999877425897,3.777156666004501,0.083,0.005,0.097,0.016
A0A359JZD3,2,2,7.546820998,Sulfite reductase [NADPH] hemoprotein beta-component OS=Alteromonas sp. OX=232 GN=cysI PE=3 SV=1,1255.691826,10648.503,102706.592,140601.4075,368973.6381,10238.80966,206593.4415,542088.8333,20245.96115,2554.012547,8574.288273,11567.84595,439748.4143,536180.6463,1333.983988,364943.5058,531110.8951,10434.76767,1.33731e-06,1.37143e-05,6.0645e-05,8.17456e-05,0.000160399,8.25964e-06,9.70631e-05,0.000154198,2.77877e-05,2.34449e-06,8.41314e-06,1.02834e-05,0.000229139,0.000197357,1.67916e-05,0.000188007,0.000163007,1.45859e-05,Sulfite reductase [NADPH] hemoprotein beta-component OS=Alteromonas sp. OX=232 GN=cysI PE=3 SV=1,2.52322e-05,8.34682e-05,9.30164e-05,7.01367e-06,0.000147763,0.000121867,0.212,3.31,0.161,3.69,0.087,21.07,0.088,17.38,Sulfite reductase [NADPH] hemoprotein beta-component OS=Alteromonas sp. OX=232 GN=cysI PE=3 SV=1,,1.726831217032493,1.8836208162856714,4.397118409042582,4.119356177039675,0.212,0.161,0.087,0.088
A0A359K012,2,2,7.058344841,Superoxide dismutase OS=Alteromonas sp. OX=232 GN=DEH24_01655 PE=3 SV=1,408841.1364,572876.4827,956851.7383,4459050.142,11392680.3,969025.6761,4529321.345,13011293.32,1585164.781,403128.9424,413033.1418,1026111.693,7871202.551,21054135.52,40079.61529,6320980.107,10483754.1,1904142.756,0.000435414,0.000737814,0.000564991,0.00259249,0.0049526,0.000781712,0.002127995,0.003701089,0.00217565,0.000370058,0.000405271,0.000912174,0.004101427,0.007749608,0.000504505,0.003256358,0.003217649,0.002661645,Superoxide dismutase OS=Alteromonas sp. OX=232 GN=DEH24_01655 PE=3 SV=1,0.000579406,0.002775601,0.002668245,0.000562501,0.004118514,0.003045217,0.099,4.79,0.021,4.61,0.127,7.32,0.011,5.41,Superoxide dismutase OS=Alteromonas sp. OX=232 GN=DEH24_01655 PE=3 SV=1,DEH24_01655,2.2600256559614555,2.2047667506546134,2.871843648509318,2.4356285940520905,0.099,0.021,0.127,0.011
A0A359K0G3,2,2,10.41854382,Thioredoxin reductase (Fragment) OS=Alteromonas sp. OX=232 GN=trxB PE=3 SV=1,44405.01949,79917.21534,57531.66801,1254241.928,2483756.147,32931.74054,2684849.071,7303794.88,352296.2683,183955.1642,97558.31921,20701.11634,2922297.896,6506942.504,4296.188171,2468239.94,3671951.341,347080.2493,4.72912e-05,0.000102926,3.39706e-05,0.000729216,0.001079733,2.6566e-05,0.001261413,0.002077579,0.000483529,0.000168864,9.57248e-05,1.84025e-05,0.001522714,0.002395076,5.40786e-05,0.001271555,0.001126987,0.000485155,Thioredoxin reductase (Fragment) OS=Alteromonas sp. OX=232 GN=trxB PE=3 SV=1,6.1396e-05,0.000611838,0.001274174,9.43306e-05,0.001323956,0.000961232,0.1,9.97,0.055,20.75,0.101,14.04,0.025,10.19,Thioredoxin reductase (Fragment) OS=Alteromonas sp. OX=232 GN=trxB PE=3 SV=1,,3.3175935046234715,4.3750394313469245,3.811471030529836,3.349082146391089,0.1,0.055,0.101,0.025
A0A359K3T1,3,3,10.15235209,Threonine--tRNA ligase OS=Alteromonas sp. OX=232 GN=thrS PE=3 SV=1,111140.5062,195331.856,109979.6485,448547.6642,910026.5972,115495.9999,755760.8237,1631154.856,345987.7252,194503.4464,140648.6772,40653.28075,452905.4024,689538.5635,745.5507892,829117.5593,1015527.118,884881.7037,0.000118364,0.00025157,6.49395e-05,0.000260785,0.000395605,9.31705e-05,0.000355076,0.000463985,0.000474871,0.000178547,0.000138005,3.61392e-05,0.000235994,0.000253805,9.38468e-06,0.000427134,0.000311683,0.001236903,Threonine--tRNA ligase OS=Alteromonas sp. OX=232 GN=thrS PE=3 SV=1,0.000144958,0.000249854,0.000431311,0.000117564,0.000166395,0.000658573,0.056,1.72,0.022,2.98,0.18,1.42,0.122,5.6,Threonine--tRNA ligase OS=Alteromonas sp. OX=232 GN=thrS PE=3 SV=1,,0.7824085649273732,1.5753123306874368,0.5058909297299573,2.4854268271702415,0.056,0.022,0.18,0.122
A0A359JZL1,3,3,10.37466788,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_01645 PE=3 SV=1,70823.84599,46686.68547,9896.979777,31174.51088,26186.20682,17160.0609,140707.3483,3080184.713,46206.17781,105976.0521,20279.88397,10563.22517,88642.65154,626239.538,1921.688736,161144.1003,1740438.657,43261.44696,7.54271e-05,6.01283e-05,5.84385e-06,1.81248e-05,1.13836e-05,1.3843e-05,6.6108e-05,0.000876165,6.34183e-05,9.72823e-05,1.98987e-05,9.3903e-06,4.61888e-05,0.000230506,2.41894e-05,8.30161e-05,0.000534171,6.04716e-05,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_01645 PE=3 SV=1,4.71331e-05,1.44505e-05,0.00033523,4.21905e-05,0.000100295,0.000225886,0.126,0.31,0.195,7.11,0.268,2.38,0.192,5.35,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_01645 PE=3 SV=1,DEH24_01645,-1.6896598793878495,2.8298495598446904,1.2509615735332187,2.4195388915137843,0.126,0.195,0.268,0.192
A0A359K0D0,8,8,57.9288404,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,4641461.681,6592313.435,7848909.139,43222579.64,148100818.0,5641030.825,21200183.46,183755643.6,12933936.6,12124515.44,8068872.333,3482891.702,48042234.33,196240785.8,1474786.63,36602576.47,212004995.5,11999613.84,0.004943137,0.008490314,0.004634532,0.025129587,0.064382055,0.004550615,0.009960408,0.052269671,0.01775192,0.011129882,0.007917225,0.003096157,0.025033244,0.072232327,0.018563989,0.018856428,0.065068068,0.016773273,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,0.006022661,0.031354086,0.026660667,0.007381088,0.038609853,0.033565923,0.131,5.21,0.111,4.43,0.1,5.23,0.117,4.55,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,DEH24_02850,2.3812833725037836,2.1473066987802936,2.3868109464722167,2.1858665453113337,0.131,0.111,0.1,0.117
A0A359K9S0,2,2,7.684982777,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,103339.6318,9512.419008,37195.35186,291488.9432,874159.1962,44695.25028,501877.8283,5891721.617,79015.07612,39723.07004,27022.60641,10677.61137,272329.6051,2619754.486,729.6332314,565159.5883,5996529.273,83966.8349,0.000110056,1.22512e-05,2.19627e-05,0.000169472,0.000380013,3.60556e-05,0.000235796,0.001675912,0.000108449,3.64644e-05,2.65147e-05,9.49199e-06,0.000141902,0.000964279,9.18431e-06,0.000291151,0.00184044,0.00011737,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,4.809e-05,0.00019518,0.000673386,2.4157e-05,0.000371789,0.000749654,0.158,4.06,0.176,14.0,0.181,15.39,0.158,31.03,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,DEH24_19305,2.0214797274104512,3.807354922057604,3.9439213265534856,4.955591791753994,0.158,0.176,0.181,0.158
A0A359K6A4,2,2,6.20865345,TonB-dependent siderophore receptor (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13305 PE=3 SV=1,14508.40277,43559.69357,87118.23612,85973.95344,122168.685,155899.6418,469283.4287,7108304.783,100839.0745,22049.62485,22084.36458,218756.5211,209900.5184,138288.3476,2938.818358,522894.5938,1081862.483,130287.6264,1.54514e-05,5.6101e-05,5.14406e-05,4.99852e-05,5.31089e-05,0.000125764,0.000220482,0.002021972,0.000138402,2.02408e-05,2.16693e-05,0.000194466,0.000109372,5.09012e-05,3.69926e-05,0.000269378,0.000332043,0.000182118,TonB-dependent siderophore receptor (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13305 PE=3 SV=1,4.09977e-05,7.62861e-05,0.000793619,7.87921e-05,6.57554e-05,0.00026118,0.127,1.86,0.171,19.36,0.438,0.83,0.103,3.31,TonB-dependent siderophore receptor (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13305 PE=3 SV=1,DEH24_13305,0.8953026213333067,4.275007047499869,-0.2688167584278,1.726831217032493,0.127,0.171,0.438,0.103
A0A359K4B6,3,3,12.61730933,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,2049734.01716124,705592.989458358,2615572.18838985,9013826.44859584,10173830.9373387,2702999.9575212,23304551.5150487,23451342.7552005,1832407.19479293,1049026.6878698,3379179.38478041,181278.046626805,16913402.7427246,18022354.6850427,31247.1589788424,16792610.7318298,16428603.1790309,1681819.63234536,0.002182958,0.000908741,0.001544413,0.005240634,0.004422745,0.002180508,0.010949096,0.006670783,0.002514992,0.00096297,0.003315671,0.000161149,0.008813023,0.00663367,0.000393326,0.008650993,0.005042228,0.002350877,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,0.001545371,0.003947962,0.006711624,0.00147993,0.005280006,0.005348033,0.057,2.55,0.075,4.34,0.114,3.57,0.09,3.61,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,,1.3504972470841332,2.1176950426697547,1.835924074254375,1.8519988371124463,0.057,0.075,0.114,0.09
