 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_3307,,61.4,181.0,23.2,2.95,0.38,0.13,protein of unknown function DUF1568,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1103,,499.7,439.0,56.9,0.88,0.11,0.13,IncJ-type conjugative transfer system uncharacterized protein,Mobile and extrachromosomal element functions,Conjugation,Conjugation,Cytoplasm,,,,unresolved
SputW3181_2903,,265.2,722.6,94.5,2.73,0.36,0.13,toxin-antitoxin system antidote Phd family,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,,,unresolved
SputW3181_0899,,7.4,12.2,1.6,1.63,0.22,0.13,S41 family peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0996,,10.2,35.1,4.8,3.43,0.47,0.14,aldehyde dehydrogenase,Central intermediary metabolism,Polyol,Glycogen degradation,Cytoplasm,,,,unresolved
SputW3181_3489,,88.4,108.1,15.2,1.22,0.17,0.14,protein of unknown function UPF0231,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0128,,22.3,39.2,5.6,1.75,0.25,0.14,conserved hypothetical protein in aa3 type cytochrome c oxidase locus,Energy metabolism,Electron transport,Low affinity O2 respiratory system,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2565,,26.1,50.0,7.2,1.92,0.28,0.14,hypothetical lysine-rich protein,Unknown function,General,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_0611,,17.7,60.8,8.8,3.44,0.5,0.14,two component signal transduction system histidine kinase with CHASE and PAS sensory domains,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane spans),Crp,,,unresolved
SputW3181_0649,,26.1,27.0,4.0,1.04,0.15,0.15,cytoplasmic glycerophosphodiester phosphodiesterase UgpQ,Fatty acid and phospholipid metabolism,Degradation,Glycerol degradation,Cytoplasm,,,,unresolved
SputW3181_0291,,3.7,5.4,0.8,1.45,0.22,0.15,MMPL family efflux pump permease component,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Fatty acid biosynthesis,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0565,,58.6,48.6,7.2,0.83,0.12,0.15,NUDIX family hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3969,,30.7,58.1,8.8,1.89,0.29,0.15,soluble lytic transglycolase,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan degradation,Periplasm,,,,unresolved
SputW3181_3568,,1033.7,1834.3,279.4,1.77,0.27,0.15,outer membrane protein with OmpA domain,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3907,,20.5,14.9,2.4,0.73,0.12,0.16,P pilus outer membrane usher porin,Transport and binding proteins,Porins and secretins,P-type pilus,Outer Membrane,,,,unresolved
SputW3181_3515,,85.6,89.1,14.4,1.04,0.17,0.16,conserved transmembrane protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1918,,8.4,9.5,1.6,1.13,0.19,0.17,sodium/hydrogen exchanger CPA2 family,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_2841,,20.5,28.4,4.8,1.39,0.23,0.17,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2970,,23.3,41.9,7.2,1.8,0.31,0.17,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1915,,40.9,23.0,4.0,0.56,0.1,0.17,sulfatase with domain of unknown function DUF1705,Unknown function,Enzymes of unknown specificity,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_3902,,17.7,13.5,2.4,0.76,0.14,0.18,two component signal transduction system response regulator with EAL domain,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_3883,,9.3,13.5,2.4,1.45,0.26,0.18,drug:H+ antiporter DHA1 family,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0362,,19.5,31.1,5.6,1.59,0.29,0.18,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3993,,18.6,31.1,5.6,1.67,0.3,0.18,ATP-binding region ATPase-like protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2790,,7.4,17.6,3.2,2.36,0.43,0.18,methyl-accepting chemotaxis sensory transducer,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3545,,16.7,17.6,3.2,1.05,0.19,0.18,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2134,,13.0,21.6,4.0,1.66,0.31,0.19,polyphormic toxin IMM26 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_3126,,14.9,25.7,4.8,1.72,0.32,0.19,diguanylate cyclase with GAF sensory domain,Regulatory functions,Small molecule interactions,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3647,,95.8,25.7,4.8,0.27,0.05,0.19,cell-cell signaling protein C-factor,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1283,,38.1,50.0,9.6,1.31,0.25,0.19,putative siderophore transporter component 3,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (4 transmembrane spans),Fur,,,unresolved
SputW3181_1667,,4.7,4.1,0.8,0.87,0.17,0.2,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3636,,55.8,86.4,17.6,1.55,0.32,0.2,sulphate transporter,Transport and binding proteins,Anions,Sulfur metabolism,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_1211,,28.8,39.2,8.0,1.36,0.28,0.2,signal transduction superfamily protein with modified HD-GYP domain,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_2577,,15.8,31.1,6.4,1.96,0.4,0.21,diguanylate cyclase,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_0966,,160.0,170.2,35.2,1.06,0.22,0.21,protein of unknown function DUF3478,Unknown function,General,,Cytoplasm,Crp,,,unresolved
SputW3181_2403,,27.9,27.0,5.6,0.97,0.2,0.21,membrane protein of unknown function DUF2157,Unknown function,General,,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_3630,,65.1,144.5,32.0,2.22,0.49,0.22,protein of unknown function DUF465,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1089,,40.0,64.8,14.4,1.62,0.36,0.22,type I restriction-modification locus conserved hypothetical protein,DNA metabolism,Restriction/modification,Restriction-modification,Cytoplasm,,,,unresolved
SputW3181_0585,,8.4,10.8,2.4,1.29,0.29,0.22,transmembrane transcriptional regulator CadC family,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2135,,18.6,21.6,4.8,1.16,0.26,0.22,sodium:proton antiporter NhaC family,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_0993,,22.3,39.2,8.8,1.75,0.39,0.22,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0570,,23.3,28.4,6.4,1.22,0.28,0.23,FMN-dependent nitronate monooxygenase,Energy metabolism,Nitrogen metabolism,Nitroalkane assimilation,Cytoplasm,,,,unresolved
SputW3181_0306,,9.3,17.6,4.0,1.89,0.43,0.23,outer membrane protein with c-terminal peptidoglycan binding domain,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_1171,,94.0,97.3,22.4,1.03,0.24,0.23,Co/Zn/Cd efflux system permease CzcD,Transport and binding proteins,Toxic compound efflux,Metal homeostasis,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2341,,48.4,48.6,11.2,1.0,0.23,0.23,SpoVR family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2221,,119.1,85.1,20.0,0.71,0.17,0.24,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3989,,54.9,112.1,26.4,2.04,0.48,0.24,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2674,,6.5,6.8,1.6,1.04,0.25,0.24,methyl-accepting chemotaxis sensory transducer,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2649,,17.7,13.5,3.2,0.76,0.18,0.24,tellurium ion resistance family protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_0973,,66.1,94.6,22.4,1.43,0.34,0.24,hypothetical inner membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1346,,52.1,54.0,12.8,1.04,0.25,0.24,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3951,,23.3,29.7,7.2,1.28,0.31,0.24,periplasmic L-asparaginase family enzyme,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_1841,,22.3,23.0,5.6,1.03,0.25,0.24,protein of unknown function UPF0167,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3688,,8.4,67.5,16.8,8.06,2.01,0.25,phage Tail Collar domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2228,,50.2,93.2,23.2,1.85,0.46,0.25,protein of unknown function DUF4274,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0832,,27.0,25.7,6.4,0.95,0.24,0.25,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0701,,27.0,229.6,57.7,8.51,2.14,0.25,ammonium transporter channel family protein,Transport and binding proteins,Cations and iron carrying compounds,Nitrogen assimilation,Inner Membrane (11 transmembrane spans),NtrC,,,unresolved
SputW3181_3403,,47.5,44.6,11.2,0.94,0.24,0.25,enzyme of unknown function UPF0227,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0098,,58.6,113.5,28.8,1.94,0.49,0.25,putative cytoplasmic protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0361,,30.7,47.3,12.0,1.54,0.39,0.25,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0904,,54.9,68.9,17.6,1.25,0.32,0.26,Trk-type sulfate permease,Transport and binding proteins,Anions,Sulfate transport,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3318,,34.4,50.0,12.8,1.45,0.37,0.26,AAA ATPase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0532,,48.4,40.5,10.4,0.84,0.22,0.26,putative periplasmic protein of unknown function DUF2845,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2317,,37.2,33.8,8.8,0.91,0.24,0.26,4-toluene sulfonate uptake permease family protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_1390,,54.9,70.2,18.4,1.28,0.34,0.26,SAM-dependent methyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1993,,46.5,63.5,16.8,1.36,0.36,0.26,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0281,,26.1,41.9,11.2,1.61,0.43,0.27,HNH endonuclease,DNA metabolism,Degradation of DNA,DNA degradation,Cytoplasm,,,,unresolved
SputW3181_2792,,47.5,41.9,11.2,0.88,0.24,0.27,MarR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2032,,89.3,59.4,16.0,0.67,0.18,0.27,glutathione S-transferase GTT2-like subfamily,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_1647,,16.7,29.7,8.0,1.77,0.48,0.27,cyclic di-GMP hydrolase,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_2118,,21.4,29.7,8.0,1.39,0.37,0.27,lipoprotein of unknown function DUF2989,Unknown function,General,,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_2782,,771.4,983.3,265.8,1.27,0.34,0.27,conserved hypothetical protein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_1170,,97.7,79.7,21.6,0.82,0.22,0.27,Cd(II)/Pb(II)-responsive transcriptional regulator MerR family,Regulatory functions,DNA interactions,Metal homeostasis,Cytoplasm,,,,unresolved
SputW3181_2111,,39.1,32.4,8.8,0.83,0.23,0.27,outer membrane protein Omp85 family,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3091,,14.0,17.6,4.8,1.26,0.34,0.27,TonB-dependent chitooligosaccharide receptor,Transport and binding proteins,Porins and secretins,N-acetylglucosamine degradation,Outer Membrane,NagR,,,unresolved
SputW3181_2796,,17.7,17.6,4.8,0.99,0.27,0.27,protein of unknown function DUF2461,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1818,,27.9,37.8,10.4,1.35,0.37,0.28,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1297,,53.0,23.0,6.4,0.43,0.12,0.28,transcriptional activator of singlet oxygen protection,Regulatory functions,DNA interactions,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_4028,,29.8,25.7,7.2,0.86,0.24,0.28,Pirin domain protein domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0083,,68.9,56.7,16.0,0.82,0.23,0.28,paraquat-inducible membrane protein PqiA family,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_2839,,92.1,59.4,16.8,0.65,0.18,0.28,AAA ATPase central domain protein,Unknown function,Enzymes of unknown specificity,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0307,,20.5,33.8,9.6,1.65,0.47,0.28,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0298,,40.9,41.9,12.0,1.02,0.29,0.29,membrane protein,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_2722,,30.7,44.6,12.8,1.45,0.42,0.29,hypothetical protein,Unknown function,General,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_2696,,44.7,47.3,13.6,1.06,0.3,0.29,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2274,,44.7,50.0,14.4,1.12,0.32,0.29,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0195,,204.7,208.0,60.1,1.02,0.29,0.29,protein of unknown function DUF1993,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2979,,47.5,55.4,16.0,1.17,0.34,0.29,integral membrane protein of unknown function DUF1449,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3317,,14.0,10.8,3.2,0.77,0.23,0.3,bifunctional MarR family transcriptional regulator/acteyltransferase GNAT family,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0352,,5.6,5.4,1.6,0.97,0.29,0.3,heavy metal efflux pump permease component CzcA,Transport and binding proteins,Toxic compound efflux,Detoxification - heavy metals,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0756,,7.4,5.4,1.6,0.73,0.22,0.3,MATE family multidrug and toxin efflux protein,Transport and binding proteins,Toxic compound efflux,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_2351,,23.3,27.0,8.0,1.16,0.34,0.3,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_2678,,11.2,8.1,2.4,0.73,0.22,0.3,ABC-type drugE1 family efflux system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2795,,8.4,2.7,0.8,0.32,0.1,0.3,TonB-dependent haem/haemoglobin receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,,,,unresolved
SputW3181_3628,,9.3,13.5,4.0,1.45,0.43,0.3,nucleoside-specifc outer membrane porin Tsx family,Transport and binding proteins,Porins and secretins,Nucleosides,Outer Membrane,,,,unresolved
SputW3181_0757,,19.5,18.9,5.6,0.97,0.29,0.3,protein of unknown function DUF4274,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0928,,13.0,10.8,3.2,0.83,0.25,0.3,protein of unknown function DUF72,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0944,,19.5,29.7,8.8,1.52,0.45,0.3,abortive infection protein,Unknown function,General,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2152,,122.8,137.8,40.8,1.12,0.33,0.3,protein of unknown function DUF406,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3645,,14.0,18.9,5.6,1.35,0.4,0.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1843,,111.7,127.0,38.4,1.14,0.34,0.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1086,,48.4,47.3,14.4,0.98,0.3,0.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2294,,57.7,70.2,21.6,1.22,0.37,0.31,major facilitator superfamily transporter required for growth on DMSO MFS superfamily,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3932,,68.9,82.4,25.6,1.2,0.37,0.31,toxin-antitoxin system toxin GNAT family,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,,,unresolved
SputW3181_1377,,35.4,51.3,16.0,1.45,0.45,0.31,motility accessory factor Maf family,Cellular processes,Motility,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1152,,442.0,232.3,73.7,0.53,0.17,0.32,single-strand binding protein,Mobile and extrachromosomal element functions,Conjugation,Conjugation,Cytoplasm,,,,unresolved
SputW3181_2725,,169.3,226.9,72.1,1.34,0.43,0.32,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1875,,57.7,35.1,11.2,0.61,0.19,0.32,drug:H+ antiporter DHA1 family,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_1396,,30.7,35.1,11.2,1.14,0.37,0.32,conserved hypothetical protein,Unknown function,General,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_2098,,16.7,12.2,4.0,0.73,0.24,0.33,AraC family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0075,,40.0,36.5,12.0,0.91,0.3,0.33,tungstate-responsive two component Sigma54-dependent signal transduction system response regulator Fis family,Signal transduction,Two-component systems,Tungstate biosynthesis,Cytoplasm,,,,unresolved
SputW3181_0255,,16.7,12.2,4.0,0.73,0.24,0.33,TonB-dependent ferric achromobactin receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,,,unresolved
SputW3181_1156,,539.7,324.2,107.3,0.6,0.2,0.33,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1374,,67.9,64.8,21.6,0.95,0.32,0.33,outer membrane protein FadL family,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_0121,,15.8,21.6,7.2,1.37,0.46,0.33,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2842,,26.1,21.6,7.2,0.83,0.28,0.33,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1230,,32.6,31.1,10.4,0.95,0.32,0.34,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3632,,57.7,40.5,13.6,0.7,0.24,0.34,putative periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3313,,80.0,90.5,30.4,1.13,0.38,0.34,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2803,,22.3,18.9,6.4,0.85,0.29,0.34,cytoplasmic glutathione peroxidase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Cytoplasm,,,,unresolved
