NATL2_10871,,PMN2A_1993,-2.102***,-11.313***,0,-0.046,-6.027***,1.657***,,,hypothetical protein,
NATL2_10881,,PMN2A_1994,-3.248***,-9.248***,0,-0.143,-2.303***,0.111,,,hypothetical protein,
NATL2_10891,PMN2A_RS05180,PMN2A_1995,0.69,-2.641***,0,0.866,2.421***,0.874,,hypothetical protein,Conserved hypothetical protein,
NATL2_10911,PMN2A_RS05190,PMN2A_0435,0.438,-0.36,0,-0.833,1.34,2.056***,crp,ArsR family transcriptional regulator,"Global nitrogen regulatory protein, CRP family of transcriptional regulators",
NATL2_10921,PMN2A_RS05195,PMN2A_0436,-0.608,0.202,3.895***,-0.404,-0.709,0.147,phoB,alkaline phosphatase,Phosphate regulon transcriptional regulatory protein PhoB (SphR),
NATL2_10931,PMN2A_RS05200,PMN2A_0437,-0.809,0.407,-5.854***,0.497,1.309,-0.038,phoR,ATPase,Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3),Synpcc7942_B2646; increased
NATL2_10941,PMN2A_RS05205,PMN2A_0438,-0.78,-1.803***,-5.368***,-0.425,0.107,-2.576***,,hypothetical protein,Possible Lipoprotein precursor,
NATL2_10951,PMN2A_RS05210,PMN2A_0439,-0.144,-3.193***,-6.429***,0.668,-0.119,-1.785***,,alkaline phosphatase,Alkaline phosphatase (EC 3.1.3.1),
NATL2_10961,PMN2A_RS05215,PMN2A_0440,-0.754,0.945,-3.256***,-0.19,-1.839***,-2.13***,,porin,Porin homolog precursor,
NATL2_10971,PMN2A_RS05220,PMN2A_0441,0.358,0.099,0.4,0.061,-0.696,-3.019***,,phosphate ABC transporter substrate-binding protein,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",
NATL2_10981,PMN2A_RS05225,PMN2A_1997,-1.659,-0.07,-4.082***,0.488,-0.641,-3.467***,,hypothetical protein,FIG00941806: hypothetical protein,
NATL2_10991,PMN2A_RS05230,PMN2A_0442,0.717,-7.666***,-6.454***,0.734,1.259***,-0.282,,hypothetical protein,FIG00940990: hypothetical protein,
NATL2_11001,PMN2A_RS05235,PMN2A_0443,-1.225,-3.499***,2.146***,-0.332,-1.305,-4.22***,chrA,chromate transporter,"putative chromate transporter, CHR family",
NATL2_11011,PMN2A_RS05240,PMN2A_0444,-1.747***,-5.232***,-6.821***,-1.077,-0.844,-1.106***,,MFS transporter permease,Permease of the major facilitator superfamily,
NATL2_11021,PMN2A_RS05245,PMN2A_0445,-0.699,-1.124***,-6.282***,-0.407,-1.412***,-0.74,gap3,glyceraldehyde-3-phosphate dehydrogenase,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),
NATL2_11031,PMN2A_RS05250,PMN2A_0446,-0.248,-0.71,-6.433***,0.389,0.057,-1.367***,arsR,ArsR family transcriptional regulator,"Bacterial regulatory proteins, ArsR family",
NATL2_11041,PMN2A_RS05255,PMN2A_0447,-1.209,0.884,-5.89***,-1.079,0.173,-0.5,,arsenic transporter,Arsenical-resistance protein ACR3,
NATL2_11071,PMN2A_RS05265,PMN2A_0449,-0.177,-6.775***,-4.392***,1.101,-0.913,-1.205,,hypothetical protein,hypothetical protein,
NATL2_11081,PMN2A_RS05270,PMN2A_0450,0.82,0.432,-6.135***,1.068,0.458,-0.357,,hypothetical protein,CopG protein,
NATL2_11091,,PMN2A_0451,0.424,-4.28***,-2.96***,0.201,0.305,0.229,,,possible Gibberellin regulated protein,
NATL2_11101,PMN2A_RS05280,PMN2A_0452,-0.901,-6.385***,-5.553***,-2.161,-0.259,-0.774,,fumarate reductase,hypothetical protein,
NATL2_11111,PMN2A_RS05285,PMN2A_0453,0.161,-2.951***,-5.682***,0.269,-1.026,-1.38***,,hypothetical protein,FIG00944596: hypothetical protein,
NATL2_11121,PMN2A_RS05290,PMN2A_0454,0.353,0,-4.754***,1.267,2.332***,-2.193***,,hypothetical protein,FIG00943266: hypothetical protein,
NATL2_11141,,PMN2A_2000,0.057,0,-5.716***,3.247***,1.142,-2.01,,,hypothetical protein,
NATL2_11161,,,0.104,-0.58,-3.93***,1.434,1.312,-0.325,,,Thioredoxin domain 2,
NATL2_11171,,PMN2A_2002,-0.566,0,0,1.685,1.485,1.58***,,,FIG00943299: hypothetical protein,
NATL2_11181,,PMN2A_2003,0.452,0,-0.349,0.479,1.241,2.68***,,,FIG00940705: hypothetical protein,
NATL2_11191,PMN2A_RS05300,PMN2A_2004,-0.573,0,0,0.064,2.551***,2.487***,,hypothetical protein,FIG00942602: hypothetical protein,
NATL2_11201,PMN2A_RS05305,PMN2A_0456,1.668***,4.434***,4.195***,1.689***,3.295***,2.339***,,hypothetical protein,"Tryptophan-rich protein DUF2389, Ssr2843 homolog",
NATL2_11211,PMN2A_RS05310,PMN2A_0457,-0.926,-3.329***,-4.241***,0.592,0.799,-0.575,,hypothetical protein,FIG00941437: hypothetical protein,
NATL2_11221,,PMN2A_0458,0.43,1.166,-3.937***,-0.131,-0.044,0.331,,,hypothetical protein,
NATL2_11241,PMN2A_RS05315,PMN2A_0459,-0.026,-0.152,-5.008***,0.212,0.692,1.615***,,hypothetical protein,FIG00942955: hypothetical protein,
NATL2_11251,PMN2A_RS05320,PMN2A_0460,-0.37,-0.998***,-6.605***,-0.038,0.632,1.133***,,DUP family protein,FIG00944013: hypothetical protein,
NATL2_11261,PMN2A_RS05325,PMN2A_0461,0.249,1.672***,-7.352***,0.891,1.319***,-1.195***,,hypothetical protein,FIG00941698: hypothetical protein,
NATL2_11271,PMN2A_RS05330,PMN2A_0462,-0.009,-0.287,2.9***,-0.68,0.145,-2.073***,,cytochrome D ubiquinol oxidase subunit II,FIG00943988: hypothetical protein,
NATL2_11281,PMN2A_RS05335,PMN2A_0463,-0.177,-2.732***,-5.469***,0.174,-0.098,-2.414***,,hypothetical protein,FIG00942973: hypothetical protein,
NATL2_11291,PMN2A_RS05340,PMN2A_0464,-0.509,-2.166***,-6.252***,0.118,-0.448,0.658,,MAPEG family protein,"Membrane protein, putative",
NATL2_11301,,PMN2A_2006,-0.743,1.777***,-5.185***,0.048,-1.103,0.191,,,hypothetical protein,
NATL2_11311,PMN2A_RS05345,PMN2A_0465,-0.339,-0.195,-6.175***,-0.071,-0.694,-1.082,,hypothetical protein,FIG00944175: hypothetical protein,
NATL2_11321,PMN2A_RS05350,PMN2A_0466,2.766***,5.51***,7.064***,2.013***,4.982***,6.326***,,hypothetical protein,FIG00940927: hypothetical protein,
NATL2_11331,,PMN2A_2007,2.679***,5.896***,6.045***,3.637***,4.686***,5.333***,,,hypothetical protein,
NATL2_11341,,PMN2A_2008,-0.678,5.092***,0,0.08,0.94,0.149,,,FIG00942038: hypothetical protein,
NATL2_11351,PMN2A_RS05355,PMN2A_0467,5.29***,5.245***,8.616***,4.186***,4.896***,9.303***,CCRG-1,hypothetical protein,predicted protein family PM-17,
NATL2_11361,,,0.396,0,0,-0.537,1.16***,0.227,,,hypothetical protein,
NATL2_11381,PMN2A_RS05365,PMN2A_0468,-0.064,1.678***,-3.7***,0.925,0.401,0.611,,hypothetical protein,FIG00942645: hypothetical protein,
NATL2_11391,PMN2A_RS05370,PMN2A_0469,0.528,1.16***,-4.29***,0.897,1.628***,0.277,,hypothetical protein,FIG00941025: hypothetical protein,
NATL2_11401,PMN2A_RS05375,PMN2A_0470,0.924***,3.299***,-0.765***,1.097***,2.942***,-2.112***,,hypothetical protein,hypothetical protein,
NATL2_11411,,PMN2A_0471,0.687,0.786,1.715***,0.434,1.975***,-0.287,,,FIG00940556: hypothetical protein,
NATL2_11421,PMN2A_RS05385,PMN2A_0472,0.466,-3.102***,-7.804***,0.602,-0.705,-3.729***,,hypothetical protein,FIG00941221: hypothetical protein,
NATL2_11431,PMN2A_RS05390,PMN2A_0473,0.667,-5.397***,-6.019***,0.343,-1.457***,-3.115***,,hypothetical protein,hypothetical protein,
NATL2_11441,,PMN2A_0474,1.039,-3.351***,-4.737***,1.228,1.054,-3.848***,,,Predicted protein family PM-10,
NATL2_11451,PMN2A_RS05395,PMN2A_0475,0.216,-0.769***,-7.382***,0.755,-0.262,-0.72***,,membrane protein,FIG00941528: hypothetical protein,
NATL2_11461,PMN2A_RS05400,PMN2A_0476,1.813,0.474,0.628,1.849,0.941,5.384***,,hypothetical protein,FIG00943025: hypothetical protein,
NATL2_11471,PMN2A_RS05405,PMN2A_0477,-0.301,-5.366***,-5.163***,-1.169***,-3.815***,-5.851***,,hypothetical protein,FIG00943386: hypothetical protein,
NATL2_11481,PMN2A_RS05410,PMN2A_2011,0.314,5.171***,-3.961***,0.411,0.571,-0.839,,hypothetical protein,hypothetical protein,
NATL2_11491,PMN2A_RS05415,PMN2A_0478,-0.323,-6.003***,-6.392***,-1.135,-0.542,-2.582***,,permease,Permease,
NATL2_11501,PMN2A_RS05420,PMN2A_0479,0.402,0.887***,-6.69***,0.33,-0.617,-5.453***,,hypothetical protein,Predicted protein family PM-26,
NATL2_11511,PMN2A_RS05425,PMN2A_0480,-0.915,-2.352***,-6.147***,-0.15,-2.446***,-6.367***,,hypothetical protein,FIG00941730: hypothetical protein,
NATL2_11521,,PMN2A_2012,0.412,-2.424***,-6.461***,-2.213,-1.428,-3.318***,,,hypothetical protein,
NATL2_11531,PMN2A_RS05430,PMN2A_0481,-0.153,2.078***,-6.858***,-1.513,0.424,-2.031***,,hypothetical protein,FIG00940382: hypothetical protein,
NATL2_11541,PMN2A_RS05435,PMN2A_0482,-0.315,0.646,-5.813***,-0.689,-0.569,-1.497,,hypothetical protein,FIG00942973: hypothetical protein,
NATL2_11551,PMN2A_RS05440,PMN2A_0483,0.208,1.003,-4.116***,0.101,0.117,0.976,,hypothetical protein,hypothetical protein,
NATL2_11561,PMN2A_RS05445,PMN2A_2013,0.909,-0.312,-5.744***,0.577,0.787,-1.091,,hypothetical protein,hypothetical protein,
NATL2_11571,PMN2A_RS05450,PMN2A_0484,0.239,-4.893***,-8.406***,0.49,1.173***,-1.682***,,hypothetical protein,hypothetical protein,
NATL2_11581,PMN2A_RS05455,PMN2A_0485,0.272,-1.994,-5.192***,0.391,0.628,-1.631***,,protease,FIG00941758: hypothetical protein,
NATL2_11591,PMN2A_RS05460,PMN2A_0486,0.59,-2.467***,-4.236***,0.934,0.092,-1.908***,,hypothetical protein,hypothetical protein,
NATL2_11601,PMN2A_RS05465,PMN2A_0487,2.451***,4.968***,3.597***,2.158***,4.66***,2.706***,,hypothetical protein,hypothetical protein,
NATL2_11611,PMN2A_RS05470,PMN2A_0488,0.649,-0.794,-6.832***,1.149,0.201,-2.607***,,pilus assembly protein,possible Gram-negative pili assembly chaperone,
NATL2_11621,PMN2A_RS05475,PMN2A_0489,-0.034,-3.119***,-5.563***,-0.032,-2.34***,-3.311***,,carotene isomerase,Phytoene dehydrogenase and related proteins,
NATL2_11631,PMN2A_RS05480,PMN2A_0490,-0.039,-5.119***,-6.542***,0.811,-1.022,-1.273***,,hypothetical protein,hypothetical protein,
NATL2_11641,,PMN2A_2014,1.746***,-2.09***,-6.474***,1.644***,1.379***,1.012,,,FIG00944673: hypothetical protein,
NATL2_11651,PMN2A_RS05485,PMN2A_0491,-1.332,-3.429***,2.418***,-0.069,-2.049***,1.754***,,epimerase,NAD dependent epimerase/dehydratase,
NATL2_11661,PMN2A_RS05490,PMN2A_0492,-0.285,-4.183***,-7.37***,-0.172,-1.712***,-4.658***,,hypothetical protein,FIG00942442: hypothetical protein,
NATL2_11671,PMN2A_RS05495,PMN2A_0493,-2.708***,-6.45***,-2.326***,-2.723***,-4.715***,-2.487***,,hypothetical protein,FIG00943597: hypothetical protein,
NATL2_11681,,PMN2A_2015,-1.989***,-8.316***,-4.731***,-1.563,-3.696***,-2.011***,,,FIG00943896: hypothetical protein,
NATL2_10685,,PMN2A_0494,4.516***,1.839***,1.139,5.25***,5.043***,2.173***,,,FIG00941984: hypothetical protein,
NATL2_11691,,,0.072,-3.946***,3.893***,-1.24,1.36,2.964***,,,hypothetical protein,
NATL2_11701,PMN2A_RS05505,PMN2A_0495,0.465,2.201***,-7.126***,0.494,0.868,0.803,,hypothetical protein,FIG00940660: hypothetical protein,
NATL2_11711,PMN2A_RS05510,PMN2A_2017,1.024,0.864,0.901,1.056,3.343***,0.957,,hypothetical protein,hypothetical protein,
NATL2_11731,,PMN2A_2019,0.197,0,0,0.027,3.138***,5.109***,,,hypothetical protein,
NATL2_11741,PMN2A_RS05515,PMN2A_0496,0.747,-4.968***,-6.845***,0.338,0.219,0.467,,hypothetical protein,FIG00941384: hypothetical protein,
NATL2_11751,,PMN2A_2020,1.911***,3.141***,-7.018***,2.176,3.671***,-3.336***,,,FIG00943653: hypothetical protein,
NATL2_11761,PMN2A_RS05520,PMN2A_0497,0.942,-0.471,-5.093***,1.348,2.376***,0.842,,hypothetical protein,hypothetical protein,
NATL2_11771,PMN2A_RS05525,PMN2A_0498,2.722***,2.741***,1.081,2.899***,3.485***,0.122,,nitroreductase,FIG00942760: hypothetical protein,
NATL2_11781,PMN2A_RS05530,PMN2A_0499,3.5***,3.336***,4.788***,2.841***,4.203***,1.591***,,hypothetical protein,FIG00942793: hypothetical protein,
NATL2_11791,,PMN2A_0500,7.105***,3.961***,4.613***,7.491***,7.045***,7.776***,,,hypothetical protein,
NATL2_11801,,PMN2A_0501,1.284***,1.941***,2.068***,2.33***,0.831,1.414***,,,FIG00941805: hypothetical protein,
NATL2_11811,PMN2A_RS05535,PMN2A_0502,0.805,6.256***,-3.959***,0.535,0.885,-0.829,,hypothetical protein,FIG00941613: hypothetical protein,
NATL2_11821,PMN2A_RS05540,PMN2A_0503,0.18,-0.758***,-6.719***,0.404,0.34,-0.78***,purT,phosphoribosylglycinamide formyltransferase 2,Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-),
NATL2_11831,PMN2A_RS05545,PMN2A_0504,0.896,0.976,-4.266***,1.345,1.599***,-0.292,,hypothetical protein,FIG00940622: hypothetical protein,
NATL2_11841,PMN2A_RS05550,PMN2A_2021,1.304,-6.077***,-6.638***,0.475,0.576,-5.522***,,hypothetical protein,hypothetical protein,
NATL2_11851,PMN2A_RS05555,PMN2A_0505,0.143,-1.939***,-6.379***,0.507,-2.703***,-3.992***,,hypothetical protein,FIG00942800: hypothetical protein,
NATL2_11861,,PMN2A_0506,0.131,-2.625***,0.121,-0.918,-2.225***,-6.188***,,high light inducible protein,FIG00940534: hypothetical protein,
NATL2_11871,PMN2A_RS05560,PMN2A_0507,2.317***,1.481***,2.676***,1.33,-2.686***,2.474***,,high light inducible protein,possible high light inducible protein,
NATL2_11881,PMN2A_RS05565,PMN2A_0508,2.36***,-0.717,2.34***,0.098,-1.622,2.464***,,high light inducible protein,possible high light inducible protein,
NATL2_11891,PMN2A_RS05570,PMN2A_2022,1.709***,0.241,4.296***,1.403,-2.248***,3.727***,,high light inducible protein,hypothetical protein,
NATL2_11911,PMN2A_RS05575,PMN2A_0509,2.414***,-0.344,4.671***,2.282***,-1.917***,2.883***,,high light inducible protein,FIG00940767: hypothetical protein,
NATL2_11921,PMN2A_RS05580,PMN2A_0510,-0.427,-5.369***,3.081***,0.56,-0.117,0.618,,hypothetical protein,hypothetical protein,
NATL2_11931,PMN2A_RS05585,PMN2A_0511,-0.419,-2.338***,-6.134***,-0.917,-0.845,-1.844***,,glutamine amidotransferase,Glutamine amidotransferase class-I,
NATL2_11961,PMN2A_RS05595,PMN2A_0513,-0.004,0,-4.461***,0.808,0.488,-2.226***,,hypothetical protein,FIG00942495: hypothetical protein,
NATL2_11991,PMN2A_RS05605,PMN2A_0515,-0.981,-4.202***,-7.333***,-0.412,-0.201,-2.423***,,inward rectifier potassium channel,possible Inward rectifier potassium channel,
NATL2_12001,PMN2A_RS05610,PMN2A_0516,0.77,-0.774,2.862***,0.053,0.82,0.065,,hypothetical protein,FIG00943036: hypothetical protein,
NATL2_12011,PMN2A_RS05615,PMN2A_2026,-0.133,2.049***,0,-0.356,-1.319,0.883,,hypothetical protein,FIG00941436: hypothetical protein,
NATL2_12021,PMN2A_RS05620,PMN2A_2027,1.118,-2.997***,-3.294***,1.074,-2.278***,0.182,,hypothetical protein,hypothetical protein,
NATL2_12031,PMN2A_RS05625,PMN2A_2028,1.537,-0.119,0.987,1.277,-0.557,3.961***,,hypothetical protein,hypothetical protein,
NATL2_12041,,PMN2A_2029,-0.382,-7.457***,-5.697***,-0.312,-5.107***,-3.366***,,,hypothetical protein,
NATL2_12051,PMN2A_RS05630,PMN2A_0517,-1.355***,-9.132***,-6.152***,-1.046***,-3.322***,-3.592***,,hypothetical protein,hypothetical protein,
NATL2_12061,PMN2A_RS05635,PMN2A_0518,0.243,-2.89***,-3.284***,0.198,-0.903,-6.829***,,hypothetical protein,FIG00944648: hypothetical protein,
NATL2_12071,PMN2A_RS05640,PMN2A_0519,1.228,5.024***,-5.486***,0.613,1.035,-2.498***,,hypothetical protein,hypothetical protein,
NATL2_12081,,,1.549,1.052,-6.038***,2.534,0.46,-2.205***,,,hypothetical protein,
NATL2_12101,PMN2A_RS05650,PMN2A_2031,-2.378,-4.531***,-6.942***,0,0,-0.302,,hypothetical protein,FIG00944334: hypothetical protein,
NATL2_12111,PMN2A_RS05655,PMN2A_0521,-0.885,2.019***,2.207***,-0.593,-0.233,0.571,,hypothetical protein,hypothetical protein,
NATL2_12121,PMN2A_RS05660,PMN2A_0522,3.095***,5.216***,4.383***,2.246***,3.098***,2.709***,,hypothetical protein,hypothetical protein,
NATL2_12141,,PMN2A_2033,3.294***,6.093***,-4.594***,1.194,4.809***,6.25***,,,hypothetical protein,
NATL2_12151,,PMN2A_2034,1.318,0.774,1.534***,2.113,4.946***,-0.616,,,FIG00943063: hypothetical protein,
NATL2_12161,PMN2A_RS05665,PMN2A_0523,-0.286,-0.515,-5.742***,0.202,0.874,-1.686***,,proline iminopeptidase,Proline iminopeptidase (EC 3.4.11.5),
NATL2_12171,PMN2A_RS05670,PMN2A_0524,-0.491,0,0,1.234,-0.195,-1.861***,,hypothetical protein,FIG00942941: hypothetical protein,
NATL2_12181,,PMN2A_0525,7.461***,7.12***,8.079***,6.355***,8.523***,8.421***,,,FIG00942513: hypothetical protein,
NATL2_12191,PMN2A_RS05675,PMN2A_0526,-0.016,1.989***,-3.994***,0.411,-0.15,0.624,,hypothetical protein,FIG00941647: hypothetical protein,
NATL2_12201,PMN2A_RS05680,PMN2A_0527,1.442,0.94,9.245***,1.621,1.903,2.444***,,deacetylase,FIG00943923: hypothetical protein,
NATL2_12211,PMN2A_RS05685,PMN2A_0528,1.6,0.043,0,0.948,1.865***,3.021***,,hypothetical protein,FIG00942245: hypothetical protein,
NATL2_12221,PMN2A_RS05690,PMN2A_0529,0.16,-4.418***,-5.548***,0.285,-0.855,-3.05***,,hypothetical protein,FIG00942248: hypothetical protein,
NATL2_12231,,,0.027,-5.098***,-4.49***,-0.094,-0.207,-0.28,,,FIG00941467: hypothetical protein,
NATL2_12241,PMN2A_RS05695,PMN2A_0530,2.301,1.046,4.413***,1.353,1.195,2.323***,,hypothetical protein,FIG00943345: hypothetical protein,
NATL2_12251,PMN2A_RS05700,PMN2A_0531,1.038,4.439***,-0.763,0.09,2.059***,0.536,,haloacid dehalogenase,COG0546: Predicted phosphatases,
NATL2_12261,PMN2A_RS05705,PMN2A_0532,-0.376,-2.26***,-5.44***,0.275,-1.499***,-1.275***,,hypothetical protein,possible protein of unknown function DUF67,
NATL2_12271,PMN2A_RS05710,PMN2A_0533,0.409,-3.376***,-6.168***,-1.76,-0.876,-3.094***,,hypothetical protein,FIG00943220: hypothetical protein,
NATL2_12281,PMN2A_RS05715,PMN2A_2038,0.81,1.169,-4.974***,-1.311,0,0.053,,hypothetical protein,FIG00942098: hypothetical protein,
NATL2_12301,,PMN2A_0534,0.49,-3.289***,-5.759***,0.079,0.096,-5.173***,,,FIG00940177: hypothetical protein,
NATL2_12311,,PMN2A_0535,-0.563,-1.513***,-7.276***,-0.156,-0.426,-2.04***,,,Predicted protein family PM-19,
NATL2_12321,PMN2A_RS05735,PMN2A_0536,-0.904,-8.572***,-7.031***,-0.66,-4.593***,-3.469***,,hypothetical protein,FIG00941982: hypothetical protein,
NATL2_12331,PMN2A_RS05745,PMN2A_0537,-0.657,-1.185***,-6.386***,-0.311,-0.236,-1.15***,,hypothetical protein,FIG00943266: hypothetical protein,
NATL2_12341,PMN2A_RS05750,PMN2A_0538,0.551,0.124,-2.22***,0.743,0.157,-1.517***,,hypothetical protein,Selenoprotein O and cysteine-containing homologs,
NATL2_12351,,PMN2A_2041,1.437,-4.612***,5.211***,0.381,1.747,1.206,,,hypothetical protein,
NATL2_12361,,PMN2A_2042,0.021,-8.027***,-5.81***,1.526,-3.878***,0.713,,,FIG00944057: hypothetical protein,
NATL2_12371,,PMN2A_2043,0.314,-7.481***,2.572***,0.599,-2.303***,0.074,,,FIG00942040: hypothetical protein,
NATL2_12381,PMN2A_RS05755,PMN2A_0539,1.234,-1.138,-0.193,1.565,-0.462,3.071***,,hypothetical protein,FIG00943366: hypothetical protein,
NATL2_12391,PMN2A_RS05760,PMN2A_2044,2.263,1.055,9.096***,1.358,2.456***,3.435***,,hypothetical protein,FIG00941275: hypothetical protein,
NATL2_12401,PMN2A_RS05765,PMN2A_2045,-0.318,0.056,0,-0.986,-2.777***,-0.796,,hypothetical protein,FIG00941096: hypothetical protein,
NATL2_12411,PMN2A_RS05770,PMN2A_2046,5.524***,4.071***,4.681***,4.979***,6.923***,4.295***,,hypothetical protein,FIG00943072: hypothetical protein,
NATL2_12421,PMN2A_RS05775,PMN2A_0540,1.603***,0.612,3.456***,1.455,2.046***,3.374***,,hypothetical protein,FIG00943222: hypothetical protein,
NATL2_12431,PMN2A_RS05780,PMN2A_2047,-0.071,-2.059,4.246***,1.854,1.266,2.353***,,hypothetical protein,FIG00940989: hypothetical protein,
NATL2_12441,PMN2A_RS05785,PMN2A_0541,3.681***,5.393***,3***,3.674***,4.342***,0.582,,hypothetical protein,FIG00942013: hypothetical protein,
NATL2_12461,,PMN2A_2049,7.777***,5.518***,7.44***,8.335***,8.512***,9.468***,,,hypothetical protein,
NATL2_12471,,PMN2A_2050,0.495,2.337***,-3.958***,0.385,-0.465,-5.298***,,,hypothetical protein,
NATL2_12481,PMN2A_RS05790,PMN2A_0542,6.948***,7.856***,8.618***,6.334***,8.807***,8.719***,,hypothetical protein,FIG00943443: hypothetical protein,
NATL2_12491,PMN2A_RS05795,PMN2A_0543,2.676***,2.22***,2.391***,2.851***,2.97***,-1.19***,,hypothetical protein,FIG00942353: hypothetical protein,
NATL2_12511,PMN2A_RS05800,PMN2A_0544,0.784,-1.574,9.306***,1.351,1.399,2.493***,,hypothetical protein,FIG00941484: hypothetical protein,
NATL2_12521,,PMN2A_2052,-0.828,-0.355,-5.829***,0.76,-0.904,-3.528***,,,hypothetical protein,
NATL2_12531,PMN2A_RS05805,PMN2A_0545,-0.122,0.322,-7.163***,-0.804,0.236,-6.104***,,hypothetical protein,FIG00942078: hypothetical protein,
NATL2_12541,,PMN2A_2053,1.838,0,0,-0.328,0.187,-4.358***,,,hypothetical protein,
NATL2_12561,PMN2A_RS05810,PMN2A_2054,0.548,0,-5.988***,-0.663,-1.266***,-5.214***,,hypothetical protein,FIG00941139: hypothetical protein,
NATL2_12581,,PMN2A_2056,-2.837***,0,-2.578***,-2.927***,-1.865***,-1.125,,,hypothetical protein,
NATL2_12591,PMN2A_RS05815,PMN2A_0547,1.461,1.613***,1.362***,1.16,2.551***,1.989***,,hypothetical protein,FIG00942191: hypothetical protein,
NATL2_12611,PMN2A_RS05820,PMN2A_2058,1.62***,2.441***,2.194***,1.257,1.797***,1.58***,,hypothetical protein,hypothetical protein,
NATL2_12621,,PMN2A_0548,-1.31,0,-4.094***,1.218,-1.247,-2.321***,,,high light inducible protein hli11,
NATL2_12631,PMN2A_RS05825,PMN2A_0549,0.279,2.814***,1.172,1.289,1.812***,1.487***,,cytochrome oxidase,cytochrome oxidase C subunit VIb-like,
NATL2_12641,PMN2A_RS05830,PMN2A_2060,1.645,-0.762,-1.134,3.505***,-0.816,1.767,,hypothetical protein,FIG00941579: hypothetical protein,
NATL2_12651,PMN2A_RS05835,PMN2A_0550,0.889,-5.357***,-6.793***,1.111,-0.35,-1.977,,hypothetical protein,FIG00942292: hypothetical protein,
NATL2_12661,PMN2A_RS05840,PMN2A_0551,2.573***,0.353,3.471***,0.553,-2.951***,2.807***,,high light inducible protein,possible high light inducible protein,
NATL2_12671,PMN2A_RS05845,PMN2A_0552,1.366***,-0.047,6.397***,2.414***,-2.797***,5.972***,,high light inducible protein,FIG00940228: hypothetical protein,
NATL2_12681,PMN2A_RS05850,PMN2A_2061,1.56***,0.267,4.29***,2.496***,-2.979***,4.222***,,high light inducible protein,hypothetical protein,
NATL2_12691,PMN2A_RS05855,PMN2A_0553,2.251***,-0.203,4.656***,3.017***,-1.914***,3.078***,,high light inducible protein,FIG00940767: hypothetical protein,
NATL2_12721,PMN2A_RS05860,PMN2A_0554,5.562***,7.252***,-0.539,5.518***,5.535***,1.349***,,hypothetical protein,FIG00942918: hypothetical protein,
NATL2_12731,PMN2A_RS05865,PMN2A_0555,1.673***,0,-4.608***,0.206,-0.8,-3.406***,,hypothetical protein,FIG00940505: hypothetical protein,
NATL2_12741,PMN2A_RS05870,PMN2A_0556,-0.917,-6.892***,0,-0.48,-1.236,0.079,,peptidyl-tRNA hydrolase,Hypothetical protein YaeJ with similarity to translation release factor,
NATL2_12751,PMN2A_RS05875,PMN2A_0557,-0.601,-1.539***,3.464***,0.164,-0.785,-0.75,,hypothetical protein,FIG00940466: hypothetical protein,
