gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
TX72_RS08615,,TX72_RS08615,SYNW1709,Protein Homology,1641361.0,1642503.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789307.1,CO2 hydration protein,WP_011128571.1,SYNW1709,1641361.0,1642503.0,-,CK_Syn_WH8102_01709,cupB,"GO:0015977,GO:0043886,GO:0031470",CK_00001423,J.2,CO2 fixation,"NOG09988,bactNOG14272,cyaNOG01658","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",1.6.99.5,Transferred to 1.6.5.11,"carbon fixation,carbon fixation,structural constituent of carboxysome,carbon fixation,structural constituent of carboxysome,carboxysome",CO2 hydration protein,"TIGR01964,PF10216,IPR010220","CO2 hydration protein,CO2 hydration protein (ChpXY),CO2 hydration",164,Energy metabolism / Photosynthesis
TX72_RS08620,,TX72_RS08620,SYNW1710,Protein Homology,1642500.0,1643990.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360380.1,NADH-quinone oxidoreductase subunit M,WP_011128572.1,SYNW1710,1642500.0,1643990.0,-,CK_Syn_WH8102_01710,ndhD4,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00008090,"G.2,J.2,J.6","Electron transport,CO2 fixation,NADH dehydrogenase","COG1008,bactNOG00642,cyaNOG02463","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhD (chain 4 or M),"TIGR01972,PF00361,IPR001750,IPR010227","proton-translocating NADH-quinone oxidoreductase%2C chain M,Proton-conducting membrane transporter,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit,NADH-quinone oxidoreductase%2C chain M/4","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
TX72_RS08625,,TX72_RS08625,SYNW1711,Protein Homology,1644001.0,1645845.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360381.1,NAD(P)H-quinone oxidoreductase subunit F,WP_011128573.1,SYNW1711,1644001.0,1645845.0,-,CK_Syn_WH8102_01711,ndhF4,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00001422,"G.2,J.2,J.6","Electron transport,CO2 fixation,NADH dehydrogenase","COG1009,bactNOG14019,cyaNOG00746","COG: CP,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhF (chain 5 or L),"TIGR01960,PF00361,IPR010217,IPR001750","NAD(P)H dehydrogenase%2C subunit NdhF3 family,Proton-conducting membrane transporter,NAD(P)H dehydrogenase%2C subunit NdhF3,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit",164,Energy metabolism / Photosynthesis
TX72_RS14940,,TX72_RS14940,SYNW1712,Protein Homology,1645957.0,1646508.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128574.1,BMC domain-containing protein,WP_011128574.1,SYNW1712,1645957.0,1646508.0,-,CK_Syn_WH8102_01712,csoS1E,"GO:0015977,GO:0043886,GO:0031470",CK_00000037,J.2,CO2 fixation,"COG4577,bactNOG30717,cyaNOG06620","COG: QC,bactNOG: Q,cyaNOG: Q",,,"carbon fixation,carbon fixation,structural constituent of carboxysome,carbon fixation,structural constituent of carboxysome,carboxysome",carboxysome shell peptide,"PF00936,PS01139,IPR020808,IPR000249","BMC domain,Bacterial microcompartiments proteins signature.,Bacterial microcompartments protein%2C conserved site,Microcompartment protein%2C bacteria",164,Energy metabolism / Photosynthesis
TX72_RS08635,,TX72_RS08635,SYNW1713,Protein Homology,1646561.0,1646812.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932592.1,carboxysome peptide B,WP_011128575.1,SYNW1713,1646561.0,1646812.0,-,CK_Syn_WH8102_01713,csos4B,"GO:0015977,GO:0043886,GO:0031470",CK_00000686,J.2,CO2 fixation,"COG4576,NOG45491,bactNOG44170,cyaNOG07704","COG: QC,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"carbon fixation,carbon fixation,structural constituent of carboxysome,carbon fixation,structural constituent of carboxysome,carboxysome",pentameric carboxysome shell protein Csos4B (peptide B),"TIGR02704,PF03319,IPR014077,IPR004992","carboxysome peptide B,Ethanolamine utilisation protein EutN/carboxysome,Carboxysome peptide B,Ethanolamine utilization protein EutN/carboxysome structural protein Ccml",164,Energy metabolism / Photosynthesis
TX72_RS08640,,TX72_RS08640,SYNW1714,Protein Homology,1646812.0,1647132.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128576.1,carboxysome peptide A,WP_011128576.1,SYNW1714,1646812.0,1647132.0,-,CK_Syn_WH8102_01714,csoS4A,"GO:0015977,GO:0043886,GO:0031470",CK_00000685,J.2,CO2 fixation,"COG4576,NOG44928,bactNOG42016,cyaNOG03391","COG: QC,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"carbon fixation,carbon fixation,structural constituent of carboxysome,carbon fixation,structural constituent of carboxysome,carboxysome",pentameric carboxysome shell protein Csos4A (peptide A),"TIGR02703,PF03319,IPR014076,IPR004992","carboxysome peptide A,Ethanolamine utilisation protein EutN/carboxysome,Carboxysome peptide A,Ethanolamine utilization protein EutN/carboxysome structural protein Ccml",164,Energy metabolism / Photosynthesis
TX72_RS08645,,TX72_RS08645,SYNW1715,Protein Homology,1647135.0,1648874.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363750.1,carboxysome shell carbonic anhydrase,WP_011128577.1,SYNW1715,1647135.0,1648874.0,-,CK_Syn_WH8102_01715,csoSCA,"GO:0015977,GO:0004089,GO:0031470",CK_00000684,J.2,CO2 fixation,"NOG40025,COG0247,bactNOG01296,cyaNOG06301","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [C] Energy production and conversion,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",4.2.1.1,Transferred to 1.1.1.348 and 4.2.1.139,"carbon fixation,carbon fixation,carbonate dehydratase activity,carbon fixation,carbonate dehydratase activity,carboxysome",carboxysomal carbonic anhydrase,"TIGR02701,PF08936,IPR014074","carboxysome shell carbonic anhydrase,Carboxysome Shell Carbonic Anhydrase,Carboxysome shell carbonic anhydrase","164,698","Energy metabolism / Photosynthesis,Central intermediary metabolism / One-carbon metabolism"
csoS2,csoS2,TX72_RS08650,SYNW1716,Protein Homology,1648882.0,1651224.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128578.1,carboxysome assembly protein CsoS2,WP_011128578.1,SYNW1716,1648882.0,1651224.0,-,CK_Syn_WH8102_01716,csoS2,"GO:0015977,GO:0031470",CK_00000683,J.2,CO2 fixation,"NOG12793,COG0840,bactNOG93191,bactNOG07999,bactNOG98286,cyaNOG05293","COG: POORLY CHARACTERIZED [S] Function unknown,COG: NT,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"carbon fixation,carbon fixation,carboxysome",carboxysome shell protein CsoS2,"PF12288,IPR020990","Carboxysome shell peptide mid-region,Carboxysome shell protein",164,Energy metabolism / Photosynthesis
TX72_RS08655,,TX72_RS08655,SYNW1717,Protein Homology,1651326.0,1651667.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011935237.1,ribulose bisphosphate carboxylase small subunit,WP_006043651.1,SYNW1717,1651326.0,1651667.0,-,CK_Syn_WH8102_01717,rbcS,"GO:0015977,GO:0016984,GO:0031470",CK_00000682,J.2,CO2 fixation,"COG4451,bactNOG33037,bactNOG23655,cyaNOG03361,cyaNOG03147","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",4.1.1.39,ribulose-bisphosphate carboxylase%3B D-ribulose 1%2C5-diphosphate carboxylase%3B D-ribulose-1%2C5-bisphosphate carboxylase%3B RuBP carboxylase%3B carboxydismutase%3B diphosphoribulose carboxylase%3B ribulose 1%2C5-bisphosphate carboxylase%3B ribulose 1%2C5-bisphosphate carboxylase/oxygenase%3B ribulose 1%2C5-diphosphate carboxylase%3B ribulose 1%2C5-diphosphate carboxylase/oxygenase%3B ribulose bisphosphate carboxylase/oxygenase%3B ribulose diphosphate carboxylase%3B ribulose diphosphate carboxylase/oxygenase%3B rubisco%3B 3-phospho-D-glycerate carboxy-lyase (dimerizing),"carbon fixation,carbon fixation,ribulose-bisphosphate carboxylase activity,carbon fixation,ribulose-bisphosphate carboxylase activity,carboxysome",ribulose bisphosphate carboxylase%2C small subunit,"PF00101,IPR000894","Ribulose bisphosphate carboxylase%2C small chain,Ribulose bisphosphate carboxylase small chain%2C domain",164,Energy metabolism / Photosynthesis
TX72_RS08660,,TX72_RS08660,SYNW1718,Protein Homology,1651727.0,1653142.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932588.1,form I ribulose bisphosphate carboxylase large subunit,WP_011128579.1,SYNW1718,1651727.0,1653142.0,-,CK_Syn_WH8102_01718,rbcL,"GO:0015977,GO:0016984,GO:0031470",CK_00000681,J.2,CO2 fixation,"COG1850,bactNOG03998,cyaNOG01075","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",4.1.1.39,ribulose-bisphosphate carboxylase%3B D-ribulose 1%2C5-diphosphate carboxylase%3B D-ribulose-1%2C5-bisphosphate carboxylase%3B RuBP carboxylase%3B carboxydismutase%3B diphosphoribulose carboxylase%3B ribulose 1%2C5-bisphosphate carboxylase%3B ribulose 1%2C5-bisphosphate carboxylase/oxygenase%3B ribulose 1%2C5-diphosphate carboxylase%3B ribulose 1%2C5-diphosphate carboxylase/oxygenase%3B ribulose bisphosphate carboxylase/oxygenase%3B ribulose diphosphate carboxylase%3B ribulose diphosphate carboxylase/oxygenase%3B rubisco%3B 3-phospho-D-glycerate carboxy-lyase (dimerizing),"carbon fixation,carbon fixation,ribulose-bisphosphate carboxylase activity,carbon fixation,ribulose-bisphosphate carboxylase activity,carboxysome",ribulose bisphosphate carboxylase%2C large subunit,"PF00016,PF02788,PS00157,IPR000685,IPR017444,IPR020878","Ribulose bisphosphate carboxylase large chain%2C catalytic domain,Ribulose bisphosphate carboxylase large chain%2C N-terminal domain,Ribulose bisphosphate carboxylase large chain active site.,Ribulose bisphosphate carboxylase%2C large subunit%2C C-terminal,Description not found.,Ribulose bisphosphate carboxylase%2C large chain%2C active site",164,Energy metabolism / Photosynthesis
TX72_RS08665,,TX72_RS08665,SYNW1719,Protein Homology,1653216.0,1653527.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130577.1,BMC domain-containing protein,WP_006169870.1,SYNW1719,1653216.0,1653527.0,-,CK_Syn_WH8102_01719,csoS1A,"GO:0015977,GO:0031470",CK_00008056,J.2,CO2 fixation,"COG4577,bactNOG64622,bactNOG30717,cyaNOG06913,cyaNOG09128,cyaNOG02919","COG: QC,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: Q,cyaNOG: Q,cyaNOG: Q,cyaNOG: Q",,,"carbon fixation,carbon fixation,carboxysome",carboxysome shell protein CsoS1A,"PF00936,PS01139,IPR000249,IPR020808","BMC domain,Bacterial microcompartiments proteins signature.,Microcompartment protein%2C bacteria,Bacterial microcompartments protein%2C conserved site",164,Energy metabolism / Photosynthesis
TX72_RS08670,,TX72_RS08670,SYNW1720,Protein Homology,1653878.0,1654456.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128580.1,non-canonical purine NTP pyrophosphatase,WP_011128580.1,SYNW1720,1653878.0,1654456.0,+,CK_Syn_WH8102_01720,rdgB,"GO:0009143,GO:0016787,GO:0047429",CK_00008108,M.5,Salvage of nucleosides and nucleotides,"COG0127,bactNOG62181,cyaNOG05461","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.6.1.66,XTP/dITP diphosphatase%3B hypoxanthine/xanthine dNTP pyrophosphatase%3B rdgB (gene name),"nucleoside triphosphate catabolic process,nucleoside triphosphate catabolic process,hydrolase activity,nucleoside-triphosphate diphosphatase activity",dITP/XTP pyrophosphatase,"PF01725,IPR002637,IPR029001","Ham1 family,Ham1-like protein,Inosine triphosphate pyrophosphatase-like",127,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Salvage of nucleosides and nucleotides
TX72_RS08675,,TX72_RS08675,SYNW1721,Protein Homology,1654460.0,1655245.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360387.1,BMC domain-containing protein,WP_011128581.1,SYNW1721,1654460.0,1655245.0,-,CK_Syn_WH8102_01721,csoS1D,"GO:0015977,GO:0043886,GO:0031470",CK_00000680,J.2,CO2 fixation,"COG0592,NOG10432,COG0653,COG4810,bactNOG10147,cyaNOG01420,cyaNOG05503","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"carbon fixation,carbon fixation,structural constituent of carboxysome,carbon fixation,structural constituent of carboxysome,carboxysome",carboxysome shell component,"PF00936,IPR000249","BMC domain,Microcompartment protein%2C bacteria",164,Energy metabolism / Photosynthesis
TX72_RS08680,,TX72_RS08680,SYNW1722,Protein Homology,1655365.0,1655742.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932585.1,hypothetical protein,WP_042503745.1,SYNW1722,1655365.0,1655742.0,+,CK_Syn_WH8102_01722,SYNW1722,,CK_00000679,R.2,Conserved hypothetical proteins,"COG0598,COG0542,NOG45708,COG0039,bactNOG66377,cyaNOG07104","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [C] Energy production and conversion,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX72_RS08685,,TX72_RS08685,SYNW1723,Protein Homology,1655823.0,1657100.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128583.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N,WP_011128583.1,SYNW1723,1655823.0,1657100.0,+,CK_Syn_WH8102_01723,chlN,"GO:0015995,GO:0015979,GO:0055114,GO:0051188,GO:0016630",CK_00000678,B.5.2,Chlorophylls and porphyrins,"COG2710,bactNOG02877,cyaNOG00124","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)%3B light-independent protochlorophyllide reductase,"chlorophyll biosynthetic process,photosynthesis,oxidation-reduction process,cofactor biosynthetic process,chlorophyll biosynthetic process,photosynthesis,oxidation-reduction process,cofactor biosynthetic process,protochlorophyllide reductase activity",light-independent protochlorophyllide reductase subunit N,"TIGR01279,PF00148,IPR000510,IPR005970","light-independent protochlorophyllide reductase%2C N subunit,Nitrogenase component 1 type Oxidoreductase,Nitrogenase/oxidoreductase%2C component 1,Light-independent protochlorophyllide reductase%2C N subunit",191,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll
TX72_RS08690,,TX72_RS08690,SYNW1724,Protein Homology,1657105.0,1658679.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363742.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,WP_011128584.1,SYNW1724,1657105.0,1658679.0,+,CK_Syn_WH8102_01724,chlB,"GO:0015995,GO:0015995,GO:0019685,GO:0055114,GO:0015979,GO:0016491,GO:0016730,GO:0016491",CK_00000677,B.5.2,Chlorophylls and porphyrins,"COG2710,bactNOG10760,cyaNOG01917","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.18.-.-,,"chlorophyll biosynthetic process,chlorophyll biosynthetic process,photosynthesis%2C dark reaction,oxidation-reduction process,photosynthesis,chlorophyll biosynthetic process,chlorophyll biosynthetic process,photosynthesis%2C dark reaction,oxidation-reduction process,photosynthesis,oxidoreductase activity,oxidoreductase activity%2C acting on iron-sulfur proteins as donors,oxidoreductase activity",light-independent protochlorophyllide reductase%2C B subunit,"TIGR01278,PF08369,PF00148,IPR005969,IPR013580,IPR000510","light-independent protochlorophyllide reductase%2C B subunit,Proto-chlorophyllide reductase 57 kD subunit,Nitrogenase component 1 type Oxidoreductase,Light-independent protochlorophyllide reductase%2C B subunit,Proto-chlorophyllide/chlorophyllide reductase%2C C-terminal,Nitrogenase/oxidoreductase%2C component 1",191,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll
bchL,bchL,TX72_RS08695,SYNW1725,Protein Homology,1658830.0,1659720.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862562.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,WP_011128585.1,SYNW1725,1658830.0,1659720.0,+,CK_Syn_WH8102_01725,chlL,"GO:0015995,GO:0055114,GO:0015995,GO:0019685,GO:0046148,GO:0016491,GO:0005524,GO:0016491,GO:0016730",CK_00000676,B.5.2,Chlorophylls and porphyrins,"COG1348,bactNOG07599,bactNOG01453,cyaNOG01151","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)%3B light-independent protochlorophyllide reductase,"chlorophyll biosynthetic process,oxidation-reduction process,chlorophyll biosynthetic process,photosynthesis%2C dark reaction,pigment biosynthetic process,chlorophyll biosynthetic process,oxidation-reduction process,chlorophyll biosynthetic process,photosynthesis%2C dark reaction,pigment biosynthetic process,oxidoreductase activity,ATP binding,oxidoreductase activity,oxidoreductase activity%2C acting on iron-sulfur proteins as donors",light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein,"TIGR01281,PF00142,PS00746,PS00692,PS51026,IPR000392,IPR005971","light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein,4Fe-4S iron sulfur cluster binding proteins%2C NifH/frxC family,NifH/frxC family signature 1.,NifH/frxC family signature 2.,NIFH_FRXC family profile.,NifH/frxC family,Light-independent protochlorophyllide reductase%2C iron-sulphur ATP-binding protein",191,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll
