Name,gene,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
TX50_RS06000,,TX50_RS06000,PMM1119,Protein Homology,1065058,1066188,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818655.1,porin,WP_042116108.1,1130,,,,,,Other,,,
TX50_RS06005,,TX50_RS06005,PMM1120,Protein Homology,1066296,1068137,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818656.1,tetratricopeptide repeat-containing sulfotransferase family protein,WP_011132753.1,1841,,,,,,Other,,,
TX50_RS06010,,TX50_RS06010,PMM1121,Protein Homology,1068274,1069407,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818657.1,porin,WP_042116110.1,1133,,,,,,Other,,,
TX50_RS09755,,TX50_RS09755,PMM1954,Protein Homology,1070174,1070341,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820519.1,hypothetical protein,WP_173028025.1,167,,,,,,Uncharacterized,,,
TX50_RS09520,,TX50_RS09520,,GeneMarkS-2+,1070565,1070702,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_162009312.1,137,,,,,,Uncharacterized,,,
TX50_RS06015,(apt),TX50_RS06015,PMM1122,Protein Homology,1070764,1071279,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132755.1,adenine phosphoribosyltransferase,WP_011132755.1,515,K00759,09100 Metabolism;09180 Brite Hierarchies,09104 Nucleotide metabolism;09183 Protein families: signaling and cellular processes,00230 Purine metabolism [PATH:ko00230];04147 Exosome [BR:ko04147],"K00759  APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]",AA/Nucleotide,,"APRT, apt",(apt)
TX50_RS06025,(ureJ),TX50_RS06025,PMM1123,Protein Homology,1071671,1072375,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863180.1,HupE/UreJ family protein,WP_011132756.1,704,K03192,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K03192  ureJ; urease accessory protein,Genetic Info,,ureJ,(ureJ)
TX50_RS09760,,TX50_RS09760,PMM1955,Protein Homology,1072317,1072454,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863181.1,hypothetical protein,WP_173028028.1,137,,,,,,Uncharacterized,,,
TX50_RS09190,,TX50_RS09190,PMM1124,Protein Homology,1073083,1074558,-,,,COORDINATES: protein motif:HMM:NF015737.2,autotransporter outer membrane beta-barrel domain-containing protein,WP_011132757.1,1475,,,,,,Other,,,
TX50_RS06035,,TX50_RS06035,PMM1125,Protein Homology,1074807,1075007,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019476685.1,hypothetical protein,WP_036930637.1,200,,,,,,Uncharacterized,,,
TX50_RS09195,,TX50_RS09195,PMM1126,Protein Homology,1075636,1077651,-,,,COORDINATES: protein motif:HMM:NF013884.2,acyltransferase family protein,WP_011132759.1,2015,,,,,,Other,,,
TX50_RS06050,,TX50_RS06050,PMM1127,GeneMarkS-2+,1078230,1078721,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132760.1,491,,,,,,Uncharacterized,,,
TX50_RS06055,,TX50_RS06055,PMM1128,Protein Homology,1079191,1079445,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376722.1,high light inducible protein,WP_011132761.1,254,,,,,,high light inducible,,,
TX50_RS09875,,TX50_RS09875,PMM1956,GeneMarkS-2+,1079979,1080146,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_225866749.1,167,,,,,,Uncharacterized,,,
TX50_RS06060,,TX50_RS06060,PMM1129,Protein Homology,1080146,1080400,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818193.1,hypothetical protein,WP_011132762.1,254,,,,,,Uncharacterized,,,
TX50_RS06065,,TX50_RS06065,PMM1130,Protein Homology,1080485,1080760,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820038.1,hypothetical protein,WP_011132763.1,275,,,,,,Uncharacterized,,,
TX50_RS06070,,TX50_RS06070,PMM1131,Protein Homology,1080869,1081120,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790137.1,DUF6447 family protein,WP_011132764.1,251,,,,,,Other,,,
TX50_RS06075,,TX50_RS06075,PMM1957,Protein Homology,1081207,1081401,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820589.1,hypothetical protein,WP_036930577.1,194,,,,,,Uncharacterized,,,
TX50_RS06080,,TX50_RS06080,PMM1958,Protein Homology,1081504,1081701,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376254.1,hypothetical protein,WP_036930574.1,197,,,,,,Uncharacterized,,,
TX50_RS06085,,TX50_RS06085,PMM1959,Protein Homology,1081709,1081888,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820591.1,hypothetical protein,WP_036930572.1,179,,,,,,Uncharacterized,,,
TX50_RS06090,,TX50_RS06090,PMM1132,Protein Homology,1082269,1083972,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863242.1,protein adenylyltransferase SelO family protein,WP_011132765.1,1703,,,,,,Other,,,
TX50_RS06095,,TX50_RS06095,PMM1133,Protein Homology,1084027,1084419,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863243.1,cupin domain-containing protein,WP_011132766.1,392,,,,,,Other,,,
TX50_RS09765,,TX50_RS09765,PMM1960,Protein Homology,1084505,1084666,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818726.1,hypothetical protein,WP_173028030.1,161,,,,,,Uncharacterized,,,
TX50_RS06100,,TX50_RS06100,PMM1961,Protein Homology,1084749,1084931,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376775.1,hypothetical protein,WP_036930569.1,182,,,,,,Uncharacterized,,,
TX50_RS06105,,TX50_RS06105,PMM1134,Protein Homology,1085062,1085352,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474417.1,DUF1651 domain-containing protein,WP_011132767.1,290,,,,,,Other,,,
TX50_RS06110,,TX50_RS06110,PMM1135,Protein Homology,1085656,1085862,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008010.1,high light inducible protein,WP_011132768.1,206,,,,,,high light inducible,,,
TX50_RS06115,,TX50_RS06115,PMM1962,Protein Homology,1086220,1086435,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818733.1,hypothetical protein,WP_036930567.1,215,,,,,,Uncharacterized,,,
TX50_RS06125,,TX50_RS06125,PMM1963,Protein Homology,1086747,1086932,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819731.1,hypothetical protein,WP_036930565.1,185,,,,,,Uncharacterized,,,
TX50_RS06130,,TX50_RS06130,PMM1137,Protein Homology,1086978,1087232,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805236.1,cytochrome B,WP_225866750.1,254,,,,,,Other,,,
TX50_RS09480,,TX50_RS09480,PMM1964,Protein Homology,1087629,1087772,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863263.1,hypothetical protein,WP_157859393.1,143,,,,,,Uncharacterized,,,
ychF,ychF,TX50_RS06135,PMM1138,Protein Homology,1087955,1089046,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807615.1,redox-regulated ATPase YchF,WP_011132771.1,1091,K06942,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K06942  ychF; ribosome-binding ATPase,Genetic Info,,ychF,(ychF)
TX50_RS06140,,TX50_RS06140,PMM1139,Protein Homology,1089194,1090255,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008017.1,efflux RND transporter periplasmic adaptor subunit,WP_011132772.1,1061,K02005,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99992 Structural proteins,K02005  ABC.CD.TX; HlyD family secretion protein,Env. Info/Cellular Process,,ABC.CD.TX,
polA,polA,TX50_RS06145,PMM1140,Protein Homology,1090252,1093182,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807664.1,DNA polymerase I,WP_011132773.1,2930,K02335,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032];03400 DNA repair and recombination proteins [BR:ko03400];03410 Base excision repair [PATH:ko03410];03420 Nucleotide excision repair [PATH:ko03420];03440 Homologous recombination [PATH:ko03440],K02335  polA; DNA polymerase I [EC:2.7.7.7],Genetic Info,,polA,(polA)
cysS,cysS,TX50_RS06150,PMM1141,Protein Homology,1093207,1094685,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818741.1,cysteine--tRNA ligase,WP_011132774.1,1478,K01883,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];01007 Amino acid related enzymes [BR:ko01007];03016 Transfer RNA biogenesis [BR:ko03016],"K01883  CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]",AA/Nucleotide,,"CARS, cysS",(cysS)
TX50_RS06155,(dxr),TX50_RS06155,PMM1142,Protein Homology,1094768,1095997,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820612.1,1-deoxy-D-xylulose-5-phosphate reductoisomerase,WP_036930563.1,1229,K00099,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],K00099  dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],Metabolism,,dxr,(dxr)
TX50_RS06160,,TX50_RS06160,PMM1143,Protein Homology,1096003,1096332,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818743.1,ferredoxin,WP_011132776.1,329,,,,,,Other,,,
TX50_RS06165,,TX50_RS06165,PMM1144,Protein Homology,1096353,1097444,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818744.1,alpha/beta fold hydrolase,WP_011132777.1,1091,K07019,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07019  K07019; uncharacterized protein,Uncharacterized,,K07019,
TX50_RS06170,(pntB),TX50_RS06170,PMM1145,Protein Homology,1097431,1098867,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008023.1,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,WP_011132778.1,1436,K00325,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],K00325  pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1],Metabolism,,pntB,(pntB)
TX50_RS06175,(pntA),TX50_RS06175,PMM1146,Protein Homology,1098881,1099177,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820617.1,NAD(P) transhydrogenase subunit alpha,WP_011132779.1,296,K00324,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],K00324  pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1],Metabolism,,pntA,(pntA)
TX50_RS06180,(pntA),TX50_RS06180,PMM1147,Protein Homology,1099193,1100323,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818747.1,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,WP_011132780.1,1130,K00324,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],K00324  pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1],Metabolism,,pntA,(pntA)
TX50_RS06185,,TX50_RS06185,PMM1148,Protein Homology,1100456,1101034,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806052.1,hypothetical protein,WP_011132781.1,578,,,,,,Uncharacterized,,,
TX50_RS06190,,TX50_RS06190,PMM1149,Protein Homology,1101190,1101426,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820620.1,hypothetical protein,WP_011132782.1,236,,,,,,Uncharacterized,,,
trxB,trxB,TX50_RS06195,PMM1150,Protein Homology,1101483,1102859,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820621.1,thioredoxin-disulfide reductase,WP_011132783.1,1376,K00384,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],"K00384  trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]",AA/Nucleotide,,"trxB, TRR",(trxB)
infA,infA,TX50_RS06200,PMM1151,Protein Homology,1102876,1103142,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824167.1,translation initiation factor IF-1,WP_011132784.1,266,K02518,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],K02518  infA; translation initiation factor IF-1,Genetic Info,,infA,(infA)
TX50_RS06205,,TX50_RS06205,PMM1966,Protein Homology,1103247,1103459,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008028.1,hypothetical protein,WP_036930560.1,212,,,,,,Uncharacterized,,,
TX50_RS06210,,TX50_RS06210,PMM1152,Protein Homology,1103512,1104474,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132785.1,NAD(P)H-binding protein,WP_011132785.1,962,,,,,,Other,,,
petM,petM,TX50_RS06215,PMM1152a,Protein Homology,1104533,1104631,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132786.1,cytochrome b6-f complex subunit PetM,WP_011132786.1,98,,,,,,Other,,,
TX50_RS06220,,TX50_RS06220,PMM1153,Protein Homology,1104746,1105690,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806340.1,alpha/beta fold hydrolase,WP_036930629.1,944,,,,,,Other,,,
ilvN,ilvN,TX50_RS06225,PMM1154,Protein Homology,1105694,1106218,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008031.1,acetolactate synthase small subunit,WP_011132788.1,524,K01653,09100 Metabolism,09101 Carbohydrate metabolism;09105 Amino acid metabolism;09108 Metabolism of cofactors and vitamins,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290];00650 Butanoate metabolism [PATH:ko00650];00660 C5-Branched dibasic acid metabolism [PATH:ko00660];00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K01653  E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"E2.2.1.6S, ilvH, ilvN","(ilvH,ilvN)"
TX50_RS06230,,TX50_RS06230,PMM1155,Protein Homology,1106215,1106748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807961.1,peptidylprolyl isomerase,WP_011132789.1,533,,,,,,Other,,,
TX50_RS06235,,TX50_RS06235,PMM1156,Protein Homology,1106871,1107428,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863284.1,photosystem I assembly protein Ycf4,WP_011132790.1,557,,,,,,Other,,,
psbD,psbD,TX50_RS06240,PMM1157,Protein Homology,1107613,1108689,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127544.1,photosystem II D2 protein (photosystem q(a) protein),WP_011132791.1,1076,K02706,09100 Metabolism;09180 Brite Hierarchies,09102 Energy metabolism;09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194];00195 Photosynthesis [PATH:ko00195],K02706  psbD; photosystem II P680 reaction center D2 protein [EC:1.10.3.9],Photosynthesis/Carbon fixation,,psbD,(psbD)
psbC,psbC,TX50_RS06245,PMM1158,Protein Homology,1108673,1110055,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474692.1,photosystem II reaction center protein CP43,WP_011132792.1,1382,K02705,09100 Metabolism;09180 Brite Hierarchies,09102 Energy metabolism;09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194];00195 Photosynthesis [PATH:ko00195],K02705  psbC; photosystem II CP43 chlorophyll apoprotein,Photosynthesis/Carbon fixation,,psbC,(psbC)
TX50_RS06250,(yhdE),TX50_RS06250,PMM1159,Protein Homology,1110098,1110724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132793.1,Maf family protein,WP_011132793.1,626,K06287,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],K06287  yhdE; nucleoside triphosphate pyrophosphatase [EC:3.6.1.-],AA/Nucleotide,,yhdE,(yhdE)
TX50_RS06255,"(cobQ,cbiP)",TX50_RS06255,PMM1160,Protein Homology,1110791,1112320,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132794.1,cobyric acid synthase,WP_011132794.1,1529,K02232,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K02232  cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]",Metabolism,,"cobQ, cbiP","(cobQ,cbiP)"
TX50_RS06260,,TX50_RS06260,PMM1161,Protein Homology,1112317,1112568,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805708.1,2Fe-2S iron-sulfur cluster-binding protein,WP_011132795.1,251,,,,,,Other,,,
TX50_RS06265,,TX50_RS06265,PMM1162,Protein Homology,1112581,1114389,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818761.1,hypothetical protein,WP_011132796.1,1808,,,,,,Uncharacterized,,,
TX50_RS06270,,TX50_RS06270,PMM1163,GeneMarkS-2+,1114687,1115091,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036930555.1,404,,,,,,Uncharacterized,,,
TX50_RS06275,,TX50_RS06275,PMM1968,GeneMarkS-2+,1115150,1115353,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036930552.1,203,,,,,,Uncharacterized,,,
TX50_RS09485,,TX50_RS09485,PMM1970,GeneMarkS-2+,1115529,1115684,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_157859394.1,155,,,,,,Uncharacterized,,,
TX50_RS06290,"(afuA,fbpA)",TX50_RS06290,PMM1164,Protein Homology,1116122,1117144,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820635.1,extracellular solute-binding protein,WP_011132798.1,1022,K02012,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],"K02012  afuA, fbpA; iron(III) transport system substrate-binding protein",Membrane transport,Membrane transport,"afuA, fbpA","(afuA,fbpA)"
glyQ,glyQ,TX50_RS06295,PMM1165,Protein Homology,1117277,1118146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132799.1,glycine--tRNA ligase subunit alpha,WP_011132799.1,869,K01878,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];01007 Amino acid related enzymes [BR:ko01007];03016 Transfer RNA biogenesis [BR:ko03016],K01878  glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],AA/Nucleotide,,glyQ,(glyQ)
TX50_RS06300,,TX50_RS06300,PMM1166,Protein Homology,1118243,1118632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818779.1,DUF1824 family protein,WP_011132800.1,389,,,,,,Other,,,
TX50_RS06305,,TX50_RS06305,PMM1167,Protein Homology,1118659,1118991,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008048.1,hypothetical protein,WP_011132801.1,332,K07253,09100 Metabolism;09180 Brite Hierarchies,09105 Amino acid metabolism;09183 Protein families: signaling and cellular processes,00350 Tyrosine metabolism [PATH:ko00350];00360 Phenylalanine metabolism [PATH:ko00360];04147 Exosome [BR:ko04147],K07253  MIF; phenylpyruvate tautomerase [EC:5.3.2.1],AA/Nucleotide,,MIF,
TX50_RS09770,,TX50_RS09770,PMM1971,Protein Homology,1118994,1119164,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806550.1,hypothetical protein,WP_173028032.1,170,,,,,,Uncharacterized,,,
TX50_RS06310,,TX50_RS06310,PMM1168,Protein Homology,1119316,1119954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863303.1,methyltransferase domain-containing protein,WP_052039327.1,638,,,,,,Other,,,
TX50_RS06315,,TX50_RS06315,PMM1169,Protein Homology,1120064,1120309,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474705.1,hypothetical protein,WP_011132803.1,245,,,,,,Uncharacterized,,,
TX50_RS06320,,TX50_RS06320,PMM1170,Protein Homology,1120321,1120971,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474706.1,DUF3386 domain-containing protein,WP_011132804.1,650,,,,,,Other,,,
fldA,fldA,TX50_RS06325,PMM1171,Protein Homology,1121029,1121553,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132805.1,flavodoxin FldA,WP_011132805.1,524,K03839,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,"K03839  fldA, nifF, isiB; flavodoxin I",Energy/Carbohydrate/Glycan,,"fldA, nifF, isiB","(fldA,nifF,isiB)"
