Synonym,Product,Expression 9313+1A3 ,Expression med 4,Expression 9313+1A3 .1,Expression med 4.1,qValue 9313+1A3  vs med 4,fold change 9313+1A3/med4+1A3,resolved_locus_tag,resolution_method
AMHOT1A3_single_00632,nitrate/sulfonate/bicarbonate ABC transporter substrate-binding protein,11.0,8.0,11.01,8.01,1.0,1.374531835,,unresolved
AMHOT1A3_single_00633,nitrate ABC transporter permease,11.0,9.0,11.01,9.01,1.0,1.221975583,,unresolved
AMHOT1A3_single_00634,nitrate transport ATP-binding subunits C and D,11.0,9.0,11.01,9.01,1.0,1.221975583,,unresolved
AMHOT1A3_single_00635,lipoprotein,11.0,2.0,11.01,2.01,1.0,5.47761194,,unresolved
AMHOT1A3_single_00638,TonB-dependent receptor,11.0,0.0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_00640,serine/threonine protein kinase,11.0,6.0,11.01,6.01,1.0,1.831946755,,unresolved
AMHOT1A3_single_00656,DNA primase,11.0,7.0,11.01,7.01,1.0,1.570613409,,unresolved
AMHOT1A3_single_00661,type I phosphodiesterase/nucleotide pyrophosphatase protein,11.0,1.0,11.01,1.01,1.0,10.9009901,,unresolved
AMHOT1A3_single_00669,benzoate transport protein,11.0,8.0,11.01,8.01,1.0,1.374531835,,unresolved
AMHOT1A3_single_00671,recombinase RdgC,11.0,11.0,11.01,11.01,1.0,1.0,,unresolved
AMHOT1A3_single_00676,hypothetical protein,11.0,1.0,11.01,1.01,1.0,10.9009901,,unresolved
AMHOT1A3_single_00677,putative lipoprotein,11.0,9.0,11.01,9.01,1.0,1.221975583,,unresolved
AMHOT1A3_single_00680,Tol protein,11.0,7.0,11.01,7.01,1.0,1.570613409,,unresolved
AMHOT1A3_single_00681,TonB system biopolymer transport component,11.0,7.0,11.01,7.01,1.0,1.570613409,,unresolved
AMHOT1A3_single_00682,biopolymer transport protein,11.0,6.0,11.01,6.01,1.0,1.831946755,,unresolved
AMHOT1A3_single_00683,TonB2 protein,11.0,2.0,11.01,2.01,1.0,5.47761194,,unresolved
AMHOT1A3_single_00684,TPR domain-containing protein,11.0,4.0,11.01,4.01,1.0,2.74563591,,unresolved
AMHOT1A3_single_00689,dehydrogenase,11.0,2.0,11.01,2.01,1.0,5.47761194,,unresolved
AMHOT1A3_single_00693,DNA ligase,11.0,0.0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_00694,DNA ligase,11.0,1.0,11.01,1.01,1.0,10.9009901,,unresolved
AMHOT1A3_single_00699,methyl-accepting chemotaxis protein,11.0,7.0,11.01,7.01,1.0,1.570613409,,unresolved
AMHOT1A3_single_00718,TPR repeats containing protein,11.0,4.0,11.01,4.01,1.0,2.74563591,,unresolved
AMHOT1A3_single_00724,glycosyl transferase,10.0,19.0,10.01,19.01,0.013797213,0.526564966,,unresolved
AMHOT1A3_single_00725,phospholipase D,10.0,16.0,10.01,16.01,0.087350651,0.625234229,,unresolved
AMHOT1A3_single_00726,glycosyl transferase,10.0,16.0,10.01,16.01,0.139870464,0.625234229,,unresolved
AMHOT1A3_single_00727,hypothetical protein,10.0,13.0,10.01,13.01,0.149081801,0.769408148,,unresolved
AMHOT1A3_single_00728,FTR1 family iron permease,10.0,15.0,10.01,15.01,0.158190939,0.666888741,,unresolved
AMHOT1A3_single_00737,cytochrome c1,10.0,14.0,10.01,14.01,0.161167131,0.71448965,,unresolved
AMHOT1A3_single_00740,alkaline phosphatase,10.0,12.0,10.01,12.01,0.186006489,0.833472107,,unresolved
AMHOT1A3_single_00741,Spondin_N,10.0,16.0,10.01,16.01,0.18649411,0.625234229,,unresolved
AMHOT1A3_single_00756,ABC transporter membrane protein,10.0,12.0,10.01,12.01,0.290899351,0.833472107,,unresolved
AMHOT1A3_single_00760,BolA-like protein,10.0,14.0,10.01,14.01,0.308690155,0.71448965,,unresolved
AMHOT1A3_single_00770,nitroreductase,10.0,12.0,10.01,12.01,0.319302924,0.833472107,,unresolved
AMHOT1A3_single_00777,bifunctional preprotein translocase subunit SecD/SecF,10.0,13.0,10.01,13.01,0.367169482,0.769408148,,unresolved
AMHOT1A3_single_00778,potassium transporter TrkA,10.0,1.0,10.01,1.01,1.0,9.910891089,,unresolved
AMHOT1A3_single_00794,diacylglycerol kinase,10.0,7.0,10.01,7.01,1.0,1.427960057,,unresolved
AMHOT1A3_single_00795,sulfatase,10.0,1.0,10.01,1.01,1.0,9.910891089,,unresolved
AMHOT1A3_single_00797,sensor transduction kinase,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00798,hypothetical protein,10.0,6.0,10.01,6.01,1.0,1.665557404,,unresolved
AMHOT1A3_single_00799,secretion protein HlyD,10.0,1.0,10.01,1.01,1.0,9.910891089,,unresolved
AMHOT1A3_single_00800,hydrophobe/amphiphile efflux-1 (HAE1) family transporter,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00801,NodT family RND efflux system outer membrane lipoprotein,10.0,3.0,10.01,3.01,1.0,3.325581395,,unresolved
AMHOT1A3_single_00803,acylaminoacyl-peptidase,10.0,2.0,10.01,2.01,1.0,4.980099502,,unresolved
AMHOT1A3_single_00807,phosphate ABC transporter permease,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00808,phosphate ABC transporter permease,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00810,transcriptional regulator PhoU,10.0,3.0,10.01,3.01,1.0,3.325581395,,unresolved
AMHOT1A3_single_00822,organic hydroperoxide resistance protein,10.0,9.0,10.01,9.01,1.0,1.110987791,,unresolved
AMHOT1A3_single_00827,Pas/Pac sensor containing methyl-accepting chemotaxis sensory transducer,10.0,5.0,10.01,5.01,1.0,1.998003992,,unresolved
AMHOT1A3_single_00830,exonuclease subunit SbcD,10.0,9.0,10.01,9.01,1.0,1.110987791,,unresolved
AMHOT1A3_single_00833,serine/threonine transporter SstT,10.0,6.0,10.01,6.01,1.0,1.665557404,,unresolved
AMHOT1A3_single_00835,imidazolonepropionase,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00844,ABC transporter ATP-binding protein,10.0,6.0,10.01,6.01,1.0,1.665557404,,unresolved
AMHOT1A3_single_00848,"outer membrane protein, porin family",10.0,5.0,10.01,5.01,1.0,1.998003992,,unresolved
AMHOT1A3_single_00849,EamA-like transporter family protein,10.0,5.0,10.01,5.01,1.0,1.998003992,,unresolved
AMHOT1A3_single_00850,enterobactin receptor protein,10.0,8.0,10.01,8.01,1.0,1.24968789,,unresolved
AMHOT1A3_single_00851,membrane protein,10.0,11.0,10.01,11.01,1.0,0.909173479,,unresolved
AMHOT1A3_single_00852,ABC transporter,10.0,10.0,10.01,10.01,1.0,1.0,,unresolved
AMHOT1A3_single_00855,transporter,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00864,"cobalt-zinc-cadmium cation efflux system outer membrane protein, CzcC family",10.0,10.0,10.01,10.01,1.0,1.0,,unresolved
AMHOT1A3_single_00865,secretion protein HlyD,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00866,CzcA family heavy metal efflux protein,10.0,3.0,10.01,3.01,1.0,3.325581395,,unresolved
AMHOT1A3_single_00867,membrane protein,10.0,9.0,10.01,9.01,1.0,1.110987791,,unresolved
AMHOT1A3_single_00870,HlyD family secretion protein,10.0,7.0,10.01,7.01,1.0,1.427960057,,unresolved
AMHOT1A3_single_00871,acrB/AcrD/AcrF family protein,10.0,5.0,10.01,5.01,1.0,1.998003992,,unresolved
AMHOT1A3_single_00872,RND family efflux transporter,10.0,5.0,10.01,5.01,1.0,1.998003992,,unresolved
AMHOT1A3_single_00873,disulfide isomerase/thiol-disulfide oxidase,10.0,3.0,10.01,3.01,1.0,3.325581395,,unresolved
AMHOT1A3_single_00874,thiol:disulfide interchange protein,10.0,4.0,10.01,4.01,1.0,2.496259352,,unresolved
AMHOT1A3_single_00876,integral membrane sensor signal transduction histidine kinase,10.0,11.0,10.01,11.01,1.0,0.909173479,,unresolved
AMHOT1A3_single_00877,YeeE/YedE family protein,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00880,permease,10.0,7.0,10.01,7.01,1.0,1.427960057,,unresolved
AMHOT1A3_single_00882,NAD(FAD)-dependent dehydrogenase,10.0,0.0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_00884,hypothetical protein,10.0,7.0,10.01,7.01,1.0,1.427960057,,unresolved
AMHOT1A3_single_00887,Chromosome segregation ATPase,9.0,18.0,9.01,18.01,0.01555213,0.500277624,,unresolved
AMHOT1A3_single_00888,Chromosome segregation ATPase,9.0,15.0,9.01,15.01,0.051354381,0.600266489,,unresolved
AMHOT1A3_single_00897,hypothetical protein,9.0,16.0,9.01,16.01,0.054400554,0.562773267,,unresolved
AMHOT1A3_single_00898,Response regulator of the LytR/AlgR family protein,9.0,17.0,9.01,17.01,0.062576858,0.529688419,,unresolved
AMHOT1A3_single_00900,LrgB-like protein,9.0,15.0,9.01,15.01,0.06839934,0.600266489,,unresolved
AMHOT1A3_single_00919,hypothetical protein,9.0,14.0,9.01,14.01,0.077582048,0.643112063,,unresolved
AMHOT1A3_single_00920,enolase,9.0,14.0,9.01,14.01,0.079177801,0.643112063,,unresolved
AMHOT1A3_single_00922,DNA mismatch repair protein MutS,9.0,14.0,9.01,14.01,0.087623341,0.643112063,,unresolved
AMHOT1A3_single_00926,Na+ efflux pump ABC transporter permease,9.0,15.0,9.01,15.01,0.090589242,0.600266489,,unresolved
AMHOT1A3_single_00942,capsule polysaccharide export system inner membrane protein,9.0,15.0,9.01,15.01,0.095242465,0.600266489,,unresolved
AMHOT1A3_single_00943,KpsT protein,9.0,16.0,9.01,16.01,0.098956701,0.562773267,,unresolved
AMHOT1A3_single_00944,KpsM protein,9.0,14.0,9.01,14.01,0.112488632,0.643112063,,unresolved
AMHOT1A3_single_00948,glycosyltransferase,9.0,14.0,9.01,14.01,0.140379162,0.643112063,,unresolved
AMHOT1A3_single_00960,lipoprotein,9.0,13.0,9.01,13.01,0.144243547,0.692544197,,unresolved
AMHOT1A3_single_00962,hypothetical protein,9.0,13.0,9.01,13.01,0.146781113,0.692544197,,unresolved
AMHOT1A3_single_00971,30S ribosomal protein S2,9.0,14.0,9.01,14.01,0.150231643,0.643112063,,unresolved
AMHOT1A3_single_00973,uridylate kinase,9.0,14.0,9.01,14.01,0.160166563,0.643112063,,unresolved
AMHOT1A3_single_00977,1-deoxy-D-xylulose 5-phosphate reductoisomerase,9.0,12.0,9.01,12.01,0.202360545,0.75020816,,unresolved
AMHOT1A3_single_00984,ribonuclease HII,9.0,13.0,9.01,13.01,0.230830367,0.692544197,,unresolved
AMHOT1A3_single_00987,cell cycle protein MesJ,9.0,17.0,9.01,17.01,0.2773358,0.529688419,,unresolved
AMHOT1A3_single_01008,flagellar basal body rod modification protein,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01017,signal peptide prediction,9.0,11.0,9.01,11.01,1.0,0.818346957,,unresolved
AMHOT1A3_single_01032,n-acetylneuraminate synthase,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01044,flagellar biosynthesis chaperone,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01047,flagellar motor switch protein FliM,9.0,1.0,9.01,1.01,1.0,8.920792079,,unresolved
AMHOT1A3_single_01051,flagellar biosynthesis,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01052,flagellar biosynthesis protein FliR,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01053,flagellar biosynthesis protein,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01055,peptidoglycan binding domain-containing protein,9.0,3.0,9.01,3.01,1.0,2.993355482,,unresolved
AMHOT1A3_single_01060,chemotaxis protein CheY,9.0,11.0,9.01,11.01,1.0,0.818346957,,unresolved
AMHOT1A3_single_01069,B12-dependent methionine synthase,9.0,2.0,9.01,2.01,1.0,4.482587065,,unresolved
AMHOT1A3_single_01071,hypothetical protein,9.0,5.0,9.01,5.01,1.0,1.798403194,,unresolved
AMHOT1A3_single_01074,transcriptional regulator,9.0,4.0,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_01078,TonB-dependent receptor,9.0,11.0,9.01,11.01,1.0,0.818346957,,unresolved
AMHOT1A3_single_01080,peptidase M13 family protein,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01095,peptide ABC transporter membrane protein,9.0,4.0,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_01096,peptide ABC transporter membrane protein,9.0,5.0,9.01,5.01,1.0,1.798403194,,unresolved
AMHOT1A3_single_01127,TonB-dependent receptor,9.0,2.0,9.01,2.01,1.0,4.482587065,,unresolved
AMHOT1A3_single_01129,transporter,9.0,8.0,9.01,8.01,1.0,1.124843945,,unresolved
AMHOT1A3_single_01130,LPS biosynthesis choline kinase,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01133,ribosomal-protein-alanine N-acetyltransferase,9.0,4.0,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_01135,putative amino-acid metabolite efflux pump,9.0,6.0,9.01,6.01,1.0,1.499168053,,unresolved
AMHOT1A3_single_01136,LysR family transcriptional regulator,9.0,8.0,9.01,8.01,1.0,1.124843945,,unresolved
AMHOT1A3_single_01137,major facilitator superfamily MFS_1,9.0,5.0,9.01,5.01,1.0,1.798403194,,unresolved
AMHOT1A3_single_01138,major facilitator superfamily MFS_1,9.0,2.0,9.01,2.01,1.0,4.482587065,,unresolved
AMHOT1A3_single_01139,monooxygenase,9.0,4.0,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_01140,oxidoreductase,9.0,8.0,9.01,8.01,1.0,1.124843945,,unresolved
AMHOT1A3_single_01141,zinc-containing alcohol dehydrogenase,9.0,2.0,9.01,2.01,1.0,4.482587065,,unresolved
AMHOT1A3_single_01142,"1,4-alpha-glucan branching protein",9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01143,efflux pump protein,9.0,3.0,9.01,3.01,1.0,2.993355482,,unresolved
AMHOT1A3_single_01144,transcriptional regulator,9.0,10.0,9.01,10.01,1.0,0.9000999,,unresolved
AMHOT1A3_single_01145,two-component response-regulatory protein YehT,9.0,9.0,9.01,9.01,1.0,1.0,,unresolved
AMHOT1A3_single_01146,autolysin sensor kinase,9.0,0.0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01147,carbon starvation protein A,9.0,2.0,9.01,2.01,1.0,4.482587065,,unresolved
AMHOT1A3_single_01152,pentapeptide repeat-containing protein,9.0,9.0,9.01,9.01,1.0,1.0,,unresolved
AMHOT1A3_single_01153,Quinoprotein ethanol dehydrogenase precursor (QEDH),9.0,11.0,9.01,11.01,1.0,0.818346957,,unresolved
AMHOT1A3_single_01169,hypothetical protein,8.0,16.0,8.01,16.01,0.006276865,0.500312305,,unresolved
AMHOT1A3_single_01173,hypothetical protein,8.0,13.0,8.01,13.01,0.051176069,0.615680246,,unresolved
AMHOT1A3_single_01176,metallopeptidase,8.0,13.0,8.01,13.01,0.088694255,0.615680246,,unresolved
AMHOT1A3_single_01183,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,8.0,12.0,8.01,12.01,0.235949142,0.666944213,,unresolved
AMHOT1A3_single_01185,major facilitator superfamily protein,8.0,12.0,8.01,12.01,0.382703947,0.666944213,,unresolved
AMHOT1A3_single_01206,Endonuclease III/Nth,8.0,5.0,8.01,5.01,1.0,1.598802395,,unresolved
AMHOT1A3_single_01207,electron transport complex RsxE subunit,8.0,8.0,8.01,8.01,1.0,1.0,,unresolved
AMHOT1A3_single_01223,transmembrane protein,8.0,1.0,8.01,1.01,1.0,7.930693069,,unresolved
AMHOT1A3_single_01231,response regulator receiver modulated diguanylate cyclase,8.0,5.0,8.01,5.01,1.0,1.598802395,,unresolved
AMHOT1A3_single_01235,batD protein,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01236,TPR domain-containing protein,8.0,7.0,8.01,7.01,1.0,1.142653352,,unresolved
AMHOT1A3_single_01239,hypothetical protein,8.0,5.0,8.01,5.01,1.0,1.598802395,,unresolved
AMHOT1A3_single_01240,ATPase family protein,8.0,7.0,8.01,7.01,1.0,1.142653352,,unresolved
AMHOT1A3_single_01243,hypothetical protein,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01258,RND family efflux transporter,8.0,0.0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01287,GAF sensor protein,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01288,hypothetical protein,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01289,aspartyl-tRNA ligase,8.0,0.0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01305,integrase,8.0,1.0,8.01,1.01,1.0,7.930693069,,unresolved
AMHOT1A3_single_01313,phosphate-selective porin,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01314,multi-sensor hybrid histidine kinase,8.0,2.0,8.01,2.01,1.0,3.985074627,,unresolved
AMHOT1A3_single_01317,cytochrome b561,8.0,0.0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01323,transporter,8.0,4.0,8.01,4.01,1.0,1.997506234,,unresolved
AMHOT1A3_single_01327,N-acetyltransferase,8.0,1.0,8.01,1.01,1.0,7.930693069,,unresolved
AMHOT1A3_single_01330,diguanylate cyclase,8.0,0.0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01343,biotin synthase,8.0,0.0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01349,hemin transport system permease transmembrane protein,8.0,5.0,8.01,5.01,1.0,1.598802395,,unresolved
AMHOT1A3_single_01353,response regulator,8.0,1.0,8.01,1.01,1.0,7.930693069,,unresolved
AMHOT1A3_single_01354,TrkA domain-containing protein,8.0,1.0,8.01,1.01,1.0,7.930693069,,unresolved
AMHOT1A3_single_01355,potassium uptake protein integral membrane component KtrB,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01356,hypothetical protein,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01358,ABC transporter ATP-binding protein,8.0,1.0,8.01,1.01,1.0,7.930693069,,unresolved
AMHOT1A3_single_01375,NifR3/Smm1 family protein,8.0,2.0,8.01,2.01,1.0,3.985074627,,unresolved
AMHOT1A3_single_01383,membrane protein,8.0,3.0,8.01,3.01,1.0,2.661129568,,unresolved
AMHOT1A3_single_01391,bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,8.0,9.0,8.01,9.01,1.0,0.889012209,,unresolved
AMHOT1A3_single_01412,3-hydroxybutyrate dehydrogenase,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01414,homoserine O-acetyltransferase,8.0,2.0,8.01,2.01,1.0,3.985074627,,unresolved
AMHOT1A3_single_01420,molecular chaperone DnaK,8.0,2.0,8.01,2.01,1.0,3.985074627,,unresolved
AMHOT1A3_single_01423,hypothetical protein,8.0,0.0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01433,hypothetical protein,8.0,4.0,8.01,4.01,1.0,1.997506234,,unresolved
AMHOT1A3_single_01440,apolipoprotein N-acyltransferase,8.0,7.0,8.01,7.01,1.0,1.142653352,,unresolved
AMHOT1A3_single_01446,hypothetical protein,8.0,8.0,8.01,8.01,1.0,1.0,,unresolved
AMHOT1A3_single_01455,Asp/Glu/hydantoin racemase,8.0,5.0,8.01,5.01,1.0,1.598802395,,unresolved
AMHOT1A3_single_01457,3-oxoacyl-(acyl-carrier-protein) reductase,8.0,2.0,8.01,2.01,1.0,3.985074627,,unresolved
AMHOT1A3_single_01470,zinc-containing alcohol dehydrogenase family protein,8.0,9.0,8.01,9.01,1.0,0.889012209,,unresolved
AMHOT1A3_single_01476,shikimate/quinate 5-dehydrogenase,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01478,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,8.0,6.0,8.01,6.01,1.0,1.332778702,,unresolved
AMHOT1A3_single_01482,hypothetical protein,8.0,11.0,8.01,11.01,1.0,0.727520436,,unresolved
AMHOT1A3_single_01483,DNA-binding transcriptional activator GcvA,8.0,2.0,8.01,2.01,1.0,3.985074627,,unresolved
AMHOT1A3_single_01484,alpha/beta-hydrolase fold hydrolase,8.0,9.0,8.01,9.01,1.0,0.889012209,,unresolved
AMHOT1A3_single_01505,succinyl-diaminopimelate desuccinylase,7.0,12.0,7.01,12.01,0.023005873,0.583680266,,unresolved
AMHOT1A3_single_01516,hypothetical protein,7.0,13.0,7.01,13.01,0.025033357,0.538816295,,unresolved
AMHOT1A3_single_01518,hypothetical protein,7.0,12.0,7.01,12.01,0.091244016,0.583680266,,unresolved
AMHOT1A3_single_01519,hypothetical protein,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01520,hypothetical protein,7.0,8.0,7.01,8.01,1.0,0.875156055,,unresolved
AMHOT1A3_single_01521,hypothetical protein,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01522,hypothetical protein,7.0,7.0,7.01,7.01,1.0,1.0,,unresolved
AMHOT1A3_single_01523,transposase,7.0,8.0,7.01,8.01,1.0,0.875156055,,unresolved
AMHOT1A3_single_01524,hypothetical protein,7.0,1.0,7.01,1.01,1.0,6.940594059,,unresolved
AMHOT1A3_single_01525,hypothetical protein,7.0,6.0,7.01,6.01,1.0,1.166389351,,unresolved
AMHOT1A3_single_01526,hypothetical protein,7.0,2.0,7.01,2.01,1.0,3.487562189,,unresolved
AMHOT1A3_single_01527,UvrD/REP helicase,7.0,10.0,7.01,10.01,1.0,0.7002997,,unresolved
AMHOT1A3_single_01528,transposase,7.0,9.0,7.01,9.01,1.0,0.778024417,,unresolved
AMHOT1A3_single_01531,type I restriction-modification system methyltransferase subunit,7.0,3.0,7.01,3.01,1.0,2.328903654,,unresolved
AMHOT1A3_single_01534,hypothetical protein,7.0,7.0,7.01,7.01,1.0,1.0,,unresolved
AMHOT1A3_single_01537,hypothetical protein,7.0,4.0,7.01,4.01,1.0,1.748129676,,unresolved
AMHOT1A3_single_01538,DNA helicase,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01543,Protein kinase domain protein,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01545,hypothetical protein,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01547,hypothetical protein,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01549,phage integrase family protein,7.0,10.0,7.01,10.01,1.0,0.7002997,,unresolved
AMHOT1A3_single_01556,hypothetical protein,7.0,3.0,7.01,3.01,1.0,2.328903654,,unresolved
AMHOT1A3_single_01559,glutathione-regulated potassium-efflux system protein KefC,7.0,0.0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01561,Lipid A 3-O-deacylase (PagL),7.0,1.0,7.01,1.01,1.0,6.940594059,,unresolved
AMHOT1A3_single_01566,Putative monooxygenase YcnE,7.0,4.0,7.01,4.01,1.0,1.748129676,,unresolved
AMHOT1A3_single_01569,guanine deaminase,7.0,6.0,7.01,6.01,1.0,1.166389351,,unresolved
AMHOT1A3_single_01576,chitin deacetylase,7.0,6.0,7.01,6.01,1.0,1.166389351,,unresolved
AMHOT1A3_single_01581,response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),7.0,6.0,7.01,6.01,1.0,1.166389351,,unresolved
AMHOT1A3_single_01584,purine nucleoside permease,7.0,6.0,7.01,6.01,1.0,1.166389351,,unresolved
AMHOT1A3_single_01585,TonB-dependent receptor,7.0,1.0,7.01,1.01,1.0,6.940594059,,unresolved
AMHOT1A3_single_01586,xanthine/uracil permease family protein,7.0,5.0,7.01,5.01,1.0,1.399201597,,unresolved
AMHOT1A3_single_01587,adenosine deaminase,7.0,4.0,7.01,4.01,1.0,1.748129676,,unresolved
AMHOT1A3_single_01601,hypothetical protein,7.0,10.0,7.01,10.01,1.0,0.7002997,,unresolved
AMHOT1A3_single_01619,O-Antigen ligase,7.0,2.0,7.01,2.01,1.0,3.487562189,,unresolved
AMHOT1A3_single_01620,glycosyltransferase,7.0,4.0,7.01,4.01,1.0,1.748129676,,unresolved
AMHOT1A3_single_01623,polysaccharide transport protein,7.0,7.0,7.01,7.01,1.0,1.0,,unresolved
