Synonym,Product,Expression 9313 t=20 + 0.01,Expression t=20 9313+1A3 + 0.01,q Value,log 2 fold change coculture/axenic,
PMT1529,hypothetical protein,6.01,2.01,1,-1.58016949,
PMT0930,hypothetical protein,9.01,3.01,1,-1.581763619,
PMT2243,N-acetyltransferase GCN5,12.01,4.01,1,-1.582562009,
PMT2075,hypothetical protein,15.01,5.01,1,-1.583041468,
PMT0204,cobalt ABC transporter permease,39.01,13.01,0.603881481,-1.584223036,
PMT1202,carboxysome shell protein CsoS3,39.01,13.01,0.439164068,-1.584223036,
PMT0896,amino acid ABC transporter,37.01,12.01,0.620722793,-1.623678985,
PMT1146,peptide ABC transporter,31.01,10.01,1,-1.631291552,
PMT2200,4Fe-4S ferredoxin,19.01,6.01,1,-1.661321636,
PMT2156,PA-phosphatase-like phosphoesterase,35.01,11.01,1,-1.668952593,
PMT0548,short-chain dehydrogenase/reductase,16.01,5.01,1,-1.676090799,
PMT1294,exodeoxyribonuclease III,45.01,14.01,0.46465563,-1.683788609,
PMT0196,tRNA-(MS[2]IO[6]A)-hydroxylase,29.01,9.01,1,-1.686951284,
PMT2030,hypothetical protein,29.01,9.01,1,-1.686951284,
PMT0574,hypothetical protein,62.01,19.01,0.636327214,-1.705742357,
PMT1936,DNA polymerase family B protein,98.01,30.01,0.621245818,-1.707485637,
PMT2188,multidrug efflux membrane protein,10.01,3.01,1,-1.733606582,
PMT1300,hypothetical protein,20.01,6.01,1,-1.735284271,
PMT0778,uracil-DNA glycosylase,30.01,9.01,1,-1.735844308,
PMT1025,MAPEG family protein,44.01,13.01,0.701043732,-1.75821041,
PMT2081,hypothetical protein,44.01,13.01,0.764446849,-1.75821041,
PMT1675,hypothetical protein,24.01,7.01,1,-1.776149054,
PMT2230,urease accessory protein UreG,24.01,7.01,1,-1.776149054,
PMT2109,pseudouridylate synthase specific to ribosomal large subunit,7.01,2.01,1,-1.802218943,
PMT1764,hypothetical protein,21.01,6.01,1,-1.805639266,
PMT1201,carboxysome peptide A,42.01,12.01,0.860596812,-1.806496635,
PMT1422,tRNA pseudouridine synthase B,50.01,14.01,0.324961143,-1.835759649,
PMT0730,hypothetical protein,75.01,21.01,0.630494981,-1.83600678,
PMT1286,glycosyl hydrolase family protein,18.01,5.01,1,-1.845915673,
PMT0910,pfkB family carbohydrate kinase,11.01,3.01,1,-1.870979077,
PMT1685,heme oxygenase,22.01,6.01,1,-1.872722249,
PMT1465,hypothetical protein,15.01,4.01,1,-1.904249835,
PMT1843,"aconitate hydratase, C-terminal",30.01,8.01,1,-1.905569171,
PMT1279,carboxypeptidase Taq (M32) metallopeptidase,19.01,5.01,1,-1.923876023,
PMT2186,hypothetical protein,42.01,11.01,0.403724358,-1.931918317,
PMT0689,hypothetical protein,27.01,7.01,1,-1.94600729,
PMT0010,transcription antitermination protein NusB,35.01,9.01,0.399192422,-1.958168051,
PMT0938,TPR repeat-containing protein,4.01,1.01,1,-1.989246944,
PMT0999,major facilitator superfamily multidrug-efflux transporter,4.01,1.01,1,-1.989246944,
PMT0412,chalcone synthase (CHS),8.01,2.01,1,-1.994606741,
PMT0549,50S ribosomal protein L11,8.01,2.01,1,-1.994606741,
PMT0731,hypothetical protein,16.01,4.01,1,-1.997299166,
PMT2201,ABC transporter,16.01,4.01,1,-1.997299166,
PMT0710,phosphoribosylglycinamide formyltransferase,20.01,5.01,1,-1.997838659,
PMT1013,phytochelatin synthase,20.01,5.01,1,-1.997838659,
PMT1033,Ets-domain-containing protein,28.01,7.01,1,-1.998455634,
PMT1039,"lactate/malate dehydrogenase, alpha/beta",32.01,8.01,1,-1.998648529,
PMT1312,UDP-N-acetylglucosamine 2-epimerase,29.01,7.01,1,-2.049063946,
PMT1026,NUDIX hydrolase,21.01,5.01,1,-2.068193653,
PMT1264,precorrin-6x reductase CbiJ/CobK,17.01,4.01,1,-2.084708999,
PMT1293,hypothetical protein,30.01,7.01,1,-2.09795697,
PMT0202,hypothetical protein,61.01,14.01,0.209167229,-2.122588775,
PMT0035,Squash family serine protease inhibitor,22.01,5.01,1,-2.135276637,
PMT0913,hypothetical protein,18.01,4.01,1,-2.167124039,
PMT0919,hypothetical protein,18.01,4.01,1,-2.167124039,
PMT0799,hypothetical protein,36.01,8.01,0.347847867,-2.168523452,
PMT2113,hypothetical protein,14.01,3.01,1,-2.218621564,
PMT0807,hypothetical protein,24.01,5.01,1,-2.260752895,
PMT1999,hypothetical protein,34.01,7.01,1,-2.278472657,
PMT0292,hypothetical protein,5.01,1.01,1,-2.31045531,
PMT0206,hypothetical protein,15.01,3.01,1,-2.318088585,
PMT0982,hypothetical protein,15.01,3.01,1,-2.318088585,
PMT2155,MARCKS family protein,20.01,4.01,1,-2.319047025,
PMT1281,hypothetical protein,25.01,5.01,1,-2.319622549,
PMT1873,major facilitator transporter,16.01,3.01,1,-2.411137916,
PMT0803,hypothetical protein,6.01,1.01,1,-2.573009698,
PMT2041,dockerin repeat-containing protein,12.01,2.01,1,-2.578968745,
PMT1291,hypothetical protein,25.01,4.01,1,-2.640830916,
PMT0410,hypothetical protein,7.01,1.01,1,-2.795059151,
PMT0358,circadian phase modifier CpmA-like protein,14.01,2.01,1,-2.801189549,
PMT0156,Holliday junction DNA helicase RuvB,21.01,3.01,1,-2.80324077,
PMT0663,hypothetical protein,21.01,3.01,1,-2.80324077,
PMT1002,hypothetical protein,21.01,3.01,1,-2.80324077,
PMT1674,hypothetical protein,28.01,4.01,1,-2.804267842,
PMT0199,hypothetical protein,15.01,2.01,1,-2.90065657,
PMT1623,hypothetical protein,16.01,2.01,1,-2.993705901,
PMT0476,hypothetical protein,9.01,1.01,1,-3.157171813,
PMT0857,hypothetical protein,18.01,2.01,1,-3.163530775,
PMT0484,hypothetical protein,19.01,2.01,1,-3.241491125,
PMT1113,Hepatitis C virus core protein,31.01,3.01,1,-3.364898134,
PMT0450,6-pyruvoyl-tetrahydropterin synthase,34.01,2.01,1,-4.0806916,
PMT0297,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0451,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0452,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0833,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0881,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0888,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0960,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0996,"two component sensor histidine kinase fragment, likely pseudogene",1.01,0.01,1,-6.658211483,
PMT0997,"two component sensor histidine kinase fragment, pseudogene",1.01,0.01,1,-6.658211483,
PMT1030,glucose-6-phosphate dehydrogenase,1.01,0.01,1,-6.658211483,
PMT1140,protein kinase domain-containing protein,1.01,0.01,1,-6.658211483,
PMT1562,carbamoylphosphate synthase small subunit,1.01,0.01,1,-6.658211483,
PMT1579,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT1876,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT2052,hypothetical protein,1.01,0.01,1,-6.658211483,
PMT0084,glucose-1-phosphate thymidylyltransferase,2.01,0.01,1,-7.651051691,
PMT0116,glycosyltransferase,2.01,0.01,1,-7.651051691,
PMT0153,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT0291,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT0298,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT0299,cation-dependent mannose-6-phosphate,2.01,0.01,1,-7.651051691,
PMT0369,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT0491,acylamino-acid-releasing enzyme,2.01,0.01,1,-7.651051691,
PMT0826,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT0887,SAP domain-containing protein,2.01,0.01,1,-7.651051691,
PMT0984,"neurohypophysial hormones, C-terminal",2.01,0.01,1,-7.651051691,
PMT1388,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT1656,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT2071,hypothetical protein,2.01,0.01,1,-7.651051691,
PMT2112,alanine racemase,2.01,0.01,1,-7.651051691,
PMT0382,Signal peptidase I,3.01,0.01,1,-8.233619677,
PMT0390,coproporphyrinogen III oxidase,3.01,0.01,1,-8.233619677,
PMT0889,hypothetical protein,3.01,0.01,1,-8.233619677,
PMT0931,"SecA protein, amino terminal region",3.01,0.01,1,-8.233619677,
PMT0988,hypothetical protein,3.01,0.01,1,-8.233619677,
PMT1437,AEC family transporter,3.01,0.01,1,-8.233619677,
PMT1597,hypothetical protein,3.01,0.01,1,-8.233619677,
PMT1699,site-specific recombinase,3.01,0.01,1,-8.233619677,
PMT2057,O-succinylbenzoic acid--CoA ligase,3.01,0.01,1,-8.233619677,
PMT0072,FAD binding domain-containing protein,4.01,0.01,1,-8.647458426,
PMT0075,precorrin-8X methylmutase CobH,4.01,0.01,1,-8.647458426,
PMT0279,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT0302,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT0337,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT0563,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT0839,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT0945,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT2022,leishmanolysin,4.01,0.01,1,-8.647458426,
PMT2078,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT2133,hypothetical protein,4.01,0.01,1,-8.647458426,
PMT0640,hypothetical protein,5.01,0.01,1,-8.968666793,
PMT0932,hypothetical protein,5.01,0.01,1,-8.968666793,
PMT0958,flagella basal body rod protein,6.01,0.01,1,-9.231221181,
PMT0961,flagella basal body rod protein,6.01,0.01,1,-9.231221181,
PMT1181,Maf-like protein,6.01,0.01,1,-9.231221181,
PMT0622,methyl-coenzyme M reductase alpha sub,7.01,0.01,1,-9.453270634,
PMT0883,hypothetical protein,7.01,0.01,1,-9.453270634,
PMT0936,hypothetical protein,7.01,0.01,1,-9.453270634,
PMT1870,nuclease (RecB family),7.01,0.01,1,-9.453270634,
PMT0171,penicillin amidase,9.01,0.01,1,-9.815383296,
PMT0637,hypothetical protein,9.01,0.01,1,-9.815383296,
PMT0690,hypothetical protein,9.01,0.01,1,-9.815383296,
PMT0935,GRAM domain-containing protein,9.01,0.01,1,-9.815383296,
PMT1950,hypothetical protein,9.01,0.01,1,-9.815383296,
PMT0599,cytidine/deoxycytidylate deaminase,10.01,0.01,1,-9.967226259,
PMT0841,hypothetical protein,10.01,0.01,1,-9.967226259,
PMT1492,hypothetical protein,10.01,0.01,1,-9.967226259,
PMT2079,hypothetical protein,10.01,0.01,1,-9.967226259,
PMT0353,sodium dependent transporter,11.01,0.01,1,-10.10459875,
PMT0786,16S ribosomal RNA methyltransferase RsmE,11.01,0.01,1,-10.10459875,
PMT0596,carbamoyl-phosphate synthase L chain,12.01,0.01,1,-10.23002044,
PMT0306,hypothetical protein,13.01,0.01,1,-10.34540525,
PMT0477,hypothetical protein,13.01,0.01,1,-10.34540525,
PMT2238,DNA mismatch repair protein MutS family protein,16.01,0.01,1,-10.64475759,
PMT0490,acylamino-acid-releasing protein,17.01,0.01,1,-10.73216743,
PMT1027,Signal peptidase I,20.01,0.01,1,-10.96650545,
PMT0383,carbohydrate phosphorylase,22.01,0.01,1,-11.10394343,
PMT0562,hypothetical protein,23.01,0.01,1,-11.16804527,
PMT0615,hypothetical protein,23.01,0.01,1,-11.16804527,
PMT1443,50S ribosomal protein L36,23.01,0.01,1,-11.16804527,
PMT0166,hypothetical protein,25.01,0.01,1,-11.28828934,
