gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,gene_synonym,locus_tag,ec_numbers
DEH24_05315,,DEH24_05315,Protein Homology,4822,6435,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007637494.1,GMC family oxidoreductase,HBY38811.1,,DEH24_05315,
DEH24_05320,,DEH24_05320,Protein Homology,6681,8651,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979929.1,adenylate cyclase,HBY38812.1,,DEH24_05320,
DEH24_05325,,DEH24_05325,GeneMarkS+,8837,9574,+,,,COORDINATES: ab initio prediction:GeneMarkS+,DUF1439 domain-containing protein,HBY38813.1,,DEH24_05325,
DEH24_05330,,DEH24_05330,GeneMarkS+,9748,10293,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38814.1,,DEH24_05330,
DEH24_05335,,DEH24_05335,GeneMarkS+,10363,10968,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38815.1,,DEH24_05335,
DEH24_05340,,DEH24_05340,GeneMarkS+,10972,11688,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38816.1,,DEH24_05340,
DEH24_05345,,DEH24_05345,Protein Homology,11750,13864,-,,,COORDINATES: protein motif:HMM:PF13582.4,hypothetical protein,HBY38817.1,,DEH24_05345,
DEH24_05350,,DEH24_05350,Protein Homology,14325,15149,-,,,COORDINATES: protein motif:HMM:PF08241.10,rRNA (guanine-N1)-methyltransferase,HBY38818.1,,DEH24_05350,
DEH24_05355,,DEH24_05355,Protein Homology,15194,16636,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979707.1,hypothetical protein,HBY38819.1,,DEH24_05355,
DEH24_05360,,DEH24_05360,Protein Homology,16642,17094,-,,,COORDINATES: protein motif:HMM:PF13972.4,TetR family transcriptional regulator,HBY38820.1,,DEH24_05360,
DEH24_19340,,DEH24_19340,Protein Homology,427,1578,-,,,COORDINATES: protein motif:HMM:TIGR00254,GGDEF domain-containing protein,HBY41593.1,,DEH24_19340,
DEH24_19345,,DEH24_19345,Protein Homology,1728,2624,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008305612.1,fructose bisphosphate aldolase,HBY41594.1,,DEH24_19345,
pgk,pgk,DEH24_19350,Protein Homology,2778,3953,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785319.1,phosphoglycerate kinase,HBY41595.1,,DEH24_19350,
DEH24_19355,,DEH24_19355,Protein Homology,3998,5014,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845481.1,erythrose-4-phosphate dehydrogenase,HBY41596.1,,DEH24_19355,
tkt,tkt,DEH24_19360,Protein Homology,5045,7036,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517371.1,transketolase,HBY41597.1,,DEH24_19360,
DEH24_19365,,DEH24_19365,Protein Homology,7329,8477,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997423.1,methionine adenosyltransferase,HBY41598.1,,DEH24_19365,
DEH24_19370,,DEH24_19370,GeneMarkS+,8584,9084,-,,,COORDINATES: ab initio prediction:GeneMarkS+,adenylate cyclase,HBY41599.1,,DEH24_19370,
DEH24_19375,,DEH24_19375,GeneMarkS+,9443,9943,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41600.1,,DEH24_19375,
DEH24_19380,,DEH24_19380,Protein Homology,9963,10664,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008938094.1,aspartate/glutamate racemase,HBY41601.1,,DEH24_19380,
DEH24_19385,,DEH24_19385,Protein Homology,10689,11210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978429.1,hypothetical protein,HBY41602.1,,DEH24_19385,
DEH24_19390,,DEH24_19390,Protein Homology,11580,12743,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982717.1,ABC transporter substrate-binding protein,HBY41603.1,,DEH24_19390,
DEH24_19395,,DEH24_19395,Protein Homology,12743,15604,+,,,COORDINATES: protein motif:HMM:PF00072.22%2CHMM:PF00512.23%2CHMM:PF13426.5,hybrid sensor histidine kinase/response regulator,HBY41604.1,,DEH24_19395,
DEH24_19400,,DEH24_19400,Protein Homology,15720,16448,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011413622.1,hypothetical protein,HBY41605.1,,DEH24_19400,
DEH24_19405,,DEH24_19405,Protein Homology,16491,17216,-,,,COORDINATES: protein motif:HMM:PF00015.19,hypothetical protein,HBY41606.1,,DEH24_19405,
DEH24_10805,,DEH24_10805,Protein Homology,1,327,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068349.1,protease modulator HflK,HBY39899.1,,DEH24_10805,
hflK,hflK,DEH24_10810,Protein Homology,631,1438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068349.1,FtsH protease activity modulator HflK,HBY39900.1,,DEH24_10810,
DEH24_10815,,DEH24_10815,Protein Homology,1445,2335,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008037107.1,protease modulator HflC,HBY39901.1,,DEH24_10815,
DEH24_10820,,DEH24_10820,Protein Homology,2609,4204,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951088.1,aminobenzoyl-glutamate transporter,HBY39902.1,,DEH24_10820,
DEH24_10825,,DEH24_10825,Protein Homology,4272,5351,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007619494.1,ferrochelatase,HBY39903.1,,DEH24_10825,
DEH24_10830,,DEH24_10830,Protein Homology,5348,5767,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008843443.1,DUF4112 domain-containing protein,HBY39904.1,,DEH24_10830,
DEH24_10835,,DEH24_10835,Protein Homology,5773,7224,-,,,COORDINATES: protein motif:HMM:TIGR00254,hypothetical protein,HBY39905.1,,DEH24_10835,
DEH24_10840,,DEH24_10840,Protein Homology,7497,8267,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951081.1,bifunctional 3-demethylubiquinol 3-O-methyltransferase/2-polyprenyl-6-hydroxyphenol methylase,HBY39906.1,,DEH24_10840,
DEH24_10845,,DEH24_10845,Protein Homology,8305,8919,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007104180.1,glutathione S-transferase,HBY39907.1,,DEH24_10845,
DEH24_10850,,DEH24_10850,Protein Homology,9317,10078,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786362.1,lipase,HBY39908.1,,DEH24_10850,
DEH24_09445,,DEH24_09445,Protein Homology,1,1128,+,,,COORDINATES: protein motif:HMM:PF13687.4,hypothetical protein,HBY39631.1,,DEH24_09445,
DEH24_09450,,DEH24_09450,Protein Homology,1386,3605,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066071.1,general secretion pathway protein GspE,HBY39632.1,,DEH24_09450,
DEH24_09455,,DEH24_09455,Protein Homology,3759,5276,+,,,COORDINATES: protein motif:HMM:PF07695.9,diguanylate cyclase,HBY39633.1,,DEH24_09455,
DEH24_09460,,DEH24_09460,Protein Homology,5266,5967,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013463799.1,sugar-binding protein,HBY39634.1,,DEH24_09460,
DEH24_09465,,DEH24_09465,Protein Homology,6095,6433,-,indirectly regulates nitrogen metabolism%3B at high nitrogen levels P-II prevents the phosphorylation of NR-I%2C the transcriptional activator of the glutamine synthetase gene (glnA)%3B at low nitrogen levels P-II is uridylylated to form PII-UMP and interacts with an adenylyltransferase (GlnE) that activates GlnA,,COORDINATES: similar to AA sequence:RefSeq:NP_881307.1,P-II family nitrogen regulator,HBY39635.1,,DEH24_09465,
DEH24_09470,,DEH24_09470,GeneMarkS+,6590,6973,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39636.1,,DEH24_09470,
DEH24_09475,,DEH24_09475,Protein Homology,7087,7806,+,,,COORDINATES: protein motif:HMM:PF00497.18,hypothetical protein,HBY39637.1,,DEH24_09475,
DEH24_09480,,DEH24_09480,Protein Homology,7828,10899,-,,,COORDINATES: protein motif:HMM:PF02518.24%2CHMM:PF07495.11%2CHMM:PF12833.5,hypothetical protein,HBY39638.1,,DEH24_09480,
DEH24_01450,,DEH24_01450,Protein Homology,1,808,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982429.1,chemotaxis protein,HBY38048.1,,DEH24_01450,
DEH24_01455,,DEH24_01455,Protein Homology,924,1211,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951121.1,hypothetical protein,HBY38049.1,,DEH24_01455,
DEH24_01460,,DEH24_01460,Protein Homology,1307,1723,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982433.1,peptidase,HBY38050.1,,DEH24_01460,
DEH24_01465,,DEH24_01465,Protein Homology,1711,2967,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008111482.1,DNA polymerase V subunit UmuC,HBY38051.1,,DEH24_01465,
DEH24_01470,,DEH24_01470,GeneMarkS+,3005,3436,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38052.1,,DEH24_01470,
DEH24_01480,,DEH24_01480,GeneMarkS+,4217,5014,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38053.1,,DEH24_01480,
DEH24_01485,,DEH24_01485,Protein Homology,5269,5586,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012275481.1,XRE family transcriptional regulator,HBY38054.1,,DEH24_01485,
DEH24_01490,,DEH24_01490,GeneMarkS+,5597,5986,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38055.1,,DEH24_01490,
DEH24_01495,,DEH24_01495,GeneMarkS+,6513,7322,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38056.1,,DEH24_01495,
DEH24_20130,,DEH24_20130,Protein Homology,1,168,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233292.1,cytochrome c4,HBY41750.1,,DEH24_20130,
DEH24_20135,,DEH24_20135,Protein Homology,363,1010,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011768637.1,YihA family ribosome biogenesis GTP-binding protein,HBY41751.1,,DEH24_20135,
DEH24_20140,,DEH24_20140,Protein Homology,1000,1923,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006954103.1,EamA family transporter,HBY41752.1,,DEH24_20140,
DEH24_20145,,DEH24_20145,Protein Homology,2048,4030,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013463873.1,DNA polymerase I,HBY41753.1,,DEH24_20145,
DEH24_16585,,DEH24_16585,Protein Homology,528,3335,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019814880.1,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,HBY41045.1,,DEH24_16585,
DEH24_16590,,DEH24_16590,Protein Homology,3568,4119,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950347.1,recombinase RecQ,HBY41046.1,,DEH24_16590,
DEH24_07685,,DEH24_07685,Protein Homology,539,862,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785228.1,cytochrome c-type biogenesis protein CcmH,HBY39280.1,,DEH24_07685,
DEH24_07690,,DEH24_07690,Protein Homology,1249,1779,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013753132.1,thiol:disulfide interchange protein,HBY39281.1,,DEH24_07690,
DEH24_07695,,DEH24_07695,Protein Homology,1776,3770,-,cytochrome c-type biogenesis protein%3B required for the transfer of heme to apocytochrome c,,COORDINATES: similar to AA sequence:RefSeq:WP_018983528.1,heme lyase NrfEFG subunit NrfE,HBY39282.1,,DEH24_07695,
DEH24_07700,,DEH24_07700,Protein Homology,3770,4237,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006013290.1,cytochrome c maturation protein CcmE,HBY39283.1,,DEH24_07700,
ccmD,ccmD,DEH24_07705,Protein Homology,4234,4458,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066377.1,heme exporter protein CcmD,HBY39284.1,,DEH24_07705,
DEH24_07710,,DEH24_07710,Protein Homology,4448,5206,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983531.1,heme ABC transporter permease,HBY39285.1,,DEH24_07710,
ccmB,ccmB,DEH24_07715,Protein Homology,5206,5874,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007634865.1,heme exporter protein CcmB,HBY39286.1,,DEH24_07715,
DEH24_07720,,DEH24_07720,Protein Homology,5871,6500,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007634862.1,cytochrome c biogenesis heme-transporting ATPase CcmA,HBY39287.1,,DEH24_07720,
DEH24_07725,,DEH24_07725,Protein Homology,6725,9001,+,,,COORDINATES: protein motif:HMM:PF02120.14,hypothetical protein,HBY39288.1,,DEH24_07725,
DEH24_07730,,DEH24_07730,Protein Homology,8998,9309,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948509.1,flagellar biosynthesis protein FlhB,HBY39289.1,,DEH24_07730,
recA,recA,DEH24_07735,Protein Homology,9461,10492,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983536.1,recombinase RecA,HBY39290.1,,DEH24_07735,
DEH24_07740,,DEH24_07740,Protein Homology,10631,11164,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983537.1,damage-inducible protein CinA,HBY39291.1,,DEH24_07740,
mutS,mutS,DEH24_07745,Protein Homology,11255,13609,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978517.1,DNA mismatch repair protein MutS,HBY39292.1,,DEH24_07745,
DEH24_19460,,DEH24_19460,Protein Homology,1,590,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519860.1,diguanylate phosphodiesterase,HBY41617.1,,DEH24_19460,
rpoH,rpoH,DEH24_19465,Protein Homology,1249,2064,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950987.1,RNA polymerase sigma factor RpoH,HBY41618.1,,DEH24_19465,
DEH24_19470,,DEH24_19470,Protein Homology,2131,3036,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107569.1,GNAT family N-acetyltransferase,HBY41619.1,,DEH24_19470,
dtd,dtd,DEH24_19475,Protein Homology,3130,3567,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011867337.1,D-tyrosyl-tRNA(Tyr) deacylase,HBY41620.1,,DEH24_19475,
pip,pip,DEH24_19480,Protein Homology,3564,4463,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786283.1,prolyl aminopeptidase,HBY41621.1,,DEH24_19480,
DEH24_19485,,DEH24_19485,Protein Homology,4616,4849,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012071377.1,hypothetical protein,HBY41622.1,,DEH24_19485,
DEH24_19490,,DEH24_19490,Protein Homology,4866,5513,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007622596.1,DUF2959 domain-containing protein,HBY41623.1,,DEH24_19490,
DEH24_19495,,DEH24_19495,Protein Homology,5581,6468,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107575.1,virulence factor BrkB family protein,HBY41624.1,,DEH24_19495,
metF,metF,DEH24_19500,Protein Homology,6547,6750,-,MTHFR%3B catalyzes NADH-linked reduction of 5%2C10-methylenetetrahydrofolate to 5-methyltetrahydrofolate using FAD as a cofactor,,COORDINATES: similar to AA sequence:RefSeq:WP_008846471.1,5%2C10-methylenetetrahydrofolate reductase,HBY41625.1,,DEH24_19500,1.5.1.20
DEH24_02520,,DEH24_02520,Protein Homology,2,1030,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982389.1,oxidoreductase,HBY38260.1,,DEH24_02520,
DEH24_02525,,DEH24_02525,Protein Homology,1049,1591,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008842563.1,hypothetical protein,HBY38261.1,,DEH24_02525,
DEH24_02530,,DEH24_02530,Protein Homology,1656,2438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982390.1,XRE family transcriptional regulator,HBY38262.1,,DEH24_02530,
glmS,glmS,DEH24_02535,Protein Homology,2441,4273,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011576588.1,glutamine--fructose-6-phosphate transaminase (isomerizing),HBY38263.1,,DEH24_02535,
DEH24_02540,,DEH24_02540,Protein Homology,4423,5352,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783519.1,transposase,HBY38264.1,,DEH24_02540,
DEH24_02545,,DEH24_02545,Protein Homology,5395,5565,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998789.1,hypothetical protein,HBY38265.1,,DEH24_02545,
asd,asd,DEH24_02550,Protein Homology,5724,6845,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784844.1,aspartate-semialdehyde dehydrogenase,HBY38266.1,,DEH24_02550,
DEH24_02555,,DEH24_02555,Protein Homology,7044,7826,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007104754.1,sad1-interacting factor 2,HBY38267.1,,DEH24_02555,
DEH24_02560,,DEH24_02560,Protein Homology,8394,9560,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020290325.1,hypothetical protein,HBY38268.1,,DEH24_02560,
DEH24_02565,,DEH24_02565,Protein Homology,9824,11296,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010117592.1,succinate-semialdehyde dehydrogenase (NADP(+)),HBY38269.1,,DEH24_02565,
DEH24_02570,,DEH24_02570,Protein Homology,11314,12393,-,,,COORDINATES: similar to AA sequence:RefSeq:YP_006969919.1,tartrate dehydrogenase,HBY38270.1,,DEH24_02570,
DEH24_02575,,DEH24_02575,Protein Homology,12399,13781,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984362.1,aspartate aminotransferase family protein,HBY38271.1,,DEH24_02575,
rpsA,rpsA,DEH24_08310,Protein Homology,1,459,-,in Escherichia coli this protein is involved in binding to the leader sequence of mRNAs and is itself bound to the 30S subunit%3B autoregulates expression via a C-terminal domain%3B in most gram negative organisms this protein is composed of 6 repeats of the S1 domain while in gram positive there are 4 repeats%3B the S1 nucleic acid-binding domain is found associated with other proteins,,COORDINATES: similar to AA sequence:RefSeq:WP_014949642.1,30S ribosomal protein S1,HBY39405.1,,DEH24_08310,
DEH24_08315,,DEH24_08315,Protein Homology,578,1249,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006991149.1,(d)CMP kinase,HBY39406.1,,DEH24_08315,
DEH24_08320,,DEH24_08320,Protein Homology,1467,1620,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012729579.1,3-phosphoshikimate 1-carboxyvinyltransferase,HBY39407.1,,DEH24_08320,
DEH24_08325,,DEH24_08325,Protein Homology,1937,2674,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007637262.1,3-phosphoshikimate 1-carboxyvinyltransferase,HBY39408.1,,DEH24_08325,
DEH24_07585,,DEH24_07585,Protein Homology,1,631,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008844245.1,RND transporter,HBY39260.1,,DEH24_07585,
DEH24_07590,,DEH24_07590,GeneMarkS+,659,1165,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39261.1,,DEH24_07590,
DEH24_07595,,DEH24_07595,Protein Homology,1323,1835,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010387559.1,DNA starvation/stationary phase protection protein Dps,HBY39262.1,,DEH24_07595,
DEH24_07600,,DEH24_07600,Protein Homology,2463,2840,+,,,COORDINATES: protein motif:HMM:PF03965.14,BlaI/MecI/CopY family transcriptional regulator,HBY39263.1,,DEH24_07600,
DEH24_07605,,DEH24_07605,Protein Homology,2827,4011,+,,,COORDINATES: protein motif:HMM:PF05569.9,hypothetical protein,HBY39264.1,,DEH24_07605,
DEH24_07610,,DEH24_07610,Protein Homology,4344,4745,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012970328.1,GFA family protein,HBY39265.1,,DEH24_07610,
DEH24_07615,,DEH24_07615,GeneMarkS+,4960,5316,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39266.1,,DEH24_07615,
DEH24_07620,,DEH24_07620,GeneMarkS+,5367,5564,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39267.1,,DEH24_07620,
DEH24_07625,,DEH24_07625,Protein Homology,5701,6603,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014108176.1,ATP phosphoribosyltransferase,HBY39268.1,,DEH24_07625,
hisD,hisD,DEH24_07630,Protein Homology,6618,7612,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950028.1,histidinol dehydrogenase,HBY39269.1,,DEH24_07630,
hisD,hisD,DEH24_07635,Protein Homology,7932,8268,+,catalyzes the oxidation of L-histidinol to L-histidinaldehyde and then to L-histidine in histidine biosynthesis%3B functions as a dimer,,COORDINATES: similar to AA sequence:RefSeq:WP_014950028.1,histidinol dehydrogenase,HBY39270.1,,DEH24_07635,1.1.1.23
DEH24_20230,,DEH24_20230,GeneMarkS+,46,369,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41769.1,,DEH24_20230,
DEH24_20235,,DEH24_20235,GeneMarkS+,373,846,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41770.1,,DEH24_20235,
DEH24_20240,,DEH24_20240,Protein Homology,1061,2005,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016548313.1,alpha/beta hydrolase,HBY41771.1,,DEH24_20240,
DEH24_20245,,DEH24_20245,Protein Homology,2017,2655,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018016487.1,MFS transporter,HBY41772.1,,DEH24_20245,
DEH24_20250,,DEH24_20250,GeneMarkS+,2646,2911,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41773.1,,DEH24_20250,
DEH24_03440,,DEH24_03440,Protein Homology,1,276,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018984320.1,hypothetical protein,HBY38444.1,,DEH24_03440,
DEH24_03445,,DEH24_03445,Protein Homology,303,566,-,single-stranded DNA-dependent ATPase%3B initiates unwinding at a nick in the DNA%3B involved in DNA replication,,COORDINATES: similar to AA sequence:RefSeq:WP_012131130.1,ATP-dependent DNA helicase Rep,HBY38445.1,,DEH24_03445,
rep,rep,DEH24_03450,Protein Homology,872,2650,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007992101.1,DNA helicase Rep,HBY38446.1,,DEH24_03450,
DEH24_03455,,DEH24_03455,Protein Homology,2844,3095,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975278.1,hypothetical protein,HBY38447.1,,DEH24_03455,
ubiA,ubiA,DEH24_03460,Protein Homology,3105,3974,-,catalyzes the conversion of 4-Hydroxybenzoate into 3-octaprenyl-4-hydroxybenzoate%2C as part of the ubiquinone biosynthesis pathway,,COORDINATES: similar to AA sequence:RefSeq:WP_013786133.1,4-hydroxybenzoate octaprenyltransferase,HBY38448.1,,DEH24_03460,
DEH24_03465,,DEH24_03465,Protein Homology,4162,4566,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006993472.1,flagellar basal body-associated protein FliL,HBY38449.1,,DEH24_03465,
glpG,glpG,DEH24_03470,Protein Homology,4637,5506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977896.1,rhomboid family intramembrane serine protease GlpG,HBY38450.1,,DEH24_03470,
DEH24_03475,,DEH24_03475,Protein Homology,5509,5820,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786137.1,thiosulfate sulfurtransferase GlpE,HBY38451.1,,DEH24_03475,
tdh,tdh,DEH24_03480,Protein Homology,5829,6123,-,converts threonine and NAD to 1%2C2-amino-3-oxobutanoate and NADH%3B functions in threonine catabolism,,COORDINATES: similar to AA sequence:RefSeq:WP_015065862.1,L-threonine 3-dehydrogenase,HBY38452.1,,DEH24_03480,1.1.1.103
