ID,start,end,em_Preferred_name,em_BRITE,em_CAZy,em_COG_cat,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_ko,em_PFAMs,em_Preferred_name,em_desc,product,uniprot_entry_name,uniprot_protein_name,uniprot_gene_name
2626312863,916192,918267,fusA,"ko00000,ko03012,ko03029",,J,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,,ko:K02355,"EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2",fusA,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",translation elongation factor 2 (EF-2/EF-G),EFG_PROM0,Elongation factor G (EF-G),fusA P9301_17001
2626312864,918365,918835,rps7,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0000028,GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02992,Ribosomal_S7,rps7,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA",SSU ribosomal protein S7P,RS7_PROM0,Small ribosomal subunit protein uS7 (30S ribosomal protein S7),rpsG rps7 P9301_17011
2626312865,918861,919235,rpsL,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0042221,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0046677,GO:0050896,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02950,Ribosom_S12_S23,rpsL,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit",SSU ribosomal protein S12P,RS12_PROM0,Small ribosomal subunit protein uS12 (30S ribosomal protein S12),rpsL rps12 P9301_17021
2626312866,919431,924002,glsF,"ko00000,ko00001,ko01000",,E,"GO:0001505,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016041,GO:0016053,GO:0016491,GO:0016638,GO:0016643,GO:0017144,GO:0019676,GO:0019740,GO:0019752,GO:0042133,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046872,GO:0048037,GO:0051536,GO:0051538,GO:0051540,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0097054,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",,"ko00630,ko00910,ko01120,map00630,map00910,map01120",ko:K00284,"GATase_2,GXGXG,Glu_syn_central,Glu_synthase",glsF,Ferredoxin-dependent glutamate synthase,Glutamate synthase domain 2,A3PF02_PROM0,glutamate synthase (ferredoxin) (EC 1.4.7.1),gltB P9301_17041
2626312867,924003,924302,,,,S,,,,,YCII,,Alternative locus ID,YCII-related domain,A3PF03_PROM0,YCII-related domain-containing protein,P9301_17051
2626312868,924303,925196,lipA1,"ko00000,ko00001,ko01000",,H,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576",,"ko00785,ko01100,map00785,map01100",ko:K03644,"LIAS_N,Radical_SAM",lipA1,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",lipoate synthase,A3PF04_PROM0,Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA),lipA P9301_17061
2626312869,925536,926159,,,,L,,,,,Resolvase,,Alternative locus ID,Site-specific DNA recombinase related to the DNA invertase Pin,A3PF05_PROM0,Site-specific recombinase,P9301_17071
2626312870,926161,926373,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PF06_PROM0,Uncharacterized protein,P9301_17081
2626312871,926370,927278,,,,V,,,,,Beta-lactamase2,,Alternative locus ID,Beta-lactamase enzyme family,A3PF07_PROM0,beta-lactamase (EC 3.5.2.6),P9301_17091
2626312872,927282,928040,spr,,,M,,,,,"NLPC_P60,SH3_3",spr,Alternative locus ID,NlpC/P60 family,A3PF08_PROM0,NlpC/P60 domain-containing protein,P9301_17101
2626312873,928105,928704,psaL,"ko00000,ko00001,ko00194",,S,"GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009521,GO:0009522,GO:0009538,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0031224,GO:0032991,GO:0034357,GO:0042651,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0098796",,"ko00195,ko01100,map00195,map01100",ko:K02699,PsaL,psaL,Alternative locus ID,Photosystem I reaction centre subunit XI,PSAL_PROM0,Photosystem I reaction center subunit XI (PSI subunit V) (PSI-L),psaL P9301_17111
2626312874,928732,928845,,"ko00000,ko00001,ko00194",,S,,,"ko00195,ko01100,map00195,map01100",ko:K02696,PSI_8,,Photosystem I reaction centre subunit VIII,photosystem I reaction center subunit VIII,A3PF10_PROM0,Photosystem I reaction center subunit VIII,psaI P9301_17121
2626312875,928938,929318,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PF11_PROM0,Possible Annexin,P9301_17131
2626312876,929323,930285,,"ko00000,ko00001,ko01000,ko01003",GT2,M,,,"ko00510,ko01100,map00510,map01100",ko:K00721,Glycos_transf_2,,Alternative locus ID,Glycosyltransferase involved in cell wall bisynthesis,A3PF12_PROM0,"Glycosyl transferase, family 2 (EC 2.4.1.83)",P9301_17141
2626312877,930389,932617,psaB,"ko00000,ko00001,ko00002,ko00194",,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009279,GO:0009521,GO:0009522,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016168,GO:0016491,GO:0018298,GO:0019538,GO:0019867,GO:0030075,GO:0030094,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0032991,GO:0034357,GO:0036211,GO:0042651,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044462,GO:0044464,GO:0046872,GO:0046906,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:0098796,GO:0098797,GO:1901363,GO:1901564",M00163,"ko00195,ko01100,map00195,map01100",ko:K02690,PsaA_PsaB,psaB,"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6",photosystem I core protein PsaB,PSAB_PROM0,Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB),psaB P9301_17151
2626312878,932645,934948,psaA,"ko00000,ko00001,ko00002,ko00194",,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009521,GO:0009522,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016168,GO:0016491,GO:0018298,GO:0019538,GO:0031224,GO:0032991,GO:0034357,GO:0036211,GO:0042651,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0046872,GO:0046906,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0097159,GO:0098796,GO:1901363,GO:1901564",M00163,"ko00195,ko01100,map00195,map01100",ko:K02689,PsaA_PsaB,psaA,"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6",photosystem I core protein PsaA,PSAA_PROM0,Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA),psaA P9301_17161
2626312879,935284,937086,cobJ,"ko00000,ko00001,ko01000",,H,,,"ko00860,ko01100,map00860,map01100",ko:K13541,"CbiG_C,CbiG_N,CbiG_mid,TP_methylase",cobJ,Alternative locus ID,precorrin-3B C17-methyltransferase,A3PF15_PROM0,Bifunctional cbiH protein and precorrin-3B C17-methyltransferase (EC 2.1.1.131),cobJ P9301_17171
2626312880,937183,937971,gph,ko00000,,S,,,,ko:K11777,"HAD_2,Hydrolase",gph,Alternative locus ID,"haloacid dehalogenase superfamily, subfamily IA hydrolase, TIGR01548",A3PF16_PROM0,Putative imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),P9301_17181
2626312881,938007,938095,,,,,,,,,,,,,,,
2626312882,938157,939356,alr,"ko00000,ko00001,ko01000,ko01011",,E,"GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006522,GO:0006523,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008784,GO:0009058,GO:0009078,GO:0009079,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0030632,GO:0036361,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046144,GO:0046145,GO:0046394,GO:0046416,GO:0046436,GO:0046437,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",,"ko00473,ko01100,ko01502,map00473,map01100,map01502",ko:K01775,"Ala_racemase_C,Ala_racemase_N",alr,Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids,alanine racemase,A3PF17_PROM0,Alanine racemase (EC 5.1.1.1),alr P9301_17191
2626312883,939374,939931,mcrA,,,L,,,,,"HNH,HNH_5",mcrA,HNH endonuclease family protein,5-methylcytosine-specific restriction endonuclease McrA,A3PF18_PROM0,HNH endonuclease family protein,mcrA P9301_17201
2626312884,939941,941035,prfA,"ko00000,ko03012",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016149,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,,ko:K02835,"PCRF,RF-1",prfA,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA,bacterial peptide chain release factor 1 (bRF-1),RF1_PROM0,Peptide chain release factor 1 (RF-1),prfA P9301_17211
2626312885,941063,941323,rpmE,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02909,Ribosomal_L31,rpmE,Binds the 23S rRNA,LSU ribosomal protein L31P,RL31_PROM0,Large ribosomal subunit protein bL31 (50S ribosomal protein L31),rpmE rpl31 P9301_17221
2626312886,941337,941747,rps9,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02996,Ribosomal_S9,rps9,Belongs to the universal ribosomal protein uS9 family,SSU ribosomal protein S9P,RS9_PROM0,Small ribosomal subunit protein uS9 (30S ribosomal protein S9),rpsI rps9 P9301_17231
2626312887,941757,942188,rplM,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02871,Ribosomal_L13,rplM,"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly",LSU ribosomal protein L13P,RL13_PROM0,Large ribosomal subunit protein uL13 (50S ribosomal protein L13),rplM rpl13 P9301_17241
2626312888,942304,943110,truA,"ko00000,ko01000,ko03016",,J,"GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016853,GO:0016866,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0106029,GO:0140098,GO:0140101,GO:1901360,GO:1901363",,,ko:K06173,PseudoU_synth_1,truA,"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs",tRNA pseudouridine(38-40) synthase,TRUA_PROM0,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),truA P9301_17251
2626312889,943149,943499,rplQ,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02879,Ribosomal_L17,rplQ,Ribosomal protein L17,LSU ribosomal protein L17P,RL17_PROM0,Large ribosomal subunit protein bL17 (50S ribosomal protein L17),rplQ rpl17 P9301_17261
2626312890,943514,944452,rpoA,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576",M00183,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",ko:K03040,"RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L",rpoA,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6),RPOA_PROM0,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),rpoA P9301_17271
2626312891,944503,944895,rpsK,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02948,Ribosomal_S11,rpsK,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome",SSU ribosomal protein S11P,RS11_PROM0,Small ribosomal subunit protein uS11 (30S ribosomal protein S11),rpsK rps11 P9301_17281
2626312892,944940,945305,rpsM,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0019843,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02952,Ribosomal_S13,rpsM,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits",SSU ribosomal protein S13P,RS13_PROM0,Small ribosomal subunit protein uS13 (30S ribosomal protein S13),rpsM rps13 P9301_17291
