protein_id,product,Prediction
WP_061484876.1,DUF6488 family protein _Alteromonas macleodii_,SP
WP_061484877.1,efflux RND transporter periplasmic adaptor subunit _Alteromonas macleodii_,SP
WP_061484879.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_061484887.1,response regulator transcription factor _Alteromonas macleodii_,OTHER
WP_061484888.1,sensor histidine kinase N-terminal domain-containing protein _Alteromonas macleodii_,OTHER
WP_061484889.1,YeeE_YedE family protein _Alteromonas macleodii_,OTHER
WP_061484891.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061484893.1,MBL fold metallo-hydrolase _Alteromonas macleodii_,OTHER
WP_061484895.1,MBL fold metallo-hydrolase _Alteromonas macleodii_,OTHER
WP_061484898.1,TIGR01244 family phosphatase _Alteromonas macleodii_,OTHER
WP_061484902.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061484904.1,HDIG domain-containing protein _Alteromonas macleodii_,OTHER
WP_061484906.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061484910.1,DUF4041 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061484912.1,AAA family ATPase _Alteromonas macleodii_,OTHER
WP_061484914.1,restriction endonuclease _Alteromonas macleodii_,OTHER
WP_061484916.1,choice-of-anchor B family protein _Alteromonas macleodii_,SP
WP_061484918.1,di-heme enzyme _Alteromonas macleodii_,OTHER
WP_061484920.1,response regulator transcription factor _Alteromonas macleodii_,OTHER
WP_061484923.1,CidA_LrgA family protein _Alteromonas macleodii_,OTHER
WP_061484925.1,PAS domain-containing protein _Alteromonas macleodii_,OTHER
WP_061484927.1,DUF1566 domain-containing protein _Alteromonas macleodii_,LIPO
WP_061484929.1,radical SAM family heme chaperone HemW _Alteromonas macleodii_,OTHER
WP_061484932.1,WD40 repeat domain-containing protein _Alteromonas macleodii_,LIPO
WP_061484933.1,CCA-adding protein _Alteromonas macleodii_,OTHER
WP_061484936.1,general secretion pathway protein GspB _Alteromonas macleodii_,OTHER
WP_061484937.1,HD-GYP domain-containing protein _Alteromonas macleodii_,OTHER
WP_061484939.1,3-isopropylmalate dehydrogenase _Alteromonas macleodii_,OTHER
WP_061484942.1,2-isopropylmalate synthase _Alteromonas macleodii_,OTHER
WP_061484944.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061484946.1,DNA mismatch repair protein MutS _Alteromonas macleodii_,OTHER
WP_061484949.1,CinA family protein _Alteromonas macleodii_,OTHER
WP_061484952.1,ATP-binding cassette domain-containing protein _Alteromonas macleodii_,OTHER
WP_061484953.1,cytochrome c biogenesis heme-transporting ATPase CcmA _Alteromonas macleodii_,OTHER
WP_061484955.1,heme exporter protein CcmD _Alteromonas macleodii_,OTHER
WP_061484957.1,MULTISPECIES_ heme lyase CcmF_NrfE family subunit _Alteromonas_,OTHER
WP_061484959.1,DUF6170 family protein _Alteromonas macleodii_,OTHER
WP_061484961.1,peptide MFS transporter _Alteromonas macleodii_,OTHER
WP_061484963.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061484965.1,MULTISPECIES_ ABC transporter ATP-binding protein _Alteromonas_,OTHER
WP_061484967.1,ABC transporter permease _Alteromonas macleodii_,OTHER
WP_061484968.1,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase _Alteromonas macleodii_,OTHER
WP_061484971.1,glycosyltransferase family 2 protein _Alteromonas macleodii_,OTHER
WP_061484972.1,MULTISPECIES_ helix-hairpin-helix domain-containing protein _Alteromonas_,SP
WP_061484974.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061484976.1,nucleotide 5_-monophosphate nucleosidase PpnN _Alteromonas macleodii_,OTHER
WP_061484978.1,diguanylate cyclase _Alteromonas macleodii_,OTHER
WP_061484980.1,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF _Alteromonas macleodii_,OTHER
WP_061484982.1,SecY-interacting protein _Alteromonas macleodii_,OTHER
WP_061484984.1,GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061484986.1,DUF3549 family protein _Alteromonas macleodii_,OTHER
WP_061484989.1,MULTISPECIES_ flavodoxin _Alteromonas_,OTHER
WP_061484991.1,sigma E protease regulator RseP _Alteromonas macleodii_,OTHER
WP_061484993.1,tRNA lysidine_34_ synthetase TilS _Alteromonas macleodii_,OTHER
WP_061484996.1,protein-glutamate O-methyltransferase CheR _Alteromonas macleodii_,OTHER
WP_061484998.1,flagellar basal body P-ring protein FlgI _Alteromonas macleodii_,SP
WP_061485000.1,flagellar assembly peptidoglycan hydrolase FlgJ _Alteromonas macleodii_,OTHER
WP_061485002.1,flagellar hook-associated protein FlgL _Alteromonas macleodii_,OTHER
WP_061485005.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485007.1,flagellin _Alteromonas macleodii_,OTHER
WP_061485009.1,flagellar protein FlaG _Alteromonas macleodii_,OTHER
WP_061485011.1,flagellar filament capping protein FliD _Alteromonas macleodii_,OTHER
WP_061485013.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485015.1,DUF115 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485017.1,pseudaminic acid cytidylyltransferase _Alteromonas macleodii_,OTHER
WP_061485020.1,"UDP-N-acetylglucosamine 4,6-dehydratase _inverting_ _Alteromonas macleodii_",OTHER
WP_061485022.1,flagellin _Alteromonas macleodii_,OTHER
WP_061485025.1,sigma-54 dependent transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061485026.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061485028.1,flagellar M-ring protein FliF _Alteromonas macleodii_,OTHER
WP_061485030.1,flagellar assembly protein FliH _Alteromonas macleodii_,OTHER
WP_061485032.1,flagellar export protein FliJ _Alteromonas macleodii_,OTHER
WP_061485034.1,flagellar hook-length control protein FliK _Alteromonas macleodii_,OTHER
WP_061485036.1,flagellar type III secretion system pore protein FliP _Alteromonas macleodii_,SP
WP_061485038.1,D-Ala-D-Ala carboxypeptidase family metallohydrolase _Alteromonas macleodii_,SP
WP_061485040.1,MULTISPECIES_ flagellar biosynthesis protein FlhF _Alteromonas_,OTHER
WP_061485042.1,DUF2802 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485044.1,homocysteine S-methyltransferase family protein _Alteromonas macleodii_,OTHER
WP_061485046.1,methionine synthase _Alteromonas macleodii_,OTHER
WP_061485050.1,MULTISPECIES_ DUF938 domain-containing protein _Alteromonas_,OTHER
WP_061485052.1,methyl-accepting chemotaxis protein _Alteromonas macleodii_,OTHER
WP_061485055.1,hydrogen peroxide-inducible genes activator _Alteromonas macleodii_,OTHER
WP_061485059.1,group II intron reverse transcriptase_maturase _Alteromonas macleodii_,OTHER
WP_061485061.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061485065.1,GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061485067.1,recombination regulator RecX _Alteromonas macleodii_,OTHER
WP_061485069.1,alanine--tRNA ligase _Alteromonas macleodii_,OTHER
WP_061485071.1,OadG family protein _Alteromonas macleodii_,OTHER
WP_061485073.1,sodium-extruding oxaloacetate decarboxylase subunit alpha _Alteromonas macleodii_,OTHER
WP_061485076.1,phage shock protein operon transcriptional activator _Alteromonas macleodii_,OTHER
WP_061485077.1,fumarylacetoacetate hydrolase family protein _Alteromonas macleodii_,OTHER
WP_061485079.1,maleylacetoacetate isomerase _Alteromonas macleodii_,OTHER
WP_061485081.1,Glu_Leu_Phe_Val dehydrogenase _Alteromonas macleodii_,OTHER
WP_061485082.1,"tryptophan 2,3-dioxygenase family protein _Alteromonas macleodii_",OTHER
WP_061485084.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061485087.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061485089.1,2OG-Fe_II_ oxygenase _Alteromonas macleodii_,OTHER
WP_061485090.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061485092.1,aspartyl_asparaginyl beta-hydroxylase domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485094.1,tetratricopeptide repeat protein _Alteromonas macleodii_,OTHER
WP_061485096.1,GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061485098.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061485102.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485105.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485107.1,LysR substrate-binding domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485109.1,TIGR03571 family LLM class oxidoreductase _Alteromonas macleodii_,OTHER
WP_061485111.1,"2,5-didehydrogluconate reductase DkgB _Alteromonas macleodii_",OTHER
WP_061485113.1,alcohol dehydrogenase catalytic domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485115.1,sensor histidine kinase _Alteromonas macleodii_,OTHER
WP_061485116.1,carbon starvation protein A _Alteromonas macleodii_,OTHER
WP_061485118.1,tetratricopeptide repeat-containing sulfotransferase family protein _Alteromonas macleodii_,OTHER
WP_061485120.1,pentapeptide repeat-containing protein _Alteromonas macleodii_,SP
WP_061485122.1,MULTISPECIES_ methanol_ethanol family PQQ-dependent dehydrogenase _Alteromonas_,SP
WP_061485124.1,DUF2891 domain-containing protein _Alteromonas macleodii_,SP
WP_061485126.1,PLP-dependent cysteine synthase family protein _Alteromonas macleodii_,OTHER
WP_061485128.1,endonuclease_exonuclease_phosphatase family protein _Alteromonas macleodii_,SP
WP_061485130.1,DUF417 family protein _Alteromonas macleodii_,OTHER
WP_061485132.1,LysR family transcriptional regulator _Alteromonas macleodii_,LIPO
WP_061485136.1,alkene reductase _Alteromonas macleodii_,OTHER
WP_061485138.1,2-dehydropantoate 2-reductase _Alteromonas macleodii_,OTHER
WP_061485140.1,pseudouridine synthase _Alteromonas macleodii_,OTHER
WP_061485144.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485145.1,endonuclease SmrB _Alteromonas macleodii_,OTHER
WP_061485147.1,MFS transporter _Alteromonas macleodii_,OTHER
WP_061485149.1,YeaH_YhbH family protein _Alteromonas macleodii_,OTHER
WP_061485151.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061485153.1,ribonuclease T _Alteromonas macleodii_,OTHER
WP_061485154.1,glycerophosphodiester phosphodiesterase _Alteromonas macleodii_,OTHER
WP_061485156.1,RnfABCDGE type electron transport complex subunit G _Alteromonas macleodii_,OTHER
WP_061485157.1,MULTISPECIES_ electron transport complex subunit RsxD _Alteromonas_,OTHER
WP_061485159.1,electron transport complex subunit RsxC _Alteromonas macleodii_,OTHER
WP_061485161.1,7-carboxy-7-deazaguanine synthase QueE _Alteromonas macleodii_,OTHER
WP_061485163.1,amino acid ABC transporter substrate-binding protein _Alteromonas macleodii_,SP
WP_061485165.1,IS4 family transposase _Alteromonas macleodii_,OTHER
WP_061485167.1,M28 family metallopeptidase _Alteromonas macleodii_,LIPO
WP_061485169.1,DUF3025 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485171.1,IS110 family transposase _Alteromonas macleodii_,OTHER
WP_061485173.1,SLC13 family permease _Alteromonas macleodii_,OTHER
WP_061485175.1,sulfate adenylyltransferase subunit CysN _Alteromonas macleodii_,OTHER
WP_061485177.1,sodium_proline symporter PutP _Alteromonas macleodii_,OTHER
WP_061485179.1,GGDEF domain-containing protein _Alteromonas macleodii_,SP
WP_061485181.1,DUF885 domain-containing protein _Alteromonas macleodii_,LIPO
WP_061485184.1,BatD family protein _Alteromonas macleodii_,SP
WP_061485186.1,VWA domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485188.1,VWA domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485191.1,DUF4381 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485193.1,DUF58 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485195.1,MoxR family ATPase _Alteromonas macleodii_,OTHER
WP_061485197.1,EAL domain-containing protein _Alteromonas macleodii_,SP
WP_061485199.1,insulinase family protein _Alteromonas macleodii_,OTHER
WP_061485201.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061485203.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061485205.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485207.1,alpha_beta hydrolase _Alteromonas macleodii_,LIPO
WP_061485209.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_061485211.1,efflux RND transporter periplasmic adaptor subunit _Alteromonas macleodii_,SP
WP_061485212.1,ATP-binding cassette domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485214.1,MULTISPECIES_ DsbA family protein _Alteromonas_,OTHER
WP_061485216.1,MULTISPECIES_ hypothetical protein _Alteromonas_,LIPO
WP_061485219.1,trimeric intracellular cation channel family protein _Alteromonas macleodii_,OTHER
WP_061485220.1,enoyl-CoA hydratase_isomerase family protein _Alteromonas macleodii_,OTHER
WP_061485222.1,3-deoxy-7-phosphoheptulonate synthase _Alteromonas macleodii_,OTHER
WP_061485224.1,A1 family peptidase _Alteromonas macleodii_,OTHER
WP_061485226.1,SAM-dependent methyltransferase _Alteromonas macleodii_,OTHER
WP_061485228.1,GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061485230.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485232.1,prephenate dehydratase _Alteromonas macleodii_,OTHER
WP_061485234.1,fused response regulator_phosphatase _Alteromonas macleodii_,OTHER
WP_061485236.1,EAL domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485238.1,HAMP domain-containing histidine kinase _Alteromonas macleodii_,OTHER
WP_061485240.1,GAF domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485242.1,DUF72 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485244.1,dihydroneopterin triphosphate diphosphatase _Alteromonas macleodii_,OTHER
WP_061485246.1,MULTISPECIES_ crossover junction endodeoxyribonuclease RuvC _Alteromonas_,OTHER
WP_061485248.1,MULTISPECIES_ protein TolR _Alteromonas_,OTHER
WP_061485250.1,MULTISPECIES_ quinolinate synthase NadA _Gammaproteobacteria_,OTHER
WP_061485252.1,site-specific integrase _Alteromonas macleodii_,OTHER
WP_061485254.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485256.1,recombinase family protein _Alteromonas macleodii_,OTHER
WP_061485259.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485260.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485262.1,patatin family protein _Alteromonas macleodii_,OTHER
WP_061485264.1,2-dehydropantoate 2-reductase _Alteromonas macleodii_,OTHER
WP_061485270.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061485271.1,DUF45 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485273.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_061485276.1,MULTISPECIES_ efflux RND transporter periplasmic adaptor subunit _Alteromonas_,LIPO
WP_061485278.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_061485279.1,GGDEF domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485281.1,ABC-type transport auxiliary lipoprotein family protein _Alteromonas macleodii_,LIPO
WP_061485286.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485288.1,RimK family protein _Alteromonas macleodii_,OTHER
WP_061485291.1,GNAT family N-acetyltransferase_peptidase C39 family protein _Alteromonas macleodii_,OTHER
WP_061485293.1,biotin synthase BioB _Alteromonas macleodii_,OTHER
WP_061485295.1,8-amino-7-oxononanoate synthase _Alteromonas macleodii_,OTHER
WP_061485297.1,methyltransferase domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485299.1,dethiobiotin synthase _Alteromonas macleodii_,OTHER
WP_061485301.1,dipeptidase PepE _Alteromonas macleodii_,OTHER
WP_061485303.1,iron ABC transporter permease _Alteromonas macleodii_,OTHER
WP_061485304.1,ABC transporter ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061485306.1,ABC transporter ATP-binding protein_permease _Alteromonas macleodii_,OTHER
WP_061485310.1,"GTP 3_,8-cyclase MoaA _Alteromonas macleodii_",OTHER
WP_061485312.1,GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061485314.1,response regulator _Alteromonas macleodii_,OTHER
WP_061485316.1,M14 family metallocarboxypeptidase _Alteromonas macleodii_,OTHER
WP_061485318.1,tRNA dihydrouridine_16_ synthase DusC _Alteromonas macleodii_,OTHER
WP_061485319.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485322.1,ABC transporter ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061485324.1,FtsX-like permease family protein _Alteromonas macleodii_,OTHER
WP_061485326.1,TIGR01777 family oxidoreductase _Alteromonas macleodii_,OTHER
WP_061485328.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061485330.1,YciI family protein _Alteromonas macleodii_,OTHER
WP_061485332.1,bifunctional indole-3-glycerol-phosphate synthase TrpC_phosphoribosylanthranilate isomerase TrpF _Alteromonas macleodii_,OTHER
WP_061485334.1,anthranilate synthase component 1 _Alteromonas macleodii_,OTHER
WP_061485336.1,PHP domain-containing protein _Alteromonas macleodii_,OTHER
WP_061485338.1,segregation_condensation protein A _Alteromonas macleodii_,OTHER
WP_061485340.1,SMC-Scp complex subunit ScpB _Alteromonas macleodii_,OTHER
WP_061485342.1,23S rRNA pseudouridine_2605_ synthase RluB _Alteromonas macleodii_,OTHER
WP_061485345.1,"2,5-didehydrogluconate reductase DkgB _Alteromonas macleodii_",OTHER
WP_061485347.1,sugar O-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061485349.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061485351.1,MULTISPECIES_ DUF445 family protein _Alteromonas_,OTHER
WP_061485353.1,thiopurine S-methyltransferase _Alteromonas macleodii_,OTHER
WP_061485355.1,DNA repair protein RecN _Alteromonas macleodii_,OTHER
WP_061485357.1,fatty acid cis_trans isomerase _Alteromonas macleodii_,OTHER
WP_061485360.1,prolyl oligopeptidase family serine peptidase _Alteromonas macleodii_,SP
WP_061485362.1,homoserine O-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061485364.1,MULTISPECIES_ response regulator transcription factor _Alteromonas_,OTHER
WP_061485366.1,PAS-domain containing protein _Alteromonas macleodii_,OTHER
WP_061485368.1,nucleotide exchange factor GrpE _Alteromonas macleodii_,OTHER
WP_061485369.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485371.1,bifunctional diguanylate cyclase_phosphodiesterase _Alteromonas macleodii_,OTHER
WP_061485376.1,propionyl-CoA synthetase _Alteromonas macleodii_,OTHER
WP_061485378.1,carbamoyl-phosphate synthase large subunit _Alteromonas macleodii_,OTHER
WP_061485382.1,FAD-dependent monooxygenase _Alteromonas macleodii_,OTHER
WP_061485385.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061485388.1,alanine_cation symporter family protein _Alteromonas macleodii_,OTHER
WP_061485390.1,peptidylprolyl isomerase _Alteromonas macleodii_,SP
