seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,ec_numbers
NZ_JNAX01000014.1,EV03_RS06495,,EV03_RS06495,EV03_1504,Protein Homology,63660.0,64193.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824081.1,helix-turn-helix domain-containing protein,WP_036906587.1,GO:0003677,,DNA binding|0003677||IEA,,EV03_1504,1171238.0,1171780.0,+,CK_Pro_PAC1_01504,,GO:0043565,CK_00001437,N.1, DNA interactions,"COG1426,NOG42782,bactNOG56326,cyaNOG05022","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown",,,sequence-specific DNA binding,helix-turn-helix domain-containing protein,"PF13413,IPR010982","Helix-turn-helix domain,Lambda repressor-like%2C DNA-binding domain superfamily",261,Regulatory functions / DNA interactions,
NZ_JNAX01000014.1,malQ,malQ,EV03_RS06500,EV03_1505,Protein Homology,64196.0,65692.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294758.1,4-alpha-glucanotransferase,WP_036906588.1,"GO:0005980,GO:0004134",,4-alpha-glucanotransferase activity|0004134||IEA,glycogen catabolic process|0005980||IEA,EV03_1505,1171783.0,1173279.0,-,CK_Pro_PAC1_01505,malQ,"GO:0005975,GO:0004134",CK_00000763,G.8, Glycogen and sugar metabolism,"COG1640,bactNOG02826,cyaNOG00844","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.4.1.25,4-alpha-glucanotransferase%3B disproportionating enzyme%3B dextrin glycosyltransferase%3B D-enzyme%3B debranching enzyme maltodextrin glycosyltransferase%3B amylomaltase%3B dextrin transglycosylase%3B 1%2C4-alpha-D-glucan:1%2C4-alpha-D-glucan 4-alpha-D-glycosyltransferase,"carbohydrate metabolic process,carbohydrate metabolic process,4-alpha-glucanotransferase activity",4-alpha-glucanotransferase,"TIGR00217,PF02446,IPR003385","4-alpha-glucanotransferase,4-alpha-glucanotransferase,Glycoside hydrolase%2C family 77",105,Energy metabolism / Biosynthesis and degradation of polysaccharides,2.4.1.25
NZ_JNAX01000014.1,EV03_RS06505,,EV03_RS06505,EV03_1508,Protein Homology,66319.0,67314.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818617.1,ribose-phosphate pyrophosphokinase,WP_036906590.1,,,,,EV03_1508,1174026.0,1174901.0,+,CK_Pro_PAC1_01508,prsA,"GO:0009116,GO:0009156,GO:0009165,GO:0044249,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009507",CK_00000764,G.5,Pentose phosphate pathway,"COG0462,bactNOG02636,cyaNOG00163","COG: FE,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",2.7.6.1,ribose-phosphate diphosphokinase%3B ribose-phosphate pyrophosphokinase%3B PRPP synthetase%3B phosphoribosylpyrophosphate synthetase%3B PPRibP synthetase%3B PP-ribose P synthetase%3B 5-phosphoribosyl-1-pyrophosphate synthetase%3B 5-phosphoribose pyrophosphorylase%3B 5-phosphoribosyl-alpha-1-pyrophosphate synthetase%3B phosphoribosyl-diphosphate synthetase%3B phosphoribosylpyrophosphate synthase%3B pyrophosphoribosylphosphate synthetase%3B ribophosphate pyrophosphokinase%3B ribose-5-phosphate pyrophosphokinase,"nucleoside metabolic process,ribonucleoside monophosphate biosynthetic process,nucleotide biosynthetic process,cellular biosynthetic process,nucleoside metabolic process,ribonucleoside monophosphate biosynthetic process,nucleotide biosynthetic process,cellular biosynthetic process,magnesium ion binding,ribose phosphate diphosphokinase activity,ATP binding,kinase activity,nucleoside metabolic process,ribonucleoside monophosphate biosynthetic process,nucleotide biosynthetic process,cellular biosynthetic process,magnesium ion binding,ribose phosphate diphosphokinase activity,ATP binding,kinase activity,chloroplast",ribose-phosphate pyrophosphokinase,"TIGR01251,PF14572,PF13793,PS00114,IPR005946,IPR000842,IPR029099","ribose-phosphate diphosphokinase,Phosphoribosyl synthetase-associated domain,N-terminal domain of ribose phosphate pyrophosphokinase,Phosphoribosyl pyrophosphate synthase signature.,Ribose-phosphate pyrophosphokinase,Phosphoribosyl pyrophosphate synthetase%2C conserved site,Ribose-phosphate pyrophosphokinase%2C N-terminal domain",117,Energy metabolism / Pentose phosphate pathway,
NZ_JNAX01000014.1,pepN,pepN,EV03_RS06510,EV03_1509,Protein Homology,67325.0,69946.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294760.1,aminopeptidase N,WP_036906593.1,"GO:0006508,GO:0004177,GO:0008237,GO:0008270",,"aminopeptidase activity|0004177||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,EV03_1509,1174912.0,1177533.0,-,CK_Pro_PAC1_01509,pepN,"GO:0006508,GO:0004177,GO:0008237,GO:0008270",CK_00001294,"D.1.9,L.4"," Other,Degradation of proteins%2C peptides%2C and glycopeptides","COG0308,bactNOG04384,bactNOG02454,bactNOG06270,cyaNOG00149","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",3.4.11.2,Transferred to 3.4.11.2,"proteolysis,proteolysis,aminopeptidase activity,metallopeptidase activity,zinc ion binding",aminopeptidase N,"TIGR02414,PF11940,PF01433,IPR024601,IPR012779,IPR014782,IPR001930","aminopeptidase N,Domain of unknown function (DUF3458) Ig-like fold,Peptidase family M1 domain,Peptidase M1%2C alanyl aminopeptidase%2C C-terminal,Peptidase M1%2C alanyl aminopeptidase,Peptidase M1%2C membrane alanine aminopeptidase,Peptidase M1%2C alanine aminopeptidase/leukotriene A4 hydrolase",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,3.4.11.2
NZ_JNAX01000014.1,EV03_RS06515,,EV03_RS06515,EV03_1510,Protein Homology,69972.0,70424.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294761.1,hypothetical protein,WP_036906594.1,,,,,EV03_1510,1177559.0,1178011.0,-,CK_Pro_PAC1_01510,,,CK_00001653,,,"NOG45477,COG0069,bactNOG65135,cyaNOG06704","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,putative cAMP phosphodiesterase class-II,PS51257,Prokaryotic membrane lipoprotein lipid attachment site profile.,185,Unclassified / Role category not yet assigned,
NZ_JNAX01000014.1,EV03_RS06520,,EV03_RS06520,EV03_1512,Protein Homology,70550.0,71110.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824086.1,hypothetical protein,WP_036906597.1,,,,,EV03_1512,1178137.0,1178697.0,-,CK_Pro_PAC1_01512,,,CK_00001295,R.2,Conserved hypothetical proteins,"NOG40540,bactNOG68264,cyaNOG06973","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000014.1,EV03_RS06525,,EV03_RS06525,EV03_1513,Protein Homology,71218.0,72363.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294763.1,histidine kinase,WP_036906599.1,,,,,EV03_1513,1178847.0,1179950.0,+,CK_Pro_PAC1_01513,sasA,"GO:0007165,GO:0016310,GO:0048511,GO:0000155,GO:0016772",CK_00000993,"G.8,O.1.1"," Glycogen and sugar metabolism, Histidine kinase (HK)","COG0642,COG2205,bactNOG09560,bactNOG00912,bactNOG07296,bactNOG00439,bactNOG28458,bactNOG61273,bactNOG28009,bactNOG72757,cyaNOG01623","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,"signal transduction,phosphorylation,rhythmic process,signal transduction,phosphorylation,rhythmic process,phosphorelay sensor kinase activity,transferase activity%2C transferring phosphorus-containing groups",adaptive-response sensory kinase,"PF02518,PF07689,PF00512,PS50109,IPR003594,IPR005467,IPR011649,IPR003661","Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase,KaiB domain,His Kinase A (phospho-acceptor) domain,Histidine kinase domain profile.,Histidine kinase/HSP90-like ATPase,Histidine kinase domain,KaiB domain,Signal transduction histidine kinase%2C dimerisation/phosphoacceptor domain",699,Signal transduction / Two-component systems,
NZ_JNAX01000014.1,EV03_RS06535,,EV03_RS06535,EV03_1514,Protein Homology,72796.0,73944.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294764.1,FAD-binding oxidoreductase,WP_036906601.1,,,,,EV03_1514,1180383.0,1181531.0,+,CK_Pro_PAC1_01514,petH,"GO:0009773,GO:0004324",CK_00000995,"D.1.1,G.2,J,J.10","Iron,Electron transport,Photosynthesis and respiration,Soluble electron carriers","COG0369,bactNOG82610,bactNOG04895,cyaNOG00328","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.18.1.2,Transferred to 1.18.1.2,"photosynthetic electron transport in photosystem I,photosynthetic electron transport in photosystem I,ferredoxin-NADP+ reductase activity",ferredoxin--NADP+ reductase (FNR),"PF00175,PF01383,PF00970,PS51384,PS51441,IPR001433,IPR008213,IPR017927,IPR008333","Oxidoreductase NAD-binding domain,CpcD/allophycocyanin linker domain,Oxidoreductase FAD-binding domain,Ferredoxin reductase-type FAD binding domain profile.,CpcD-like domain profile.,Oxidoreductase FAD/NAD(P)-binding,CpcD-like domain,FAD-binding domain%2C ferredoxin reductase-type,Flavoprotein pyridine nucleotide cytochrome reductase-like%2C FAD-binding domain",112,Energy metabolism / Electron transport,
NZ_JNAX01000014.1,zwf,zwf,EV03_RS06540,EV03_1515,Protein Homology,74116.0,75639.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011364868.1,glucose-6-phosphate dehydrogenase,WP_036906602.1,"GO:0006006,GO:0006098,GO:0004345,GO:0016614,GO:0050661",,"glucose-6-phosphate dehydrogenase activity|0004345||IEA,oxidoreductase activity%2C acting on CH-OH group of donors|0016614||IEA,NADP binding|0050661||IEA","glucose metabolic process|0006006||IEA,pentose-phosphate shunt|0006098||IEA",EV03_1515,1181709.0,1183226.0,+,CK_Pro_PAC1_01515,zwf,"GO:0006098,GO:0006006,GO:0055114,GO:0004345,GO:0050661",CK_00000996,G.5,Pentose phosphate pathway,"COG0364,bactNOG00432,cyaNOG00512","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism","1.1.1.49,1.1.1.363","glucose-6-phosphate dehydrogenase (NADP+)%3B NADP-glucose-6-phosphate dehydrogenase%3B Zwischenferment%3B D-glucose 6-phosphate dehydrogenase%3B glucose 6-phosphate dehydrogenase (NADP)%3B NADP-dependent glucose 6-phosphate dehydrogenase%3B 6-phosphoglucose dehydrogenase%3B Entner-Doudoroff enzyme%3B glucose-6-phosphate 1-dehydrogenase%3B G6PDH%3B GPD%3B glucose-6-phosphate dehydrogenase,glucose-6-phosphate dehydrogenase [NAD(P)+]%3B G6PDH%3B G6PD%3B Glc6PD","pentose-phosphate shunt,glucose metabolic process,oxidation-reduction process,pentose-phosphate shunt,glucose metabolic process,oxidation-reduction process,glucose-6-phosphate dehydrogenase activity,NADP binding",glucose-6-phosphate 1-dehydrogenase,"TIGR00871,PF00479,PF02781,PS00069,IPR022674,IPR019796,IPR001282,IPR022675","glucose-6-phosphate dehydrogenase,Glucose-6-phosphate dehydrogenase%2C NAD binding domain,Glucose-6-phosphate dehydrogenase%2C C-terminal domain,Glucose-6-phosphate dehydrogenase active site.,Glucose-6-phosphate dehydrogenase%2C NAD-binding,Glucose-6-phosphate dehydrogenase%2C active site,Glucose-6-phosphate dehydrogenase,Glucose-6-phosphate dehydrogenase%2C C-terminal",117,Energy metabolism / Pentose phosphate pathway,1.1.1.49
NZ_JNAX01000014.1,EV03_RS06545,,EV03_RS06545,EV03_1516,Protein Homology,75677.0,76984.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824090.1,glucose-6-phosphate dehydrogenase assembly protein OpcA,WP_036906603.1,,,,,EV03_1516,1183264.0,1184571.0,+,CK_Pro_PAC1_01516,opcA,GO:0019253,CK_00000997,D.6,Circadian clock,"COG3429,bactNOG48661,bactNOG33998,bactNOG14815,cyaNOG00326","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,reductive pentose-phosphate cycle,glucose 6-phosphate dehydrogenase assembly protein,"PF10128,IPR004555","Glucose-6-phosphate dehydrogenase subunit,Glucose-6-phosphate dehydrogenase assembly protein OpcA",703,Unknown function / Enzymes of unknown specificity,
NZ_JNAX01000014.1,EV03_RS06550,,EV03_RS06550,EV03_1517,Protein Homology,76998.0,78353.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294767.1,cobyrinate a%2Cc-diamide synthase,WP_036906605.1,GO:0042242,,cobyrinic acid a%2Cc-diamide synthase activity|0042242||IEA,,EV03_1517,1184585.0,1185940.0,+,CK_Pro_PAC1_01517,cobB,"GO:0009236,GO:0042242,GO:0005737",CK_00000998,B.10.2,Cobalamin (b12),"COG1797,bactNOG00220,cyaNOG00434","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.5.9,hydrogenobyrinic acid a%2Cc-diamide synthase (glutamine-hydrolysing)%3B CobB,"cobalamin biosynthetic process,cobalamin biosynthetic process,cobyrinic acid a%2Cc-diamide synthase activity,cobalamin biosynthetic process,cobyrinic acid a%2Cc-diamide synthase activity,cytoplasm",hydrogenobyrinic acid a%2Cc-diamide synthase (glutamine-hydrolysing),"TIGR00379,PF07685,PF01656,PS51274,IPR004484,IPR011698,IPR002586,IPR017929","cobyrinic acid a%2Cc-diamide synthase,CobB/CobQ-like glutamine amidotransferase domain,CobQ/CobB/MinD/ParA nucleotide binding domain,CobBQ-type GATase domain profile.,Cobyrinic acid a%2Cc-diamide synthase CbiA,CobB/CobQ-like glutamine amidotransferase,CobQ/CobB/MinD/ParA nucleotide binding domain,CobB/CobQ glutamine amidotransferase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,
NZ_JNAX01000014.1,EV03_RS06555,,EV03_RS06555,EV03_1518,Protein Homology,78388.0,79848.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294768.1,ATP-dependent DNA helicase,WP_036906606.1,"GO:0032508,GO:0003677,GO:0003678,GO:0005524,GO:0016887,GO:0046872",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,metal ion binding|0046872||IEA",obsolete DNA duplex unwinding|0032508||IEA,EV03_1518,1185975.0,1187435.0,-,CK_Pro_PAC1_01518,,GO:0006281,CK_00001296,F.1,DNA replication%2C recombination%2C and repair,"COG0507,bactNOG35404,bactNOG05777,cyaNOG05193,cyaNOG03528","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,DNA repair,UvrD-like P-loop containing nucleoside triphosphate hydrolase,"PF13538,PF13604,IPR027785","UvrD-like helicase C-terminal domain,AAA domain,UvrD-like helicase C-terminal domain",132,DNA metabolism / DNA replication%2C recombination%2C and repair,3.6.4.12
NZ_JNAX01000014.1,EV03_RS06560,,EV03_RS06560,EV03_1519,Protein Homology,79845.0,80360.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824093.1,divergent PAP2 family protein,WP_036906607.1,,,,,EV03_1519,1187432.0,1187947.0,-,CK_Pro_PAC1_01519,,,CK_00000999,"D.1.5,E.3,H.2","Phosphorus,Phosphorus metabolism,Fatty acid metabolism","COG1963,bactNOG61857,bactNOG36330,bactNOG37244,bactNOG33571,cyaNOG04757,cyaNOG03089,cyaNOG02776","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,possible phosphatidic acid phosphatase,"PF02681,IPR003832","Divergent PAP2 family,Protein of unknown function DUF212","103,177","Central intermediary metabolism / Phosphorus compounds,Fatty acid and phospholipid metabolism / Degradation",
NZ_JNAX01000014.1,crtE,crtE,EV03_RS06565,EV03_1520,Protein Homology,80357.0,81256.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824094.1,geranylgeranyl diphosphate synthase CrtE,WP_036906609.1,"GO:0033386,GO:0016740",,transferase activity|0016740||IEA,geranylgeranyl diphosphate biosynthetic process|0033386||IEA,EV03_1520,1187944.0,1188843.0,-,CK_Pro_PAC1_01520,crtE,"GO:0016117,GO:0004311",CK_00001000,B.5.1,Carotenoids,"COG0142,bactNOG01592,cyaNOG00355","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","2.5.1.1,2.5.1.10,2.5.1.29","uroporphyrinogen-III C-methyltransferase%3B uroporphyrinogen methyltransferase%3B uroporphyrinogen-III methyltransferase%3B adenosylmethionine-uroporphyrinogen III methyltransferase%3B S-adenosyl-L-methionine-dependent uroporphyrinogen III methylase%3B uroporphyrinogen-III methylase%3B SirA%3B CysG%3B CobA [ambiguous - see EC 2.5.1.17] SUMT%3B uroporphyrin-III C-methyltransferase (incorrect)%3B S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase (incorrect),(2E%2C6E)-farnesyl diphosphate synthase%3B farnesyl-diphosphate synthase%3B geranyl transferase I%3B prenyltransferase%3B farnesyl pyrophosphate synthetase%3B farnesylpyrophosphate synthetase%3B geranyltranstransferase,geranylgeranyl diphosphate synthase%3B geranylgeranyl-diphosphate synthase%3B geranylgeranyl pyrophosphate synthetase%3B geranylgeranyl-PP synthetase%3B farnesyltransferase%3B geranylgeranyl pyrophosphate synthase%3B farnesyltranstransferase (obsolete)","carotenoid biosynthetic process,carotenoid biosynthetic process,farnesyltranstransferase activity",geranylgeranyl pyrophosphate synthase,"PF00348,PS00723,PS00444,IPR000092","Polyprenyl synthetase,Polyprenyl synthases signature 1.,Polyprenyl synthases signature 2.,Polyprenyl synthetase",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other,2.5.1.1
NZ_JNAX01000014.1,folD,folD,EV03_RS06570,EV03_1521,Protein Homology,81299.0,82210.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824095.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,WP_036906611.1,GO:0004488,,methylenetetrahydrofolate dehydrogenase (NADP+) activity|0004488||IEA,,EV03_1521,1188886.0,1189797.0,-,CK_Pro_PAC1_01521,folD,,CK_00001001,B.10.3,Folic acid (b9),"COG0190,bactNOG00067,cyaNOG01182","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",3.5.4.9,methenyltetrahydrofolate cyclohydrolase%3B Citrovorum factor cyclodehydrase%3B cyclohydrolase%3B formyl-methenyl-methylenetetrahydrofolate synthetase (combined)%3B 5%2C10-methenyltetrahydrofolate 5-hydrolase (decyclizing),,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/ 5%2C10-methylene-tetrahydrofolate cyclohydrolase,"PF00763,PF02882,PS00767,IPR020630,IPR020631,IPR020867","Tetrahydrofolate dehydrogenase/cyclohydrolase%2C catalytic domain,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C NAD(P)-binding domain,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 2.,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C catalytic domain,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C NAD(P)-binding domain,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C conserved site",78,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Folic acid,
