gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
rseP,rseP,SYNC_RS09605,sync_2090,Protein Homology,1851922.0,1853004.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853471.1,RIP metalloprotease RseP,WP_011620004.1,"GO:0006508,GO:0004222,GO:0016020",membrane|0016020||IEA,metalloendopeptidase activity|0004222||IEA,proteolysis|0006508||IEA,sync_2090,1851922.0,1853004.0,-,CK_Syn_CC9311_02090,rseP,"GO:0006508,GO:0004222",CK_00000594,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0750,bactNOG01894,cyaNOG00823,cyaNOG06207","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.24.-,,"proteolysis,proteolysis,metalloendopeptidase activity",RIP metalloprotease RseP,"TIGR00054,PF13180,PF02163,PS50106,IPR004387,IPR001478,IPR008915","RIP metalloprotease RseP,PDZ domain,Peptidase family M50,PDZ domain profile.,Peptidase M50%2C putative membrane-associated zinc metallopeptidase,PDZ domain,Peptidase M50",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
serS,serS,SYNC_RS09610,sync_2091,Protein Homology,1853024.0,1854301.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825278.1,serine--tRNA ligase,WP_011620005.1,"GO:0006434,GO:0000166,GO:0004828,GO:0005524",,"nucleotide binding|0000166||IEA,serine-tRNA ligase activity|0004828||IEA,ATP binding|0005524||IEA",seryl-tRNA aminoacylation|0006434||IEA,sync_2091,1853024.0,1854301.0,-,CK_Syn_CC9311_02091,serS,"GO:0006418,GO:0006434,GO:0004828,GO:0004812,GO:0005737",CK_00000595,K.1,tRNA aminoacylation,"COG0172,bactNOG01934,cyaNOG01142","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.11,serine---tRNA ligase%3B seryl-tRNA synthetase%3B SerRS%3B seryl-transfer ribonucleate synthetase%3B seryl-transfer RNA synthetase%3B seryl-transfer ribonucleic acid synthetase%3B serine translase,"tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,serine-tRNA ligase activity,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,serine-tRNA ligase activity,aminoacyl-tRNA ligase activity,cytoplasm",serine--tRNA ligase,"TIGR00414,PF02403,PF00587,PS50862,IPR015866,IPR006195,IPR002317,IPR002314","serine--tRNA ligase,Seryl-tRNA synthetase N-terminal domain,tRNA synthetase class II core domain (G%2C H%2C P%2C S and T),Aminoacyl-transfer RNA synthetases class-II family profile.,Serine-tRNA synthetase%2C type1%2C N-terminal,Aminoacyl-tRNA synthetase%2C class II,Serine-tRNA ligase%2C type1,Aminoacyl-tRNA synthetase%2C class II (G/ P/ S/T)",137,Protein synthesis / tRNA aminoacylation
SYNC_RS14745,,SYNC_RS14745,sync_2092,GeneMarkS-2+,1854365.0,1854526.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_237699205.1,,,,,sync_2092,1854365.0,1854532.0,-,CK_Syn_CC9311_02092,sync_2092,GO:0016020,CK_00001578,"D.1.5,R.2","Phosphorus,Conserved hypothetical proteins",,,,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09615,,SYNC_RS09615,sync_2093,Protein Homology,1854597.0,1856096.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620007.1,AAA family ATPase,WP_011620007.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,sync_2093,1854597.0,1856096.0,-,CK_Syn_CC9311_02093,ycf46,GO:0005524,CK_00000596,"J.2,N.5","CO2 fixation,Other","COG0464,bactNOG09330,bactNOG00958,cyaNOG00907","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,ATP binding,ATPase potentially involved in the regulation of CO2 uptake,"PF00004,IPR003959","ATPase family associated with various cellular activities (AAA),ATPase%2C AAA-type%2C core",164,Energy metabolism / Photosynthesis
SYNC_RS09620,,SYNC_RS09620,sync_2094,Protein Homology,1856089.0,1856640.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620008.1,DUF177 domain-containing protein,WP_011620008.1,,,,,sync_2094,1856089.0,1856640.0,-,CK_Syn_CC9311_02094,sync_2094,,CK_00001407,"D.1.9,R.2"," Other,Conserved hypothetical proteins","COG1399,bactNOG29390,bactNOG98967,bactNOG39226,cyaNOG02918","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF02620,IPR003772","Large ribosomal RNA subunit accumulation protein YceD,Large ribosomal RNA subunit accumulation protein YceD",156,Hypothetical proteins / Conserved
yidC,yidC,SYNC_RS09625,sync_2095,Protein Homology,1856637.0,1857785.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006043472.1,membrane protein insertase YidC,WP_011620009.1,,,,,sync_2095,1856637.0,1857785.0,-,CK_Syn_CC9311_02095,ALB3,"GO:0051205,GO:0031224,GO:0016021",CK_00000597,"D.1.7,J.8","Trace metals,Photosystem II","COG0706,bactNOG03371,cyaNOG00865","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein insertion into membrane,protein insertion into membrane,intrinsic component of membrane,integral component of membrane",photosystem II assembly factor,"TIGR03592,PF02096,IPR028055,IPR001708","membrane protein insertase%2C YidC/Oxa1 family,60Kd inner membrane protein,Membrane insertase YidC/Oxa1%2C C-terminal,Membrane insertase YidC/ALB3/OXA1/COX18",164,Energy metabolism / Photosynthesis
SYNC_RS09630,,SYNC_RS09630,sync_2096,Protein Homology,1857876.0,1858292.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620010.1,PH domain-containing protein,WP_011620010.1,,,,,sync_2096,1857876.0,1858292.0,-,CK_Syn_CC9311_02096,sync_2096,,CK_00000598,"D.1.9,R.1"," Other,Conserved hypothetical domains","NOG12260,bactNOG28197,cyaNOG03369,cyaNOG02607",cyaNOG: POORLY CHARACTERIZED [S] Function unknown,,,,bacterial PH domain-containing protein,"PF03703,IPR005182","Bacterial PH domain,Domain of unknown function DUF304",156,Hypothetical proteins / Conserved
SYNC_RS09635,,SYNC_RS09635,sync_2097,Protein Homology,1858295.0,1858684.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853478.1,ribonuclease P protein component,WP_041427069.1,"GO:0008033,GO:0000049,GO:0004526,GO:0042781,GO:0030677",ribonuclease P complex|0030677||IEA,"tRNA binding|0000049||IEA,ribonuclease P activity|0004526||IEA,3'-tRNA processing endoribonuclease activity|0042781||IEA",tRNA processing|0008033||IEA,sync_2097,1858295.0,1858684.0,-,CK_Syn_CC9311_02097,rnpA,"GO:0001682,GO:0004526,GO:0000049",CK_00000599,P.4,RNA processing,"NOG47167,COG0594,bactNOG69978,cyaNOG07788,cyaNOG04004","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.1.26.5,ribonuclease P%3B RNase P,"tRNA 5'-leader removal,tRNA 5'-leader removal,ribonuclease P activity,tRNA binding",ribonuclease P protein component,"TIGR00188,PF00825,IPR000100","ribonuclease P protein component,Ribonuclease P,Ribonuclease P",166,Transcription / RNA processing
rpmH,rpmH,SYNC_RS09640,sync_2098,Protein Homology,1858736.0,1858873.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363584.1,50S ribosomal protein L34,WP_011620012.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,sync_2098,1858736.0,1858873.0,-,CK_Syn_CC9311_02098,rpmH,"GO:0006412,GO:0000049,GO:0003723,GO:0003735,GO:0019843,GO:0030529,GO:0005840,GO:0022625",CK_00007751,K.2,Ribosomal proteins: synthesis and modification,"NOG317298,NOG300414,NOG273082,COG0230,bactNOG96711,bactNOG91219,bactNOG99317,cyaNOG09009,cyaNOG04707,cyaNOG04553","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,ribonucleoprotein complex,ribosome,cytosolic large ribosomal subunit",50S ribosomal protein L34,"TIGR01030,PF00468,PS00784,IPR020939,IPR000271","ribosomal protein bL34,Ribosomal protein L34,Ribosomal protein L34 signature.,Ribosomal protein L34%2C conserved site,Ribosomal protein L34",158,Protein synthesis / Ribosomal proteins: synthesis and modification
SYNC_RS09645,,SYNC_RS09645,sync_2099,Protein Homology,1858928.0,1859425.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620013.1,DUF2808 domain-containing protein,WP_011620013.1,,,,,sync_2099,1858928.0,1859425.0,-,CK_Syn_CC9311_02099,sync_2099,,CK_00053268,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved lipoprotein (DUF2808),"PF10989,IPR021256","Protein of unknown function (DUF2808),Protein of unknown function DUF2808",156,Hypothetical proteins / Conserved
aroH,aroH,SYNC_RS09650,sync_2100,Protein Homology,1859616.0,1860002.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853480.1,chorismate mutase,WP_193328830.1,"GO:0009073,GO:0004106",,chorismate mutase activity|0004106||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,sync_2100,1859616.0,1859996.0,-,CK_Syn_CC9311_02100,aroH,"GO:0009073,GO:0004106",CK_00000600,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG4401,bactNOG37030,bactNOG50525,cyaNOG03401","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",5.4.99.5,chorismate mutase%3B hydroxyphenylpyruvate synthase,"aromatic amino acid family biosynthetic process,aromatic amino acid family biosynthetic process,chorismate mutase activity",chorismate mutase,"TIGR01796,PF07736,PS51167,IPR008243","chorismate mutase,Chorismate mutase type I,Chorismate mutase domain profile.,Chorismate mutase%2C AroH class",70,Amino acid biosynthesis / Aromatic amino acid family
sppA,sppA,SYNC_RS09655,sync_2101,Protein Homology,1859999.0,1860811.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130733.1,signal peptide peptidase SppA,WP_041426651.1,"GO:0006465,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,signal peptide processing|0006465||IEA,sync_2101,1859999.0,1860775.0,-,CK_Syn_CC9311_02101,sppA,"GO:0006508,GO:0008233",CK_00000601,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0616,bactNOG00724,cyaNOG05755,cyaNOG00901,cyaNOG02295","COG: OU,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.21.-,,"proteolysis,proteolysis,peptidase activity",signal peptide peptidase SppA (protease IV),"TIGR00706,PF01343,IPR004635,IPR002142,IPR029045","signal peptide peptidase SppA%2C 36K type,Peptidase family S49,Peptidase S49%2C SppA,Peptidase S49,ClpP/crotonase-like domain superfamily",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
SYNC_RS09660,,SYNC_RS09660,sync_2102,Protein Homology,1860866.0,1861828.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620016.1,DMT family transporter,WP_011620016.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,sync_2102,1860866.0,1861828.0,+,CK_Syn_CC9311_02102,rhaT,GO:0016021,CK_00000602,Q.9, Unknown substrate,"COG0697,bactNOG26584,bactNOG06114,bactNOG09091,bactNOG99769,cyaNOG00493","COG: GER,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: G,bactNOG: G,bactNOG: G,cyaNOG: G",,,integral component of membrane,eamA-like transporter family protein,"PF00892,IPR000620","EamA-like transporter family,EamA domain",141,Transport and binding proteins / Unknown substrate
SYNC_RS09665,,SYNC_RS09665,sync_2103,Protein Homology,1861825.0,1862937.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853483.1,glycosyltransferase,WP_011620017.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,sync_2103,1861825.0,1862937.0,+,CK_Syn_CC9311_02103,sync_2103,GO:0016740,CK_00006850,"C.3,E.6","Surface polysaccharides and lipopolysaccharides,Polysaccharides and glycoproteins biosynthesis",COG0438,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,2.4.1.-,,transferase activity,glycosyl transferase family GT1,"PF00534,IPR001296","Glycosyl transferases group 1,Glycosyl transferase%2C family 1","105,90","Energy metabolism / Biosynthesis and degradation of polysaccharides,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides"
SYNC_RS09670,,SYNC_RS09670,sync_2104,Protein Homology,1862928.0,1864784.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853484.1,glycosyltransferase family 39 protein,WP_083756075.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,sync_2104,1862934.0,1864784.0,+,CK_Syn_CC9311_02104,sync_2104,GO:0016740,CK_00008113,"C.3,E.6","Surface polysaccharides and lipopolysaccharides,Polysaccharides and glycoproteins biosynthesis",COG1807,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,2.4.1.-,,transferase activity,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family,PF13231,Dolichyl-phosphate-mannose-protein mannosyltransferase,"105,90","Energy metabolism / Biosynthesis and degradation of polysaccharides,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides"
SYNC_RS09675,,SYNC_RS09675,sync_2105,Protein Homology,1864778.0,1865314.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853485.1,DUF721 domain-containing protein,WP_041426652.1,,,,,sync_2105,1864778.0,1865260.0,-,CK_Syn_CC9311_02105,sync_2105,,CK_00000603,,,"COG5512,NOG310261,bactNOG50919,bactNOG41150,bactNOG101966,cyaNOG06063,cyaNOG03664,cyaNOG03518","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF05258,IPR007922","Dna[CI] antecedent%2C DciA,Protein of unknown function DUF721/UPF0232",156,Hypothetical proteins / Conserved
SYNC_RS09680,,SYNC_RS09680,sync_2106,Protein Homology,1865394.0,1866161.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011933789.1,PspA/IM30 family protein,WP_011620020.1,,,,,sync_2106,1865394.0,1866161.0,+,CK_Syn_CC9311_02106,vipp1,"GO:0044419,GO:0009535,GO:0009706",CK_00001408,"D.1.2,J","Light,Photosynthesis and respiration","COG1842,bactNOG06111,bactNOG24887,bactNOG18762,cyaNOG00480","COG: KT,bactNOG: T,bactNOG: T,bactNOG: T,cyaNOG: T",,,"interspecies interaction between organisms,interspecies interaction between organisms,chloroplast thylakoid membrane,chloroplast inner membrane",stress-induced protein assembly complex,"PF04012,IPR007157","PspA/IM30 family,PspA/IM30","164,95","Energy metabolism / Photosynthesis,Protein fate / Protein folding and stabilization"
trxA,trxA,SYNC_RS09685,sync_2107,Protein Homology,1866219.0,1866545.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853487.1,thioredoxin,WP_011620021.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,sync_2107,1866219.0,1866545.0,+,CK_Syn_CC9311_02107,trxA,"GO:0006125,GO:0006662,GO:0045454,GO:0030508,GO:0015035",CK_00000047,"B.9,D.1.4,G.2"," Thioredoxin%2C glutaredoxin and glutathione,Oxidative stress,Electron transport","COG0526,COG3118,bactNOG37263,cyaNOG03348","COG: OC,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"obsolete thioredoxin pathway,glycerol ether metabolic process,cell redox homeostasis,obsolete thioredoxin pathway,glycerol ether metabolic process,cell redox homeostasis,obsolete thiol-disulfide exchange intermediate activity,protein disulfide oxidoreductase activity",thioredoxin 1 (x-type),"TIGR01068,PF00085,PS00194,PS51352,IPR013766,IPR005746,IPR017937,IPR012336","thioredoxin,Thioredoxin,Thioredoxin family active site.,Thioredoxin domain profile.,Thioredoxin domain,Thioredoxin,Thioredoxin%2C conserved site,Thioredoxin-like fold",112,Energy metabolism / Electron transport
SYNC_RS09690,,SYNC_RS09690,sync_2108,Protein Homology,1866532.0,1867725.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620022.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_011620022.1,"GO:0009058,GO:0030170",,pyridoxal phosphate binding|0030170||IEA,biosynthetic process|0009058||IEA,sync_2108,1866532.0,1867725.0,+,CK_Syn_CC9311_02108,sync_2108,"GO:0008483,GO:0030170",CK_00056717,"A,D.1.7","Amino acid biosynthesis,Trace metals","COG0436,bactNOG00044,cyaNOG01001","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.6.1.1,aspartate transaminase%3B glutamic-oxaloacetic transaminase%3B glutamic-aspartic transaminase%3B transaminase A%3B AAT%3B AspT%3B 2-oxoglutarate-glutamate aminotransferase%3B aspartate alpha-ketoglutarate transaminase%3B aspartate aminotransferase%3B aspartate-2-oxoglutarate transaminase%3B aspartic acid aminotransferase%3B aspartic aminotransferase%3B aspartyl aminotransferase%3B AST (ambiguous)%3B glutamate-oxalacetate aminotransferase%3B glutamate-oxalate transaminase%3B glutamic-aspartic aminotransferase%3B glutamic-oxalacetic transaminase%3B glutamic oxalic transaminase%3B GOT (enzyme) [ambiguous]%3B L-aspartate transaminase%3B L-aspartate-alpha-ketoglutarate transaminase%3B L-aspartate-2-ketoglutarate aminotransferase%3B L-aspartate-2-oxoglutarate aminotransferase%3B L-aspartate-2-oxoglutarate-transaminase%3B L-aspartic aminotransferase%3B oxaloacetate-aspartate aminotransferase%3B oxaloacetate transferase%3B aspartate:2-oxoglutarate aminotransferase%3B glutamate oxaloacetate transaminase,"transaminase activity,pyridoxal phosphate binding",aspartate transaminase,"PF00155,PS00105,IPR004839,IPR015424,IPR015421,IPR015422,IPR004838","Aminotransferase class I and II,Aminotransferases class-I pyridoxal-phosphate attachment site.,Aminotransferase%2C class I/classII,Pyridoxal phosphate-dependent transferase,Pyridoxal phosphate-dependent transferase%2C major domain,Pyridoxal phosphate-dependent transferase domain 1,Aminotransferases%2C class-I%2C pyridoxal-phosphate-binding site","70,71,73,74,75","Amino acid biosynthesis / Aromatic amino acid family,Amino acid biosynthesis / Aspartate family,Amino acid biosynthesis / Glutamate family,Amino acid biosynthesis / Pyruvate family,Amino acid biosynthesis / Serine family"
