ID,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,day2_LFC,day2_pvalue,day2_padj,day4_LFC,day4_pvalue,day4_padj,day5_LFC,day5_pvalue,day5_padj
1_2261_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,maiA,maleylacetoacetate isomerase,O,"maiA, GSTZ1; maleylacetoacetate isomerase [EC:5.2.1.2]",K01800,1.173366252,0.034970145,0.994079333,0.14327596,0.645609877,1,-0.052483437,0.512382562,0.869802061
1_2262_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Fumarylacetoacetate (FAA) hydrolase family,Q,faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2],K16171,1.587878209,0.028878895,0.994079333,0.159560508,0.544743969,1,0.045889172,1,1
1_2263_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,hmgA,"Involved in the catabolism of homogentisate (2,5- dihydroxyphenylacetate or 2,5-OH-PhAc), a central intermediate in the degradation of phenylalanine and tyrosine. Catalyzes the oxidative ring cleavage of the aromatic ring of homogentisate to yield maleylacetoacetate",Q,"HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]",K00451,1.453341988,0.012132756,0.994079333,0.244585085,0.383714284,1,0.286447392,0.091298348,0.241528586
1_2264_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,helix_turn_helix multiple antibiotic resistance protein,K,,,2.344613106,0.186002593,0.994079333,0.008325567,0.992156203,1,0.231511161,0.590607264,0.978852442
1_2265_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Transcriptional regulator,K,,,0.897855928,0.047162521,0.994079333,-0.560919556,0.061761068,1,-0.080642567,0.369578902,0.66957056
1_2266_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Bacterial extracellular solute-binding protein, family 7",G,yiaO; TRAP-type transport system periplasmic protein,K21395,1.81795427,0.0215044,0.994079333,-0.213063138,0.40406189,1,-0.113934897,1,1
1_2267_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Tripartite ATP-independent periplasmic transporters, DctQ component",G,,,1.342016028,0.026985956,0.994079333,-0.454469208,0.182985138,1,-0.33041201,0.711005922,1
1_2268_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1593 TRAP-type C4-dicarboxylate transport system, large permease component",G,,,2.831523623,0.24066723,0.994079333,0.041592471,0.931295135,1,-0.071247325,1,1
1_2269_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal",E,"HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]",K00457,-1.282020667,0.131315736,0.994079333,-0.744050897,0.160012825,1,0.203048845,0.039526543,0.143279699
1_227_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2207 AraC-type DNA-binding domain-containing proteins,K,,,0.667721341,0.767977264,0.994079333,-0.095038569,0.746816445,1,0.066258522,0.286956492,0.551744139
1_2270_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,helix_turn_helix ASNC type,K,,,-0.404099139,0.711056105,0.994079333,-0.409013959,0.205631149,1,1.085996686,1,1
1_2271_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,[2Fe-2S] binding domain,C,iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16],K07302,-0.332243762,0.594825436,0.994079333,0.211308966,0.197110902,1,-0.157827206,0.0590361,0.183894761
1_2272_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1529 Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL CutL homologs",C,iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16],K07303,-0.132693371,0.75860348,0.994079333,0.088409951,0.698139551,1,-0.129273639,0.14077666,0.327835477
1_2273_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pucA,Xanthine and CO dehydrogenases maturation factor XdhC CoxF family,O,xdhC; xanthine dehydrogenase accessory factor,K07402,1.19050762,0.598946801,0.994079333,0.233597935,0.343398851,1,-0.086895136,0.169378175,0.371165651
1_2274_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Molybdopterin,H,mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76],K07141,-0.170867984,0.872677075,0.994079333,0.424201081,0.318291107,1,0.346668544,1,1
1_2275_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,T,,,0.675046211,0.766222304,0.994079333,-0.356287412,0.382326029,1,0.333637474,0.007822829,0.058376384
1_2276_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Histidine kinase,T,,,0.628509346,0.588451786,0.994079333,-0.108655541,0.806970014,1,0.366443773,0.016674609,0.086328889
1_2277_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Transcriptional,K,,,0.087198752,0.941101076,0.99615697,0.270158518,0.47807815,1,0.461659467,0.010230906,0.066056068
1_2278_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,potD,ABC transporter substrate-binding protein,E,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,K02055,0.551084613,0.517401955,0.994079333,0.132978742,0.64120384,1,0.122345027,0.30137237,0.571947562
1_2279_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,potB,"ABC-type spermidine putrescine transport system, permease component I",P,ABC.SP.P1; putative spermidine/putrescine transport system permease protein,K02054,1.275838214,0.567871153,0.994079333,0.431837229,0.333361047,1,0.010720101,1,1
1_228_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pldB,"Serine aminopeptidase, S33",I,pldB; lysophospholipase [EC:3.1.1.5],K01048,0.953106064,0.673015707,0.994079333,0.014560042,0.947941055,1,-0.08123284,0.321192358,0.600472068
1_2280_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Binding-protein-dependent transport system inner membrane component,E,ABC.SP.P; putative spermidine/putrescine transport system permease protein,K02053,1.467712258,0.496523371,0.994079333,0.447381714,0.534779581,1,0.026600854,1,1
1_2281_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,potA,Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system,P,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein,K02052,1.499068553,0.495060627,0.994079333,-0.213973185,0.753987361,1,-0.124866039,0.400910963,0.71470922
1_2282_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Inosine-uridine preferring nucleoside hydrolase,F,,,-0.265687552,0.84833169,0.994079333,0.781676222,0.161601162,1,0.115156076,1,1
1_2283_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family,F,ade; adenine deaminase [EC:3.5.4.2],K01486,1.181160693,0.413201632,0.994079333,0.420120966,0.27136984,1,-0.397312245,0.023489639,0.105675547
1_2284_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG0614 ABC-type Fe3 -hydroxamate transport system, periplasmic component",P,ABC.FEV.S; iron complex transport system substrate-binding protein,K02016,1.075467774,0.607598638,0.994079333,0.446892211,0.595401226,1,-0.11890568,0.623317687,1
1_2285_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Major Facilitator Superfamily,EGP,"mdtG, pmrA; MFS transporter, DHA1 family, multidrug resistance protein",K08161,0.876232084,0.647494036,0.994079333,1.451189564,0.192060656,1,-0.62658904,0.257380323,0.506821944
1_2286_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,receptor,P,TC.FEV.OM; iron complex outermembrane recepter protein,K02014,0.472487546,0.836292572,0.994079333,0.342834278,0.469316764,1,-0.113129075,0.172223148,0.375789661
1_2287_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Fe2 -dicitrate sensor, membrane component",PT,fecR; transmembrane sensor,K07165,0.48788728,0.807994424,0.994079333,0.101104261,0.525391308,1,-0.068691244,0.188479754,0.402127991
1_2288_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Sigma-70, region 4",K,,,0.47456695,0.827729467,0.994079333,0.119235109,0.817669879,1,0.103187455,1,1
1_2289_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,mtlK,Belongs to the mannitol dehydrogenase family,G,uxuB; fructuronate reductase [EC:1.1.1.57],K00040,1.293718957,0.574406929,0.994079333,0.029779247,0.929248752,1,-0.126444028,1,1
1_229_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,esterase lipase,S,,,0.62017705,0.509791838,0.994079333,0.140920557,0.45800239,1,0.378962987,0.000431204,0.016010415
1_2290_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,uxuA,Catalyzes the dehydration of D-mannonate,G,uxuA; mannonate dehydratase [EC:4.2.1.8],K01686,0.593867236,0.582459755,0.994079333,0.184883514,0.461452871,1,0.22177815,0.102829838,0.262826694
1_2291_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,FCD,K,,,0.693605675,0.761108178,0.994079333,0.210402971,0.727947795,1,0.016654309,1,1
1_2292_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Bacterial extracellular solute-binding protein, family 7",G,,,0.932978669,0.681192015,0.994079333,0.302371699,0.203920608,1,-0.197142158,1,1
1_2293_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Tripartite ATP-independent periplasmic transporters, DctQ component",G,,,2.424337322,0.27468024,0.994079333,0.30082652,0.577436798,1,0.002276963,1,1
1_2294_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1593 TRAP-type C4-dicarboxylate transport system, large permease component",G,,,1.830794004,0.39462621,0.994079333,-0.110754137,0.84949043,1,0.924893244,0.031502657,0.125531606
1_2295_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Alcohol dehydrogenase GroES-like domain,E,,,1.52894548,0.47329786,0.994079333,-0.041859253,0.943623548,1,0.487320867,0.086896853,0.232918629
1_2296_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"PFAM ATP-binding region, ATPase domain protein",T,,,0.892297543,0.477862887,0.994079333,0.464260599,0.064179752,1,0.077716856,1,1
1_2297_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2204 Response regulator containing CheY-like receiver AAA-type ATPase and DNA-binding domains,T,,,0.079016595,0.937935273,0.99615697,0.383431074,0.095208572,1,0.152871945,1,1
1_2298_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Receptor family ligand binding region,E,livK; branched-chain amino acid transport system substrate-binding protein,K01999,-0.648177491,0.651711019,0.994079333,0.399613768,0.304111757,1,0.449491636,1,1
1_2299_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Periplasmic binding protein domain,E,livK; branched-chain amino acid transport system substrate-binding protein,K01999,0.906299876,0.68902655,0.994079333,0.545681433,0.017724072,1,0.308104288,0.000760494,0.020033732
1_23_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the sigma-70 factor family. ECF subfamily,K,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily",K03088,-0.515016563,0.414469237,0.994079333,-0.156240357,0.449445082,1,-0.150318919,1,1
1_230_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"redox protein, regulator of disulfide bond formation",O,yhfA; putative redox protein,K07397,1.478502112,0.516540676,0.994079333,-0.090128107,0.65770634,1,-0.250974286,1,1
1_2300_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Branched-chain amino acid transport system / permease component,E,livH; branched-chain amino acid transport system permease protein,K01997,1.293060986,0.596574429,0.994079333,1.728009012,0.296027592,1,0.050445856,1,1
1_2301_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Branched-chain amino acid transport system / permease component,E,livM; branched-chain amino acid transport system permease protein,K01998,-1.124559621,0.572495802,0.994079333,1.763867363,0.087494845,1,0.693546962,1,1
1_2302_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,ATPases associated with a variety of cellular activities,E,livG; branched-chain amino acid transport system ATP-binding protein,K01995,2.393852222,0.254157001,0.994079333,0.734812818,0.295147148,1,0.855373182,0.009763735,0.064352281
1_2303_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,ATPases associated with a variety of cellular activities,E,livF; branched-chain amino acid transport system ATP-binding protein,K01996,1.378368733,0.524492336,0.994079333,0.041146872,0.915566285,1,0.805964885,0.008732452,0.061458249
1_2304_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Iron-containing alcohol dehydrogenase,C,,,1.207988381,0.548472956,0.994079333,0.690456007,0.392442708,1,2.038227431,0.00013539,0.010631223
1_2305_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,gabD,belongs to the aldehyde dehydrogenase family,C,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],K00135,0.944096204,0.667825677,0.994079333,0.342122014,0.541765997,1,0.088830314,1,1
1_2306_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Iron-containing alcohol dehydrogenase,C,,,0.498860841,0.825705751,0.994079333,0.171472326,0.57517877,1,0.398334168,1,1
1_2307_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Putative cyclase,S,,,-1.2114216,0.198959723,0.994079333,0.403508484,0.367370462,1,0.166413595,1,1
1_2308_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,SNARE associated Golgi protein,S,,,0.560682216,0.797999478,0.994079333,0.076794636,0.828885152,1,-0.190757882,1,1
1_2309_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"bond formation protein, DsbB",O,,,0.463673578,0.838918562,0.994079333,0.166235454,0.459845729,1,0.077224419,0.227748836,0.45972862
1_231_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,-2.119055035,0.052599469,0.994079333,-0.621830899,0.053235283,1,-0.035511054,0.475451478,0.815923087
1_2310_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"helix_turn_helix, arabinose operon control protein",K,,,0.966565498,0.669598602,0.994079333,-0.093129801,0.834296743,1,0.452621795,0.019471046,0.095743387
1_2311_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,siderophore receptor,P,TC.FEV.OM; iron complex outermembrane recepter protein,K02014,0.619098727,0.636915032,0.994079333,0.668159324,0.224330254,1,0.142135664,0.310159615,0.584007221
1_2312_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,HNH endonuclease,L,,,-0.247657666,0.77757642,0.994079333,-0.147853867,0.583910836,1,-0.491815668,0.000147287,0.010631223
1_2313_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,rpmB,Belongs to the bacterial ribosomal protein bL28 family,J,"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28",K02902,1.173808764,0.634741566,0.994079333,-0.2741498,0.691352981,1,-0.130838509,1,1
1_2314_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,2.175942257,0.347352323,0.994079333,0.651153066,0.246036088,1,-0.524969383,1,1
1_2315_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"signal transduction protein containing a membrane domain, an EAL and a GGDEF domain",T,,,0.407464913,0.401838464,0.994079333,0.107727261,0.503586812,1,-0.078532515,0.122631574,0.298211605
1_2316_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),IQ,,,0.568076659,0.804546867,0.994079333,0.29273089,0.507781373,1,-0.275667023,0.173811379,0.378275376
1_2317_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,transcriptional regulator,K,,,0.032714058,0.968342201,0.999384167,0.431408851,0.148595698,1,0.236367039,1,1
1_2318_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,gluQ,Belongs to the class-I aminoacyl-tRNA synthetase family,J,gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-],K01894,1.256327112,0.586040346,0.994079333,0.074377349,0.863921503,1,0.400603136,0.023626866,0.105999686
1_2319_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,cobT,"COG4547 Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide 5, 6-dimethylbenzimidazole phosphoribosyltransferase)",H,cobT; cobaltochelatase CobT [EC:6.6.1.2],K09883,0.686661812,0.324873771,0.994079333,0.092271587,0.620497027,1,0.207982657,0.010705711,0.06755516
1_232_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Diguanylate cyclase,T,,,-0.73106859,0.075702272,0.994079333,-0.124007803,0.47725827,1,-0.295515969,0.002308328,0.031326996
1_2320_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,cobS,Cobaltochelatase CobS subunit N terminal,S,cobS; cobaltochelatase CobS [EC:6.6.1.2],K09882,0.110303563,0.775090746,0.994079333,0.132679603,0.480140199,1,0.13229839,1,1
1_2321_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Molecular chaperone,O,,,-0.30773462,0.451134099,0.994079333,-0.067035043,0.759736151,1,-0.171235846,1,1
1_2322_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,bolA,Belongs to the BolA IbaG family,T,"bolA; BolA family transcriptional regulator, general stress-responsive regulator",K05527,0.124376141,0.957712915,0.997057316,-0.135621952,0.60766873,1,-0.144817201,1,1
1_2323_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Glucose / Sorbosone dehydrogenase,G,,,-1.193176119,0.239078297,0.994079333,0.019007228,0.97738932,1,0.364258126,0.0000841,0.008169442
1_2324_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Cytochrome C oxidase, cbb3-type, subunit III",C,,,-0.249771917,0.687611282,0.994079333,0.055363601,0.912970448,1,0.485155072,0.0000261,0.004453497
1_2325_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,ABC-type amino acid transport signal transduction systems periplasmic component domain,ET,,,0.798384224,0.499834507,0.994079333,0.422666424,0.13419014,1,0.565936066,1,1
1_2326_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Protein of unknown function (DUF2889),S,,,0.197893415,0.889919586,0.994199215,-0.161337768,0.537177147,1,-0.07593942,1,1
1_2327_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Domain in cystathionine beta-synthase and other proteins.,T,,,-1.001696592,0.13064563,0.994079333,-0.532249324,0.202756892,1,-0.367903795,0.000180584,0.011830918
