,,,,,Total Mutations,,Lineages Represented,
CCMP1005,800 ppm,THAOC_11726,hypothetical protein,0.895,23,24,6,6
CCMP1005,800 ppm,THAOC_11727,hypothetical protein,0.063,36,50,5,6
CCMP1005,800 ppm,THAOC_11745,hypothetical protein,0.691,2,5,2,4
CCMP1005,800 ppm,THAOC_11763,hypothetical protein,0.017,29,47,3,5
CCMP1005,800 ppm,THAOC_11770,hypothetical protein,0.012,11,30,4,6
CCMP1005,800 ppm,THAOC_11775,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_11805,hypothetical protein,0.691,7,4,3,3
CCMP1005,800 ppm,THAOC_11807,hypothetical protein,0.895,9,10,5,5
CCMP1005,800 ppm,THAOC_11815,hypothetical protein,0.895,6,5,6,5
CCMP1005,800 ppm,THAOC_11819,hypothetical protein,0.895,15,14,4,4
CCMP1005,800 ppm,THAOC_11825,hypothetical protein,0.791,5,7,4,5
CCMP1005,800 ppm,THAOC_11830,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_11831,hypothetical protein,0.895,20,19,6,6
CCMP1005,800 ppm,THAOC_11837,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11842,hypothetical protein,0.426,12,18,4,6
CCMP1005,800 ppm,THAOC_11847,hypothetical protein,0.895,39,38,6,6
CCMP1005,800 ppm,THAOC_11856,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11861,hypothetical protein,1,8,8,6,6
CCMP1005,800 ppm,THAOC_11865,hypothetical protein,0.596,13,9,4,3
CCMP1005,800 ppm,THAOC_11874,hypothetical protein,0.233,11,20,5,6
CCMP1005,800 ppm,THAOC_11881,hypothetical protein,0.691,3,6,3,5
CCMP1005,800 ppm,THAOC_11883,hypothetical protein,0.004,1,23,1,5
CCMP1005,800 ppm,THAOC_11888,hypothetical protein,0.353,36,43,5,5
CCMP1005,800 ppm,THAOC_11891,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_11894,hypothetical protein,0.691,12,15,6,6
CCMP1005,800 ppm,THAOC_11902,hypothetical protein,0.596,3,7,3,6
CCMP1005,800 ppm,THAOC_11909,hypothetical protein,0.289,12,20,6,6
CCMP1005,800 ppm,THAOC_11922,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11925,hypothetical protein,0.008,12,32,2,5
CCMP1005,800 ppm,THAOC_11927,hypothetical protein,0.233,10,19,4,6
CCMP1005,800 ppm,THAOC_11936,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11937,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_11939,hypothetical protein,0.426,16,22,6,6
CCMP1005,800 ppm,THAOC_11944,hypothetical protein,1,4,4,4,4
CCMP1005,800 ppm,THAOC_11956,hypothetical protein,0.426,6,12,4,6
CCMP1005,800 ppm,THAOC_11963,hypothetical protein,0.895,16,15,6,6
CCMP1005,800 ppm,THAOC_11972,hypothetical protein,0.596,9,13,5,6
CCMP1005,800 ppm,THAOC_11976,hypothetical protein,0.112,26,38,6,6
CCMP1005,800 ppm,THAOC_11980,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_11988,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12012,hypothetical protein,0.895,17,16,6,6
CCMP1005,800 ppm,THAOC_12027,hypothetical protein,0.895,9,10,5,6
CCMP1005,800 ppm,THAOC_12033,hypothetical protein,0.791,9,11,5,6
CCMP1005,800 ppm,THAOC_12052,hypothetical protein,0.691,3,6,3,6
CCMP1005,800 ppm,THAOC_12062,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_12065,hypothetical protein,0.353,14,21,6,6
CCMP1005,800 ppm,THAOC_12078,hypothetical protein,0.426,2,8,2,5
CCMP1005,800 ppm,THAOC_12079,hypothetical protein,0.895,2,3,1,3
CCMP1005,800 ppm,THAOC_12086,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_12088,hypothetical protein,0.691,2,5,2,5
CCMP1005,800 ppm,THAOC_12101,hypothetical protein,0.017,53,35,5,3
CCMP1005,800 ppm,THAOC_12103,hypothetical protein,0.289,19,27,5,6
CCMP1005,800 ppm,THAOC_12107,hypothetical protein,0.289,17,25,6,6
CCMP1005,800 ppm,THAOC_12111,hypothetical protein,0.895,18,17,5,5
CCMP1005,800 ppm,THAOC_12118,hypothetical protein,0.426,5,11,5,6
CCMP1005,800 ppm,THAOC_12122,hypothetical protein,0.691,15,12,6,6
CCMP1005,800 ppm,THAOC_12127,hypothetical protein,0.895,24,23,6,6
CCMP1005,800 ppm,THAOC_12155,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12156,hypothetical protein,0.691,1,4,1,4
CCMP1005,800 ppm,THAOC_12159,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_12166,hypothetical protein,0,21,65,6,6
CCMP1005,800 ppm,THAOC_12170,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_12172,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_12188,hypothetical protein,0,7,39,3,6
CCMP1005,800 ppm,THAOC_12189,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_12195,hypothetical protein,0.791,10,8,2,4
CCMP1005,800 ppm,THAOC_12201,hypothetical protein,0.596,34,38,6,6
CCMP1005,800 ppm,THAOC_12202,hypothetical protein,0.895,6,5,5,5
CCMP1005,800 ppm,THAOC_12204,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_12213,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12215,hypothetical protein,0.791,5,7,5,6
CCMP1005,800 ppm,THAOC_12221,hypothetical protein,0.596,4,8,4,5
CCMP1005,800 ppm,THAOC_12225,hypothetical protein,0.691,9,12,5,6
CCMP1005,800 ppm,THAOC_12233,hypothetical protein,0.004,12,34,5,6
CCMP1005,800 ppm,THAOC_12263,hypothetical protein,0.895,31,32,6,6
CCMP1005,800 ppm,THAOC_12272,hypothetical protein,0.426,11,17,6,6
CCMP1005,800 ppm,THAOC_12289,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_12290,hypothetical protein,0.691,3,6,3,6
CCMP1005,800 ppm,THAOC_12301,hypothetical protein,0.691,6,3,1,3
CCMP1005,800 ppm,THAOC_12309,hypothetical protein,1,7,7,6,6
CCMP1005,800 ppm,THAOC_12310,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12316,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12339,hypothetical protein,0.691,9,6,2,3
CCMP1005,800 ppm,THAOC_12353,hypothetical protein,0.353,12,19,4,6
CCMP1005,800 ppm,THAOC_12354,hypothetical protein,1,4,4,4,4
CCMP1005,800 ppm,THAOC_12360,hypothetical protein,0.507,42,47,6,6
CCMP1005,800 ppm,THAOC_12361,hypothetical protein,0.691,17,20,5,5
CCMP1005,800 ppm,THAOC_12363,hypothetical protein,0.596,8,12,4,6
CCMP1005,800 ppm,THAOC_12387,hypothetical protein,0.145,10,21,6,6
CCMP1005,800 ppm,THAOC_12389,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_12398,hypothetical protein,0.596,10,6,5,5
CCMP1005,800 ppm,THAOC_12412,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12434,hypothetical protein,0,41,70,5,6
CCMP1005,800 ppm,THAOC_12436,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_12442,hypothetical protein,0.426,41,47,6,6
CCMP1005,800 ppm,THAOC_12444,hypothetical protein,0.691,16,19,6,6
CCMP1005,800 ppm,THAOC_12446,hypothetical protein,1,6,6,5,6
CCMP1005,800 ppm,THAOC_12452,hypothetical protein,0.085,15,28,5,6
CCMP1005,800 ppm,THAOC_12453,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_12468,hypothetical protein,0.895,4,5,2,3
CCMP1005,800 ppm,THAOC_12475,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12479,hypothetical protein,1,30,30,6,6
CCMP1005,800 ppm,THAOC_12519,hypothetical protein,0.289,32,40,5,6
CCMP1005,800 ppm,THAOC_12530,hypothetical protein,1,3,3,3,3
CCMP1005,800 ppm,THAOC_12532,hypothetical protein,0.691,12,15,6,6
CCMP1005,800 ppm,THAOC_12538,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_12545,hypothetical protein,0.145,1,12,1,5
CCMP1005,800 ppm,THAOC_12548,hypothetical protein,1,3,3,3,3
CCMP1005,800 ppm,THAOC_12567,hypothetical protein,0.791,2,4,2,4
CCMP1005,800 ppm,THAOC_12569,hypothetical protein,0.047,20,35,5,6
CCMP1005,800 ppm,THAOC_12577,hypothetical protein,0.895,4,5,3,4
CCMP1005,800 ppm,THAOC_12583,hypothetical protein,0.691,3,6,3,6
CCMP1005,800 ppm,THAOC_12584,hypothetical protein,0.895,8,9,6,5
CCMP1005,800 ppm,THAOC_12597,hypothetical protein,0,19,50,6,6
CCMP1005,800 ppm,THAOC_12606,hypothetical protein,0.008,18,38,4,6
CCMP1005,800 ppm,THAOC_12608,hypothetical protein,0.596,60,64,6,6
CCMP1005,800 ppm,THAOC_12624,hypothetical protein,0.791,14,12,6,6
CCMP1005,800 ppm,THAOC_12637,hypothetical protein,0.233,16,25,4,6
CCMP1005,800 ppm,THAOC_12652,hypothetical protein,0.353,41,48,6,6
CCMP1005,800 ppm,THAOC_12655,hypothetical protein,0.233,9,18,6,6
CCMP1005,800 ppm,THAOC_12669,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_12673,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_12686,hypothetical protein,0.596,7,11,2,5
CCMP1005,800 ppm,THAOC_12687,hypothetical protein,0.691,18,21,6,6
CCMP1005,800 ppm,THAOC_12688,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_12694,hypothetical protein,0.691,4,7,4,6
CCMP1005,800 ppm,THAOC_12704,hypothetical protein,0.596,17,21,6,6
CCMP1005,800 ppm,THAOC_12729,hypothetical protein,0.353,18,25,6,6
CCMP1005,800 ppm,THAOC_12737,hypothetical protein,1,40,40,5,5
CCMP1005,800 ppm,THAOC_12740,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_12741,hypothetical protein,0.895,5,4,4,3
CCMP1005,800 ppm,THAOC_12759,hypothetical protein,0.596,13,9,6,4
CCMP1005,800 ppm,THAOC_12762,hypothetical protein,0.596,12,16,6,6
CCMP1005,800 ppm,THAOC_12779,hypothetical protein,0.507,8,13,5,5
CCMP1005,800 ppm,THAOC_12784,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_12787,hypothetical protein,0.596,13,17,6,6
CCMP1005,800 ppm,THAOC_12789,hypothetical protein,0.895,5,6,3,3
CCMP1005,800 ppm,THAOC_12790,hypothetical protein,0,19,56,5,6
CCMP1005,800 ppm,THAOC_12810,hypothetical protein,1,17,17,6,6
CCMP1005,800 ppm,THAOC_12819,hypothetical protein,0.791,2,4,2,4
CCMP1005,800 ppm,THAOC_12825,hypothetical protein,0.034,24,40,6,6
CCMP1005,800 ppm,THAOC_12830,hypothetical protein,1,6,6,5,4
CCMP1005,800 ppm,THAOC_12833,hypothetical protein,0.596,9,13,6,6
CCMP1005,800 ppm,THAOC_12835,hypothetical protein,0.691,10,13,5,6
CCMP1005,800 ppm,THAOC_12841,hypothetical protein,0.596,10,14,5,6
CCMP1005,800 ppm,THAOC_12844,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_12851,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_12853,hypothetical protein,0.691,41,44,6,6
CCMP1005,800 ppm,THAOC_12872,hypothetical protein,0.895,20,21,5,6
CCMP1005,800 ppm,THAOC_12885,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_12886,hypothetical protein,0.791,14,12,6,6
CCMP1005,800 ppm,THAOC_12887,hypothetical protein,0.691,5,8,5,6
CCMP1005,800 ppm,THAOC_12890,hypothetical protein,0,32,63,6,6
CCMP1005,800 ppm,THAOC_12915,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_12927,hypothetical protein,0.895,35,34,6,6
CCMP1005,800 ppm,THAOC_12933,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_12935,hypothetical protein,1,30,30,6,6
CCMP1005,800 ppm,THAOC_12942,hypothetical protein,0.791,12,10,6,6
CCMP1005,800 ppm,THAOC_12955,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_12960,hypothetical protein,1,36,36,6,6
CCMP1005,800 ppm,THAOC_12990,hypothetical protein,0.895,3,4,3,4
CCMP1005,800 ppm,THAOC_12999,hypothetical protein,0.791,22,20,6,6
CCMP1005,800 ppm,THAOC_13003,hypothetical protein,0.596,6,10,6,5
CCMP1005,800 ppm,THAOC_13004,hypothetical protein,0.895,8,7,6,6
CCMP1005,800 ppm,THAOC_13017,hypothetical protein,0.596,5,9,5,5
CCMP1005,800 ppm,THAOC_13019,hypothetical protein,0.353,23,30,5,6
CCMP1005,800 ppm,THAOC_13026,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13028,hypothetical protein,0.895,6,7,6,6
CCMP1005,800 ppm,THAOC_13034,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13039,hypothetical protein,0.426,6,12,6,6
CCMP1005,800 ppm,THAOC_13040,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13043,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13061,hypothetical protein,0.185,16,26,5,6
CCMP1005,800 ppm,THAOC_13068,hypothetical protein,0.791,14,12,6,6
CCMP1005,800 ppm,THAOC_13078,hypothetical protein,0.791,5,3,5,3
CCMP1005,800 ppm,THAOC_13086,hypothetical protein,0.791,8,10,5,6
CCMP1005,800 ppm,THAOC_13088,hypothetical protein,0.507,26,31,6,6
CCMP1005,800 ppm,THAOC_13089,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13095,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_13097,hypothetical protein,0.691,9,12,6,6
CCMP1005,800 ppm,THAOC_13101,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_13104,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13114,hypothetical protein,0.791,4,6,4,5
CCMP1005,800 ppm,THAOC_13117,hypothetical protein,0.289,0,8,0,4
CCMP1005,800 ppm,THAOC_13122,hypothetical protein,0.691,7,10,5,5
CCMP1005,800 ppm,THAOC_13123,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13126,hypothetical protein,0.791,8,6,6,6
CCMP1005,800 ppm,THAOC_13130,hypothetical protein,1,36,36,6,6
CCMP1005,800 ppm,THAOC_13133,hypothetical protein,0.791,5,7,3,5
CCMP1005,800 ppm,THAOC_13134,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13159,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_13162,hypothetical protein,0.596,21,25,4,4
CCMP1005,800 ppm,THAOC_13163,hypothetical protein,0.895,8,9,4,5
CCMP1005,800 ppm,THAOC_13168,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13173,hypothetical protein,0.426,16,22,6,6
CCMP1005,800 ppm,THAOC_13179,hypothetical protein,0.895,30,29,6,6
CCMP1005,800 ppm,THAOC_13183,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13203,hypothetical protein,0.024,7,24,3,6
CCMP1005,800 ppm,THAOC_13223,hypothetical protein,1,7,7,6,6
CCMP1005,800 ppm,THAOC_13239,hypothetical protein,0.791,32,30,6,6
CCMP1005,800 ppm,THAOC_13241,hypothetical protein,0.791,10,12,5,6
CCMP1005,800 ppm,THAOC_13271,hypothetical protein,0.185,22,32,6,6
CCMP1005,800 ppm,THAOC_13277,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_13280,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_13281,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_13282,hypothetical protein,0,45,82,6,6
CCMP1005,800 ppm,THAOC_13284,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13291,hypothetical protein,0.791,5,7,5,6
CCMP1005,800 ppm,THAOC_13313,hypothetical protein,0.233,15,24,6,6
CCMP1005,800 ppm,THAOC_13320,hypothetical protein,1,21,21,6,6
CCMP1005,800 ppm,THAOC_13325,hypothetical protein,0.895,4,5,3,5
CCMP1005,800 ppm,THAOC_13335,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13344,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_13365,hypothetical protein,0.791,7,9,6,6
CCMP1005,800 ppm,THAOC_13378,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13387,hypothetical protein,0.691,10,13,4,5
CCMP1005,800 ppm,THAOC_13392,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13402,hypothetical protein,0.791,40,42,6,6
CCMP1005,800 ppm,THAOC_13409,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13415,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_13423,hypothetical protein,0.691,40,43,6,6
CCMP1005,800 ppm,THAOC_13434,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13436,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_13475,hypothetical protein,0.289,5,13,5,6
CCMP1005,800 ppm,THAOC_13480,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13481,hypothetical protein,0.596,2,6,2,6
CCMP1005,800 ppm,THAOC_13493,hypothetical protein,0.001,5,29,5,6
CCMP1005,800 ppm,THAOC_13506,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_13523,hypothetical protein,0.289,17,25,6,6
CCMP1005,800 ppm,THAOC_13525,hypothetical protein,0.791,6,8,5,6
CCMP1005,800 ppm,THAOC_13530,hypothetical protein,1,16,16,6,6
CCMP1005,800 ppm,THAOC_13535,hypothetical protein,0.791,7,9,6,6
CCMP1005,800 ppm,THAOC_13547,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13551,hypothetical protein,0.691,1,4,1,3
CCMP1005,800 ppm,THAOC_13553,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13558,hypothetical protein,0.596,26,30,6,6
CCMP1005,800 ppm,THAOC_13579,hypothetical protein,0.596,38,34,6,6
CCMP1005,800 ppm,THAOC_13588,hypothetical protein,0.289,9,17,5,5
CCMP1005,800 ppm,THAOC_13589,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13593,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_13595,hypothetical protein,0.791,10,12,5,6
CCMP1005,800 ppm,THAOC_13599,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13608,hypothetical protein,0.289,16,24,5,6
CCMP1005,800 ppm,THAOC_13613,hypothetical protein,1,10,10,6,6
CCMP1005,800 ppm,THAOC_13615,hypothetical protein,0.001,3,28,2,3
CCMP1005,800 ppm,THAOC_13616,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13635,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_13645,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13651,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_13671,hypothetical protein,0.002,14,37,4,6
CCMP1005,800 ppm,THAOC_13672,hypothetical protein,0.596,0,4,0,4
CCMP1005,800 ppm,THAOC_13704,hypothetical protein,0.895,35,36,6,6
CCMP1005,800 ppm,THAOC_13709,hypothetical protein,1,6,6,5,5
CCMP1005,800 ppm,THAOC_13718,hypothetical protein,0.507,2,7,1,3
CCMP1005,800 ppm,THAOC_13723,hypothetical protein,0.791,10,12,5,6
CCMP1005,800 ppm,THAOC_13737,hypothetical protein,0.426,2,8,2,5
CCMP1005,800 ppm,THAOC_13754,hypothetical protein,1,7,7,5,6
CCMP1005,800 ppm,THAOC_13760,hypothetical protein,0.895,13,14,4,6
CCMP1005,800 ppm,THAOC_13762,hypothetical protein,0.691,2,5,2,5
CCMP1005,800 ppm,THAOC_13767,hypothetical protein,0.895,10,11,5,6
CCMP1005,800 ppm,THAOC_13775,hypothetical protein,0.596,10,14,6,6
CCMP1005,800 ppm,THAOC_13795,hypothetical protein,0.895,9,8,5,5
CCMP1005,800 ppm,THAOC_13798,hypothetical protein,0.426,21,27,6,6
CCMP1005,800 ppm,THAOC_13802,hypothetical protein,0.353,1,8,1,5
CCMP1005,800 ppm,THAOC_13808,hypothetical protein,0.691,9,12,5,6
CCMP1005,800 ppm,THAOC_13815,hypothetical protein,0.596,1,5,1,4
CCMP1005,800 ppm,THAOC_13822,hypothetical protein,0.596,2,6,1,3
CCMP1005,800 ppm,THAOC_13832,hypothetical protein,0.507,0,5,0,5
CCMP1005,800 ppm,THAOC_13845,hypothetical protein,0.185,5,15,2,5
CCMP1005,800 ppm,THAOC_13850,hypothetical protein,0.691,8,11,5,6
CCMP1005,800 ppm,THAOC_13859,hypothetical protein,0.233,29,38,5,6
CCMP1005,800 ppm,THAOC_13893,hypothetical protein,0.353,3,10,3,6
CCMP1005,800 ppm,THAOC_13900,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_13907,hypothetical protein,0.791,22,24,6,6
CCMP1005,800 ppm,THAOC_13916,hypothetical protein,1,40,40,5,5
CCMP1005,800 ppm,THAOC_13918,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13928,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13942,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_13949,hypothetical protein,0.791,5,7,5,6
CCMP1005,800 ppm,THAOC_13954,hypothetical protein,0.691,2,5,2,5
CCMP1005,800 ppm,THAOC_13968,hypothetical protein,0.507,2,7,1,4
CCMP1005,800 ppm,THAOC_13975,hypothetical protein,0.596,33,29,6,6
CCMP1005,800 ppm,THAOC_13978,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_13979,hypothetical protein,0.691,5,8,4,4
CCMP1005,800 ppm,THAOC_13990,hypothetical protein,0.596,2,6,2,4
CCMP1005,800 ppm,THAOC_13993,hypothetical protein,0.353,36,43,6,6
CCMP1005,800 ppm,THAOC_13998,hypothetical protein,0.596,5,9,2,3
CCMP1005,800 ppm,THAOC_14006,hypothetical protein,0.596,0,4,0,4
CCMP1005,800 ppm,THAOC_14048,hypothetical protein,1,37,37,6,6
CCMP1005,800 ppm,THAOC_14054,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_14064,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_14072,hypothetical protein,0.353,5,12,3,5
CCMP1005,800 ppm,THAOC_14074,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_14077,hypothetical protein,1,78,78,6,6
CCMP1005,800 ppm,THAOC_14092,hypothetical protein,1,36,36,6,6
CCMP1005,800 ppm,THAOC_14106,hypothetical protein,0.596,1,5,1,5
CCMP1005,800 ppm,THAOC_14113,hypothetical protein,0.895,8,7,6,5
CCMP1005,800 ppm,THAOC_14114,hypothetical protein,0.791,17,15,6,6
CCMP1005,800 ppm,THAOC_14119,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_14129,hypothetical protein,0.596,7,11,5,6
CCMP1005,800 ppm,THAOC_14140,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_14142,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_14147,hypothetical protein,0.024,16,33,4,6
CCMP1005,800 ppm,THAOC_14158,hypothetical protein,0.005,0,21,0,3
CCMP1005,800 ppm,THAOC_14159,hypothetical protein,0.233,8,17,5,6
CCMP1005,800 ppm,THAOC_14175,hypothetical protein,0.353,0,7,0,6
CCMP1005,800 ppm,THAOC_14179,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_14184,hypothetical protein,0.895,6,7,6,6
CCMP1005,800 ppm,THAOC_14185,hypothetical protein,1,35,35,6,5
CCMP1005,800 ppm,THAOC_14193,hypothetical protein,0.289,5,13,2,6
CCMP1005,800 ppm,THAOC_14209,hypothetical protein,0.691,19,16,6,6
CCMP1005,800 ppm,THAOC_14211,hypothetical protein,0.017,27,45,3,5
CCMP1005,800 ppm,THAOC_14219,hypothetical protein,0.596,1,5,1,5
CCMP1005,800 ppm,THAOC_14227,hypothetical protein,0.353,5,12,3,6
CCMP1005,800 ppm,THAOC_14239,hypothetical protein,0.507,21,26,6,6
CCMP1005,800 ppm,THAOC_14253,hypothetical protein,0.185,5,15,2,6
CCMP1005,800 ppm,THAOC_14260,hypothetical protein,0.791,16,18,6,6
CCMP1005,800 ppm,THAOC_14267,hypothetical protein,0.507,7,12,4,6
CCMP1005,800 ppm,THAOC_14278,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_14282,hypothetical protein,0.145,5,16,1,4
CCMP1005,800 ppm,THAOC_14290,hypothetical protein,0.001,129,155,6,6
CCMP1005,800 ppm,THAOC_14294,hypothetical protein,0.426,30,36,5,6
CCMP1005,800 ppm,THAOC_14324,hypothetical protein,0.895,7,6,4,4
CCMP1005,800 ppm,THAOC_14325,hypothetical protein,0.895,6,7,6,6
CCMP1005,800 ppm,THAOC_14332,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_14341,hypothetical protein,0.145,10,21,2,4
CCMP1005,800 ppm,THAOC_14350,hypothetical protein,0.596,20,24,6,6
CCMP1005,800 ppm,THAOC_14354,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_14355,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_14360,hypothetical protein,0,38,65,5,6
CCMP1005,800 ppm,THAOC_14367,hypothetical protein,0.895,14,15,6,6
CCMP1005,800 ppm,THAOC_14373,hypothetical protein,0.289,138,130,6,6
CCMP1005,800 ppm,THAOC_14380,hypothetical protein,0.507,3,8,3,6
CCMP1005,800 ppm,THAOC_14381,hypothetical protein,0.691,5,8,4,6
CCMP1005,800 ppm,THAOC_14383,hypothetical protein,0.063,8,22,4,6
CCMP1005,800 ppm,THAOC_14404,hypothetical protein,0.426,34,40,6,6
CCMP1005,800 ppm,THAOC_14431,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_14433,hypothetical protein,0.289,5,13,5,6
CCMP1005,800 ppm,THAOC_14459,hypothetical protein,0.895,29,28,6,6
CCMP1005,800 ppm,THAOC_14461,hypothetical protein,0.426,18,24,6,6
CCMP1005,800 ppm,THAOC_14467,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_14468,hypothetical protein,0.895,10,11,6,6
CCMP1005,800 ppm,THAOC_14469,hypothetical protein,0.895,36,37,6,6
CCMP1005,800 ppm,THAOC_14472,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_14475,hypothetical protein,0.426,5,11,3,6
