GID,genename,kid,ko,definition,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
sync_1375,leuS,syg:sync_1375,K01869,leucyl-tRNA synthetase,leuS,leucyl-tRNA synthetase,Q0IAE0,Leucyl-tRNA synthetase (EC 6.1.1.4).,6.1.1.4,1253864,1253864..1256467,867
sync_1376,pgi,syg:sync_1376,K01810,glucose-6-phosphate isomerase,pgi,glucose-6-phosphate isomerase,Q0IAD9,Glucose-6-phosphate isomerase (EC 5.3.1.9).,5.3.1.9,1256472,complement(1256472..1258070),532
sync_1377,,syg:sync_1377,,possible DnaB-like helicase,,possible DnaB-like helicase,Q0IAD8,Possible DnaB-like helicase.,,1258176,1258176..1258952,258
sync_1378,,syg:sync_1378,,N-acetylmuramoyl-L-alanine amidase (family 2),,N-acetylmuramoyl-L-alanine amidase (family 2),Q0IAD7,N-acetylmuramoyl-L-alanine amidase (Family 2).,,1259011,complement(1259011..1259931),306
sync_1379,,syg:sync_1379,,PDZ domain,,PDZ domain,Q0IAD6,PDZ domain.,,1259913,complement(1259913..1261610),565
sync_1380,,syg:sync_1380,,hypothetical protein,,conserved hypothetical protein,Q0IAD5,Putative uncharacterized protein.,,1261610,complement(1261610..1261981),123
sync_1381,purN,syg:sync_1381,K11175,phosphoribosylglycinamide formyltransferase,purN,phosphoribosylglycinamide formyltransferase,Q0IAD4,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2).,2.1.2.2,1261991,1261991..1262701,236
sync_1382,argC,syg:sync_1382,K00145,N-acetyl-gamma-glutamyl-phosphate reductase,argC,N-acetyl-gamma-glutamyl-phosphate reductase,Q0IAD3,N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38).,1.2.1.38,1262692,complement(1262692..1263756),354
sync_1383,ribAB,syg:sync_1383,K01497 K02858,riboflavin biosynthesis protein RibA,ribAB,riboflavin biosynthesis protein RibA,Q0IAD2,Riboflavin biosynthesis protein RibA (EC 3.5.4.25).,3.5.4.25 4.1.99.12,1263798,1263798..1265468,556
sync_1384,ppi,syg:sync_1384,K03768,"peptidylprolyl cis-trans isomerase, cyclophilin-type",ppi,"peptidylprolyl cis-trans isomerase, cyclophilin-type",Q0IAD1,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8).,5.2.1.8,1265473,complement(1265473..1265994),173
sync_1385,mtaP,syg:sync_1385,K00772,methylthioadenosine phosphorylase,mtaP,methylthioadenosine phosphorylase,Q0IAD0,Methylthioadenosine phosphorylase (EC 2.4.2.28).,2.4.2.28,1265985,1265985..1266902,305
sync_1386,,syg:sync_1386,K07106,glucokinase regulator homolog,,glucokinase regulator homolog,Q0IAC9,Glucokinase regulator homolog.,4.2.-.-,1266896,complement(1266896..1267831),311
sync_1387,,syg:sync_1387,,hypothetical protein,,Uncharacterized protein,Q0IAC8,Uncharacterized protein.,,1267828,complement(1267828..1268229),133
sync_1388,,syg:sync_1388,,DnaJ2 protein,,DnaJ2 protein,Q0IAC7,DnaJ2 protein.,,1268274,complement(1268274..1269179),301
sync_1389,dnaK,syg:sync_1389,K04043,chaperone protein DnaK,dnaK,chaperone protein DnaK,Q0IAC6,Chaperone protein DnaK.,,1269163,complement(1269163..1271157),664
sync_1390,pstC,syg:sync_1390,K02037,"phosphate ABC transporter, permease protein PstC",pstC,"phosphate ABC transporter, permease protein PstC",Q0IAC5,"Phosphate ABC transporter, permease protein PstC.",,1271300,1271300..1272247,315
sync_1391,pstA,syg:sync_1391,K02038,"phosphate ABC transporter, permease protein PtsA",pstA,"phosphate ABC transporter, permease protein PtsA",Q0IAC4,"Phosphate ABC transporter, permease protein PtsA.",,1272251,1272251..1273153,300
sync_1392,pstB,syg:sync_1392,K02036,"phosphate ABC transporter, ATP-binding protein",pstB,"phosphate ABC transporter, ATP-binding protein",Q0IAC3,Phosphate import ATP-binding protein pstB (EC 3.6.3.27) (Phosphate- transporting ATPase) (ABC phosphate transporter).,3.6.3.27,1273212,1273212..1274030,272
sync_1393,,syg:sync_1393,,tRNA-Ser,,Ser tRNA,,,,1274383,complement(1274383..1274469),
sync_1394,,syg:sync_1394,K02639,"ferredoxin, 2Fe-2S",,"ferredoxin, 2Fe-2S",Q0IAC2,"Ferredoxin, 2Fe-2S.",,1274516,1274516..1274884,122
sync_1395,"suhB, ssyA",syg:sync_1395,K01092,inositol-1-monophosphatase,"suhB,ssyA",Inositol-1-monophosphatase,Q0IAC1,Inositol-1-monophosphatase (EC 3.1.3.25).,3.1.3.25,1274884,1274884..1275750,288
sync_1396,hisZ,syg:sync_1396,K02502,ATP phosphoribosyltransferase regulatory subunit,hisZ,ATP phosphoribosyltransferase regulatory subunit,Q0IAC0,ATP phosphoribosyltransferase regulatory subunit.,,1275747,1275747..1276976,409
sync_1397,,syg:sync_1397,,iron-sulfur cluster-binding protein,,iron-sulfur cluster-binding protein,Q0IAB9,Iron-sulfur cluster-binding protein.,,1277003,1277003..1277227,74
sync_1398,htpG,syg:sync_1398,K04079,chaperone protein HtpG,htpG,chaperone protein HtpG,Q0IAB8,Chaperone protein HtpG.,,1277380,1277380..1279275,631
sync_1399,rpmB,syg:sync_1399,K02902,ribosomal protein L28,rpmB,ribosomal protein L28,Q0IAB7,Ribosomal protein L28.,,1279337,1279337..1279573,78
sync_1400,,syg:sync_1400,K03564,alkyl hydroperoxide reductase/thiol specific antioxidant/Mal allergens family protein,,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein,Q0IAB6,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein.,1.11.1.15,1279608,1279608..1280159,183
sync_1401,ggpS,syg:sync_1401,K03692,glucosylglycerol-phosphate synthase,ggpS,glucosylglycerol-phosphate synthase,Q0IAB5,Glucosylglycerol-phosphate synthase (EC 2.4.1.213).,2.4.1.213,1280228,1280228..1281712,494
sync_1402,,syg:sync_1402,K02027,"ABC transporter for sugars, solute-binding protein",,"ABC transporter for sugars, solute-binding protein",Q0IAB4,"ABC transporter for sugars, solute-binding protein.",,1281709,1281709..1282998,429
sync_1403,,syg:sync_1403,K02025,"ABC transporter for sugars, membrane component",,"ABC transporter for sugars, membrane component",Q0IAB3,"ABC transporter for sugars, membrane component.",,1282995,1282995..1283870,291
sync_1404,,syg:sync_1404,K02026,"ABC transporter component, likely for sugar transport",,"ABC transporter component, likely for sugar transport",Q0IAB2,"ABC transporter component, likely for sugar transport.",,1283873,1283873..1284685,270
sync_1405,,syg:sync_1405,K02023,"ABC transporter for sugars, ATP binding protein",,"ABC transporter for sugars, ATP binding protein",Q0IAB1,"ABC transporter for sugars, ATP binding protein.",,1284682,1284682..1285653,323
sync_1406,,syg:sync_1406,,hypothetical protein,,conserved hypothetical protein,Q0IAB0,Putative uncharacterized protein.,,1285721,complement(1285721..1286800),359
sync_1407,,syg:sync_1407,,hypothetical protein,,conserved hypothetical protein,Q0IAA9,Putative uncharacterized protein.,,1286873,1286873..1287175,100
sync_1408,,syg:sync_1408,,hypothetical protein,,conserved hypothetical protein,Q0IAA8,Putative uncharacterized protein.,,1287172,1287172..1287501,109
sync_1409,,syg:sync_1409,K02698,photosystem I reaction center subunit PsaK (photosystem I subunit X),,Photosystem I reaction center subunit psaK (Photosystem I subunit X),Q0IAA7,Photosystem I reaction center subunit psaK (Photosystem I subunit X).,,1287511,1287511..1287792,93
sync_1410,dxs,syg:sync_1410,K01662,1-deoxy-D-xylulose-5-phosphate synthase,dxs,1-deoxy-D-xylulose-5-phosphate synthase,Q0IAA6,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7).,2.2.1.7,1287851,complement(1287851..1289794),647
sync_1411,ilvA,syg:sync_1411,K01754,threonine dehydratase,ilvA,threonine dehydratase,Q0IAA5,Threonine dehydratase (EC 4.3.1.19).,4.3.1.19,1289874,1289874..1291400,508
sync_1412,scpB,syg:sync_1412,K06024,segregation and condensation protein B,scpB,segregation and condensation protein B,Q0IAA4,Segregation and condensation protein B.,,1291488,1291488..1291991,167
sync_1413,,syg:sync_1413,K02221,hypothetical protein,,conserved hypothetical protein,Q0IAA3,Putative uncharacterized protein.,,1292025,1292025..1292327,100
sync_1414,,syg:sync_1414,,predicted MazG family pyrophosphatase,,Predicted MazG family pyrophosphatase,Q0IAA2,Predicted MazG family pyrophosphatase.,,1292349,complement(1292349..1292825),158
sync_1415,pyk,syg:sync_1415,K00873,pyruvate kinase,pyk,pyruvate kinase,Q0IAA1,Pyruvate kinase (EC 2.7.1.40).,2.7.1.40,1292768,1292768..1294552,594
sync_1416,macB,syg:sync_1416,K02004,"macrolide ABC transporter, permease protein",macB,"macrolide ABC transporter, permease protein",Q0IAA0,"Macrolide ABC transporter, permease protein.",,1294571,1294571..1295800,409
sync_1417,,syg:sync_1417,K03798,"metalloprotease, ATP-dependent, FtsH family protein",,"metalloprotease, ATP-dependent, FtsH family protein",Q0IA99,"Metalloprotease, ATP-dependent, FtsH family protein (EC 3.4.24.-).",3.4.24.-,1295869,1295869..1297800,643
sync_1418,clpP-3,syg:sync_1418,K01358,"ATP-dependent Clp protease, proteolytic subunit ClpP",clpP-3,"ATP-dependent Clp protease, proteolytic subunit ClpP",Q0IA98,"ATP-dependent Clp protease, proteolytic subunit ClpP (EC 3.4.21.92).",3.4.21.92,1297887,complement(1297887..1298477),196
sync_1419,,syg:sync_1419,,hypothetical protein,,Uncharacterized protein,Q0IA97,Uncharacterized protein.,,1298544,1298544..1299302,252
sync_1420,,syg:sync_1420,,hypothetical protein,,unnamed protein product,Q0IA96,Unnamed protein product.,,1299254,complement(1299254..1300699),481
sync_1421,,syg:sync_1421,,hypothetical protein,,hypothetical protein,Q0IA95,Putative uncharacterized protein.,,1300686,complement(1300686..1300835),49
sync_1422,,syg:sync_1422,K03689,cytochrome b6-f complex subunit VIII (cytochrome b6f complex subunitpetN)-related protein,,Cytochrome b6-f complex subunit VIII (Cytochrome b6f complex subunitpetN)-related protein,Q0IA94,Cytochrome b6-f complex subunit VIII (Cytochrome b6f complex subunitpetN)-related protein.,,1300837,complement(1300837..1300938),33
sync_1423,clpS-2,syg:sync_1423,K06891,ATP-dependent Clp protease adaptor protein ClpS,clpS-2,ATP-dependent Clp protease adaptor protein ClpS,Q0IA93,ATP-dependent Clp protease adaptor protein ClpS.,,1301012,1301012..1301308,98
sync_1424,,syg:sync_1424,K08226,"transporter, major facilitator family protein",,"transporter, major facilitator family protein",Q0IA92,"Transporter, major facilitator family protein.",,1301314,1301314..1302714,466
sync_1425,,syg:sync_1425,,hypothetical protein,,hypothetical protein,Q0IA91,Putative uncharacterized protein.,,1302716,complement(1302716..1302952),78
sync_1426,,syg:sync_1426,,hypothetical protein,,conserved hypothetical protein,Q0IA90,Putative uncharacterized protein.,,1303017,1303017..1303301,94
sync_1427,,syg:sync_1427,,6S RNA sequence,,6S RNA sequence,,,,1304108,complement(1304108..1304316),
sync_1428,purK,syg:sync_1428,K01589,"phosphoribosylaminoimidazole carboxylase, ATPase subunit",purK,"phosphoribosylaminoimidazole carboxylase, ATPase subunit",Q0IA89,"Phosphoribosylaminoimidazole carboxylase, ATPase subunit (EC 4.1.1.21).",6.3.4.18,1304305,complement(1304305..1305474),389
sync_1429,,syg:sync_1429,K10189,lactose transport system permease protein,,lactose transport system permease protein,Q0IA88,Lactose transport system permease protein.,,1305535,complement(1305535..1306434),299
sync_1430,aroB,syg:sync_1430,K01735,3-dehydroquinate synthase,aroB,3-dehydroquinate synthase,Q0IA87,3-dehydroquinate synthase (EC 4.2.3.4).,4.2.3.4,1306482,1306482..1307615,377
sync_1431,,syg:sync_1431,,hypothetical protein,,Uncharacterized conserved protein,Q0IA86,Uncharacterized conserved protein.,,1307587,complement(1307587..1308765),392
sync_1432,,syg:sync_1432,,uncharacterized membrane protein,,Uncharacterized membrane protein,Q0IA85,Uncharacterized membrane protein.,,1308880,1308880..1309689,269
sync_1433,,syg:sync_1433,K01185,possible endolysin,,possible endolysin,Q0IA84,Possible endolysin (EC 3.2.1.17).,3.2.1.17,1309717,complement(1309717..1310460),247
sync_1434,,syg:sync_1434,,hypothetical protein,,conserved hypothetical protein,Q0IA83,Putative uncharacterized protein.,,1310733,complement(1310733..1311821),362
sync_1435,,syg:sync_1435,,predicted phosphoesterase,,Predicted phosphoesterase,Q0IA82,Predicted phosphoesterase.,,1311815,complement(1311815..1312672),285
sync_1436,nadA,syg:sync_1436,K03517,"quinolinate synthetase complex, A subunit",nadA,"quinolinate synthetase complex, A subunit",Q0IA81,"Quinolinate synthetase complex, A subunit.",2.5.1.72,1312767,1312767..1313702,311
sync_1437,,syg:sync_1437,K07577,predicted exonuclease involved in mRNA processing,,predicted exonuclease involved in mRNA processing,Q0IA80,Predicted exonuclease involved in mRNA processing.,,1314000,1314000..1315055,351
sync_1438,,syg:sync_1438,K01971,possible ATP-dependent DNA ligase,,possible ATP-dependent DNA ligase,Q0IA79,Possible ATP-dependent DNA ligase (EC 6.5.1.1).,6.5.1.1,1315066,1315066..1316763,565
sync_1439,,syg:sync_1439,K03724,"ATP-dependent helicase, DEAD/DEAH box family protein",,"ATP-dependent helicase, DEAD/DEAH box family protein",Q0IA78,"ATP-dependent helicase, DEAD/DEAH box family protein.",3.6.1.-,1316964,1316964..1319414,816
sync_1440,,syg:sync_1440,,hypothetical protein,,conserved hypothetical protein,Q0IA77,Putative uncharacterized protein.,,1319498,1319498..1320067,189
sync_1441,,syg:sync_1441,,hypothetical protein,,conserved hypothetical protein,Q0IA76,Putative uncharacterized protein.,,1320067,1320067..1320621,184
sync_1442,,syg:sync_1442,,hypothetical protein,,conserved hypothetical protein,Q0IA75,Putative uncharacterized protein.,,1321341,1321341..1321556,71
sync_1443,,syg:sync_1443,,"acyltransferase family, putative",,"Acyltransferase family, putative",Q0IA74,"Acyltransferase family, putative.",,1322835,1322835..1323980,381
sync_1444,,syg:sync_1444,,hypothetical protein,,hypothetical protein,Q0IA73,Putative uncharacterized protein.,,1323998,1323998..1324126,42
sync_1445,,syg:sync_1445,,hypothetical protein,,conserved hypothetical protein,Q0IA72,Putative uncharacterized protein.,,1325058,complement(1325058..1326128),356
sync_1446,,syg:sync_1446,,tetratricopeptide repeat protein,,tetratricopeptide repeat protein,Q0IA71,Tetratricopeptide repeat protein.,,1326897,1326897..1327379,160
sync_1447,,syg:sync_1447,,hypothetical protein,,hypothetical protein,Q0IA70,Putative uncharacterized protein.,,1327802,complement(1327802..1328284),160
sync_1448,,syg:sync_1448,K07192,SPFH domain / band 7 family protein,,SPFH domain / Band 7 family protein,Q0IA69,SPFH domain / Band 7 family protein.,,1329206,complement(1329206..1330375),389
sync_1449,,syg:sync_1449,K07192,SPFH domain / band 7 family protein,,SPFH domain / Band 7 family protein,Q0IA68,SPFH domain / Band 7 family protein.,,1330444,complement(1330444..1331799),451
sync_1450,,syg:sync_1450,,hypothetical protein,,hypothetical protein,Q0IA67,Putative uncharacterized protein.,,1331818,complement(1331818..1332321),167
sync_1451,,syg:sync_1451,,hypothetical protein,,conserved hypothetical protein,Q0IA66,Putative uncharacterized protein.,,1332534,1332534..1333325,263
sync_1452,,syg:sync_1452,,DnaJ domain-containing protein,,DnaJ domain-containing protein,Q0IA65,DnaJ domain-containing protein.,,1333349,complement(1333349..1334161),270
sync_1453,,syg:sync_1453,,protein of unknown function (DUF558) family protein,,Protein of unknown function (DUF558) family protein,Q0IA64,Putative uncharacterized protein.,,1334374,1334374..1335108,244
sync_1454,,syg:sync_1454,,hypothetical protein,,conserved hypothetical protein,Q0IA63,Putative uncharacterized protein.,,1335284,1335284..1335511,75
sync_1455,,syg:sync_1455,,short-chain dehydrogenase/reductase,,Short-chain dehydrogenase/reductase,Q0IA62,Short-chain dehydrogenase/reductase.,,1336124,1336124..1336789,221
sync_1456,,syg:sync_1456,,hypothetical protein,,conserved hypothetical protein,Q0IA61,Putative uncharacterized protein.,,1337077,complement(1337077..1337925),282
sync_1457,,syg:sync_1457,K00517,cytochrome P450 family protein,,cytochrome P450 family protein,Q0IA60,Cytochrome P450 family protein (EC 1.14.-.-).,1.14.-.-,1338330,complement(1338330..1339601),423
sync_1458,,syg:sync_1458,,SAM (and some other nucleotide) binding motif,,SAM (and some other nucleotide) binding motif,Q0IA59,SAM (And some other nucleotide) binding motif.,,1339797,1339797..1340519,240
sync_1459,,syg:sync_1459,,NAD binding site,,NAD binding site,Q0IA58,NAD binding site.,,1340521,1340521..1341681,386
sync_1460,,syg:sync_1460,K00660,chalcone synthase,,Chalcone synthase,Q0IA57,Chalcone synthase (EC 2.3.1.74).,2.3.1.74,1341672,1341672..1342766,364
sync_1461,,syg:sync_1461,,hypothetical protein,,conserved hypothetical protein,Q0IA56,Putative uncharacterized protein.,,1342879,1342879..1343382,167
sync_1462,,syg:sync_1462,K01070,putative esterase/lipase/thioesterase,,putative esterase/lipase/thioesterase,Q0IA55,Putative esterase/lipase/thioesterase.,3.1.2.12,1343549,complement(1343549..1344415),288
sync_1463,,syg:sync_1463,K00121,D-isomer specific 2-hydroxyacid dehydrogenase family protein,,D-isomer specific 2-hydroxyacid dehydrogenase family protein,Q0IA54,D-isomer specific 2-hydroxyacid dehydrogenase family protein (EC 1.-.- .-).,1.1.1.1 1.1.1.284,1344433,complement(1344433..1345644),403
sync_1464,,syg:sync_1464,,hypothetical protein,,conserved hypothetical protein,Q0IA53,Putative uncharacterized protein.,,1345815,complement(1345815..1346180),121
sync_1465,,syg:sync_1465,K00694,"glycosyl transferase, group 2 family protein domain protein",,"glycosyl transferase, group 2 family protein domain protein",Q0IA52,"Glycosyl transferase, group 2 family protein domain protein.",2.4.1.12,1346382,complement(1346382..1348385),667
sync_1466,,syg:sync_1466,,hypothetical protein,,hypothetical protein,Q0IA51,Putative uncharacterized protein.,,1348375,complement(1348375..1349556),393
sync_1467,,syg:sync_1467,K01179,endoglucanase,,endoglucanase,Q0IA50,Endoglucanase (EC 3.2.1.4).,3.2.1.4,1349734,1349734..1351374,546
sync_1468,,syg:sync_1468,,hypothetical protein,,conserved hypothetical protein,Q0IA49,Putative uncharacterized protein.,,1351819,complement(1351819..1352295),158
sync_1469,,syg:sync_1469,,hypothetical protein,,hypothetical protein,Q0IA48,Putative uncharacterized protein.,,1352679,1352679..1353059,126
sync_1470,,syg:sync_1470,,hypothetical protein,,conserved hypothetical protein,Q0IA47,Putative uncharacterized protein.,,1353673,complement(1353673..1353966),97
sync_1471,fcs,syg:sync_1471,K01897,feruloyl-CoA synthetase,fcs,feruloyl-CoA synthetase,Q0IA46,Feruloyl-CoA synthetase (EC 6.2.1.34).,6.2.1.3,1354212,complement(1354212..1355744),510
sync_1472,,syg:sync_1472,,possible transcriptional regulator protein,,possible transcriptional regulator protein,Q0IA45,Possible transcriptional regulator protein.,,1355739,1355739..1357937,732
