GID,SYMBOL,kid,PRODUCT,ko,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
SYNW1417,SYNW1417,syw:SYNW1417,"ABC transporter, nitrate-like, ATP binding component",K02049,,"ABC transporter, nitrate-like, ATP binding component",Q7U6C1,"ABC transporter, nitrate-like, ATP binding component.",,1388195,1388195..1388950,251
SYNW1418,SYNW1418,syw:SYNW1418,putative Rieske [2Fe-2S] family protein,,,Putative Rieske [2Fe-2S] family protein,Q7TTV0,family protein.,,1388947,1388947..1390002,351
SYNW1419,SYNW1419,syw:SYNW1419,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6C0,Hypothetical protein.,,1390040,complement(1390040..1390780),246
SYNW1420,SYNW1420,syw:SYNW1420,conserved hypothetical protein,K09958,,conserved hypothetical protein,Q7U6B9,Hypothetical protein.,,1390783,complement(1390783..1391250),155
SYNW1421,SYNW1421,syw:SYNW1421,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6B8,Hypothetical protein.,,1391296,complement(1391296..1391577),93
SYNW1422,SYNW1422,syw:SYNW1422,conserved hypothetical protein,K07123,,conserved hypothetical protein,Q7U6B7,Hypothetical protein.,,1391630,complement(1391630..1392607),325
SYNW1423,SYNW1423,syw:SYNW1423,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6B6,Hypothetical protein.,,1392604,complement(1392604..1393275),223
SYNW1424,SYNW1424,syw:SYNW1424,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6B5,Hypothetical protein.,,1393278,complement(1393278..1394369),363
SYNW1425,SYNW1425,syw:SYNW1425,probable nitrilase,K01502,,probable nitrilase,Q7U6B4,Probable nitrilase (EC 3.5.5.7).,3.5.5.7,1394362,complement(1394362..1395378),338
SYNW1426,SYNW1426,syw:SYNW1426,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6B3,Hypothetical protein.,,1395399,complement(1395399..1395881),160
SYNW1427,SYNW1427,syw:SYNW1427,predicted flavoprotein involved in K+ transport (COG2072),K07222,,Predicted flavoprotein involved in K+ transport (COG2072),Q7U6B2,Predicted flavoprotein involved in K+ transport (COG2072).,,1396068,1396068..1397378,436
SYNW1428,SYNW1428,syw:SYNW1428,hypothetical protein,,,hypothetical,Q7U6B1,Hypothetical.,,1397386,complement(1397386..1398312),308
SYNW1429,SYNW1429,syw:SYNW1429,DnaJ domain-containing protein,,,DnaJ domain-containing protein,Q7U6B0,DnaJ domain-containing protein.,,1398600,complement(1398600..1399307),235
SYNW1430,SYNW1430,syw:SYNW1430,short-chain dehydrogenase/reductase (SDR) superfamily,,,Short-chain dehydrogenase/reductase (SDR) superfamily,Q7U6A9,Short-chain dehydrogenase/reductase (SDR) superfamily.,,1399326,complement(1399326..1400015),229
SYNW1431,SYNW1431,syw:SYNW1431,conserved hypothetical protein,,,conserved hypothetical,Q7U6A8,Conserved hypothetical.,,1400273,complement(1400273..1400500),75
SYNW1432,SYNW1432,syw:SYNW1432,hypothetical protein,,,hypothetical,Q7U6A7,Hypothetical.,,1400494,1400494..1400781,95
SYNW1433,SYNW1433,syw:SYNW1433,hypothetical protein,,,hypothetical,Q7U6A6,Hypothetical.,,1401121,1401121..1401327,68
SYNW1434,SYNW1434,syw:SYNW1434,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6A5,Hypothetical protein.,,1401502,1401502..1402983,493
SYNW1435,SYNW1435,syw:SYNW1435,hypothetical protein,,,hypothetical,Q7U6A4,Hypothetical.,,1403005,1403005..1403178,57
SYNW1436,SYNW1436,syw:SYNW1436,hypothetical protein,,,hypothetical,Q7U6A3,Hypothetical.,,1404069,complement(1404069..1404434),121
SYNW1437,SYNW1437,syw:SYNW1437,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6A2,Hypothetical protein precursor.,,1404876,1404876..1405316,146
SYNW1438,SYNW1438,syw:SYNW1438,hypothetical protein,,,hypothetical,Q7U6A1,Hypothetical.,,1405323,complement(1405323..1405487),54
SYNW1439,SYNW1439,syw:SYNW1439,conserved hypothetical protein,,,conserved hypothetical protein,Q7U6A0,Hypothetical protein.,,1405539,1405539..1406906,455
SYNW1440,SYNW1440,syw:SYNW1440,conserved hypothetical protein,,,conserved hypothetical protein,Q7U699,Hypothetical protein.,,1406947,1406947..1407444,165
SYNW1441,SYNW1441,syw:SYNW1441,conserved hypothetical protein,,,conserved hypothetical protein,Q7U698,Hypothetical protein.,,1407771,1407771..1408085,104
SYNW1442,"rps21, rpsU",syw:SYNW1442,30S ribosomal protein S21,K02970,"rps21,rpsU",30S ribosomal protein S21,Q7U697,30S ribosomal protein S21.,,1408581,1408581..1408757,58
SYNW1443,SYNW1443,syw:SYNW1443,hypothetical protein,,,hypothetical,Q7U696,Hypothetical.,,1408906,1408906..1409148,80
SYNW1444,SYNW1444,syw:SYNW1444,hypothetical protein,,,hypothetical,Q7U695,Hypothetical precursor.,,1409152,1409152..1409814,220
SYNW1445,SYNW1445,syw:SYNW1445,hypothetical protein,,,hypothetical,Q7U694,Hypothetical precursor.,,1409778,complement(1409778..1410086),102
SYNW1446,SYNW1446,syw:SYNW1446,hypothetical protein,,,hypothetical,Q7U693,Hypothetical precursor.,,1410086,complement(1410086..1410382),98
SYNW1447,SYNW1447,syw:SYNW1447,hypothetical protein,,,hypothetical,Q7U692,Hypothetical precursor.,,1410466,complement(1410466..1410642),58
SYNW1448,SYNW1448,syw:SYNW1448,hypothetical protein,,,hypothetical,Q7U691,Hypothetical.,,1410652,complement(1410652..1410891),79
SYNW1449,hli1,syw:SYNW1449,possible high light inducible protein,,hli1,possible high light inducible protein,Q7U690,Possible high light inducible protein.,,1411230,complement(1411230..1411433),67
SYNW1450,SYNW1450,syw:SYNW1450,conserved hypothetical protein,K07020,,conserved hypothetical protein,Q7U689,Hypothetical protein.,,1411477,complement(1411477..1411830),117
SYNW1451,SYNW1451,syw:SYNW1451,conserved hypothetical protein,,,conserved hypothetical protein,Q7U688,Hypothetical protein.,,1411835,complement(1411835..1412056),73
SYNW1452,SYNW1452,syw:SYNW1452,predicted membrane protein (COG2259),,,predicted membrane protein (COG2259),Q7U687,Predicted membrane protein (COG2259).,,1412125,complement(1412125..1412625),166
SYNW1453,SYNW1453,syw:SYNW1453,conserved hypothetical protein,,,conserved hypothetical protein,Q7U686,Hypothetical protein.,,1412723,complement(1412723..1412965),80
SYNW1454,SYNW1454,syw:SYNW1454,conserved hypothetical protein,,,conserved hypothetical protein,Q7U685,Hypothetical protein.,,1413072,complement(1413072..1413290),72
SYNW1455,SYNW1455,syw:SYNW1455,conserved hypothetical protein,,,conserved hypothetical protein,Q7U684,Hypothetical protein.,,1413642,complement(1413642..1414157),171
SYNW1456,SYNW1456,syw:SYNW1456,hypothetical protein,,,hypothetical,Q7U683,Hypothetical.,,1414388,1414388..1414885,165
SYNW1457,SYNW1457,syw:SYNW1457,conserved hypothetical protein,K07090,,conserved hypothetical protein,Q7U682,Hypothetical protein precursor.,,1414886,1414886..1415674,262
SYNW1458,SYNW1458,syw:SYNW1458,hypothetical protein,,,hypothetical,Q7U681,Hypothetical.,,1415630,complement(1415630..1415902),90
SYNW1459,SYNW1459,syw:SYNW1459,conserved hypothetical protein,K09983,,conserved hypothetical protein,Q7U680,Hypothetical protein.,,1415947,1415947..1416474,175
SYNW1460,SYNW1460,syw:SYNW1460,conserved hypothetical protein,,,conserved hypothetical,Q7U679,Conserved hypothetical.,,1416518,1416518..1416787,89
SYNW1461,SYNW1461,syw:SYNW1461,conserved hypothetical protein,,,conserved hypothetical,Q7U678,Conserved hypothetical precursor.,,1416962,1416962..1417894,310
SYNW1462,SYNW1462,syw:SYNW1462,possible transcriptional regulator,,,possible transcriptional regulator,Q7U677,Possible transcriptional regulator.,,1417898,1417898..1418332,144
SYNW1463,SYNW1463,syw:SYNW1463,hypothetical protein,,,hypothetical,Q7U676,Hypothetical.,,1418673,1418673..1418858,61
SYNW1464,SYNW1464,syw:SYNW1464,conserved hypothetical protein,,,conserved hypothetical protein,Q7U675,Hypothetical protein.,,1418887,1418887..1419420,177
SYNW1465,SYNW1465,syw:SYNW1465,hypothetical protein,,,hypothetical,Q7U674,Hypothetical.,,1419443,1419443..1419736,97
SYNW1466,SYNW1466,syw:SYNW1466,hypothetical protein,,,hypothetical,Q7U673,Hypothetical.,,1419772,complement(1419772..1420017),81
SYNW1467,SYNW1467,syw:SYNW1467,hypothetical protein,,,hypothetical protein,Q7U672,Hypothetical protein.,,1420053,1420053..1420298,81
SYNW1468,SYNW1468,syw:SYNW1468,hypothetical protein,,,hypothetical,Q7U671,Hypothetical.,,1420116,complement(1420116..1420364),82
SYNW1469,SYNW1469,syw:SYNW1469,hypothetical protein,,,hypothetical,Q7U670,Hypothetical.,,1420361,complement(1420361..1420474),37
SYNW1470,psbA1,syw:SYNW1470,photosystem II reaction center D1 protein form I,K02703,psbA1,photosystem II D1 protein form I,Q7U669,Photosystem II D1 protein form I.,,1420584,complement(1420584..1421660),358
SYNW1471,SYNW1471,syw:SYNW1471,conserved hypothetical protein,,,conserved hypothetical protein,Q7U668,Hypothetical protein.,,1421802,complement(1421802..1423130),442
SYNW1472,SYNW1472,syw:SYNW1472,putative cation efflux transporter (CDF family),,,putative cation efflux transporter (CDF family),Q7U667,Putative cation efflux transporter (CDF family).,,1423244,1423244..1424182,312
SYNW1473,SYNW1473,syw:SYNW1473,hypothetical protein,,,hypothetical,Q7U666,Hypothetical.,,1424142,1424142..1424693,183
SYNW1474,SYNW1474,syw:SYNW1474,conserved hypothetical protein,,,conserved hypothetical protein,Q7U665,Hypothetical protein.,,1424710,1424710..1425294,194
SYNW1475,trpS,syw:SYNW1475,"t-RNA synthetase, class Ib:tryptophanyl-tRNA synthetase",K01867,trpS,"t-RNA synthetase, class Ib:Tryptophanyl-tRNA synthetase",Q7TTU9,Tryptophanyl-tRNA synthetase (EC 6.1.1.2) (Tryptophan--tRNA ligase) (TrpRS).,6.1.1.2,1425298,1425298..1426311,337
SYNW1476,SYNW1476,syw:SYNW1476,"possible muramidase, COG4678",,,"possible muramidase, COG4678",Q7U664,"Possible muramidase, COG4678 precursor.",,1426545,1426545..1427204,219
SYNW1477,SYNW1477,syw:SYNW1477,conserved hypothetical protein,,,conserved hypothetical protein,Q7U663,Hypothetical protein.,,1427189,complement(1427189..1427530),113
SYNW1478,thrS,syw:SYNW1478,threonyl-tRNA synthetase,K01868,thrS,threonyl-tRNA synthetase,Q7U662,Threonyl-tRNA synthetase (EC 6.1.1.3) (Threonine--tRNA ligase) (ThrRS).,6.1.1.3,1427559,1427559..1429394,611
SYNW1479,SYNW1479,syw:SYNW1479,conserved hypothetical protein,,,conserved hypothetical protein,Q7U661,Hypothetical protein.,,1429391,1429391..1429783,130
SYNW1480,SYNW1480,syw:SYNW1480,putative glucokinase,K00845,,Putative glucokinase,Q7U660,Putative glucokinase (EC 2.7.1.2).,2.7.1.2,1429856,1429856..1430890,344
SYNW1481,thrB,syw:SYNW1481,putative homoserine kinase,K00872,thrB,putative homoserine kinase,Q7U659,Homoserine kinase (EC 2.7.1.39) (HSK) (HK).,2.7.1.39,1430905,1430905..1431852,315
SYNW1482,ndhD2,syw:SYNW1482,putative NADH dehydrogenase I chain 4 (or M),K05575,ndhD3,putative NADH dehydrogenase I chain 4 (or M),Q7U658,Putative NADH dehydrogenase I chain 4 (Or M) (EC 1.6.5.3).,1.6.5.3,1431910,1431910..1433481,523
SYNW1483,opdA,syw:SYNW1483,putative oligopeptidase A,K01414,opdA,putative oligopeptidase A,Q7U657,Putative oligopeptidase A (EC 3.4.24.70).,3.4.24.70,1433483,1433483..1435588,701
SYNW1484,SYNW1484,syw:SYNW1484,lipase family protein,K01046,,lipase family protein,Q7U656,Lipase family protein (EC 3.1.1.3).,3.1.1.3,1435590,complement(1435590..1436177),195
SYNW1485,folB,syw:SYNW1485,possible dihydroneopterin aldolase,K01633,folB,possible dihydroneopterin aldolase,Q7U655,Possible dihydroneopterin aldolase (EC 4.1.2.25).,4.1.2.25,1436174,complement(1436174..1436545),123
SYNW1486,proA,syw:SYNW1486,gamma-glutamyl phosphate reductase,K00147,proA,Gamma-glutamyl phosphate reductase,Q7U654,Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5- semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase).,1.2.1.41,1436542,complement(1436542..1437849),435
SYNW1487,SYNW1487,syw:SYNW1487,ROK family sugar kinase,K00845,,ROK family sugar kinase,Q7U653,ROK family sugar kinase.,2.7.1.2,1437863,complement(1437863..1438771),302
SYNW1488,SYNW1488,syw:SYNW1488,conserved hypothetical protein,,,conserved hypothetical protein,Q7U652,Hypothetical protein precursor.,,1438776,complement(1438776..1443188),1470
SYNW1489,SYNW1489,syw:SYNW1489,conserved hypothetical protein,,,conserved hypothetical protein,Q7U651,Hypothetical protein.,,1443255,1443255..1443704,149
SYNW1490,SYNW1490,syw:SYNW1490,conserved hypothetical protein,,,conserved hypothetical,Q7U650,Conserved hypothetical.,,1443718,1443718..1444107,129
SYNW1491,SYNW1491,syw:SYNW1491,conserved hypothetical protein,,,conserved hypothetical,Q7U649,Conserved hypothetical.,,1444169,1444169..1444450,93
SYNW1492,SYNW1492,syw:SYNW1492,predicted acyl esterase (COG2936),K06978,,predicted acyl esterase (COG2936),Q7U648,Predicted acyl esterase (COG2936).,,1444458,1444458..1446044,528
SYNW1493,SYNW1493,syw:SYNW1493,conserved hypothetical protein,,,conserved hypothetical,Q7U647,Conserved hypothetical.,,1446295,1446295..1446765,156
SYNW1494,glgB,syw:SYNW1494,"1,4-alpha-glucan branching enzyme",K00700,glgB,"1,4-alpha-glucan branching enzyme",Q7U646,"1,4-alpha-glucan branching enzyme (EC 2.4.1.18) (Glycogen branching enzyme) (BE) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl- transferase).",2.4.1.18,1446826,1446826..1449153,775
SYNW1495,hemE,syw:SYNW1495,uroporphyrinogen decarboxylase (URO-D),K01599,hemE,Uroporphyrinogen decarboxylase (URO-D),Q7U645,Uroporphyrinogen decarboxylase (EC 4.1.1.37) (URO-D) (UPD).,4.1.1.37,1449202,1449202..1450260,352
SYNW1496,SYNW1496,syw:SYNW1496,conserved hypothetical protein,,,conserved hypothetical protein,Q7U644,Hypothetical protein.,,1450257,1450257..1451276,339
SYNW1497,petE,syw:SYNW1497,type I copper blue protein: plastocyanin,K02638,petE,Type I copper blue protein: plastocyanin,Q7U643,Type I copper blue protein: plastocyanin precursor.,,1451284,1451284..1451643,119
SYNW1498,petJ,syw:SYNW1498,possible cytochrome C6 (soluble cytochrome F) (cytochrome c553),K08906,petJ,possible cytochrome C6 (soluble cytochrome F) (cytochrome c553),Q7U642,Possible cytochrome C6 (Soluble cytochrome F) (Cytochrome c553) precursor.,,1451769,1451769..1452125,118
SYNW1499,SYNW1499,syw:SYNW1499,conserved hypothetical protein,,,conserved hypothetical protein,Q7U641,Hypothetical protein.,,1452130,1452130..1452357,75
SYNW1500,SYNW1500,syw:SYNW1500,hypothetical protein,,,hypothetical,Q7U640,Hypothetical.,,1452357,1452357..1452755,132
SYNW1501,SYNW1501,syw:SYNW1501,hypothetical protein,,,hypothetical,Q7U639,Hypothetical.,,1452752,1452752..1453027,91
SYNW1502,SYNW1502,syw:SYNW1502,hypothetical protein,,,hypothetical,Q7U638,Hypothetical.,,1453016,complement(1453016..1453216),66
SYNW1503,clpB1,syw:SYNW1503,endopeptidase Clp ATP-binding chain B,K03695,clpB1,endopeptidase Clp ATP-binding chain B,Q7U637,Chaperone clpB 1.,,1453282,1453282..1455909,875
SYNW1504,SYNW1504,syw:SYNW1504,conserved hypothetical protein,,,conserved hypothetical protein,Q7U636,Hypothetical protein.,,1455919,complement(1455919..1456395),158
SYNW1505,hisIE,syw:SYNW1505,histidine biosynthesis bifunctional protein HisIE,K11755,hisIE,histidine biosynthesis bifunctional protein HisIE,Q7U635,Histidine biosynthesis bifunctional protein hisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) (PRA-CH),,,,
SYNW1506,SYNW1506,syw:SYNW1506,hypothetical protein,,,hypothetical,Q7U634,Hypothetical precursor.,,1457125,complement(1457125..1457790),221
SYNW1507,SYNW1507,syw:SYNW1507,conserved hypothetical protein,,,conserved hypothetical protein,Q7U633,Hypothetical protein.,,1457887,complement(1457887..1458540),217
SYNW1508,SYNW1508,syw:SYNW1508,conserved hypothetical protein,K08983,,conserved hypothetical protein,Q7U632,Hypothetical protein.,,1458537,complement(1458537..1459028),163
SYNW1509,SYNW1509,syw:SYNW1509,possible type II alternative RNA polymerase sigma factor,,,Possible type II alternative RNA polymerase sigma factor,Q7U631,Possible type II alternative RNA polymerase sigma factor.,,1459208,1459208..1460134,308
SYNW1510,SYNW1510,syw:SYNW1510,conserved hypothetical protein,,,conserved hypothetical protein,Q7U630,Hypothetical protein.,,1460206,1460206..1460580,124
SYNW1511,SYNW1511,syw:SYNW1511,conserved hypothetical protein,,,conserved hypothetical,Q7U629,Conserved hypothetical precursor.,,1460591,1460591..1460905,104
SYNW1512,SYNW1512,syw:SYNW1512,conserved hypothetical protein,,,conserved hypothetical,Q7U628,Conserved hypothetical precursor.,,1460902,1460902..1461195,97
SYNW1513,SYNW1513,syw:SYNW1513,conserved hypothetical protein,,,conserved hypothetical protein,Q7U627,Hypothetical protein.,,1461203,1461203..1461703,166
SYNW1514,SYNW1514,syw:SYNW1514,conserved hypothetical protein,K11312,,conserved hypothetical protein,Q7U626,Hypothetical protein.,,1461618,complement(1461618..1462133),171
SYNW1515,SYNW1515,syw:SYNW1515,conserved hypothetical protein,,,conserved hypothetical,Q7U625,Conserved hypothetical.,,1462223,1462223..1462453,76
SYNW1516,petJ,syw:SYNW1516,cytochrome C6 (soluble cytochrome F) (cytochrome c553),K08906,petJ,cytochrome C6 (soluble cytochrome F) (cytochrome c553),Q7U624,Cytochrome C6 (Soluble cytochrome F) (Cytochrome c553) precursor.,,1462484,1462484..1462816,110
SYNW1517,SYNW1517,syw:SYNW1517,conserved hypothetical protein,K09780,,conserved hypothetical protein,Q7U623,Hypothetical protein.,,1462792,complement(1462792..1463061),89
SYNW1518,SYNW1518,syw:SYNW1518,conserved hypothetical protein,,,conserved hypothetical protein,Q7U622,Hypothetical protein.,,1463159,1463159..1463530,123
SYNW1519,trpA,syw:SYNW1519,tryptophan synthase alpha chain:proteins binding FMN and rela...,K01695,trpA,Tryptophan synthase alpha chain:Proteins binding FMN and rela...,Q7TTU8,Tryptophan synthase alpha chain (EC 4.2.1.20).,4.2.1.20,1463649,complement(1463649..1464458),269
SYNW1520,SYNW1520,syw:SYNW1520,conserved hypothetical protein,,,conserved hypothetical protein,Q7U621,Hypothetical protein precursor.,,1464494,complement(1464494..1464835),113
SYNW1521,SYNW1521,syw:SYNW1521,possible inorganic carbon transport protein,K05583,,possible inorganic carbon transport protein,Q7U620,Possible inorganic carbon transport protein.,1.6.5.3,1464837,complement(1464837..1465088),83
RNA_22,RNA_22,syw:RNA_22,tRNA-Leu,,,,,,,1465129,1465129..1465217,
SYNW1522,SYNW1522,syw:SYNW1522,conserved hypothetical protein,,,conserved hypothetical protein,Q7U619,Hypothetical protein.,,1465236,complement(1465236..1465538),100
SYNW1523,pyrC,syw:SYNW1523,dihydroorotase,K01465,pyrC,Dihydroorotase,Q7U618,Dihydroorotase (DHOase).,3.5.2.3,1465529,complement(1465529..1466560),343
SYNW1524,bicA,syw:SYNW1524,"Bicarbonate transporter, Na+-dependent, low affinity (SulP family)",K03321,,putative sulfate transporter,Q7U617,Putative sulfate transporter precursor.,,1466553,complement(1466553..1468223),556
SYNW1525,SYNW1525,syw:SYNW1525,"putative CaCA family, sodium/calcium exchanger",K07301,,"putative CaCA family, sodium/calcium exchanger",Q7U616,"Putative CaCA family, sodium/calcium exchanger.",,1468284,1468284..1469393,369
SYNW1526,SYNW1526,syw:SYNW1526,conserved hypothetical protein,,,conserved hypothetical protein,Q7U615,Hypothetical protein.,,1469555,1469555..1469986,143
SYNW1527,SYNW1527,syw:SYNW1527,conserved hypothetical protein,,,conserved hypothetical protein,Q7U614,Hypothetical protein precursor.,,1469983,1469983..1470603,206
