gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ahpF,ahpF,ACZ81_RS08845,ACZ81_08845,Protein Homology,2037764,2039353,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998182.1,alkyl hydroperoxide reductase subunit F,WP_061485746.1,"GO:0000302,GO:0008785,GO:0050660,GO:0051287",,"alkyl hydroperoxide reductase activity|0008785||IEA,flavin adenine dinucleotide binding|0050660||IEA,NAD binding|0051287||IEA",response to reactive oxygen species|0000302||IEA,,ACZ81_08845
ACZ81_RS08850,,ACZ81_RS08850,ACZ81_08850,Protein Homology,2039543,2041783,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976360.1,TonB-dependent siderophore receptor,WP_232376008.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,ACZ81_08850
ACZ81_RS08855,,ACZ81_RS08855,ACZ81_08855,Protein Homology,2041793,2042329,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998184.1,hypothetical protein,WP_049586664.1,,,,,,ACZ81_08855
ACZ81_RS08860,,ACZ81_RS08860,ACZ81_08860,Protein Homology,2042340,2043803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949272.1,PepSY-associated TM helix domain-containing protein,WP_061485747.1,GO:0016020,membrane|0016020||IEA,,,,ACZ81_08860
ACZ81_RS08865,,ACZ81_RS08865,ACZ81_08865,Protein Homology,2044139,2044717,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949273.1,demethoxyubiquinone hydroxylase family protein,WP_061485748.1,GO:0046872,,metal ion binding|0046872||IEA,,,ACZ81_08865
ACZ81_RS08870,,ACZ81_RS08870,ACZ81_08870,Protein Homology,2044923,2045993,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979153.1,strictosidine synthase family protein,WP_061485749.1,,,,,,ACZ81_08870
ACZ81_RS08875,,ACZ81_RS08875,ACZ81_08875,Protein Homology,2046247,2047911,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979154.1,S41 family peptidase,WP_061485750.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,ACZ81_08875
ACZ81_RS08880,,ACZ81_RS08880,ACZ81_08880,Protein Homology,2047911,2048330,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976363.1,hypothetical protein,WP_061485751.1,,,,,,ACZ81_08880
ACZ81_RS08885,,ACZ81_RS08885,ACZ81_08885,Protein Homology,2048422,2050764,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518277.1,YgiQ family radical SAM protein,WP_081106082.1,GO:1904047,,S-adenosyl-L-methionine binding|1904047||IEA,,,ACZ81_08885
ACZ81_RS08890,,ACZ81_RS08890,ACZ81_08890,Protein Homology,2051019,2051483,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949278.1,EVE domain-containing protein,WP_061486963.1,GO:0003723,,RNA binding|0003723||IEA,,,ACZ81_08890
ACZ81_RS08895,,ACZ81_RS08895,ACZ81_08895,Protein Homology,2051622,2052032,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518279.1,hypothetical protein,WP_061485753.1,,,,,,ACZ81_08895
ACZ81_RS08900,,ACZ81_RS08900,ACZ81_08900,Protein Homology,2052200,2054539,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979159.1,TonB-dependent receptor,WP_061485754.1,"GO:0015343,GO:0038023,GO:0009279",cell outer membrane|0009279||IEA,"siderophore-iron transmembrane transporter activity|0015343||IEA,signaling receptor activity|0038023||IEA",,,ACZ81_08900
ACZ81_RS08905,,ACZ81_RS08905,ACZ81_08905,Protein Homology,2054555,2056708,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017444230.1,FAD-dependent oxidoreductase,WP_061485755.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,ACZ81_08905
ACZ81_RS08910,,ACZ81_RS08910,ACZ81_08910,Protein Homology,2056714,2057703,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979161.1,DUF547 domain-containing protein,WP_061485756.1,,,,,,ACZ81_08910
ACZ81_RS08915,,ACZ81_RS08915,ACZ81_08915,Protein Homology,2057690,2059078,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979162.1,ABC transporter substrate-binding protein,WP_061485757.1,,,,,,ACZ81_08915
ACZ81_RS08920,,ACZ81_RS08920,ACZ81_08920,Protein Homology,2059078,2060877,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949284.1,ABC transporter permease,WP_061485758.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,ACZ81_08920
ACZ81_RS08925,,ACZ81_RS08925,ACZ81_08925,Protein Homology,2060926,2061555,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979164.1,ATP-binding cassette domain-containing protein,WP_014949285.1,GO:0005524,,ATP binding|0005524||IEA,,,ACZ81_08925
ACZ81_RS08930,,ACZ81_RS08930,ACZ81_08930,Protein Homology,2061632,2062297,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949286.1,CDP-alcohol phosphatidyltransferase family protein,WP_061485759.1,"GO:0008654,GO:0000287,GO:0016780,GO:0016020",membrane|0016020||IEA,"magnesium ion binding|0000287||IEA,phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA",phospholipid biosynthetic process|0008654||IEA,,ACZ81_08930
ACZ81_RS08935,,ACZ81_RS08935,ACZ81_08935,Protein Homology,2062370,2063239,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979166.1,sterol desaturase family protein,WP_061485760.1,"GO:0006629,GO:0008610,GO:0016491",,oxidoreductase activity|0016491||IEA,"lipid metabolic process|0006629||IEA,lipid biosynthetic process|0008610||IEA",,ACZ81_08935
ACZ81_RS08940,,ACZ81_RS08940,ACZ81_08940,Protein Homology,2063300,2064073,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979167.1,DNA/RNA non-specific endonuclease,WP_061485761.1,"GO:0003676,GO:0004519,GO:0046872",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,metal ion binding|0046872||IEA",,,ACZ81_08940
ACZ81_RS08945,,ACZ81_RS08945,ACZ81_08945,Protein Homology,2064215,2064790,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067072.1,exopolysaccharide biosynthesis protein,WP_061485762.1,,,,,,ACZ81_08945
ACZ81_RS08950,,ACZ81_RS08950,ACZ81_08950,Protein Homology,2064956,2065252,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518291.1,GGDEF domain-containing protein,WP_014979169.1,"GO:0007165,GO:0005525,GO:0046872,GO:0052621,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",signal transduction|0007165||IEA,,ACZ81_08950
ACZ81_RS08955,,ACZ81_RS08955,ACZ81_08955,Protein Homology,2065362,2066423,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979170.1,alcohol dehydrogenase family protein,WP_061485763.1,,,,,,ACZ81_08955
ACZ81_RS08960,,ACZ81_RS08960,ACZ81_08960,Protein Homology,2066488,2067006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949290.1,TetR/AcrR family transcriptional regulator,WP_061485764.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ACZ81_08960
ACZ81_RS08965,,ACZ81_RS08965,ACZ81_08965,Protein Homology,2067284,2068030,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949291.1,hypothetical protein,WP_061485765.1,,,,,,ACZ81_08965
ACZ81_RS08970,,ACZ81_RS08970,ACZ81_08970,Protein Homology,2068081,2068887,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979172.1,DUF3307 domain-containing protein,WP_061485766.1,,,,,,ACZ81_08970
ACZ81_RS08975,,ACZ81_RS08975,ACZ81_08975,Protein Homology,2069029,2069934,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979173.1,LysR family transcriptional regulator,WP_014979173.1,"GO:0001216,GO:0003677,GO:0003700",,"DNA-binding transcription activator activity|0001216||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,ACZ81_08975
ACZ81_RS08980,,ACZ81_RS08980,ACZ81_08980,Protein Homology,2070133,2071104,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949297.1,NAD(P)H-dependent oxidoreductase,WP_061485767.1,,,,,,ACZ81_08980
ACZ81_RS21320,,ACZ81_RS21320,ACZ81_RS21320,GeneMarkS-2+,2071116,2071259,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_203229269.1,,,,,,
ACZ81_RS08985,,ACZ81_RS08985,ACZ81_08985,Protein Homology,2071591,2071863,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979176.1,hypothetical protein,WP_061485768.1,,,,,,ACZ81_08985
ACZ81_RS08990,,ACZ81_RS08990,ACZ81_08990,Protein Homology,2072003,2073313,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_086558329.1,IS4 family transposase,WP_061485165.1,GO:0004803,,transposase activity|0004803||IEA,,,ACZ81_08990
ACZ81_RS08995,,ACZ81_RS08995,ACZ81_08995,Protein Homology,2073361,2074182,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979177.1,DUF4437 domain-containing protein,WP_061485769.1,,,,,,ACZ81_08995
ACZ81_RS09000,,ACZ81_RS09000,ACZ81_09000,Protein Homology,2074371,2075330,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979178.1,LysR family transcriptional regulator,WP_061485770.1,"GO:0006355,GO:0001216,GO:0032993",protein-DNA complex|0032993||IEA,DNA-binding transcription activator activity|0001216||IEA,regulation of DNA-templated transcription|0006355||IEA,,ACZ81_09000
ACZ81_RS09005,,ACZ81_RS09005,ACZ81_09005,Protein Homology,2075393,2077588,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976379.1,TonB-dependent siderophore receptor,WP_061485771.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,ACZ81_09005
ACZ81_RS09010,,ACZ81_RS09010,ACZ81_09010,Protein Homology,2077578,2078888,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979180.1,DUF3526 domain-containing protein,WP_061485772.1,,,,,,ACZ81_09010
ACZ81_RS09015,,ACZ81_RS09015,ACZ81_09015,Protein Homology,2078885,2080327,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949303.1,ABC transporter permease,WP_061485773.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,ACZ81_09015
ACZ81_RS09020,,ACZ81_RS09020,ACZ81_09020,Protein Homology,2080324,2081046,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949304.1,ABC transporter ATP-binding protein,WP_061485774.1,"GO:0005524,GO:0016887,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ABC-type transporter activity|0140359||IEA",,,ACZ81_09020
ACZ81_RS09025,,ACZ81_RS09025,ACZ81_09025,GeneMarkS-2+,2081291,2081785,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061485775.1,,,,,,ACZ81_09025
ACZ81_RS09030,,ACZ81_RS09030,ACZ81_09030,GeneMarkS-2+,2081785,2082438,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061485776.1,,,,,,ACZ81_09030
ACZ81_RS09035,,ACZ81_RS09035,ACZ81_09035,GeneMarkS-2+,2082443,2083174,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061485777.1,,,,,,ACZ81_09035
ACZ81_RS09040,,ACZ81_RS09040,ACZ81_09040,Protein Homology,2083186,2084109,-,,,COORDINATES: protein motif:HMM:NF012798.6,site-specific integrase,WP_061485778.1,"GO:0006310,GO:0007059,GO:0015074,GO:0003677,GO:0009037",,"DNA binding|0003677||IEA,tyrosine-based site-specific recombinase activity|0009037||IEA","DNA recombination|0006310||IEA,chromosome segregation|0007059||IEA,DNA integration|0015074||IEA",,ACZ81_09040
ACZ81_RS21225,,ACZ81_RS21225,ACZ81_RS21225,GeneMarkS-2+,2084087,2084257,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_158511554.1,,,,,,
ACZ81_RS09045,,ACZ81_RS09045,ACZ81_09045,Protein Homology,2084254,2084436,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783873.1,hypothetical protein,WP_061485779.1,,,,,,ACZ81_09045
ACZ81_RS09050,,ACZ81_RS09050,ACZ81_09050,GeneMarkS-2+,2084529,2085467,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061485780.1,,,,,,ACZ81_09050
ACZ81_RS21325,,ACZ81_RS21325,ACZ81_RS21325,Protein Homology,2085509,2085907,-,,,COORDINATES: protein motif:HMM:NF014825.6,SEC-C metal-binding domain-containing protein,WP_081106083.1,GO:0046872,,metal ion binding|0046872||IEA,,,
ACZ81_RS09065,,ACZ81_RS09065,ACZ81_RS09065,Protein Homology,2086791,2087519,-,,,COORDINATES: protein motif:HMM:NF017640.6,replication endonuclease,WP_061485783.1,GO:0006260,,,DNA replication|0006260||IEA,,
ACZ81_RS09075,,ACZ81_RS09075,ACZ81_09065,Protein Homology,2088499,2089722,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998202.1,NADH:flavin oxidoreductase/NADH oxidase family protein,WP_014976383.1,,,,,,ACZ81_09065
smpB,smpB,ACZ81_RS09080,ACZ81_09070,Protein Homology,2089767,2090246,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518302.1,SsrA-binding protein SmpB,WP_061485784.1,GO:0003723,,RNA binding|0003723||IEA,,,ACZ81_09070
ACZ81_RS09085,,ACZ81_RS09085,ACZ81_09075,Protein Homology,2090392,2090823,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998204.1,type II toxin-antitoxin system RatA family toxin,WP_014949308.1,,,,,,ACZ81_09075
ACZ81_RS09090,,ACZ81_RS09090,ACZ81_09080,Protein Homology,2090820,2091167,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949309.1,RnfH family protein,WP_061485785.1,,,,,,ACZ81_09080
ACZ81_RS09095,,ACZ81_RS09095,ACZ81_09085,Protein Homology,2091257,2091733,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518305.1,MarR family winged helix-turn-helix transcriptional regulator,WP_012518305.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,ACZ81_09085
ACZ81_RS09100,,ACZ81_RS09100,ACZ81_09090,Protein Homology,2091764,2093734,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976385.1,BCCT family transporter,WP_061485786.1,"GO:0071705,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,nitrogen compound transport|0071705||IEA,,ACZ81_09090
ACZ81_RS09105,,ACZ81_RS09105,ACZ81_09095,Protein Homology,2094056,2096767,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998208.1,TonB-dependent receptor,WP_061485787.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,ACZ81_09095
ACZ81_RS09110,,ACZ81_RS09110,ACZ81_09100,Protein Homology,2096992,2098971,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067084.1,tetratricopeptide repeat-containing sulfotransferase family protein,WP_061485788.1,"GO:0005515,GO:0008146,GO:0050656,GO:0016020",membrane|0016020||IEA,"protein binding|0005515||IEA,sulfotransferase activity|0008146||IEA,3'-phosphoadenosine 5'-phosphosulfate binding|0050656||IEA",,,ACZ81_09100
ACZ81_RS09115,,ACZ81_RS09115,ACZ81_09105,Protein Homology,2099052,2099516,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998210.1,hypothetical protein,WP_049586693.1,,,,,,ACZ81_09105
ACZ81_RS09120,,ACZ81_RS09120,ACZ81_09110,Protein Homology,2099819,2100532,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067085.1,hypothetical protein,WP_049586720.1,,,,,,ACZ81_09110
ppsR,ppsR,ACZ81_RS09125,ACZ81_09115,Protein Homology,2100747,2101559,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518191.1,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,WP_049586695.1,"GO:0004674,GO:0005524,GO:0016776,GO:0043531",,"protein serine/threonine kinase activity|0004674||IEA,ATP binding|0005524||IEA,phosphotransferase activity%2C phosphate group as acceptor|0016776||IEA,ADP binding|0043531||IEA",,,ACZ81_09115
ppsA,ppsA,ACZ81_RS09130,ACZ81_09120,Protein Homology,2101832,2104204,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518192.1,phosphoenolpyruvate synthase,WP_014949316.1,"GO:0006090,GO:0016310,GO:0005524,GO:0008986,GO:0016772",,"ATP binding|0005524||IEA,pyruvate%2C water dikinase activity|0008986||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","pyruvate metabolic process|0006090||IEA,phosphorylation|0016310||IEA",,ACZ81_09120
ACZ81_RS21330,,ACZ81_RS21330,ACZ81_09125,Protein Homology,2104678,2104830,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006008394.1,hypothetical protein,WP_168463716.1,,,,,,ACZ81_09125
ltrA,ltrA,ACZ81_RS09140,ACZ81_09130,Protein Homology,2105068,2106339,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516968.1,group II intron reverse transcriptase/maturase,WP_061485059.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,ACZ81_09130
ACZ81_RS21230,,ACZ81_RS21230,ACZ81_RS21230,GeneMarkS-2+,2106621,2106770,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155279892.1,,,,,,
ACZ81_RS09145,,ACZ81_RS09145,ACZ81_09135,Protein Homology,2107493,2109754,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949318.1,molybdopterin cofactor-binding domain-containing protein,WP_061485789.1,,,,,,ACZ81_09135
ACZ81_RS09150,,ACZ81_RS09150,ACZ81_09140,Protein Homology,2109751,2110257,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067090.1,(2Fe-2S)-binding protein,WP_014976393.1,"GO:0046872,GO:0051536,GO:0051537",,"metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA",,,ACZ81_09140
ACZ81_RS09155,,ACZ81_RS09155,ACZ81_09145,Protein Homology,2110625,2110840,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949320.1,PGPGW domain-containing protein,WP_061485790.1,,,,,,ACZ81_09145
ACZ81_RS09160,,ACZ81_RS09160,ACZ81_09150,Protein Homology,2111168,2111584,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949321.1,DUF4826 family protein,WP_014949321.1,,,,,,ACZ81_09150
ACZ81_RS21495,,ACZ81_RS21495,ACZ81_RS21495,GeneMarkS-2+,2111803,2112090,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,GNAT family N-acetyltransferase,WP_232376009.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,
ACZ81_RS09170,,ACZ81_RS09170,ACZ81_09160,Protein Homology,2112100,2113266,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976395.1,JmjC domain-containing protein,WP_039229486.1,,,,,,ACZ81_09160
ACZ81_RS09175,,ACZ81_RS09175,ACZ81_09165,Protein Homology,2113622,2114455,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979195.1,adenylate/guanylate cyclase domain-containing protein,WP_061485791.1,"GO:0009190,GO:0035556,GO:0009975,GO:0016849,GO:0032555,GO:0046872",,"cyclase activity|0009975||IEA,phosphorus-oxygen lyase activity|0016849||IEA,purine ribonucleotide binding|0032555||IEA,metal ion binding|0046872||IEA","cyclic nucleotide biosynthetic process|0009190||IEA,intracellular signal transduction|0035556||IEA",,ACZ81_09165
purB,purB,ACZ81_RS09180,ACZ81_09170,Protein Homology,2114563,2115930,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784399.1,adenylosuccinate lyase,WP_061485792.1,"GO:0006188,GO:0009152,GO:0004018",,N6-(1%2C2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|0004018||IEA,"IMP biosynthetic process|0006188||IEA,purine ribonucleotide biosynthetic process|0009152||IEA",,ACZ81_09170
hflD,hflD,ACZ81_RS09185,ACZ81_09175,Protein Homology,2115944,2116570,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784398.1,high frequency lysogenization protein HflD,WP_061485793.1,,,,,,ACZ81_09175
mnmA,mnmA,ACZ81_RS09190,ACZ81_09180,Protein Homology,2116570,2117679,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998223.1,tRNA 2-thiouridine(34) synthase MnmA,WP_014998223.1,"GO:0002143,GO:0006396,GO:0004808,GO:0016783,GO:0005737",cytoplasm|0005737||IEA,"tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity|0004808||IEA,sulfurtransferase activity|0016783||IEA","tRNA wobble position uridine thiolation|0002143||IEA,RNA processing|0006396||IEA",trmU,ACZ81_09180
ACZ81_RS09195,,ACZ81_RS09195,ACZ81_09185,Protein Homology,2118051,2118593,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979199.1,rRNA large subunit pseudouridine synthase E,WP_014976399.1,,,,,,ACZ81_09185
ACZ81_RS09200,,ACZ81_RS09200,ACZ81_09190,Protein Homology,2119108,2121327,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976400.1,NADP-dependent isocitrate dehydrogenase,WP_061485794.1,"GO:0006099,GO:0004450",,isocitrate dehydrogenase (NADP+) activity|0004450||IEA,tricarboxylic acid cycle|0006099||IEA,,ACZ81_09190
cspD,cspD,ACZ81_RS09205,ACZ81_09195,Protein Homology,2121807,2122025,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949330.1,cold shock domain-containing protein CspD,WP_014949330.1,"GO:0006355,GO:0003676,GO:0005737",cytoplasm|0005737||IEA,nucleic acid binding|0003676||IEA,regulation of DNA-templated transcription|0006355||IEA,,ACZ81_09195
