seqid,gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,locus_tag,ec_numbers
NZ_CP139300.1,SOI86_RS05925,,SOI86_RS05925,Protein Homology,1016073,1017605,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474345.1,bifunctional pantoate--beta-alanine ligase/(d)CMP kinase,WP_320680924.1,,,,,SOI86_RS05925,"2.7.4.25,6.3.2.1"
NZ_CP139300.1,SOI86_RS05930,,SOI86_RS05930,Protein Homology,1017608,1018081,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008478.1,low molecular weight protein-tyrosine-phosphatase,WP_320680925.1,"GO:0006470,GO:0004725",,protein tyrosine phosphatase activity|0004725||IEA,protein dephosphorylation|0006470||IEA,SOI86_RS05930,3.1.3.48
NZ_CP139300.1,SOI86_RS05935,,SOI86_RS05935,Protein Homology,1018116,1018877,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808241.1,phycoerythrobilin:ferredoxin oxidoreductase,WP_320680926.1,,,,,SOI86_RS05935,1.3.7.3
NZ_CP139300.1,SOI86_RS05940,,SOI86_RS05940,Protein Homology,1018878,1019588,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133221.1,15%2C16-dihydrobiliverdin:ferredoxin oxidoreductase,WP_320680927.1,,,,,SOI86_RS05940,1.3.7.2
NZ_CP139300.1,SOI86_RS05945,,SOI86_RS05945,Protein Homology,1019595,1020305,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819208.1,heme oxygenase (biliverdin-producing),WP_320680928.1,,,,,SOI86_RS05945,
NZ_CP139300.1,SOI86_RS05950,,SOI86_RS05950,Protein Homology,1020363,1020794,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819209.1,hypothetical protein,WP_320682501.1,,,,,SOI86_RS05950,
NZ_CP139300.1,SOI86_RS05955,,SOI86_RS05955,Protein Homology,1021007,1022431,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807340.1,NADP-dependent isocitrate dehydrogenase,WP_320680929.1,,,,,SOI86_RS05955,
NZ_CP139300.1,SOI86_RS05960,,SOI86_RS05960,Protein Homology,1022434,1023783,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807919.1,four-carbon acid sugar kinase family protein,WP_320680930.1,"GO:0005524,GO:0016301",,"ATP binding|0005524||IEA,kinase activity|0016301||IEA",,SOI86_RS05960,2.7.1.-
NZ_CP139300.1,SOI86_RS05965,,SOI86_RS05965,Protein Homology,1023797,1024651,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807672.1,galactose mutarotase,WP_320680931.1,,,,,SOI86_RS05965,
NZ_CP139300.1,SOI86_RS05970,,SOI86_RS05970,Protein Homology,1024660,1025559,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377233.1,alpha/beta fold hydrolase,WP_320680932.1,,,,,SOI86_RS05970,
NZ_CP139300.1,SOI86_RS05975,,SOI86_RS05975,Protein Homology,1025602,1026969,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805629.1,cation:proton antiporter,WP_320680933.1,"GO:0006812,GO:1902600,GO:0015078,GO:0015297,GO:0016020",membrane|0016020||IEA,"proton transmembrane transporter activity|0015078||IEA,antiporter activity|0015297||IEA","monoatomic cation transport|0006812||IEA,proton transmembrane transport|1902600||IEA",SOI86_RS05975,
NZ_CP139300.1,SOI86_RS05980,,SOI86_RS05980,Protein Homology,1027124,1029670,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863704.1,glycogen/starch/alpha-glucan phosphorylase,WP_320680934.1,,,,,SOI86_RS05980,
NZ_CP139300.1,SOI86_RS05985,,SOI86_RS05985,Protein Homology,1029663,1030118,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819216.1,hypothetical protein,WP_320680935.1,,,,,SOI86_RS05985,
NZ_CP139300.1,SOI86_RS05990,,SOI86_RS05990,Protein Homology,1030150,1030482,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008488.1,hypothetical protein,WP_320680936.1,,,,,SOI86_RS05990,
NZ_CP139300.1,SOI86_RS06005,,SOI86_RS06005,Protein Homology,1031073,1031822,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807739.1,ribonuclease III family protein,WP_320680937.1,"GO:0006396,GO:0004525",,ribonuclease III activity|0004525||IEA,RNA processing|0006396||IEA,SOI86_RS06005,3.1.26.3
NZ_CP139300.1,SOI86_RS06010,,SOI86_RS06010,Protein Homology,1031826,1032011,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863707.1,NAD(P)H dehydrogenase subunit NdhS,WP_320680938.1,GO:0009767,,,photosynthetic electron transport chain|0009767||IEA,SOI86_RS06010,
NZ_CP139300.1,rimM,rimM,SOI86_RS06015,Protein Homology,1032036,1032566,+,Essential for efficient processing of 16S rRNA,,COORDINATES: similar to AA sequence:RefSeq:WP_012008490.1,ribosome maturation factor RimM,WP_320680939.1,"GO:0006364,GO:0043022,GO:0005840",ribosome|0005840||IEA,ribosome binding|0043022||IEA,rRNA processing|0006364||IEA,SOI86_RS06015,
NZ_CP139300.1,glmS,glmS,SOI86_RS06020,Protein Homology,1032595,1034490,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863709.1,glutamine--fructose-6-phosphate transaminase (isomerizing),WP_320682502.1,"GO:1901137,GO:0004360",,glutamine-fructose-6-phosphate transaminase (isomerizing) activity|0004360||IEA,carbohydrate derivative biosynthetic process|1901137||IEA,SOI86_RS06020,2.6.1.16
NZ_CP139300.1,psaC,psaC,SOI86_RS06025,Protein Homology,1034571,1034816,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011056855.1,photosystem I iron-sulfur center protein PsaC,WP_007099573.1,"GO:0009773,GO:0009055,GO:0051539,GO:0009538",photosystem I reaction center|0009538||IEA,"electron transfer activity|0009055||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",photosynthetic electron transport in photosystem I|0009773||IEA,SOI86_RS06025,1.97.1.12
NZ_CP139300.1,acpP,acpP,SOI86_RS06030,Protein Homology,1034950,1035189,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011934550.1,acyl carrier protein,WP_002808065.1,"GO:0006633,GO:0000036",,acyl carrier activity|0000036||IEA,fatty acid biosynthetic process|0006633||IEA,SOI86_RS06030,
NZ_CP139300.1,fabF,fabF,SOI86_RS06035,Protein Homology,1035196,1036440,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377244.1,beta-ketoacyl-ACP synthase II,WP_320680941.1,"GO:0006633,GO:0004315",,3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,fatty acid biosynthetic process|0006633||IEA,SOI86_RS06035,2.3.1.179
NZ_CP139300.1,tkt,tkt,SOI86_RS06040,Protein Homology,1036484,1038490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477705.1,transketolase,WP_320680942.1,GO:0004802,,transketolase activity|0004802||IEA,,SOI86_RS06040,2.2.1.1
NZ_CP139300.1,thiC,thiC,SOI86_RS06045,Protein Homology,1038505,1039875,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377246.1,phosphomethylpyrimidine synthase ThiC,WP_320680943.1,"GO:0009228,GO:0051536",,iron-sulfur cluster binding|0051536||IEA,thiamine biosynthetic process|0009228||IEA,SOI86_RS06045,4.1.99.17
NZ_CP139300.1,SOI86_RS06050,,SOI86_RS06050,Protein Homology,1040071,1040286,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008495.1,DUF3188 domain-containing protein,WP_320680944.1,,,,,SOI86_RS06050,
NZ_CP139300.1,SOI86_RS06055,,SOI86_RS06055,Protein Homology,1040290,1041456,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008496.1,amidohydrolase,WP_320680945.1,GO:0004180,,carboxypeptidase activity|0004180||IEA,,SOI86_RS06055,
NZ_CP139300.1,SOI86_RS06060,,SOI86_RS06060,Protein Homology,1041460,1042248,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377249.1,tetratricopeptide repeat protein,WP_320680946.1,GO:0005515,,protein binding|0005515||IEA,,SOI86_RS06060,
NZ_CP139300.1,ruvB,ruvB,SOI86_RS06065,Protein Homology,1042235,1043293,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011821096.1,Holliday junction branch migration DNA helicase RuvB,WP_320680947.1,"GO:0006281,GO:0006310,GO:0003677,GO:0005524,GO:0009378",,"DNA binding|0003677||IEA,ATP binding|0005524||IEA,four-way junction helicase activity|0009378||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",SOI86_RS06065,3.6.4.12
NZ_CP139300.1,smpB,smpB,SOI86_RS06070,Protein Homology,1043346,1043840,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807762.1,SsrA-binding protein SmpB,WP_320680948.1,GO:0003723,,RNA binding|0003723||IEA,,SOI86_RS06070,
NZ_CP139300.1,SOI86_RS06075,,SOI86_RS06075,Protein Homology,1043864,1044112,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377252.1,hypothetical protein,WP_320680949.1,,,,,SOI86_RS06075,
NZ_CP139300.1,lysS,lysS,SOI86_RS06080,Protein Homology,1044142,1045680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863718.1,lysine--tRNA ligase,WP_320680950.1,"GO:0006430,GO:0004824,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"lysine-tRNA ligase activity|0004824||IEA,ATP binding|0005524||IEA",lysyl-tRNA aminoacylation|0006430||IEA,SOI86_RS06080,6.1.1.6
NZ_CP139300.1,rpaB,rpaB,SOI86_RS06085,Protein Homology,1045730,1046476,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019476759.1,response regulator transcription factor RpaB,WP_320680951.1,"GO:0000160,GO:0003677",,DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA,SOI86_RS06085,
NZ_CP139300.1,SOI86_RS06090,,SOI86_RS06090,Protein Homology,1046634,1047173,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133247.1,hypothetical protein,WP_320680952.1,,,,,SOI86_RS06090,
NZ_CP139300.1,mreC,mreC,SOI86_RS06095,Protein Homology,1047173,1047922,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008502.1,rod shape-determining protein MreC,WP_320680953.1,,,,,SOI86_RS06095,
NZ_CP139300.1,SOI86_RS06100,,SOI86_RS06100,Protein Homology,1047927,1048979,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377257.1,rod shape-determining protein,WP_320680954.1,"GO:0000902,GO:0008360,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,ATP binding|0005524||IEA,"cell morphogenesis|0000902||IEA,regulation of cell shape|0008360||IEA",SOI86_RS06100,
NZ_CP139300.1,SOI86_RS06105,,SOI86_RS06105,Protein Homology,1049113,1049484,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819235.1,single-stranded DNA-binding protein,WP_320680955.1,,,,,SOI86_RS06105,
NZ_CP139300.1,SOI86_RS06110,,SOI86_RS06110,Protein Homology,1049481,1050140,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377259.1,DedA family protein,WP_320680956.1,,,,,SOI86_RS06110,
NZ_CP139300.1,ahcY,ahcY,SOI86_RS06115,Protein Homology,1050143,1051561,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477721.1,adenosylhomocysteinase,WP_320680957.1,"GO:0006730,GO:0004013",,adenosylhomocysteinase activity|0004013||IEA,one-carbon metabolic process|0006730||IEA,SOI86_RS06115,3.13.2.1
NZ_CP139300.1,tsaE,tsaE,SOI86_RS06120,Protein Homology,1051613,1052050,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863726.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,WP_320682503.1,GO:0002949,,,tRNA threonylcarbamoyladenosine modification|0002949||IEA,SOI86_RS06120,
NZ_CP139300.1,SOI86_RS06125,,SOI86_RS06125,Protein Homology,1052008,1053006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008507.1,carbohydrate kinase,WP_320680958.1,"GO:0005975,GO:0016301",,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA,SOI86_RS06125,2.7.1.-
NZ_CP139300.1,SOI86_RS06130,,SOI86_RS06130,Protein Homology,1053098,1054012,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008508.1,alpha/beta fold hydrolase,WP_320680959.1,,,,,SOI86_RS06130,
NZ_CP139300.1,SOI86_RS06135,,SOI86_RS06135,Protein Homology,1053997,1054998,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807393.1,RpoD/SigA family RNA polymerase sigma factor,WP_320680960.1,,,,,SOI86_RS06135,
NZ_CP139300.1,mgtE,mgtE,SOI86_RS06140,Protein Homology,1055099,1056505,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477725.1,magnesium transporter,WP_320680961.1,"GO:0015693,GO:0015095,GO:0016020",membrane|0016020||IEA,magnesium ion transmembrane transporter activity|0015095||IEA,magnesium ion transport|0015693||IEA,SOI86_RS06140,
NZ_CP139300.1,SOI86_RS06145,,SOI86_RS06145,Protein Homology,1056550,1056879,-,,,COORDINATES: protein motif:HMM:NF014584.5,CrcB family protein,WP_320680962.1,GO:0016020,membrane|0016020||IEA,,,SOI86_RS06145,
NZ_CP139300.1,SOI86_RS06150,,SOI86_RS06150,Protein Homology,1056881,1057246,-,,,COORDINATES: protein motif:HMM:NF014584.5,fluoride efflux transporter FluC,WP_320680963.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SOI86_RS06150,
NZ_CP139300.1,SOI86_RS06155,,SOI86_RS06155,Protein Homology,1057251,1057580,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008513.1,hypothetical protein,WP_320680964.1,,,,,SOI86_RS06155,
NZ_CP139300.1,gyrB,gyrB,SOI86_RS06160,Protein Homology,1057577,1059544,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819246.1,DNA topoisomerase (ATP-hydrolyzing) subunit B,WP_320680965.1,"GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0005694",chromosome|0005694||IEA,"DNA binding|0003677||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA",DNA topological change|0006265||IEA,SOI86_RS06160,5.6.2.2
NZ_CP139300.1,miaA,miaA,SOI86_RS06165,Protein Homology,1059696,1060595,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125946.1,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,WP_320680966.1,"GO:0006400,GO:0052381,GO:0005737",cytoplasm|0005737||IEA,tRNA dimethylallyltransferase activity|0052381||IEA,tRNA modification|0006400||IEA,SOI86_RS06165,2.5.1.75
NZ_CP139300.1,infC,infC,SOI86_RS06170,Protein Homology,1060651,1061223,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805064.1,translation initiation factor IF-3,WP_320680967.1,"GO:0006413,GO:0003743",,translation initiation factor activity|0003743||IEA,translational initiation|0006413||IEA,SOI86_RS06170,
NZ_CP139300.1,SOI86_RS06175,,SOI86_RS06175,Protein Homology,1061301,1062287,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819249.1,GntR family transcriptional regulator,WP_320680968.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,SOI86_RS06175,
NZ_CP139300.1,cysE,cysE,SOI86_RS06180,Protein Homology,1062294,1063028,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863737.1,serine O-acetyltransferase,WP_320680969.1,"GO:0006535,GO:0009001,GO:0005737",cytoplasm|0005737||IEA,serine O-acetyltransferase activity|0009001||IEA,cysteine biosynthetic process from serine|0006535||IEA,SOI86_RS06180,2.3.1.30
NZ_CP139300.1,secA,secA,SOI86_RS06185,Protein Homology,1063037,1065868,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377274.1,preprotein translocase subunit SecA,WP_320680970.1,"GO:0043952,GO:0005524,GO:0015450,GO:0016887,GO:0009898",cytoplasmic side of plasma membrane|0009898||IEA,"ATP binding|0005524||IEA,protein-transporting ATPase activity|0015450||IEA,ATP hydrolysis activity|0016887||IEA",protein transport by the Sec complex|0043952||IEA,SOI86_RS06185,
NZ_CP139300.1,SOI86_RS06190,,SOI86_RS06190,Protein Homology,1066040,1066495,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863739.1,GNAT family N-acetyltransferase,WP_320680971.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,SOI86_RS06190,
NZ_CP139300.1,SOI86_RS06195,,SOI86_RS06195,Protein Homology,1066550,1066981,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819253.1,nuclear transport factor 2 family protein,WP_320680972.1,,,,,SOI86_RS06195,
NZ_CP139300.1,ribH,ribH,SOI86_RS06205,Protein Homology,1067165,1067641,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377277.1,6%2C7-dimethyl-8-ribityllumazine synthase,WP_320680973.1,"GO:0000906,GO:0009349",riboflavin synthase complex|0009349||IEA,6%2C7-dimethyl-8-ribityllumazine synthase activity|0000906||IEA,,SOI86_RS06205,2.5.1.78
NZ_CP139300.1,psbZ,psbZ,SOI86_RS06210,Protein Homology,1067689,1067886,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011821126.1,photosystem II reaction center protein PsbZ,WP_320680974.1,"GO:0009523,GO:0009538","photosystem II|0009523||IEA,photosystem I reaction center|0009538||IEA",,,SOI86_RS06210,
NZ_CP139300.1,mutS,mutS,SOI86_RS06215,Protein Homology,1068023,1070764,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819255.1,DNA mismatch repair protein MutS,WP_320680975.1,"GO:0006298,GO:0005524,GO:0030983",,"ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA",mismatch repair|0006298||IEA,SOI86_RS06215,
NZ_CP139300.1,SOI86_RS06220,,SOI86_RS06220,Protein Homology,1070796,1071419,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008522.1,precorrin-8X methylmutase,WP_287609171.1,,,,,SOI86_RS06220,
NZ_CP139300.1,holA,holA,SOI86_RS06225,Protein Homology,1071478,1072479,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008523.1,DNA polymerase III subunit delta,WP_320680976.1,"GO:0006260,GO:0003677,GO:0003887",,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA",DNA replication|0006260||IEA,SOI86_RS06225,2.7.7.7
NZ_CP139300.1,SOI86_RS06230,,SOI86_RS06230,Protein Homology,1072519,1074279,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819258.1,aspartate kinase,WP_320680977.1,,,,,SOI86_RS06230,2.7.2.4
NZ_CP139300.1,uvrB,uvrB,SOI86_RS06235,Protein Homology,1074286,1076325,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008525.1,excinuclease ABC subunit UvrB,WP_320680978.1,"GO:0006289,GO:0003677,GO:0005515,GO:0005524,GO:0016787,GO:0016887,GO:0009380",excinuclease repair complex|0009380||IEA,"DNA binding|0003677||IEA,protein binding|0005515||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA,ATP hydrolysis activity|0016887||IEA",nucleotide-excision repair|0006289||IEA,SOI86_RS06235,3.1.25.-
NZ_CP139300.1,SOI86_RS06240,,SOI86_RS06240,Protein Homology,1076356,1077132,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806900.1,DUF561 domain-containing protein,WP_320680979.1,,,,,SOI86_RS06240,
NZ_CP139300.1,tilS,tilS,SOI86_RS06245,Protein Homology,1077218,1078228,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819261.1,tRNA lysidine(34) synthetase TilS,WP_320680980.1,"GO:0008033,GO:0000166,GO:0005524,GO:0016879",,"nucleotide binding|0000166||IEA,ATP binding|0005524||IEA,ligase activity%2C forming carbon-nitrogen bonds|0016879||IEA",tRNA processing|0008033||IEA,SOI86_RS06245,6.3.4.19
NZ_CP139300.1,SOI86_RS06250,,SOI86_RS06250,Protein Homology,1078225,1080210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819262.1,ribonuclease J,WP_320680981.1,"GO:0006364,GO:0006396,GO:0003723,GO:0004521,GO:0004534,GO:0008270,GO:0046872",,"RNA binding|0003723||IEA,RNA endonuclease activity|0004521||IEA,5'-3' RNA exonuclease activity|0004534||IEA,zinc ion binding|0008270||IEA,metal ion binding|0046872||IEA","rRNA processing|0006364||IEA,RNA processing|0006396||IEA",SOI86_RS06250,3.1.-.-
NZ_CP139300.1,dapA,dapA,SOI86_RS06255,Protein Homology,1080291,1081193,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819263.1,4-hydroxy-tetrahydrodipicolinate synthase,WP_320680982.1,"GO:0009089,GO:0008840",,4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,SOI86_RS06255,4.3.3.7
NZ_CP139300.1,SOI86_RS06260,,SOI86_RS06260,Protein Homology,1081190,1082221,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819264.1,aspartate-semialdehyde dehydrogenase,WP_320680983.1,"GO:0008652,GO:0004073,GO:0016620,GO:0051287",,"aspartate-semialdehyde dehydrogenase activity|0004073||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NAD binding|0051287||IEA",amino acid biosynthetic process|0008652||IEA,SOI86_RS06260,1.2.1.11
NZ_CP139300.1,tig,tig,SOI86_RS06265,Protein Homology,1082346,1083803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819265.1,trigger factor,WP_320680984.1,"GO:0015031,GO:0051083,GO:0003755,GO:0051082,GO:0005854",nascent polypeptide-associated complex|0005854||IEA,"peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,unfolded protein binding|0051082||IEA","protein transport|0015031||IEA,'de novo' cotranslational protein folding|0051083||IEA",SOI86_RS06265,5.2.1.8
NZ_CP139300.1,clpP,clpP,SOI86_RS06270,Protein Homology,1083893,1084513,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819266.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_320682504.1,"GO:0006508,GO:0004176,GO:0004252,GO:0009368",endopeptidase Clp complex|0009368||IEA,"ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA",proteolysis|0006508||IEA,SOI86_RS06270,3.4.21.92
NZ_CP139300.1,clpX,clpX,SOI86_RS06275,Protein Homology,1084617,1085984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133284.1,ATP-dependent protease ATP-binding subunit ClpX,WP_320680985.1,"GO:0005524,GO:0051082,GO:0140662,GO:0009368",endopeptidase Clp complex|0009368||IEA,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA",,SOI86_RS06275,3.4.21.92
