gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
purC,purC,PMT9312_RS07425,PMT9312_1437,Protein Homology,1349856.0,1350584.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132973.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_011376981.1,"GO:0006164,GO:0004639",,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|0004639||IEA,purine nucleotide biosynthetic process|0006164||IEA,PMT9312_1437,1349856.0,1350584.0,-,CK_Pro_MIT9312_01437,purC,"GO:0009152,GO:0004639",CK_00001084,M.3,Purine ribonucleotide biosynthesis,"COG0152,bactNOG99640,bactNOG03246,bactNOG98486,bactNOG98406,cyaNOG01035","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",6.3.2.6,phosphoribosylaminoimidazolesuccinocarboxamide synthase%3B phosphoribosylaminoimidazole-succinocarboxamide synthetase%3B PurC%3B SAICAR synthetase%3B 4-(N-succinocarboxamide)-5-aminoimidazole synthetase%3B 4-[(N-succinylamino)carbonyl]-5-aminoimidazole ribonucleotide synthetase%3B SAICARs%3B phosphoribosylaminoimidazolesuccinocarboxamide synthetase%3B 5-aminoimidazole-4-N-succinocarboxamide ribonucleotide synthetase,"purine ribonucleotide biosynthetic process,purine ribonucleotide biosynthetic process,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity",phosphoribosylaminoimidazolesuccinocarboxamide synthase,"TIGR00081,PF01259,PS01057,IPR028923,IPR001636,IPR018236","phosphoribosylaminoimidazolesuccinocarboxamide synthase,SAICAR synthetase,SAICAR synthetase signature 1.,SAICAR synthetase/ADE2%2C N-terminal,Phosphoribosylaminoimidazole-succinocarboxamide synthase,SAICAR synthetase%2C conserved site",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis
purD,purD,PMT9312_RS07430,PMT9312_1438,Protein Homology,1350717.0,1352048.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376982.1,phosphoribosylamine--glycine ligase,WP_011376982.1,"GO:0009113,GO:0004637",,phosphoribosylamine-glycine ligase activity|0004637||IEA,purine nucleobase biosynthetic process|0009113||IEA,PMT9312_1438,1350717.0,1352048.0,+,CK_Pro_MIT9312_01438,purD,"GO:0006189,GO:0009152,GO:0004637",CK_00001085,M.3,Purine ribonucleotide biosynthesis,"COG0151,bactNOG00234,cyaNOG01159","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",6.3.4.13,Transferred to 6.3.4.13,"'de novo' IMP biosynthetic process,purine ribonucleotide biosynthetic process,'de novo' IMP biosynthetic process,purine ribonucleotide biosynthetic process,phosphoribosylamine-glycine ligase activity",phosphoribosylamine--glycine ligase,"TIGR00877,PF01071,PF02844,PF02843,PS00184,PS50975,IPR011761,IPR000115,IPR020561,IPR020559,IPR020562,IPR020560","phosphoribosylamine--glycine ligase,Phosphoribosylglycinamide synthetase%2C ATP-grasp (A) domain,Phosphoribosylglycinamide synthetase%2C N domain,Phosphoribosylglycinamide synthetase%2C C domain,Phosphoribosylglycinamide synthetase signature.,ATP-grasp fold profile.,ATP-grasp fold,Phosphoribosylglycinamide synthetase,Phosphoribosylglycinamide synthetase%2C ATP-grasp (A) domain,Phosphoribosylglycinamide synthetase%2C conserved site,Phosphoribosylglycinamide synthetase%2C N-terminal,Phosphoribosylglycinamide synthetase%2C C-domain",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis
PMT9312_RS07435,,PMT9312_RS07435,PMT9312_1439,Protein Homology,1352052.0,1354121.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863454.1,HAMP domain-containing sensor histidine kinase,WP_011376983.1,,,,,PMT9312_1439,1352052.0,1354121.0,+,CK_Pro_MIT9312_01439,nblS,"GO:0007165,GO:0030528",CK_00000105,O.1.1, Histidine kinase (HK),"COG0642,COG5002,bactNOG01366,bactNOG02895,bactNOG69117,cyaNOG00732","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",2.7.3.-,,"signal transduction,signal transduction,obsolete transcription regulator activity",two component sensor%2C signal transduction histidine kinase,"TIGR00229,PF00989,PF00512,PF00672,PF02518,PS50109,PS50885,IPR013767,IPR003661,IPR005467,IPR003660,IPR003594","PAS domain S-box protein,PAS fold,His Kinase A (phospho-acceptor) domain,HAMP domain,Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase,Histidine kinase domain profile.,HAMP domain profile.,PAS fold,Signal transduction histidine kinase%2C dimerisation/phosphoacceptor domain,Histidine kinase domain,HAMP domain,Histidine kinase/HSP90-like ATPase",699,Signal transduction / Two-component systems
kaiC,kaiC,PMT9312_RS07440,PMT9312_1440,Protein Homology,1354118.0,1355647.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807011.1,circadian clock protein KaiC,WP_036924033.1,"GO:0006355,GO:0042752,GO:0000287,GO:0003677,GO:0004674,GO:0005524",,"magnesium ion binding|0000287||IEA,DNA binding|0003677||IEA,protein serine/threonine kinase activity|0004674||IEA,ATP binding|0005524||IEA","regulation of DNA-templated transcription|0006355||IEA,regulation of circadian rhythm|0042752||IEA",PMT9312_1440,1354118.0,1355614.0,-,CK_Pro_MIT9312_01440,kaiC,"GO:0007623,GO:0046777,GO:0006355,GO:0042752,GO:0004674,GO:0016564,GO:0005524,GO:0000287,GO:0003677",CK_00001086,D.6,Circadian clock,"COG0467,bactNOG04790,cyaNOG02032","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",2.7.11.1,Transferred to 2.7.11.1 and 2.7.11.8 and 2.7.11.9 and 2.7.11.10 and 2.7.11.11 and 2.7.11.12 and 2.7.11.13 and 2.7.11.21 and 2.7.11.22 and 2.7.11.24 and 2.7.11.25 and 2.7.11.30 and 2.7.12.1,"circadian rhythm,protein autophosphorylation,regulation of transcription%2C DNA-templated,regulation of circadian rhythm,circadian rhythm,protein autophosphorylation,regulation of transcription%2C DNA-templated,regulation of circadian rhythm,protein serine/threonine kinase activity,obsolete transcription repressor activity,ATP binding,magnesium ion binding,DNA binding",circadian clock protein KaiC,"TIGR02655,PF06745,PS51146,IPR010624,IPR014774,IPR013503","circadian clock protein KaiC,KaiC,KaiC domain profile.,KaiC domain,KaiC-like domain,Circadian clock KaiC%2C bacteria",92,Cellular processes / Other
kaiB,kaiB,PMT9312_RS07445,PMT9312_1441,Protein Homology,1355720.0,1356037.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376985.1,circadian clock protein KaiB,WP_011376985.1,,,,,PMT9312_1441,1355720.0,1356037.0,-,CK_Pro_MIT9312_01441,kaiB,"GO:0007623,GO:0048511",CK_00001087,D.6,Circadian clock,"COG0526,bactNOG24437,bactNOG37097,bactNOG38067,cyaNOG03021","COG: OC,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: O,bactNOG: O,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"circadian rhythm,rhythmic process",circadian clock protein KaiB,"TIGR02654,PF07689,IPR011649,IPR013474","circadian clock protein KaiB,KaiB domain,KaiB domain,Circadian clock protein KaiB",92,Cellular processes / Other
rplU,rplU,PMT9312_RS07450,PMT9312_1442,Protein Homology,1356183.0,1356623.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863457.1,50S ribosomal protein L21,WP_011376986.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,PMT9312_1442,1356183.0,1356623.0,+,CK_Pro_MIT9312_01442,rplU,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0022625,GO:0005840,GO:0015934,GO:0030529",CK_00001088,K.2,Ribosomal proteins: synthesis and modification,"COG0261,bactNOG37248,cyaNOG03448","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,cytosolic large ribosomal subunit,ribosome,large ribosomal subunit,ribonucleoprotein complex",50S ribosomal protein L21,"TIGR00061,PF00829,PS01169,IPR018258,IPR001787,IPR028909","ribosomal protein bL21,Ribosomal prokaryotic L21 protein,Ribosomal protein L21 signature.,Ribosomal protein L21%2C conserved site,Ribosomal protein L21,Ribosomal protein L21-like",158,Protein synthesis / Ribosomal proteins: synthesis and modification
rpmA,rpmA,PMT9312_RS07455,PMT9312_1443,Protein Homology,1356633.0,1356893.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863458.1,50S ribosomal protein L27,WP_011376987.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,PMT9312_1443,1356633.0,1356893.0,+,CK_Pro_MIT9312_01443,rpmA,"GO:0006412,GO:0000049,GO:0003723,GO:0003735,GO:0019843,GO:0030529,GO:0005840,GO:0022625",CK_00001089,K.2,Ribosomal proteins: synthesis and modification,"COG0211,bactNOG36392,cyaNOG07172,cyaNOG03429","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,ribonucleoprotein complex,ribosome,cytosolic large ribosomal subunit",50S ribosomal protein L27,"TIGR00062,PF01016,PS00831,IPR001684,IPR018261","ribosomal protein bL27,Ribosomal L27 protein,Ribosomal protein L27 signature.,Ribosomal protein L27,Ribosomal protein L27%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification
PMT9312_RS07460,,PMT9312_RS07460,PMT9312_1444,Protein Homology,1356886.0,1357560.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376988.1,class I SAM-dependent methyltransferase,WP_011376988.1,"GO:0032259,GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,PMT9312_1444,1356886.0,1357560.0,-,CK_Pro_MIT9312_01444,,GO:0008168,CK_00001312,R.3,Enzymes of unknown specificity,"NOG304172,NOG323835,COG0500,COG2227,bactNOG57026,bactNOG53772,cyaNOG02116","COG: QR,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",2.1.1.-,,methyltransferase activity,possible S-adenosyl-L-methionine-dependent methyltransferase,PF13489,Methyltransferase domain,703,Unknown function / Enzymes of unknown specificity
truB,truB,PMT9312_RS07465,PMT9312_1445,Protein Homology,1357704.0,1358627.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008227.1,tRNA pseudouridine(55) synthase TruB,WP_011376989.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",PMT9312_1445,1357704.0,1358627.0,+,CK_Pro_MIT9312_01445,truB,"GO:0006400,GO:0001522,GO:0009451,GO:0006396,GO:0004730,GO:0016870,GO:0003723,GO:0009982",CK_00001090,,,"COG0130,bactNOG06842,bactNOG55558,cyaNOG01200","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",5.4.99.25,tRNA pseudouridine55 synthase%3B TruB%3B aCbf5%3B Pus4%3B YNL292w (gene name)%3B Psi55 tRNA pseudouridine synthase%3B tRNA:Psi55-synthase%3B tRNA pseudouridine 55 synthase%3B tRNA:pseudouridine-55 synthase%3B Psi55 synthase%3B tRNA Psi55 synthase%3B tRNA:Psi55 synthase%3B tRNA-uridine55 uracil mutase%3B Pus10%3B tRNA-uridine54/55 uracil mutase,"tRNA modification,pseudouridine synthesis,RNA modification,RNA processing,tRNA modification,pseudouridine synthesis,RNA modification,RNA processing,pseudouridylate synthase activity,obsolete intramolecular transferase activity%2C transferring other groups,RNA binding,pseudouridine synthase activity",tRNA pseudouridine(55) synthase,"TIGR00431,PF09142,PF01509,IPR015225,IPR014780,IPR002501","tRNA pseudouridine(55) synthase,tRNA Pseudouridine synthase II%2C C terminal,TruB family pseudouridylate synthase (N terminal domain),tRNA pseudouridine synthase II%2C TruB%2C subfamily 2%2C C-terminal,tRNA pseudouridine synthase II%2C TruB,Pseudouridine synthase II%2C N-terminal",168,Protein synthesis / tRNA and rRNA base modification
PMT9312_RS07470,,PMT9312_RS07470,PMT9312_1446,Protein Homology,1358631.0,1359806.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376990.1,SpoIID/LytB domain-containing protein,WP_011376990.1,,,,,PMT9312_1446,1358631.0,1359806.0,-,CK_Pro_MIT9312_01446,spoIID,GO:0030435,CK_00001092,D.1.8, Salinity,"COG2385,bactNOG23454,cyaNOG00765,cyaNOG06501","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,sporulation resulting in formation of a cellular spore,stage II sporulation protein D,"TIGR02669,PF08486,IPR013486,IPR013693","SpoIID/LytB domain,Stage II sporulation protein,Sporulation stage II protein D%2C amidase enhancer LytB,Sporulation stage II protein D%2C amidase enhancer LytB N-terminal",149,Cellular processes / Adaptations to atypical conditions
rnz,rnz,PMT9312_RS07475,PMT9312_1447,Protein Homology,1359895.0,1360833.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818965.1,ribonuclease Z,WP_011376991.1,"GO:0042780,GO:0016891",,RNA endonuclease activity%2C producing 5'-phosphomonoesters|0016891||IEA,tRNA 3'-end processing|0042780||IEA,PMT9312_1447,1359895.0,1360833.0,+,CK_Pro_MIT9312_01447,rnz,"GO:0042779,GO:0016891",CK_00001093,P.4,RNA processing,"COG1234,bactNOG11597,bactNOG04076,bactNOG13922,cyaNOG01115","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",3.1.26.11,tRNase Z%3B 3 tRNase%3B tRNA 3 endonuclease%3B RNase Z%3B 3' tRNase,"tRNA 3'-trailer cleavage,tRNA 3'-trailer cleavage,endoribonuclease activity%2C producing 5'-phosphomonoesters",ribonuclease Z,"TIGR02651,PF12706,IPR013471","ribonuclease Z,Beta-lactamase superfamily domain,Ribonuclease Z/BN",166,Transcription / RNA processing
PMT9312_RS07480,,PMT9312_RS07480,PMT9312_1448,Protein Homology,1360920.0,1361468.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475771.1,pentapeptide repeat-containing protein,WP_036924038.1,,,,,PMT9312_1448,1360908.0,1361468.0,+,CK_Pro_MIT9312_01448,,,CK_00056725,R.2,Conserved hypothetical proteins,COG1357,COG: POORLY CHARACTERIZED [S] Function unknown,,,,pentapeptide repeats family protein,"PF13599,IPR001646","Pentapeptide repeats (9 copies),Pentapeptide repeat",185,Unclassified / Role category not yet assigned
PMT9312_RS07485,,PMT9312_RS07485,PMT9312_1449,Protein Homology,1361487.0,1361843.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376993.1,hypothetical protein,WP_011376993.1,,,,,PMT9312_1449,1361487.0,1361843.0,-,CK_Pro_MIT9312_01449,,,CK_00001094,,,"NOG42626,COG2038,bactNOG65526,bactNOG67010,cyaNOG03278","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
PMT9312_RS07490,,PMT9312_RS07490,PMT9312_1450,Protein Homology,1361924.0,1362223.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017320150.1,ferredoxin,WP_011376994.1,GO:0051536,,iron-sulfur cluster binding|0051536||IEA,,PMT9312_1450,1361924.0,1362223.0,-,CK_Pro_MIT9312_01450,petF,"GO:0006810,GO:0022900,GO:0009055,GO:0046872,GO:0051536,GO:0051537",CK_00000016,"D.1.1,G.2,J.10","Iron,Electron transport,Soluble electron carriers","COG0633,bactNOG31792,bactNOG20211,bactNOG07336,cyaNOG03338","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"transport,electron transport chain,transport,electron transport chain,electron transfer activity,metal ion binding,iron-sulfur cluster binding,2 iron%2C 2 sulfur cluster binding",2Fe-2S ferredoxin,"TIGR02008,PF00111,PS00197,PS51085,IPR006058,IPR010241,IPR001041,IPR012675","ferredoxin [2Fe-2S],2Fe-2S iron-sulfur cluster binding domain,2Fe-2S ferredoxin-type iron-sulfur binding region signature.,2Fe-2S ferredoxin-type iron-sulfur binding domain profile.,2Fe-2S ferredoxin%2C iron-sulphur binding site,Ferredoxin [2Fe-2S]%2C plant,2Fe-2S ferredoxin-type iron-sulfur binding domain,Beta-grasp domain superfamily",112,Energy metabolism / Electron transport
prmA,prmA,PMT9312_RS07495,PMT9312_1451,Protein Homology,1362359.0,1363270.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376995.1,50S ribosomal protein L11 methyltransferase,WP_011376995.1,"GO:0036211,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,protein modification process|0036211||IEA,PMT9312_1451,1362359.0,1363270.0,-,CK_Pro_MIT9312_01451,prmA,"GO:0006464,GO:0006479,GO:0008757,GO:0008276,GO:0005737",CK_00001095,,,"COG2264,bactNOG01299,cyaNOG00954","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.-,,"cellular protein modification process,protein methylation,cellular protein modification process,protein methylation,S-adenosylmethionine-dependent methyltransferase activity,protein methyltransferase activity,cellular protein modification process,protein methylation,S-adenosylmethionine-dependent methyltransferase activity,protein methyltransferase activity,cytoplasm",ribosomal protein L11 methyltransferase,"TIGR00406,PF06325,IPR004498,IPR010456","ribosomal protein L11 methyltransferase,Ribosomal protein L11 methyltransferase (PrmA),Ribosomal protein L11 methyltransferase,Description not found.",158,Protein synthesis / Ribosomal proteins: synthesis and modification
