gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
glmS,glmS,P9303_RS11225,P9303_26041,Protein Homology,2297138.0,2299042.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932129.1,glutamine--fructose-6-phosphate transaminase (isomerizing),WP_011827178.1,"GO:1901137,GO:0004360",,glutamine-fructose-6-phosphate transaminase (isomerizing) activity|0004360||IEA,carbohydrate derivative biosynthetic process|1901137||IEA,P9303_26041,2297138.0,2299042.0,-,CK_Pro_MIT9303_26041,glmS,"GO:0004360,GO:0005737",CK_00000288,"A,E.1","Amino acid biosynthesis,Amino sugars","COG0449,bactNOG02659,cyaNOG00667","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.6.1.16,glutamine---fructose-6-phosphate transaminase (isomerizing)%3B hexosephosphate aminotransferase%3B glucosamine-6-phosphate isomerase (glutamine-forming)%3B glutamine-fructose-6-phosphate transaminase (isomerizing)%3B D-fructose-6-phosphate amidotransferase%3B glucosaminephosphate isomerase%3B glucosamine 6-phosphate synthase%3B GlcN6P synthase,"glutamine-fructose-6-phosphate transaminase (isomerizing) activity,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,cytoplasm",glutamine---fructose-6-phosphate transaminase (isomerizing),"TIGR01135,PF13522,PF01380,PS51464,PS51278,IPR005855,IPR001347,IPR017932","glutamine-fructose-6-phosphate transaminase (isomerizing),Glutamine amidotransferase domain,SIS domain,SIS domain profile.,Glutamine amidotransferase type 2 domain profile.,Glucosamine-fructose-6-phosphate aminotransferase%2C isomerising,Sugar isomerase (SIS),Glutamine amidotransferase type 2 domain","100,73,89","Central intermediary metabolism / Amino sugars,Amino acid biosynthesis / Glutamate family,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan",,2.6.1.16
psaC,psaC,P9303_RS11230,P9303_26051,Protein Homology,2299128.0,2299373.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011432199.1,photosystem I iron-sulfur center protein PsaC,WP_011827179.1,"GO:0009773,GO:0009055,GO:0051539,GO:0009538",photosystem I reaction center|0009538||IEA,"electron transfer activity|0009055||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",photosynthetic electron transport in photosystem I|0009773||IEA,P9303_26051,2299128.0,2299373.0,-,CK_Pro_MIT9303_26051,psaC,"GO:0015979,GO:0016168,GO:0009522,GO:0009538",CK_00000289,J.7,Photosystem I,"COG1145,bactNOG25358,bactNOG55176,cyaNOG03121,cyaNOG07028,cyaNOG07290","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis,photosynthesis,chlorophyll binding,photosynthesis,chlorophyll binding,photosystem I,photosystem I reaction center",photosystem I iron-sulfur center subunit VII PsaC,"TIGR03048,PF12838,PS00198,PS51379,IPR017896,IPR017491,IPR017900,IPR001450","photosystem I iron-sulfur protein PsaC,4Fe-4S dicluster domain,4Fe-4S ferredoxin-type iron-sulfur binding region signature.,4Fe-4S ferredoxin-type iron-sulfur binding domain profile.,4Fe-4S ferredoxin-type%2C iron-sulphur binding domain,Photosystem I protein PsaC,4Fe-4S ferredoxin%2C iron-sulphur binding%2C conserved site,Description not found.",164,Energy metabolism / Photosynthesis,,1.97.1.12
acpP,acpP,P9303_RS11235,P9303_26061,Protein Homology,2299512.0,2299754.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295529.1,acyl carrier protein,WP_011131320.1,"GO:0006633,GO:0000036",,acyl carrier activity|0000036||IEA,fatty acid biosynthetic process|0006633||IEA,P9303_26061,2299443.0,2299754.0,+,CK_Pro_MIT9303_26061,acpP,GO:0000036,CK_00000290,H,Fatty acid%2C phospholipid and sterol metabolism,"COG0236,bactNOG36883,cyaNOG04232,cyaNOG03840","COG: IQ,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",,,acyl carrier activity,acyl-carrier protein,"TIGR00517,PF00550,PS00012,PS50075,IPR009081,IPR003231,IPR006162","acyl carrier protein,Phosphopantetheine attachment site,Phosphopantetheine attachment site.,Carrier protein (CP) domain profile.,Phosphopantetheine binding ACP domain,Acyl carrier protein (ACP),Phosphopantetheine attachment site",176,Fatty acid and phospholipid metabolism / Biosynthesis,,
fabF,fabF,P9303_RS11240,P9303_26071,Protein Homology,2299763.0,2301010.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827181.1,beta-ketoacyl-ACP synthase II,WP_011827181.1,"GO:0006633,GO:0004315",,3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,fatty acid biosynthetic process|0006633||IEA,P9303_26071,2299766.0,2301010.0,+,CK_Pro_MIT9303_26071,fabF,"GO:0006629,GO:0006631,GO:0006633,GO:0008152,GO:0004315,GO:0005515,GO:0033817,GO:0003824,GO:0016746,GO:0005829",CK_00000066,"H,H.2","Fatty acid%2C phospholipid and sterol metabolism,Fatty acid metabolism","COG0304,bactNOG00159,cyaNOG00046","COG: IQ,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.179,beta-ketoacyl-[acyl-carrier-protein] synthase II%3B KASII%3B KAS II%3B FabF%3B 3-oxoacyl-acyl carrier protein synthase I%3B beta-ketoacyl-ACP synthase II%3B (Z)-hexadec-11-enoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),"lipid metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,metabolic process,lipid metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,metabolic process,3-oxoacyl-[acyl-carrier-protein] synthase activity,protein binding,beta-ketoacyl-acyl-carrier-protein synthase II activity,catalytic activity,transferase activity%2C transferring acyl groups,lipid metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,metabolic process,3-oxoacyl-[acyl-carrier-protein] synthase activity,protein binding,beta-ketoacyl-acyl-carrier-protein synthase II activity,catalytic activity,transferase activity%2C transferring acyl groups,cytosol",beta-ketoacyl-(acyl-carrier-protein) synthase II (KASII),"TIGR03150,PF02801,PF00109,PS00606,IPR014031,IPR017568,IPR014030,IPR018201","beta-ketoacyl-acyl-carrier-protein synthase II,Beta-ketoacyl synthase%2C C-terminal domain,Beta-ketoacyl synthase%2C N-terminal domain,Beta-ketoacyl synthases active site.,Beta-ketoacyl synthase%2C C-terminal,3-oxoacyl-[acyl-carrier-protein] synthase 2,Beta-ketoacyl synthase%2C N-terminal,Beta-ketoacyl synthase%2C active site",176,Fatty acid and phospholipid metabolism / Biosynthesis,,2.3.1.179
tkt,tkt,P9303_RS11245,P9303_26081,Protein Homology,2301063.0,2303072.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827182.1,transketolase,WP_011827182.1,GO:0004802,,transketolase activity|0004802||IEA,,P9303_26081,2301063.0,2303072.0,+,CK_Pro_MIT9303_26081,tktA,"GO:0006098,GO:0004802,GO:0005737",CK_00000291,"G.5,J.2","Pentose phosphate pathway,CO2 fixation","COG0021,bactNOG02976,cyaNOG00178","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.2.1.1,transketolase%3B glycolaldehydetransferase,"pentose-phosphate shunt,pentose-phosphate shunt,transketolase activity,pentose-phosphate shunt,transketolase activity,cytoplasm",transketolase,"TIGR00232,PF02780,PF02779,PF00456,PS00802,IPR005476,IPR005478,IPR005475,IPR005474,IPR020826","transketolase,Transketolase%2C C-terminal domain,Transketolase%2C pyrimidine binding domain,Transketolase%2C thiamine diphosphate binding domain,Transketolase signature 2.,Description not found.,Transketolase%2C bacterial-like,Transketolase-like%2C pyrimidine-binding domain,Transketolase%2C N-terminal,Transketolase binding site","117,164","Energy metabolism / Pentose phosphate pathway,Energy metabolism / Photosynthesis",,2.2.1.1
P9303_RS11250,,P9303_RS11250,P9303_26091,Protein Homology,2303207.0,2304148.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827183.1,UDP-glucuronic acid decarboxylase family protein,WP_011827183.1,"GO:0042732,GO:0048040,GO:0070403",,"UDP-glucuronate decarboxylase activity|0048040||IEA,NAD+ binding|0070403||IEA",D-xylose metabolic process|0042732||IEA,P9303_26091,2303207.0,2304148.0,+,CK_Pro_MIT9303_26091,uxs,"GO:0016539,GO:0003824,GO:0004519,GO:0050662",CK_00000274,E.1,Amino sugars,"COG0451,bactNOG03092,bactNOG01391,cyaNOG00985","COG: MG,bactNOG: M,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: M",4.1.1.35,UDP-glucuronate decarboxylase%3B uridine-diphosphoglucuronate decarboxylase%3B UDP-D-glucuronate carboxy-lyase,"intein-mediated protein splicing,intein-mediated protein splicing,catalytic activity,endonuclease activity,coenzyme binding",UDP-glucuronate decarboxylase,"PF01370,IPR016040","NAD dependent epimerase/dehydratase family,NAD(P)-binding domain",100,Central intermediary metabolism / Amino sugars,,4.1.1.35
P9303_RS11255,,P9303_RS11255,P9303_26101,Protein Homology,2304354.0,2305457.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827184.1,glycosyltransferase family 2 protein,WP_011827184.1,"GO:0006486,GO:0016757,GO:0016020",membrane|0016020||IEA,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,P9303_26101,2304354.0,2305457.0,+,CK_Pro_MIT9303_26101,,GO:0016757,CK_00002028,,,"COG0463,COG2246,bactNOG00576,cyaNOG00866","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.-,,transferase activity%2C transferring glycosyl groups,beta-glycosyltransferase%2C family 2,"PF04138,PF00535,IPR007267,IPR001173","GtrA-like protein,Glycosyl transferase family 2,GtrA-like protein,Glycosyltransferase 2-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
P9303_RS11260,,P9303_RS11260,P9303_26111,Protein Homology,2305853.0,2306125.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827185.1,chlororespiratory reduction protein 7,WP_011827185.1,,,,,P9303_26111,2305853.0,2306125.0,-,CK_Pro_MIT9303_26111,,,CK_00001167,R.2,Conserved hypothetical proteins,"NOG253823,NOG289054,NOG45070,bactNOG46582,cyaNOG04214","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,protein of unknown function DUF3571,"PF12095,IPR021954","Protein CHLORORESPIRATORY REDUCTION 7,Protein CHLORORESPIRATORY REDUCTION 7",156,Hypothetical proteins / Conserved,,
P9303_RS11265,,P9303_RS11265,P9303_26121,Protein Homology,2306162.0,2306887.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131326.1,glutathione S-transferase family protein,WP_011827186.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,P9303_26121,2306162.0,2306887.0,-,CK_Pro_MIT9303_26121,gst,"GO:0006749,GO:0005515,GO:0004364",CK_00000203,"B.9,D.1.4"," Thioredoxin%2C glutaredoxin and glutathione,Oxidative stress","COG0625,bactNOG35878,bactNOG31572,bactNOG57463,bactNOG35515,bactNOG92718,bactNOG51320,cyaNOG00899","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",2.5.1.18,glutathione transferase%3B glutathione S-transferase%3B glutathione S-alkyltransferase%3B glutathione S-aryltransferase%3B S-(hydroxyalkyl)glutathione lyase%3B glutathione S-aralkyltransferase%3B glutathione S-alkyl transferase%3B GST,"glutathione metabolic process,glutathione metabolic process,protein binding,glutathione transferase activity",glutathione S-transferase%2C rho class,"PF13417,PS50404,PS50405,IPR004045,IPR010987,IPR012336","Glutathione S-transferase%2C N-terminal domain,Soluble glutathione S-transferase N-terminal domain profile.,Soluble glutathione S-transferase C-terminal domain profile.,Glutathione S-transferase%2C N-terminal,Glutathione S-transferase%2C C-terminal-like,Thioredoxin-like fold",86,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs,,2.5.1.-
P9303_RS11270,,P9303_RS11270,P9303_26141,Protein Homology,2307528.0,2307734.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850467.1,DUF751 family protein,WP_011827188.1,,,,,P9303_26141,2307528.0,2307734.0,+,CK_Pro_MIT9303_26141,,,CK_00001168,,,"COG0609,NOG14682,NOG320325,COG0477,NOG254909,bactNOG73128,bactNOG53616,cyaNOG08118,cyaNOG04374","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF05421,IPR008470","Protein of unknown function (DUF751),Uncharacterised protein family Ycf33",156,Hypothetical proteins / Conserved,,
rbfA,rbfA,P9303_RS11275,P9303_26151,Protein Homology,2307737.0,2308165.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131328.1,30S ribosome-binding factor RbfA,WP_011827189.1,GO:0006364,,,rRNA processing|0006364||IEA,P9303_26151,2307737.0,2308165.0,+,CK_Pro_MIT9303_26151,rbfA,"GO:0006396,GO:0006364,GO:0019843",CK_00000204,,,"COG0858,bactNOG44280,bactNOG32167,bactNOG94573,bactNOG101505,bactNOG99262,bactNOG100393,cyaNOG03192","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"RNA processing,rRNA processing,RNA processing,rRNA processing,rRNA binding",ribosome-binding factor A,"TIGR00082,PF02033,PS01319,IPR020053,IPR000238","ribosome-binding factor A,Ribosome-binding factor A,Ribosome-binding factor A signature.,Ribosome-binding factor A%2C conserved site,Ribosome-binding factor A",166,Transcription / RNA processing,,
P9303_RS11280,,P9303_RS11280,P9303_26161,Protein Homology,2308162.0,2309811.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827190.1,glycoside hydrolase family 3 N-terminal domain-containing protein,WP_011827190.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,P9303_26161,2308162.0,2309811.0,+,CK_Pro_MIT9303_26161,,"GO:0005975,GO:0004553",CK_00000205,"C.3,E.6","Surface polysaccharides and lipopolysaccharides,Polysaccharides and glycoproteins biosynthesis","COG1472,bactNOG05804,cyaNOG00621","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",3.2.1.21,beta-glucosidase%3B gentiobiase%3B cellobiase%3B emulsin%3B elaterase%3B aryl-beta-glucosidase%3B beta-D-glucosidase%3B beta-glucoside glucohydrolase%3B arbutinase%3B amygdalinase%3B p-nitrophenyl beta-glucosidase%3B primeverosidase%3B amygdalase%3B linamarase%3B salicilinase%3B beta-1%2C6-glucosidase,"carbohydrate metabolic process,carbohydrate metabolic process,hydrolase activity%2C hydrolyzing O-glycosyl compounds",N-Acetyl-D-glucosamine (anhydrous) N-Acetylmuramyl-tripeptide beta -1%2C4-N-acetylglucosaminidase,"PF00933,IPR001764","Glycosyl hydrolase family 3 N terminal domain,Glycoside hydrolase%2C family 3%2C N-terminal","105,90","Energy metabolism / Biosynthesis and degradation of polysaccharides,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides",,
P9303_RS11285,,P9303_RS11285,P9303_26171,Protein Homology,2309849.0,2311057.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007101438.1,glycosyltransferase,WP_205909578.1,,,,,P9303_26171,2309774.0,2311057.0,+,CK_Pro_MIT9303_26171,,GO:0016740,CK_00001321,,,"COG0457,COG0463,bactNOG35372,bactNOG04609,cyaNOG02266","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.-,,transferase activity,beta-glycosyltransferase%2C family 2,"PF13414,PF00535,PS50005,PS50293,IPR019734,IPR013026,IPR001173","TPR repeat,Glycosyl transferase family 2,TPR repeat profile.,TPR repeat region circular profile.,Tetratricopeptide repeat,Tetratricopeptide repeat-containing domain,Glycosyltransferase 2-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
P9303_RS11290,,P9303_RS11290,P9303_26181,Protein Homology,2311054.0,2311887.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827192.1,uroporphyrinogen-III synthase,WP_011827192.1,"GO:0006780,GO:0006782,GO:0033014,GO:0004852",,uroporphyrinogen-III synthase activity|0004852||IEA,"uroporphyrinogen III biosynthetic process|0006780||IEA,protoporphyrinogen IX biosynthetic process|0006782||IEA,tetrapyrrole biosynthetic process|0033014||IEA",P9303_26181,2311054.0,2311887.0,+,CK_Pro_MIT9303_26181,hemD,"GO:0033014,GO:0004852",CK_00000206,"B.10.2,B.5.2,B.5.3","Cobalamin (b12),Chlorophylls and porphyrins,Hemes and phycobilins","COG1587,bactNOG85116,bactNOG98625,bactNOG48113,bactNOG85457,bactNOG30944,bactNOG31605,cyaNOG00451","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.2.1.75,uroporphyrinogen-III synthase%3B porphobilinogenase%3B uroporphyrinogen isomerase%3B uroporphyrinogen III cosynthase%3B URO-synthase%3B hydroxymethylbilane hydro-lyase (cyclizing),"tetrapyrrole biosynthetic process,tetrapyrrole biosynthetic process,uroporphyrinogen-III synthase activity",uroporphyrinogen-III synthase,"PF02602,IPR003754","Uroporphyrinogen-III synthase HemD,Tetrapyrrole biosynthesis%2C uroporphyrinogen III synthase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,4.2.1.75
P9303_RS11295,,P9303_RS11295,P9303_26191,GeneMarkS-2+,2311838.0,2312296.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_236069799.1,,,,,P9303_26191,2311838.0,2312365.0,-,CK_Pro_MIT9303_26191,,,CK_00045923,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
